market_key,taker_pnl_gross,taker_pnl_net,taker_fees,maker_pnl_net,maker_fees,notional_settled,contracts_settled,n_days
KXWCBTTS-26JUL15ENGARG,3218928.36,3065215.49,153712.87,-3218928.36,0.0,4664498.64,8839604,4
KXWCSPREAD-26JUL02ESPAUT,1515384.92,1394077.28,121307.64,-1515384.92,0.0,4183015.08,8782284,5
KXMLBGAME-26JUN211920NYMPHI,420368.4,335527.69,84840.71,-441709.94,21341.54,4480698.6,8770022,4
KXMLBGAME-26JUN202210BALLAD,-690717.77,-791751.62,101033.85,665286.39,25431.38,4276011.77,8759736,5
KXMLBGAME-26APR162040SEASD,496510.44,393787.67,102722.77,-522331.54,25821.1,3938648.56,8734391,2
KXWCSPREAD-26JUN23COLCOD,-1104491.2,-1212656.71,108165.51,1104491.2,0.0,3948567.2,8730687,17
KXMVESPORTSMULTIGAMEEXTENDED-S202687B4AC9A744,684837.59,657507.01,27330.57,-684837.59,0.0,665083.41,8702959,10
KXWCTOTAL-26JUN29NEDMAR,-485551.0,-587664.66,102113.66,485551.0,0.0,4504950.0,8688342,4
KXNASCARRACE-QUAS4AA26,308945.02,259321.53,49623.49,-308945.02,0.0,1749930.98,8679365,8
KXWNBAGAME-26MAY28INDGS,-311132.1,-424763.62,113631.52,311132.1,0.0,4234301.1,8663331,4
KXWCBTTS-26JUN18MEXKOR,-2408294.43,-2545135.48,136841.05,2408294.43,0.0,4587881.43,8661685,8
KXMLBGAME-26JUL121610TORSD,-249746.07,-374480.42,124734.35,218406.46,31339.61,4442499.07,8655348,4
KXMLBGAME-26JUN192140LAAATH,-275045.6,-364714.14,89668.54,252497.76,22547.84,4428811.6,8647149,5
KXMLBGAME-26MAY141505STLATH,566524.81,457106.41,109418.4,-594007.25,27482.44,4150385.19,8630006,4
KXWCSPREAD-26JUN30MEXECU,1367512.74,1265859.47,101653.27,-1367512.74,0.0,3129936.26,8607824,5
KXMLBGAME-26JUL231715AZSTL,375019.11,270508.12,104510.99,-401301.19,26282.08,4127887.89,8596955,2
KXWCGOAL-26JUL15ENGARG-ARGLMESSI10,-1125396.29,-1197257.89,71861.6,1125396.29,0.0,1822067.29,8596626,4
KXWCGOAL-26JUL15ENGARG-ENGJBELLI5,-1202227.21,-1275588.68,73361.47,1202227.21,0.0,1613642.21,8579231,4
KXMLBGAME-26MAY202138ATHLAA,1042438.75,920778.84,121659.91,-1073027.99,30589.24,4025766.25,8576581,5
KXWCTOTAL-26JUL06PORESP,-335092.11,-428549.92,93457.81,335092.11,0.0,4842571.11,8563264,5
KXNHLGAME-26MAY10VGKANA,-202235.67,-317188.28,114952.61,173349.5,28886.17,4138254.67,8521322,9
KXNBATOTAL-26MAY26SASOKC,767939.43,653661.46,114277.97,-796683.07,28743.64,4282954.57,8510934,3
KXMLBGAME-26JUN092205MILATH,-715523.81,-842515.6,126991.79,683649.79,31874.02,4152546.81,8468540,5
KXMVESPORTSMULTIGAMEEXTENDED-S2026F5F0491B4B5,-353888.76,-378123.15,24234.38,353888.76,0.0,541128.76,8458633,13
KXNHLGAME-26MAY25CARMTL,-643570.78,-777894.63,134323.85,609830.58,33740.2,3915684.78,8437243,7
KXNHLSERIES-26MTLBUFR2,-216636.54,-349376.5,132739.96,183290.37,33346.17,3928529.54,8423490,16
KXNHLGAME-26APR27VGKUTA,-207939.84,-315255.97,107316.13,180976.5,26963.34,3474332.84,8410718,2
KXNBATOTAL-26JUN05NYKSAS,-620155.46,-745805.63,125650.17,588548.0,31607.46,4384625.46,8406418,3
KXWCTOTAL-26JUN23ENGGHA,-916990.88,-1027258.25,110267.37,916990.88,0.0,4593143.88,8392561,14
KXWCTOTAL-26JUL04CANMAR,-531841.52,-623971.46,92129.94,531841.52,0.0,4664794.52,8382362,5
KXWCGOAL-26JUL04PARFRA-FRAKMBAPP10,420789.61,313874.05,106915.56,-420789.61,0.0,3985282.39,8372755,5
KXMLBGAME-26JUN201605SDTEX,273449.06,166137.5,107311.56,-300423.85,26974.79,3956008.94,8350543,4
KXWCSPREAD-26JUN21ESPKSA,412644.18,316240.44,96403.74,-412644.18,0.0,4320282.82,8342425,12
KXMLBGAME-26JUN202110PITCOL,-605748.75,-708603.04,102854.29,579880.16,25868.59,3940432.75,8336479,4
KXMLBGAME-26JUN091835SEABAL,331420.76,215785.32,115635.44,-360509.23,29088.47,4158541.24,8326334,4
KXMLBGAME-26JUN181410CLEMIL,-396710.08,-497449.15,100739.07,371394.84,25315.24,4361677.08,8304688,4
KXWCSPREAD-26JUN16ARGDZA,2165016.8,2065030.32,99986.48,-2165016.8,0.0,3576195.2,8299059,13
KXMLBGAME-26JUL041335MINNYY,-257679.56,-345775.93,88096.37,235506.86,22172.7,4096459.56,8284732,4
KXWCSPREAD-26JUN24SCOBRA,1379956.44,1274808.28,105148.16,-1379956.44,0.0,3973936.56,8265319,14
KXWCTOTAL-26JUN23COLCOD,-364402.79,-470813.26,106410.47,364402.79,0.0,4421638.79,8247233,18
KXWCSPREAD-26JUN30FRASWE,1170097.61,1056631.25,113466.36,-1170097.61,0.0,3954334.39,8235732,4
KXMVESPORTSMULTIGAMEEXTENDED-S2026D9B2F8544E5,1757275.57,1668205.63,89069.94,-1757275.57,0.0,2279770.43,8229088,5
KXMLBGAME-26JUL282210SEALAD,-543842.08,-648527.92,104685.84,517480.76,26361.32,3964691.08,8209092,5
KXWCTOTAL-26JUL01ENGCOD,379118.03,280188.4,98929.63,-379118.03,0.0,4407135.97,8207676,5
KXWCSPREAD-26JUL03ARGCPV,-1454196.27,-1558585.57,104389.3,1454196.27,0.0,4400159.27,8207048,7
KXMLBGAME-26APR162010COLHOU,-201377.98,-321481.37,120103.39,171194.66,30183.32,4060713.98,8199713,2
KXMLBGAME-26MAY211605NYMWSH,-203540.53,-319211.75,115671.22,174499.73,29040.8,3933819.53,8194932,4
KXWCSPREAD-26JUL07ARGEGY,-941530.11,-1018693.85,77163.74,941530.11,0.0,3577354.11,8190194,5
KXMLBGAME-26JUL021510MIACOL,-770153.5,-877018.61,106865.11,743303.76,26849.74,4104480.5,8153916,4
KXNBATOTAL-26MAY03TORCLE,441433.33,325692.93,115740.4,-470524.72,29091.39,4121991.67,8153403,3
KXWCSPREAD-26JUN12USAPAR,1145950.27,1057680.23,88270.04,-1145950.27,0.0,3399919.73,8138162,9
KXMVESPORTSMULTIGAMEEXTENDED-S2026EACD10CCB4F,-347550.62,-371730.78,24180.16,347550.62,0.0,430363.62,8130097,4
KXMLBGAME-26MAY311610AZSEA,-271946.52,-392453.08,120506.56,241681.6,30264.92,3856773.52,8129868,4
KXMLBGAME-26JUL051230NYMATL,-597575.88,-693017.79,95441.91,573572.41,24003.47,4050366.88,8111829,4
KXMLBGAME-26APR182138SDLAA,361609.73,261490.21,100119.52,-386770.54,25160.81,3782621.27,8108454,5
KXPERUPRES-26,-249171.45,-308677.59,59506.14,249171.45,0.0,3361457.45,8091448,80
KXMLBGAME-26JUL172138DETLAA,469077.34,363612.82,105464.52,-495592.31,26514.97,3863288.66,8066083,5
KXWNBAGAME-26JUL16NYDAL,-181534.63,-282580.87,101046.24,181534.63,0.0,3908096.63,8060304,7
KXMLBGAME-26JUL292138HOULAA,1083807.73,979684.33,104123.4,-1109966.76,26159.03,3802518.27,8058501,5
KXMLBGAME-26APR201110DETBOS,-626245.3,-731595.3,105350.0,599773.78,26471.52,3686649.3,8052581,4
KXATPMATCH-26MAY27HURTIA,339247.57,233358.44,105889.13,-365844.48,26596.91,4001034.43,8043364,4
KXMLBGAME-26MAY271545AZSF,537565.35,424229.25,113336.1,-566015.76,28450.41,4068042.65,8004747,4
KXMLBGAME-26JUN292140LADATH,607376.6,514454.1,92922.5,-630741.77,23365.17,3520640.4,7996976,5
KXWCTOTAL-26JUL15ENGARG,1679990.98,1569569.05,110421.93,-1679990.98,0.0,4066961.02,7989255,4
KXMLBGAME-26JUL202140ATHAZ,-327135.66,-412129.1,84993.44,305757.38,21378.28,4060795.66,7963792,5
KXWCSPREAD-26JUN14GERCUW,272606.55,174735.98,97870.57,-272606.55,0.0,3754654.45,7944444,11
KXWCSCORE-26JUL01USABIH,346083.25,305343.2,40740.05,-346083.25,0.0,1036700.75,7897629,3
KXMLBGAME-26JUL171335TBBOSG1,-427145.03,-523554.79,96409.76,402924.71,24220.32,3850516.03,7880663,4
KXWTAMATCH-26JUN04KOSAND,-284163.67,-369952.85,85789.18,262648.61,21515.06,3763006.67,7828910,3
KXNBASPREAD-26MAY06PHINYK,-305573.53,-419293.88,113720.35,277021.95,28551.58,3955035.53,7822086,2
KXMLBGAME-26JUN102138HOULAA,-503111.16,-621447.28,118336.12,473384.65,29726.51,3606963.16,7814023,5
KXMLBGAME-26JUL061410PHIKC,-1043967.25,-1116797.07,72829.82,1025650.61,18316.64,4207024.25,7808696,4
KXNBASPREAD-26MAY13CLEDET,-802701.93,-919144.62,116442.69,773432.58,29269.35,3937958.93,7805230,2
KXNBATOTAL-26MAY11OKCLAL,737649.28,625693.79,111955.49,-765764.36,28115.08,3957915.72,7772358,3
KXMVESPORTSMULTIGAMEEXTENDED-S2026AE1BB7B1DCA,-1048170.8,-1119656.77,71485.97,1048170.8,0.0,1535168.8,7769896,4
KXMVESPORTSMULTIGAMEEXTENDED-S2026E357E4152B7,1237335.8,1152859.38,84476.41,-1237335.8,0.0,2229312.2,7745578,6
KXWCTOTAL-26JUN23PORUZB,284528.81,188376.2,96152.61,-284528.81,0.0,4072375.19,7741984,15
KXWCTOTAL-26JUN21BELIRI,-641907.3,-741833.0,99925.7,641907.3,0.0,4107759.3,7718427,14
KXMLBGAME-26MAY291840ATLCIN,1097162.84,1006629.45,90533.39,-1119908.07,22745.23,4065316.16,7657635,4
KXMLBGAME-26MAY231915LADMIL,833082.74,732586.15,100496.59,-858321.56,25238.82,3641123.26,7654309,4
KXMLBGAME-26JUN222210ATLSD,-255177.18,-354593.76,99416.58,230198.85,24978.33,3411134.18,7638911,5
KXWCSPREAD-26JUL19ESPARG,-454758.08,-497531.78,42773.7,454758.08,0.0,2603415.08,7634159,5
KXMLBGAME-26JUL271940NYYCWS,559430.39,471633.68,87796.71,-581526.65,22096.26,3176283.61,7618111,4
KXWCTOTAL-26JUN16ARGDZA,607691.73,512125.75,95565.98,-607691.73,0.0,3645448.27,7608122,12
KXMLBGAME-26MAY142210SFLAD,-229283.3,-317861.41,88578.11,207008.55,22274.75,3370030.3,7574417,5
KXWTAMATCH-26MAY14SWISVI,-340349.1,-445968.19,105619.09,313846.9,26502.2,3866179.1,7567796,2
KXWCGOAL-26JUN23PORUZB-PORCRIS7,683360.16,580433.17,102926.99,-683360.16,0.0,3546452.84,7539909,3
KXWCGAME-26JUN26NORFRA,545484.41,441788.09,103696.32,-545484.41,0.0,3183869.59,7534375,61
KXNBATOTAL-26MAY15SASMIN,334601.95,236248.68,98353.27,-359309.6,24707.65,3717080.05,7526403,4
KXMLBGAME-26JUN131507NYYTOR,809031.29,700170.15,108861.14,-836357.93,27326.64,3596422.71,7525698,4
KXMLBGAME-26APR231810NYYBOS,1154431.87,1047154.28,107277.59,-1181370.76,26938.89,3477387.13,7516996,4
KXWCSCORE-26JUL07SUICOL,-320710.05,-348948.22,28238.17,320710.05,0.0,693962.05,7500882,3
KXWCCONTINENT-26,-189039.18,-257697.03,68657.85,189039.18,0.0,3175064.18,7484050,84
KXATPMATCH-26APR28MEDCOB,-198299.78,-304984.95,106685.17,171535.65,26764.13,3719275.78,7477840,2
KXEPLGAME-26MAY19BOUMCI,-1230375.38,-1321998.99,91623.61,1207328.92,23046.46,3732761.38,7461634,17
KXWCSPREAD-26JUN29GERPAR,-1409448.8,-1501705.61,92256.81,1409448.8,0.0,3547647.8,7414414,3
KXMLBGAME-26JUL221335PITNYY,-439764.97,-544169.13,104404.16,413492.21,26272.76,3916363.97,7413637,4
KXWCSCORE-26JUN29GERPAR,-313959.05,-357496.68,43537.63,313959.05,0.0,1467174.05,7412201,3
KXWCROUND-26QUAR,-412777.19,-518061.02,105283.83,412777.19,0.0,3468694.19,7389712,84
KXMVESPORTSMULTIGAMEEXTENDED-S2026D7247E89675,-1231208.79,-1314551.97,83343.18,1231208.79,0.0,2258297.79,7380419,4
KXNBASPREAD-26APR26SASPOR,1044805.61,938807.77,105997.84,-1071441.72,26636.11,3607166.39,7378119,2
KXNBASPREAD-26APR21HOULAL,-499189.63,-609507.12,110317.49,471492.04,27697.59,3633424.63,7371939,4
KXATPMATCH-26JUL26VANBLO,-161511.56,-264176.19,102664.63,135730.19,25781.37,3606590.56,7361806,2
KXMLBGAME-26JUL212040WSHCOL,-576803.76,-685078.62,108274.86,549577.82,27225.94,3652973.76,7347577,4
KXNBATOTAL-26MAY08SASMIN,387049.48,283951.2,103098.28,-412944.86,25895.38,3656649.52,7343340,3
KXMLBGAME-26JUN042140LADAZ,-370455.99,-478792.68,108336.69,343214.19,27241.8,3512804.99,7338710,5
KXNBASPREAD-26APR20MINDEN,-414471.17,-527834.17,113363.0,385999.22,28471.95,3626259.17,7336941,4
KXMLBGAME-26JUN012140NYMSEA,447734.22,333903.02,113831.2,-476318.87,28584.65,3594886.78,7336640,5
KXMLBGAME-26JUL022210SDLAD,499206.63,423218.5,75988.13,-518353.89,19147.26,3182017.37,7330910,5
KXIPLGAME-26APR26CSKGT,-212468.77,-281657.68,69188.91,212468.77,0.0,3396343.77,7325362,2
KXWNBAGAME-26JUN06INDNY,-965029.36,-1057563.71,92534.35,965029.36,0.0,3924952.36,7309595,3
KXNHLGAME-26APR22DALMIN,410687.5,295355.85,115331.65,-439694.89,29007.39,3392034.5,7301898,7
KXATPMATCH-26MAY28COMDAR,-635128.43,-738511.22,103382.79,609156.88,25971.55,3838237.43,7297604,3
KXNBATOTAL-26MAY15DETCLE,-221920.55,-326037.51,104116.96,195783.11,26137.44,3687628.55,7295818,2
KXMLBGAME-26APR161235WSHPIT,-251959.13,-359322.43,107363.3,224952.68,27006.45,3658057.13,7283720,2
KXNBASPREAD-26MAY10NYKPHI,557068.84,454854.81,102214.03,-582758.87,25690.03,3534385.16,7271403,2
KXWCGAME-26JUN16IRQNOR,-463995.9,-505493.36,41497.46,463995.9,0.0,1163673.9,7256553,25
KXMLBGAME-26JUN152210TBLAD,-200642.9,-301809.96,101167.06,175195.31,25447.59,3556013.9,7248840,5
KXATPCHALLENGERMATCH-26JUL18LAJYUN,-434513.41,-524707.4,90193.99,434513.41,0.0,3896750.41,7244770,2
KXLALIGARELEGATION-26,-1165475.11,-1234860.24,69385.13,1165475.11,0.0,1207861.11,7218166,40
KXATPMATCH-26JUN13SHELEH,313692.25,205421.34,108270.91,-340872.6,27180.35,3607265.75,7216521,1
KXNBATOTAL-26MAY06PHINYK,-380693.1,-476667.44,95974.34,356587.9,24105.2,3589831.1,7214893,2
KXWCTOTAL-26JUN21TUNJPN,477496.12,387863.51,89632.61,-477496.12,0.0,3465212.88,7213484,15
KXMLBGAME-26JUN241607BALLAA,-313349.15,-406437.59,93088.44,289953.6,23395.55,3426903.15,7195237,4
KXWC2H-26JUL18FRAENG,-264275.98,-312467.57,48191.59,264275.98,0.0,1989244.98,7178750,4
KXMLBGAME-26JUL121335NYYWSH,371188.96,275057.61,96131.35,-395370.38,24181.42,3515825.04,7156478,4
KXMLBGAME-26JUL221840LADPHI,655742.62,565407.08,90335.54,-678485.19,22742.57,3459869.38,7149769,4
KXWCTOTAL-26JUN22NORSEN,423289.69,334727.72,88561.97,-423289.69,0.0,3521635.31,7142509,16
KXMLBGAME-26APR282210MIALAD,-985735.5,-1083184.58,97449.08,961257.51,24477.99,3436970.5,7130930,5
KXMLBGAME-26JUN181905CWSNYY,-285399.34,-383282.45,97883.11,260813.4,24585.94,3619529.34,7123413,4
KXNBATOTAL-26APR26LALHOU,256741.23,156619.53,100121.7,-281905.72,25164.49,3485792.77,7106673,3
KXNBASPREAD-26APR17GSWPHX,-250336.5,-357079.44,106742.94,223536.27,26800.23,3578787.5,7096712,3
KXATPMATCH-26MAY27VANNAK,398451.96,306960.11,91491.85,-421421.79,22969.83,3532646.04,7093944,4
KXATPMATCH-26APR28TSIRUU,335220.45,238016.74,97203.71,-359634.71,24414.26,3508954.55,7087300,2
KXATPMATCH-26MAY14LANMED,335211.54,230841.82,104369.72,-361409.51,26197.97,3575416.46,7066037,2
KXMVESPORTSMULTIGAMEEXTENDED-S202665A48B4FA67,541267.73,445004.95,96262.78,-541267.73,0.0,2165313.27,7054423,4
KXMLBGAME-26MAY201510TEXCOL,477553.12,382366.74,95186.38,-501480.35,23927.23,3353084.88,7045203,4
KXMLBGAME-26JUL201910LADPHI,-244110.34,-312137.55,68027.21,226947.23,17163.11,2730693.34,7041892,4
KXMLBGAME-26JUN101840LADPIT,-724878.73,-800427.04,75548.31,705871.67,19007.06,3278444.73,7029233,4
KXMLBGAME-26MAY301915ATLCIN,1493355.92,1390337.49,103018.43,-1519216.89,25860.97,3626537.08,7028666,4
KXMLBGAME-26JUN131910PHIMIL,-181495.66,-266940.98,85445.32,160005.56,21490.1,3335013.66,7026354,4
KXMLBGAME-26JUL302210SEALAD,484705.51,419169.79,65535.72,-501213.84,16508.33,3201710.49,7008543,5
KXNBASPREAD-26APR30DENMIN,-400715.56,-501978.58,101263.02,375271.74,25443.82,3393522.56,7008163,4
KXMVESPORTSMULTIGAMEEXTENDED-S20263D21A32410C,1014096.75,972966.87,41129.88,-1014096.75,0.0,1340614.25,7006932,10
KXWCGOAL-26JUN23ENGGHA-ENGHKANE9,-2001010.12,-2095456.4,94446.28,2001010.12,0.0,3317667.12,6992216,3
KXWCTOTAL-26JUN15ESPCPV,-659484.74,-750252.68,90767.94,659484.74,0.0,3689008.74,6971654,11
KXMLBGAME-26JUL281840PHIMIA,-262529.69,-362301.0,99771.31,237454.52,25075.17,3295233.69,6968213,4
KXNBATOTAL-26MAY07LALOKC,479243.93,380650.63,98593.3,-504002.93,24759.0,3491304.07,6948362,3
KXNBASPREAD-26MAY08NYKPHI,313901.59,211279.77,102621.82,-339668.69,25767.1,3503333.41,6935768,2
KXNBASPREAD-26MAY01LALHOU,285251.76,187104.45,98147.31,-309919.04,24667.28,3401920.24,6929447,3
KXNBASPREAD-26APR26BOSPHI,-255314.12,-356769.63,101455.51,229831.39,25482.73,3487701.12,6926603,2
KXMLBGAME-26MAY232205TEXLAA,-573081.05,-669180.29,96099.24,548944.3,24136.75,3510216.05,6922108,5
KXWCGOAL-26JUN27JORARG-ARGLMESSI10,657375.61,577227.27,80148.34,-657375.61,0.0,2710547.39,6918411,3
KXMLBGAME-26JUL231507TBTOR,-458940.77,-549202.13,90261.36,436243.43,22697.34,3741019.77,6912823,4
KXMLBGAME-26MAY201310BALTB,770102.64,674373.88,95728.76,-794125.63,24022.99,3426362.36,6910773,4
KXWCSPREAD-26JUN23PANCRO,-1102798.36,-1196159.61,93361.25,1102798.36,0.0,3296778.36,6893414,17
KXWCTOTAL-26JUN16FRASEN,-190865.38,-275685.77,84820.39,190865.38,0.0,3625338.38,6891920,13
KXMLBGAME-26JUL291310ATLNYM,-568603.42,-659168.18,90564.76,545842.08,22761.34,3287390.42,6867239,4
KXMLBGAME-26MAY112210SFLAD,-653827.54,-745960.55,92133.01,630666.86,23160.68,3555694.54,6867008,5
KXMLBGAME-26JUL282138HOULAA,533903.26,430587.75,103315.51,-559849.61,25946.35,3210256.74,6853707,5
KXMLBGAME-26APR291510MIALAD,-322397.23,-414749.96,92352.73,299196.09,23201.14,3240181.23,6843206,4
KXLIGAMXGAME-26JUL18QUEAME,691390.07,607717.9,83672.17,-691390.07,0.0,3305804.93,6842903,12
KXWCGOAL-26JUL02PORCRO-PORCRIS7,1086642.58,1009365.75,77276.83,-1086642.58,0.0,2208894.42,6840162,4
KXWNBAGAME-26JUL22CHINY,374519.33,301371.95,73147.38,-374519.33,0.0,3104451.67,6834149,3
KXMLBGAME-26JUL021915STLATL,-362217.62,-439955.09,77737.47,342673.56,19544.06,3116271.62,6831156,4
KXUFCMOV-26MAY09CHISTR,-393441.11,-454526.41,61085.3,393441.11,0.0,1635965.11,6815210,3
KXMLBGAME-26MAY072210STLSD,-191572.32,-280394.02,88821.7,169266.31,22306.01,3225663.32,6795015,5
KXATPMATCH-26MAY08PRIDJO,-441820.97,-529135.53,87314.56,419912.94,21908.03,3652065.97,6794166,2
KXMLBGAME-26MAY251540NYYKC,475644.1,390297.42,85346.68,-497102.65,21458.55,3491094.9,6777622,4
KXNBATOTAL-26MAY11DETCLE,506006.54,413028.41,92978.13,-529361.71,23355.17,3287109.46,6775520,3
KXMLBGAME-26APR191920ATLPHI,310997.17,221009.75,89987.42,-333612.81,22615.64,3345927.83,6773560,4
KXMLBGAME-26JUL211910BALBOS,402753.89,327098.1,75655.79,-421793.86,19039.97,3404389.11,6763000,5
KXATPMATCH-26JUN29VIRSHE,-642376.28,-731781.02,89404.74,619928.08,22448.2,3541892.28,6757711,5
KXWCADVANCE-26JUL11NORENG,-1760733.92,-1870518.49,109784.57,1760733.92,0.0,2740330.92,6754924,4
KXNBASPREAD-26APR30NYKATL,256264.96,165970.02,90294.94,-278950.22,22685.26,3137717.04,6740504,2
KXWNBAGAME-26JUN21NYLA,260972.42,192426.74,68545.68,-260972.42,0.0,2993915.58,6712624,3
KXEPLGAME-26MAY10WHUARS,748431.55,670787.94,77643.61,-767964.35,19532.8,3364324.45,6710086,18
KXWCGOAL-26JUL19ESPARG-ESPLYAMAL10,-961670.31,-1026805.77,65135.46,961670.31,0.0,2043371.31,6703319,5
KXWCTOTAL-26JUN12USAPAR,551951.35,472747.78,79203.57,-551951.35,0.0,3416871.65,6702641,9
KXWCSPREAD-26JUL06USABEL,267935.59,204173.61,63761.98,-267935.59,0.0,2697250.41,6691248,5
KXNBASPREAD-26APR22PHXOKC,-166799.03,-262797.95,95998.92,142675.34,24123.69,3260675.03,6666094,5
KXMLBGAME-26JUL072210COLLAD,-364806.26,-454313.56,89507.3,342281.27,22524.99,3377285.26,6650489,5
KXPGAR2LEAD-PGC26,-373159.48,-401209.35,28049.87,373159.48,0.0,962130.48,6646838,27
KXMLBGAME-26APR272210MIALAD,722959.63,638608.02,84351.61,-744153.85,21194.22,3057458.37,6640452,5
KXNBASPREAD-26APR29HOULAL,-563505.41,-660743.53,97238.12,539073.4,24432.01,3246175.41,6620034,4
KXMLBGAME-26APR221610ATHSEA,-199886.66,-297165.93,97279.27,175453.42,24433.24,3287543.66,6600838,4
KXMLBGAME-26JUN031540NYMSEA,-385972.84,-463080.69,77107.85,366593.29,19379.55,3244001.84,6598964,4
KXMLBGAME-26JUN291840PITPHI,315690.4,242449.41,73240.99,-334128.04,18437.64,2780506.6,6598080,3
KXMLBGAME-26JUN131410STLMIN,456625.8,377724.27,78901.53,-476449.69,19823.89,3157652.2,6597888,4
KXMVESPORTSMULTIGAMEEXTENDED-S202611296AF1AC6,-248814.38,-270668.11,21853.73,248814.38,0.0,769449.38,6594561,4
KXATPMATCH-26JUL08COBFER,292241.51,209596.36,82645.15,-312985.75,20744.24,3133675.49,6589288,3
KXWCMOV-26JUN29GERPAR,-319754.78,-381136.22,61381.44,319754.78,0.0,2212145.78,6589237,3
KXWCSPREAD-26JUN20ECUCUW,-779054.26,-863718.45,84664.19,779054.26,0.0,3265738.26,6588114,15
KXNBASPREAD-26MAY04PHINYK,-369694.9,-462792.88,93097.98,346302.96,23391.94,3275017.9,6585315,3
KXLAMAYORADVANCE-26JUN02,-1004552.0,-1060561.58,56009.58,1004552.0,0.0,2243518.0,6582488,29
KXMVESPORTSMULTIGAMEEXTENDED-S2026F690D74A39B,-246458.25,-277748.51,31290.26,246458.25,0.0,1288346.25,6575097,9
KXNHLGAME-26MAY16BUFMTL,300327.43,216217.92,84109.51,-321468.31,21140.88,2937941.57,6566504,4
KXNHLGAME-26MAY14VGKANA,-267372.25,-344971.86,77599.61,247868.22,19504.03,3146299.25,6562202,5
KXATPMATCH-26MAY08BASSHE,-527960.95,-620791.36,92830.41,504681.51,23279.44,3451252.95,6549490,3
KXMLBGAME-26MAY311340ATLCIN,-1077341.84,-1165893.66,88551.82,1055097.29,22244.55,3456793.84,6530144,4
KXWCTOTAL-26JUN29BRAJPN,374838.44,298222.13,76616.31,-374838.44,0.0,3338922.56,6529666,4
KXEPLGAME-26APR19MCIARS,488805.04,403316.67,85488.37,-510314.99,21509.95,2647818.96,6528964,5
KXMLBGAME-26JUL272145MILSF,-647358.56,-729940.31,82581.75,626590.48,20768.08,3408871.56,6510285,5
KXWCSCORE-26JUN29BRAJPN,290234.9,258107.22,32127.68,-290234.9,0.0,1363786.1,6501441,3
KXMLBGAME-26JUN291835CWSBAL,342526.28,246812.82,95713.46,-366567.93,24041.65,3048694.72,6484814,3
KXT20MATCH-26JUL071330INDENG,-196668.73,-276210.78,79542.05,196668.73,0.0,2977409.73,6474517,4
KXMLBGAME-26JUL061945MILSTL,641782.98,561059.49,80723.49,-662092.92,20309.94,2895644.02,6457365,4
KXWTAMATCH-26JUL27COCTAU,347349.66,263660.23,83689.43,-368391.39,21041.73,3246355.34,6454718,2
KXNBASPREAD-26APR25DENMIN,-411501.88,-504286.67,92784.79,388169.92,23331.96,3145737.88,6438508,2
KXATPMATCH-26MAY27FONPRI,267266.33,186854.83,80411.5,-287457.39,20191.06,3214142.67,6426706,4
KXATPMATCH-26JUL16DZUARN,-434900.54,-531051.63,96151.09,410706.92,24193.62,3229797.54,6417486,2
KXWCTOTAL-26JUN19TURPAR,520227.93,440148.88,80079.05,-520227.93,0.0,3226633.07,6415803,14
KXMLBGAME-26JUL172010SDKC,-732146.22,-810048.12,77901.9,712543.13,19603.09,3418189.22,6395484,4
KXNBATOTAL-26MAY05LALOKC,-646740.48,-736476.42,89735.94,624202.13,22538.35,3203314.48,6377173,4
KXNBATOTAL-26MAY10SASMIN,325238.76,233659.17,91579.59,-348259.72,23020.96,3308536.24,6375400,2
KXNBASPREAD-26APR19ORLDET,-600490.62,-696068.23,95577.61,576488.1,24002.52,3217687.62,6355065,2
KXWCSPREAD-26JUN11MEXRSA,763126.93,681153.74,81973.19,-763126.93,0.0,3015763.07,6340021,8
KXATPMATCH-26MAY24FRIBAS,-239051.28,-322829.41,83778.13,218018.19,21033.09,3199247.28,6333719,4
KXWTAMATCH-26MAY13SVIRYB,-419555.61,-494296.46,74740.85,400788.48,18767.13,3361673.61,6328541,2
KXMLBGAME-26MAY161610MIATB,-394330.94,-475157.15,80826.21,374023.97,20306.97,3111646.94,6301120,4
KXMVESPORTSMULTIGAMEEXTENDED-S2026543E20D6389,-1474852.94,-1553112.46,78259.52,1474852.94,0.0,1648594.94,6287266,5
KXWCSCORE-26JUN30CIVNOR,438350.71,399043.92,39306.79,-438350.71,0.0,1484185.29,6278790,3
KXMLBGAME-26JUL181610PITCLE,-429225.45,-508987.76,79762.31,409177.41,20048.04,3018838.45,6263872,4
KXNBATOTAL-26MAY04PHINYK,443332.77,361343.54,81989.23,-463938.1,20605.33,3068080.23,6247980,3
KXMLBGAME-26MAY241610WSHATL,-613953.15,-704570.73,90617.58,591188.04,22765.11,3333021.15,6232319,4
KXMLBGAME-26JUL271435SEATEX,-290286.02,-372685.08,82399.06,269567.47,20718.55,3134118.02,6220011,4
KXWCGAME-26JUL01USABIH,407092.08,335728.56,71363.52,-407092.08,0.0,2971941.92,6216978,6
KXMLBGAME-26JUL282140BOSATH,-538271.52,-617595.88,79324.36,518346.55,19924.97,3148542.52,6201079,5
KXWCGAME-26JUL07SUICOL,-622711.36,-723453.33,100741.97,622711.36,0.0,2449413.36,6199700,4
KXATPMATCH-26JUL27TIAATM,-331457.07,-408122.56,76665.49,312191.5,19265.57,3063728.07,6196001,2
