market_key,taker_pnl_gross,taker_pnl_net,taker_fees,maker_pnl_net,maker_fees,notional_settled,contracts_settled,n_days
KXMLBGAME-26MAY031245TORMIN,-480937.2,-537515.83,56578.63,466725.61,14211.59,2257258.2,4398721,4
KXWNBAGAME-26JUN13LAPHX,217333.18,162108.92,55224.26,-217333.18,0.0,2240190.82,4388147,4
KXMLBGAME-26APR271940LAACWS,-389520.23,-431722.58,42202.35,378903.4,10616.83,1929819.23,4387954,5
KXNBASPREAD-26APR25NYKATL,406976.95,343005.01,63971.94,-423054.78,16077.83,2144422.05,4387457,2
KXATPMATCH-26JUL06DECOB,284850.9,223460.42,61390.48,-300268.06,15417.16,2217932.1,4377394,3
KXMLBGAME-26JUL042008NYMATL,284975.72,245739.73,39235.99,-294862.29,9886.57,1958606.28,4360960,4
KXMLBGAME-26JUN242040ATLSD,-459300.37,-508153.17,48852.8,447007.91,12292.46,2204266.37,4359274,4
KXMLBGAME-26JUN012140LADAZ,-580933.46,-640143.31,59209.85,566036.11,14897.35,2265498.46,4356682,4
KXNBASPREAD-26APR23NYKATL,-282754.83,-345868.91,63114.08,266893.37,15861.46,2144460.83,4352461,3
KXWC1H-26JUL03ARGCPV,318579.39,277241.8,41337.59,-318579.39,0.0,1909615.61,4349690,7
KXMLBGAME-26JUL081910KCNYM,-420194.7,-476418.92,56224.22,406055.27,14139.43,1997857.7,4347786,4
KXMLBGAME-26JUN301915STLATL,-389344.41,-438841.51,49497.1,376902.27,12442.14,2195691.41,4346410,4
KXNHLGAME-26MAY09COLMIN,-334816.83,-387363.63,52546.8,321600.71,13216.12,2125337.83,4331569,7
KXEPLGAME-26MAY11TOTLEE,-264074.64,-316248.94,52174.3,250918.17,13156.47,1981320.64,4321417,17
KXATP-26HAMBUR,-261157.49,-318366.08,57208.59,261157.49,0.0,2170512.49,4317658,3
KXMLBGAME-26JUN271610PHINYM,-344903.7,-392464.73,47561.03,332940.24,11963.46,2027515.7,4314890,3
KXMVESPORTSMULTIGAMEEXTENDED-S202662BE78C1E9B,-499865.55,-534272.65,34407.1,499865.55,0.0,1201225.55,4311511,4
KXATPMATCH-26JUL18COLCER,-449451.67,-495424.38,45972.71,437883.12,11568.55,2311951.67,4299820,2
KXMLBGAME-26MAY031335BALNYY,244292.53,188312.97,55979.56,-258359.33,14066.8,2347142.47,4298670,4
KXMLBGAME-26APR231910MINNYM,-215620.47,-258169.28,42548.81,204911.11,10709.36,1817460.47,4296084,4
KXMLBGAME-26MAY291910LAATB,424193.72,373088.21,51105.51,-437046.9,12853.18,2148726.28,4287747,4
KXWNBAGAME-26JUL29ATLDAL,-258631.81,-305301.59,46669.78,258631.81,0.0,2062610.81,4287408,4
KXATPMATCH-26JUL15BUBHAL,-397680.67,-459483.37,61802.7,382130.09,15550.58,2268521.67,4287358,4
KXMLBGAME-26APR231305ATLWSH,334579.95,275562.87,59017.08,-349406.99,14827.04,2067327.05,4283873,4
KXWCGAME-26JUN25JPNSWE,-1540849.73,-1610499.09,69649.36,1540849.73,0.0,1983335.73,4280396,33
KXMLBGAME-26MAY041840BOSDET,240036.95,184249.28,55787.67,-254057.76,14020.81,2124625.05,4276646,4
KXWTAMATCH-26MAY27PAOSIE,-299915.36,-348213.45,48298.09,287785.8,12129.56,2384591.36,4253064,3
KXMLBGAME-26MAY012145KCSEA,-347410.45,-401992.38,54581.93,333698.27,13712.18,1976386.45,4250951,5
KXLALIGAGAME-26APR22ELCATM,-558507.16,-605976.94,47469.78,546560.05,11947.11,1574110.16,4239883,8
KXMLBGAME-26JUL251605AZWSH,399566.11,337557.54,62008.57,-415163.12,15597.01,2134990.89,4238390,4
KXMLBGAME-26JUN302140LADATH,529276.75,482445.09,46831.66,-541065.95,11789.2,2129602.25,4236472,5
KXMLBGAME-26MAY251335CHCPIT,-329245.06,-393100.16,63855.1,313217.04,16028.02,2174257.06,4235166,4
KXWTAMATCH-26APR30BAPAND,-240122.88,-283948.96,43826.08,229119.54,11003.34,1885339.88,4221540,2
KXMLBGAME-26JUN192040PITCOL,-408801.25,-462491.54,53690.29,395294.11,13507.14,2156511.25,4221407,4
KXWCSPREAD-26JUL02SUIDZA,668283.08,619891.3,48391.78,-668283.08,0.0,1693372.92,4221008,6
KXMLBGAME-26APR221410BALKC,449160.9,397082.28,52078.62,-462241.59,13080.69,2137478.1,4219466,4
KXATPCHALLENGERMATCH-26JUL21MARSWE,-265189.3,-321989.07,56799.77,265189.3,0.0,2172921.3,4218271,2
KXMVESPORTSMULTIGAMEEXTENDED-S20263DC00A675A8,515663.68,496674.37,18989.31,-515663.68,0.0,435400.32,4216804,8
KXMLBGAME-26JUL191605WSHATH,224763.83,181597.87,43165.96,-235616.42,10852.59,2192850.17,4209269,4
KXWCTEAMTOTAL-26JUL18FRAENG,413272.91,365682.73,47590.18,-413272.91,0.0,2108212.09,4203523,4
KXMLBGAME-26JUL221410NYMMIL,302009.31,260752.05,41257.26,-312419.18,10409.87,2062060.69,4198420,4
KXNHLGAME-26MAY21MTLCAR,-319819.27,-371751.71,51932.44,306748.81,13070.46,2073588.27,4191444,3
KXMLBGAME-26MAY091905CHCTEX,-710941.15,-769877.0,58935.85,696147.89,14793.26,2121804.15,4189836,4
KXMLBGAME-26MAY222138TEXLAA,-299535.49,-339029.56,39494.07,289589.36,9946.13,1898669.49,4180357,5
KXWTAMATCH-26MAY07SINKAL,337425.71,290728.68,46697.03,-349162.31,11736.6,1914456.29,4180219,2
KXATPMATCH-26JUN01AUGTAB,319102.88,272920.23,46182.65,-330694.69,11591.81,2441878.12,4173783,3
KXTRUMPMENTION-26MAY12,-275131.76,-295737.84,20606.08,275131.76,0.0,917271.76,4167070,3
KXMVESPORTSMULTIGAMEEXTENDED-S202698978B590ED,-476626.93,-512564.34,35937.41,476626.93,0.0,1123254.93,4161670,6
KXWCSCORE-26JUN21URUCPV,-261569.61,-293505.68,31936.07,261569.61,0.0,968944.61,4159813,3
KXMLBGAME-26MAY161915BOSATL,-628508.81,-686724.41,58215.6,613883.15,14625.66,2157112.81,4159504,4
KXNHLWEST-26,-645542.25,-691467.59,45925.34,633985.69,11556.56,2023309.25,4156093,42
KXMLBGAME-26JUL282145MILSF,349166.78,312173.27,36993.51,-358482.48,9315.7,1911449.22,4154387,5
KXMLBGAME-26MAY311215TORBAL,-238538.67,-282255.15,43716.48,227546.72,10991.95,1756923.67,4150405,4
KXNHLGAME-26JUN02VGKCAR,-279553.82,-344662.91,65109.09,263181.22,16372.6,2096022.82,4144309,4
KXWCBTTS-26JUL06PORESP,-1248029.32,-1306462.53,58433.21,1248029.32,0.0,2433548.32,4142655,5
KXWCBTTS-26JUL02SUIDZA,-1066548.23,-1131515.95,64967.72,1066548.23,0.0,2237887.23,4141241,6
KXMLBGAME-26MAY131840WSHCIN,346475.81,292156.83,54318.98,-360135.14,13659.33,1920942.19,4139606,4
KXMLBGAME-26JUN121915AZCIN,222833.96,162625.71,60208.25,-237963.51,15129.55,2026185.04,4138030,4
KXMLBGAME-26JUL051600MILAZ,247549.85,195062.33,52487.52,-260760.63,13210.78,2020372.15,4137770,4
KXMLBGAME-26JUL191215CWSTOR,211180.83,161694.75,49486.08,-223621.2,12440.37,2130718.17,4132679,4
KXMLBGAME-26APR152210NYMLAD,367830.49,316177.44,51653.05,-380810.84,12980.35,2182708.51,4129722,2
KXNBATOTAL-26APR19PHXOKC,-341172.29,-397693.58,56521.29,326964.97,14207.32,2051424.29,4125792,2
KXMLBGAME-26APR251915CHCLAD,226197.29,179229.01,46968.28,-238013.3,11816.01,1684075.71,4121125,4
KXMLBGAME-26JUN091840LADPIT,325896.89,270021.11,55875.78,-339962.55,14065.66,1819412.11,4119849,4
KXATPCHALLENGERMATCH-26JUL14CASSCH,-429806.79,-494878.38,65071.59,429806.79,0.0,2082422.79,4114302,1
KXNBASPREAD-26APR18TORCLE,-252034.51,-310552.11,58517.6,237341.16,14693.35,2135945.51,4103907,1
KXATPMATCH-26APR24SHEPRI,-476960.29,-539577.92,62617.63,461233.88,15726.41,2038157.29,4101048,1
KXLALIGAGAME-26APR24RBBRMA,-1055584.58,-1102972.74,47388.16,1043659.25,11925.33,2027434.58,4099154,9
KXWCGOAL-26JUL06USABEL-USAFBALOG9,-793614.82,-840365.94,46751.12,793614.82,0.0,1312114.82,4083592,2
KXMLBGAME-26JUN051840CWSPHI,-240030.58,-291868.17,51837.59,226988.86,13041.72,1869496.58,4069375,4
KXNBASPREAD-26APR26CLETOR,-467199.32,-528311.62,61112.3,451843.96,15355.36,2005918.32,4066915,3
KXWCSPREAD-26JUN15BELEGY,-439947.21,-476813.34,36866.13,439947.21,0.0,1884330.21,4062572,9
KXWCSPREAD-26JUN29BRAJPN,-282917.24,-311169.7,28252.46,282917.24,0.0,1653062.24,4062254,4
KXWCSPREAD-26JUN13BRAMAR,-376074.9,-410544.06,34469.16,376074.9,0.0,1656528.9,4060018,10
KXMLBGAME-26MAY292140NYYATH,376966.06,339389.84,37576.22,-386420.42,9454.36,2072911.94,4045207,5
KXWCBTTS-26JUL09FRAMAR,-1036429.43,-1096675.89,60246.46,1036429.43,0.0,2107753.43,4045049,6
KXWCTEAMTOTAL-26JUL04PARFRA,-577142.52,-630322.83,53180.31,577142.52,0.0,2160691.52,4044198,5
KXMLBGAME-26MAY101410NYYMIL,-504714.71,-570914.82,66200.11,488100.49,16614.22,1934707.71,4039650,4
KXLIGAMXGAME-26MAY10PUMAME,-329850.66,-378658.55,48807.89,329850.66,0.0,1736027.66,4024360,4
KXMLBGAME-26MAY012040ATLCOL,383074.6,341893.57,41181.03,-393436.38,10361.78,1894728.4,4021041,4
KXNHLGAME-26MAY04ANAVGK,-306158.69,-354756.0,48597.31,293919.81,12238.88,1819367.69,4013725,3
KXWCGOAL-26JUL05MEXENG-ENGHKANE9,661173.13,622657.2,38515.93,-661173.13,0.0,1062425.87,4010636,5
KXWCTOTAL-26JUN13HTISCO,207805.32,156895.53,50909.79,-207805.32,0.0,2159114.68,4010272,10
KXWCGOAL-26JUN17PORCOD-PORCRIS7,-863448.76,-915596.86,52148.1,863448.76,0.0,1490677.76,4008308,3
KXMLBSPREAD-26JUL062210COLLAD,-618520.61,-669007.76,50487.15,618520.61,0.0,1943321.61,4000466,3
KXWCFIRSTGOAL-26JUL19ESPARG,-335041.04,-361864.99,26823.95,335041.04,0.0,764188.04,3999199,5
KXWCSPREAD-26JUL04CANMAR,659960.12,621856.09,38104.03,-659960.12,0.0,1711523.88,3992780,5
KXMLBTOTAL-26JUN211920NYMPHI,308080.52,248539.42,59541.1,-308080.52,0.0,2015155.48,3984472,2
KXMLBGAME-26JUN202210BOSSEA,-348090.06,-397808.72,49718.66,335597.03,12493.03,2095679.06,3982684,5
KXNBATOTAL-26APR15ORLPHI,-346299.26,-400916.68,54617.42,332565.12,13734.14,2000365.26,3981476,1
KXWTAMATCH-26MAY04TOWSRA,205064.18,156671.1,48393.08,-217219.88,12155.7,1958104.82,3969888,2
KXMLBGAME-26MAY122210SFLAD,242039.43,189696.94,52342.49,-255201.03,13161.6,1892746.57,3968723,4
KXMLBGAME-26JUL032015TBHOU,419120.68,362092.81,57027.87,-433449.44,14328.76,2080767.32,3968709,4
KXWTAMATCH-26MAY02ANDKOS,-247810.18,-303226.05,55415.87,233907.92,13902.26,2034025.18,3966636,2
KXMLBGAME-26JUN101940ATLCWS,-523045.88,-574975.63,51929.75,509993.77,13052.11,1693869.88,3965780,4
KXUFCVICROUND-26JUN14TOPGAE,-458361.59,-493674.62,35313.03,458361.59,0.0,930864.59,3954640,8
KXMLBGAME-26JUL051600SFCOL,-446604.05,-494355.74,47751.69,434597.18,12006.87,2296196.05,3953630,3
KXWCGOAL-26JUL02ESPAUT-ESPLYAMAL10,-925731.83,-975248.01,49516.18,925731.83,0.0,1344261.83,3950135,5
KXMLBGAME-26APR251805SDAZ,414138.52,365255.86,48882.66,-426428.62,12290.1,1980572.48,3945720,4
KXMLBGAME-26JUL021940TBKC,503724.72,458394.71,45330.01,-515123.54,11398.82,2045797.28,3941994,4
KXWC2H-26JUL03ARGCPV,-594696.26,-640515.73,45819.47,594696.26,0.0,1912574.26,3934560,7
KXMLBGAME-26MAY031335HOUBOS,385193.31,327480.79,57712.52,-399684.49,14491.18,1858057.69,3924715,4
KXUCLGAME-26APR15ARSSPO,-611615.7,-660955.46,49339.76,599193.67,12422.03,1853116.7,3919843,1
KXEPLGAME-26APR27MUNBRE,563395.35,521620.86,41774.49,-573914.18,10518.83,1996734.65,3899268,13
KXWCSOA-26JUL19ESPARG,-1206601.52,-1262808.98,56207.46,1206601.52,0.0,1867738.52,3890827,4
KXBTCD-26JUN1114,264854.04,220996.93,43857.11,-264854.04,0.0,1866951.96,3890038,1
KXMLBGAME-26JUL251610SDMIA,-239689.05,-304637.31,64948.26,223374.46,16314.59,1992481.05,3887603,4
KXATPMATCH-26JUL26SVRWAL,-272496.24,-323344.76,50848.52,259717.82,12778.42,2091680.24,3886277,4
KXMLBGAME-26JUN271910CHCMIL,-589290.94,-637363.69,48072.75,577206.61,12084.33,2067642.94,3881306,4
KXMLBGAME-26JUN141410LADCWS,-358769.33,-395958.16,37188.83,349400.68,9368.65,1967205.33,3875935,4
KXUFCFIGHT-26JUN20KAPHOR,-209680.45,-263131.37,53450.92,209680.45,0.0,1610756.45,3869969,7
KXATPMATCH-26JUL15RUBPEL,237119.57,202529.89,34589.68,-245821.14,8701.57,2166404.43,3866085,3
KXWNBAGAME-26JUN15LVDAL,-370338.81,-407842.16,37503.35,370338.81,0.0,1705086.81,3864076,3
KXATPCHALLENGERMATCH-26JUL13KENSHE,-296550.47,-361057.09,64506.62,296550.47,0.0,2001803.47,3853100,1
KXBUNDESLIGAGAME-26MAY02BMUFCH,-485497.19,-527664.5,42167.31,474875.3,10621.89,1727426.19,3851613,9
KXMLBGAME-26MAY191840BALTB,253273.37,197706.93,55566.44,-267223.78,13950.41,1841993.63,3849570,4
KXATPMATCH-26JUN02JODZVE,277661.93,231427.82,46234.11,-289248.06,11586.13,2283804.07,3849245,3
KXMLBGAME-26JUL221510WSHCOL,211335.11,162423.36,48911.75,-223628.24,12293.13,1889887.89,3839933,4
KXWCTEAMTOTAL-26JUL03ARGCPV,-509223.24,-554961.08,45737.84,509223.24,0.0,2114382.24,3839297,7
KXMLBSPREAD-26JUN211920NYMPHI,816039.19,758351.35,57687.84,-816039.19,0.0,1809399.81,3827332,2
KXWCSPREAD-26JUN19TURPAR,-280393.14,-311241.3,30848.16,280393.14,0.0,1566364.14,3821306,14
KXMLBGAME-26MAY241335TBNYY,-346729.14,-409949.65,63220.51,330866.51,15862.63,1828702.14,3817720,4
KXMLBGAME-26MAY282005HOUTEX,265709.04,228701.31,37007.73,-275027.41,9318.37,1935711.96,3813709,4
KXATPMATCH-26MAY11NAVMED,220658.77,169408.51,51250.26,-233533.55,12874.78,1792912.23,3811434,2
KXMLBGAME-26JUN132207TBLAA,-226969.3,-273018.08,46048.78,215395.61,11573.69,1875754.3,3806863,4
KXMLBGAME-26JUL081945MILSTL,-418107.75,-456217.81,38110.06,408503.81,9603.94,1821892.75,3800206,4
KXATPMATCH-26APR24HUMATM,385146.78,347182.02,37964.76,-394688.32,9541.54,1414135.22,3794884,3
KXMLBGAME-26MAY181840BALTB,462802.82,425011.56,37791.26,-472309.56,9506.74,1691143.18,3794119,4
KXMLBGAME-26MAY181845NYMWSH,210793.46,157219.33,53574.13,-224282.65,13489.19,1895208.54,3789752,4
KXMLBGAME-26APR291340SEAMIN,288946.94,239470.5,49476.44,-301382.97,12436.03,1766977.06,3784967,4
KXWNBAGAME-26JUN10CONNTOR,236908.59,184825.86,52082.73,-236908.59,0.0,1949519.41,3778553,3
KXATPMATCH-26MAY21RINBUB,351628.26,308986.03,42642.23,-362346.56,10718.3,1517186.74,3777798,2
KXMLBGAME-26MAY021410TORMIN,311553.96,261343.89,50210.07,-324164.07,12610.11,1743882.04,3774964,4
KXMLBGAME-26APR231545LADSF,387164.66,342230.0,44934.66,-398455.8,11291.14,1816086.34,3764268,4
KXMLBGAME-26JUN132205CHCSF,218891.07,179360.45,39530.62,-228840.5,9949.43,1731814.93,3760615,5
KXMVESPORTSMULTIGAMEEXTENDED-S2026CE84F385452,-379165.53,-405996.23,26830.7,379165.53,0.0,566927.53,3758245,4
KXMLBTOTAL-26JUL021510MIACOL,-293049.72,-347114.32,54064.6,293049.72,0.0,1836323.72,3754302,2
KXEPLGAME-26MAY04CFCNFO,200063.33,163342.17,36721.16,-209321.38,9258.05,1600598.67,3746163,17
KXWT20MATCH-26JUN200930BANPAK,-483318.79,-517739.74,34420.95,483318.79,0.0,2178690.79,3740898,7
KXWTAMATCH-26JUN29WILJOI,-315901.25,-364438.76,48537.51,303710.9,12190.35,1824081.25,3736821,5
KXMVESPORTSMULTIGAMEEXTENDED-S202621CA74B5C1B,-432540.7,-484745.7,52205.01,432540.7,0.0,1482249.7,3733112,6
KXWCBTTS-26JUL01BELSEN,488590.65,433022.08,55568.57,-488590.65,0.0,1995174.35,3726453,5
KXWCSPREAD-26JUN27COLPOR,-233296.75,-262713.54,29416.79,233296.75,0.0,1662342.75,3726273,20
KXMLBGAME-26MAY031510ATLCOL,317471.52,273775.74,43695.78,-328464.62,10993.1,1887279.48,3719682,4
KXWCSPREAD-26JUL01BELSEN,-227938.28,-261414.94,33476.66,227938.28,0.0,1443587.28,3716036,5
KXMVESPORTSMULTIGAMEEXTENDED-S20265C50137EE84,-397160.1,-432693.1,35533.0,397160.1,0.0,942510.1,3711833,4
KXATPMATCH-26MAY19ALTSHE,-461708.8,-501321.48,39612.68,451741.49,9967.31,1924664.8,3703958,2
KXMLBGAME-26JUN091840BOSTB,395903.92,343812.55,52091.37,-408989.75,13085.83,1750711.08,3700354,4
KXATPMATCH-26JUL19DROUGO,-224946.32,-276489.7,51543.38,212006.83,12939.49,1771345.32,3699370,3
KXMLBGAME-26MAY251907MIATOR,-256500.6,-302689.13,46188.53,244902.95,11597.65,1845315.6,3699341,4
KXMVESPORTSMULTIGAMEEXTENDED-S20268FDE226557B,604695.93,563571.9,41124.03,-604695.93,0.0,1414305.07,3680266,8
KXMVESPORTSMULTIGAMEEXTENDED-S20265A8DCBA7A81,428880.07,394772.41,34107.66,-428880.07,0.0,1022294.93,3679390,4
KXMLBGAME-26MAY051940CINCHC,237044.06,182743.94,54300.12,-250696.86,13652.8,1806458.94,3672574,4
KXMLBGAME-26JUL042010SFCOL,193507.09,160408.81,33098.28,-201846.77,8339.68,2070239.91,3665068,4
KXNBATOTAL-26APR26CLETOR,-295516.09,-338679.56,43163.47,284634.87,10881.22,1803640.09,3657057,3
KXWTAMATCH-26MAY24BIRPEG,207737.45,168402.84,39334.61,-217618.75,9881.3,1799971.55,3653800,6
KXMLBGAME-26MAY201840ATLMIA,255072.67,211749.63,43323.04,-265966.36,10893.69,1722793.33,3653698,4
KXPGATOP20-CAC26,203147.55,158010.28,45137.27,-203147.55,0.0,1773188.45,3650112,7
KXITFMATCH-26JUL30BONBAR,333346.97,302018.86,31328.11,-333346.97,0.0,1760023.03,3649465,1
KXMLBGAME-26JUN181335TORBOS,389910.75,329096.28,60814.47,-405169.34,15258.59,1908940.25,3636442,4
KXMLBGAME-26JUN111310STLNYM,-476348.49,-537476.83,61128.34,461009.49,15339.0,1730464.49,3635695,4
KXWCTOTAL-26JUL05MEXENG,451783.65,411469.34,40314.31,-451783.65,0.0,1905238.35,3623549,5
KXMLBGAME-26MAY041940CINCHC,-221849.51,-277805.97,55956.46,207793.29,14056.22,1844514.51,3622286,4
KXMLBGAME-26JUN301905DETNYY,-438937.36,-479492.02,40554.66,428738.48,10198.88,1515588.36,3619119,4
KXMLBGAME-26JUL081840ATHDET,357890.49,320761.42,37129.07,-367247.76,9357.27,1819567.51,3587249,4
KXWCGOAL-26JUN30CIVNOR-NOREHAALA9,658493.15,615914.59,42578.56,-658493.15,0.0,1346800.85,3586999,3
KXWCSPREAD-26JUL05MEXENG,-274065.23,-298555.39,24490.16,274065.23,0.0,1169295.23,3582301,5
KXMLBGAME-26JUL181507CWSTOR,-419805.69,-472527.04,52721.35,406565.19,13240.5,1860930.69,3580362,4
KXMVESPORTSMULTIGAMEEXTENDED-S2026673FD9AA9C8,-544412.91,-575600.12,31187.21,544412.91,0.0,646682.91,3579578,4
KXWCTOTAL-26JUL01USABIH,-562799.35,-611940.08,49140.73,562799.35,0.0,2038882.35,3576285,6
KXMVESPORTSMULTIGAMEEXTENDED-S2026B2FDA31C6AC,585297.6,578387.95,6909.65,-585297.6,0.0,181282.4,3575660,4
KXBTC15M-26JUL300130,328861.48,289903.58,38957.9,-328861.48,0.0,1626757.52,3575022,1
KXMVESPORTSMULTIGAMEEXTENDED-S2026268DD20D926,-649348.9,-686956.3,37607.4,649348.9,0.0,803761.9,3573460,5
KXWT20MATCH-26JUL021330RSAENG,-242768.03,-284086.19,41318.16,242768.03,0.0,1557519.03,3570949,5
KXMVESPORTSMULTIGAMEEXTENDED-S2026914D057974F,811577.78,805953.84,5623.94,-811577.78,0.0,448155.22,3570125,6
KXNHLTOTAL-26JUN14CARVGK,-451781.67,-504889.07,53107.4,451781.67,0.0,1886494.67,3566129,5
KXATPMATCH-26JUL18VALDAR,192340.08,156054.29,36285.79,-201464.57,9124.49,2027893.92,3565685,2
KXMLBGAME-26MAY241335DETBAL,-336239.54,-381775.6,45536.06,324791.49,11448.05,1791533.54,3564466,4
KXWCGOAL-26JUL05MEXENG-MEXJQUINO33,1149234.13,1108562.5,40671.63,-1149234.13,0.0,976832.87,3551458,5
KXWCSPREAD-26JUL03AUSEGY,-259817.91,-286845.54,27027.63,259817.91,0.0,1533319.91,3551357,7
KXWC1H-26JUL02ESPAUT,303382.53,258695.36,44687.17,-303382.53,0.0,1562348.47,3546894,5
KXATPMATCH-26APR24TIRPAU,-436857.68,-482469.3,45611.62,425395.29,11462.39,1706141.68,3543928,1
KXATPMATCH-26JUL26SHIPAC,-264784.13,-299162.11,34377.98,256147.6,8636.53,1593053.13,3528767,4
KXBUNDESLIGAGAME-26APR25M05BMU,527296.45,490747.57,36548.88,-536502.58,9206.13,1650441.55,3525366,9
KXMLBGAME-26JUL042140MILAZ,-443116.48,-489332.87,46216.39,431481.69,11634.79,1662809.48,3523331,4
KXMLBGAME-26MAY081810HOUCIN,-427494.4,-471504.66,44010.26,416433.6,11060.8,1888852.4,3522713,4
KXMLBGAME-26JUN141340ATLNYM,-411645.42,-453354.11,41708.69,401153.22,10492.2,1615543.42,3521649,4
KXMLBGAME-26JUN272105ATLSF,-326109.71,-360353.67,34243.96,317492.16,8617.55,1577575.71,3518113,4
KXWTAMATCH-26APR15COCPOD,-244263.95,-292376.56,48112.61,232145.54,12118.41,1854395.95,3516964,2
KXMLBGAME-26JUL031915NYMATL,208018.0,168554.29,39463.71,-217949.13,9931.13,1748933.0,3505694,4
KXWC1H-26JUN30MEXECU,405332.41,364847.91,40484.5,-405332.41,0.0,1344260.59,3505285,4
KXMLBGAME-26JUL032210SDLAD,438784.62,387937.39,50847.23,-451575.72,12791.1,1710768.38,3499453,4
KXMLBGAME-26JUL221907TBTOR,327900.45,280834.33,47066.12,-339734.79,11834.34,1780204.55,3496663,4
KXMLBGAME-26JUN291940CINMIL,303970.08,254532.7,49437.38,-316403.98,12433.9,1693443.92,3490407,4
KXMLBGAME-26JUN161845TORBOS,243185.25,199392.89,43792.36,-254190.07,11004.82,1737283.75,3488191,3
KXMLBGAME-26JUN301840TEXCLE,252737.84,203019.42,49718.42,-265230.02,12492.18,1787987.16,3480841,4
KXMLBTOTAL-26JUL082210COLLAD,-250316.41,-301534.23,51217.82,250316.41,0.0,1804048.41,3476663,2
KXMLBGAME-26MAY052010LADHOU,-499435.61,-538818.36,39382.75,489516.76,9918.85,1531859.61,3468414,4
KXLIGAMXGAME-26JUL24ALAAME,-310489.96,-347001.1,36511.14,310489.96,0.0,1656410.96,3467361,11
KXMLBGAME-26JUN161915SFATL,-461937.12,-520799.2,58862.08,447138.8,14798.32,1824886.12,3462354,5
KXMLBGAME-26JUL291235AZPIT,269523.56,229168.14,40355.42,-279682.58,10159.02,1647787.44,3452612,4
KXWTAMATCH-26JUL27STOSTE,273442.72,225571.63,47871.09,-285466.88,12024.16,1718755.28,3451858,3
KXNHLGAME-26APR25PITPHI,-435920.37,-482788.14,46867.77,424128.56,11791.81,1579099.37,3443776,9
KXUECLGAME-26MAY27CRYRVC,398925.95,358328.34,40597.61,-398925.95,0.0,1510699.05,3442021,5
KXWCTOTAL-26JUN17PORCOD,-600005.09,-647940.31,47935.22,600005.09,0.0,1810972.09,3439649,13
KXNHLGAME-26MAY08VGKANA,-307130.09,-347038.9,39908.81,297096.02,10034.07,1598469.09,3427977,7
KXMLBGAME-26MAY252140SEAATH,-285379.84,-326063.71,40683.87,275156.59,10223.25,1767451.84,3425994,4
KXMVESPORTSMULTIGAMEEXTENDED-S2026933D753D5B8,2247446.26,2233737.27,13708.99,-2247446.26,0.0,282336.74,3402479,3
KXMLBGAME-26MAY181840ATLMIA,-712365.71,-759506.11,47140.4,700507.87,11857.84,1540983.71,3398577,4
KXMVESPORTSMULTIGAMEEXTENDED-S2026102D9041AF0,494045.39,483619.45,10425.94,-494045.39,0.0,400303.61,3391102,4
KXWCTCORNERS-26JUL19ESPARG,247699.61,212623.38,35076.23,-247699.61,0.0,1476037.39,3390001,4
KXWC2H-26JUN30MEXECU,-668945.49,-721241.9,52296.41,668945.49,0.0,1399648.49,3385635,5
KXMLBGAME-26MAY051905TEXNYY,261879.03,215352.47,46526.56,-273582.75,11703.72,1679777.97,3380404,4
KXMVECROSSCATEGORY-S2026CA54EF5365C,-512963.42,-555343.15,42379.72,512963.42,0.0,1177782.42,3376518,5
KXMLBGAME-26MAY021605CINPIT,-223581.02,-257681.62,34100.6,215012.81,8568.21,1592257.02,3374464,4
KXMLBGAME-26APR291435NYYTEX,-327395.1,-370355.65,42960.55,316603.58,10791.52,1605327.1,3371805,4
KXMLBGAME-26MAY061310TORTB,238750.67,194291.52,44459.15,-249919.19,11168.52,1754060.33,3352116,4
KXWCGOAL-26JUL09FRAMAR-FRAODEMBE10,769825.95,743942.22,25883.73,-769825.95,0.0,775567.05,3351127,5
KXWCBTTS-26JUL02PORCRO,799376.18,748726.29,50649.89,-799376.18,0.0,1785496.82,3349851,6
KXPLATNERDROPOUT,519846.06,495703.61,24142.45,-519846.06,0.0,1315670.93,3338627,37
KXWTAMATCH-26MAY08MASFER,-482465.19,-523086.81,40621.62,472262.25,10202.94,1830203.19,3335332,2
KXMVESPORTSMULTIGAMEEXTENDED-S20265665F8AAB54,1377089.17,1361326.58,15762.59,-1377089.17,0.0,833106.83,3330727,4
KXMLBGAME-26JUN221910MILCIN,419456.99,371298.31,48158.68,-431561.39,12104.4,1647095.01,3330724,4
KXMLBGAME-26MAY171607LADLAA,546372.18,507865.11,38507.07,-556052.07,9679.89,1727424.82,3327449,4
KXMLBGAME-26APR202040LADCOL,411185.53,372616.42,38569.11,-420886.91,9701.38,1918507.47,3327037,4
KXMLBGAME-26MAY301915CHCSTL,274217.83,229960.66,44257.17,-285345.59,11127.76,1640853.17,3324248,4
KXNHLGAME-26APR27PHIPIT,-453401.8,-500928.68,47526.88,441445.83,11955.97,1506351.8,3317716,1
KXWCBTTS-26JUN30MEXECU,-632154.11,-687573.3,55419.19,632154.11,0.0,1579577.11,3305409,5
KXWT20MATCH-26JUN131330NZLWIN,278740.9,247063.29,31677.61,-278740.9,0.0,1492967.1,3303319,3
KXWCBTTS-26JUL04CANMAR,-827469.67,-878969.84,51500.17,827469.67,0.0,1680324.67,3287944,5
