report_ticker,pnl_gross,pnl_net,fees_taker,fees_maker,contracts_settled,n_days
KXUST5AD,10262.26,8879.96,1382.3,0.0,335930,30
KXPGACUTLINE,-2390.51,-5364.14,2973.63,0.0,334837,8
KXALLINMENTION,-5048.13,-5910.17,862.04,0.0,332224,7
KXUST7AD,9594.78,8453.63,1141.15,0.0,332155,30
KXWCHATTRICK,20311.64,18840.15,1471.49,0.0,329407,46
KXVENFUTVETOTAL,2195.01,-937.35,3132.36,0.0,329100,7
KXNEWSOMMENTION,-2336.05,-3295.3,959.25,0.0,328939,5
KXUCLTCORNERS,-32712.17,-37333.17,4621.0,0.0,328489,13
KXWNBA4QSPREAD,-14192.36,-16857.36,2665.0,0.0,326529,40
KXEUROCUPGAME,-3038.58,-5796.72,2758.14,0.0,323194,5
KXHMONTHRANGE,-8409.53,-9872.35,1462.82,0.0,321522,92
KXEKSTRAKLASASPREAD,5097.2,3328.76,1768.44,0.0,319728,9
KXEUROVISIONTELEV,-22695.17,-25448.54,2753.37,0.0,318922,29
KXNBASUMMER,286.11,-1642.39,1928.5,0.0,318683,14
KXKXSPOTIFYNUM1GLB,-4066.52,-5733.19,1666.67,0.0,318550,54
KXCOPADOBRASIL1HTOTAL,-22758.91,-26331.26,3572.35,0.0,318462,6
KXSPOTIFYGLOBALD,12429.74,10767.49,1662.25,0.0,318178,74
KXEREDIVISIESPREAD,1188.55,-1096.16,2284.71,0.0,317148,17
KXNBAPLAYOFFPTS,8035.86,5839.38,2196.48,0.0,315776,58
KXEPL1HTOTAL,-23318.98,-26081.26,2762.28,0.0,311153,7
KXHARTMENTION,-1759.95,-2732.6,972.65,0.0,310939,2
KXTBTGAME,1408.18,-2773.17,4181.35,0.0,309727,12
KXB200WS,24839.11,23383.56,1455.55,0.0,309697,44
KXTRUMPNUMSTATES,-705.06,-3377.2,2672.14,0.0,309120,91
KXNBANEXTTEAMCONF,-1846.44,-3595.84,1749.4,0.0,307626,13
KXNBASERIESPTSLEADER,-6944.58,-10040.09,3095.51,0.0,306709,33
KXNFLDRAFTMATCHUP,8542.6,4509.57,4033.03,0.0,306344,10
KXNASDAQDUD,-743.37,-3237.51,2494.14,0.0,306288,55
KXALBUMTRACKS,-17873.31,-20593.24,2719.93,0.0,305675,24
KXATPMENTION,27555.31,26083.61,1471.7,0.0,305100,11
KXCAGOV2ND,-2820.19,-4266.33,1446.14,0.0,304003,72
KXMOPRIMARY,219.39,-1362.21,1581.6,0.0,303560,67
KXEARNINGSMENTIONSBUX,4830.76,2448.32,2382.44,0.0,303088,25
KXDIMAYORBTTS,2933.44,-1013.96,3947.4,0.0,302286,12
KXLIUSABOMBSHELL,-6877.22,-8065.01,1187.79,0.0,302072,9
KXPGAR2TOP10,-3163.56,-5639.13,2475.57,0.0,301323,47
KXECONSTATCPI,-128.66,-2736.12,2607.46,0.0,300378,91
KXART,22741.92,19767.22,2974.7,0.0,299209,68
KXKHLGAME,-6241.66,-8615.95,2374.29,0.0,297859,31
KXARTISTSTREAMS,685.25,-764.63,1449.88,0.0,297752,84
KXNFLDRAFTOL,-7163.59,-10466.6,3303.01,0.0,296552,9
KXSURVIVORRANK,-3099.42,-3450.3,350.88,0.0,296510,3
KXNCAABBCONF,2579.36,1068.36,1511.0,0.0,296234,8
KXELITESERIENBTTS,3363.09,-858.44,4221.53,0.0,295808,14
KXRAINAUSM,2990.25,858.2,2132.05,0.0,293488,107
KXKLEAGUESPREAD,-3870.39,-6139.04,2268.65,0.0,292821,16
KXEARNINGSMENTIONUAL,-2046.24,-4832.43,2786.19,0.0,288661,24
KXWCGAMEGOALS,-3186.41,-4207.18,1020.77,0.0,287380,40
KXLIUKCOUPLE,2724.11,403.84,2320.27,0.0,287374,58
KXLIGUE1BTTS,-10683.39,-14674.57,3991.18,0.0,286787,26
KXFIRSTHURRICANE,9624.09,8304.34,1319.75,0.0,285755,61
KXRANKLISTSONGTOP10,2216.5,1472.75,743.75,0.0,284444,92
KXLPGAR1LEAD,-3661.98,-5009.07,1347.09,0.0,283236,20
KXPGAR3TOP10,-14978.99,-16889.9,1910.91,0.0,282643,45
KXCLAYTONCONF,6978.16,5180.36,1797.8,0.0,282391,47
KXPOWELLMENTION,9240.5,7775.71,1464.79,0.0,281821,7
KXPERUPRES2ND,-1605.18,-4233.45,2628.27,0.0,280839,31
KXCPICOREYOY,4404.62,1865.35,2539.27,0.0,280348,87
KXNBANEXTCONTRACT,7328.79,5969.46,1359.33,0.0,280282,4
KXTXPRIMARY,-4825.91,-6087.09,1261.18,0.0,279784,54
KXLEAGUESCUPBTTS,-7731.25,-11694.58,3963.33,0.0,279571,6
KXF1SPRINTPOLE,9032.38,6606.46,2425.92,0.0,279021,9
KXARREST,12736.73,10622.56,2114.17,0.0,277865,13
KXAZPRIMARY,6624.99,5054.01,1570.98,0.0,277036,48
KXPERLIGA1BTTS,7671.87,3946.53,3725.34,0.0,276229,12
KXEPLMENTION,-5592.03,-7173.25,1581.22,0.0,275363,8
KXMLBASGKS,6485.96,5060.41,1425.55,0.0,275288,1
KXAZ5R,-2325.4,-4587.84,2262.44,0.0,274974,74
KXCANNESPALMEDOR,-4462.78,-6095.85,1633.07,0.0,272932,36
KXGOVOKNOMR,-2472.29,-3569.44,1097.15,0.0,272826,61
KXUCLRO4,-20023.27,-22681.57,2658.3,0.0,272232,1
KXOKPRIMARY,8073.27,6053.7,2019.57,0.0,271890,43
KXEPLTOP4,-1277.12,-4330.87,3053.75,776.04,270947,40
KXTHEWEEKNIGHTMENTION,-2181.62,-2733.83,552.21,0.0,270941,4
KXDROPOUTPRIMARY,4936.22,3305.28,1630.94,0.0,270445,48
KXTRYFIREPOWELL,-6896.59,-8068.79,1172.2,0.0,269878,42
KXDASHORDERS,4608.11,2858.35,1749.76,0.0,268668,23
KXSENATEKYR,-357.6,-1159.01,801.41,0.0,267783,34
KXLEADERSOUT,18394.81,16259.06,2135.75,0.0,267285,73
KXEARNINGSMENTIONCVNA,10175.39,9066.46,1108.93,0.0,267098,22
KXPLATNEROFFICIALWITHDRAW,13158.13,11704.87,1453.26,0.0,265066,2
KXIPLFINALS,-11384.83,-12691.85,1307.02,0.0,263766,14
KXUAL,3896.74,2992.69,904.05,0.0,263677,90
KXFLOYDTYSONFIGHT,-5521.29,-5948.98,427.69,0.0,263237,16
KXEARNINGSMENTIONNVDA,-14978.93,-16941.2,1962.27,0.0,263174,10
KXASEANSPREAD,19546.89,16524.78,3022.11,0.0,263024,3
KXFTNMENTION,1611.44,228.73,1382.71,0.0,262558,14
KXLIVR1LEAD,-8680.56,-9504.82,824.26,0.0,262274,18
KXATPADVANCE,-15133.74,-17372.42,2238.68,0.0,261391,22
KXKLEAGUE1HTOTAL,9681.68,6807.09,2874.59,0.0,261097,15
KXNCAABBPLAYOFFS,2320.69,-398.45,2719.14,0.0,260846,48
KXAGNOMTXR,-3473.34,-5533.91,2060.57,0.0,260841,42
KXRACE,-8296.34,-9992.38,1696.04,0.0,260765,71
KXYTVIEWSW,15445.02,14303.85,1141.17,0.0,260617,8
KXKASHANNOUNCEOUT,55.75,-2806.36,2862.11,0.0,259887,104
KXHORMUZTRAFFICW,22415.16,19837.6,2577.56,0.0,259658,7
KXEARNINGSMENTIONDPZ,2546.57,784.06,1762.51,0.0,259629,24
KXAAPLCEOCHANGE,-5683.32,-6461.8,778.48,0.0,259184,72
KXABNB,-7037.94,-8434.84,1396.9,0.0,259178,23
KXIPLSIX,-19623.76,-22159.86,2536.1,0.0,258530,45
KXLIVOCCUR,-6202.71,-8038.08,1835.37,0.0,255967,70
KXEFLCHAMPIONSHIPSPREAD,1683.61,47.45,1636.16,0.0,255943,22
KXNASCARTOP20,-730.69,-2655.44,1924.75,0.0,255032,84
KXMADMEN,3601.01,1581.29,2019.72,0.0,252764,14
KXMLBALLSTAR,9245.97,8344.86,901.11,0.0,252256,39
KXHOMANMENTION,18110.76,16337.14,1773.62,0.0,252108,4
KXLIUSACASAAMOR,-2167.04,-2694.75,527.71,0.0,251868,25
KXAPFDDHBTTS,15882.13,12659.75,3222.38,0.0,251098,12
KXWCGROUPGOALS,206.59,-1507.22,1713.81,0.0,247290,43
KXUSIRANMOU,5977.49,4499.41,1478.08,0.0,247243,4
KXMETA,3560.05,1275.87,2284.18,0.0,247030,63
KXPGALOWSCORE,-7985.0,-9160.71,1175.71,0.0,245403,30
KXMLS1HSPREAD,9155.26,7191.15,1964.11,0.0,244830,14
KXALITOOUT,-7617.89,-8529.68,911.78,0.0,244428,58
KXIPLFOUR,-5178.35,-7138.52,1960.17,0.0,244053,45
KXTSAW,-1769.85,-3180.01,1410.16,0.0,243562,110
KXWCGOALIEPEN,-9301.21,-10187.23,886.02,0.0,243418,39
KXHOUSENJ11SPECIAL,-133.97,-188.56,54.59,0.0,243032,2
KXNASCARH2H,-1328.23,-4561.24,3233.01,0.0,241790,36
KXNETFLIXRANKSHOWGLOBAL2,9252.3,7998.24,1254.06,0.0,240293,102
KXNASCARPOLE,-4739.19,-6155.2,1416.01,0.0,239119,22
KXLIGAMX1HBTTS,-5344.84,-7896.76,2551.92,0.0,238617,17
KXWNBAOT,-14798.75,-15926.69,1127.94,0.0,236319,61
KXEARNINGSMENTIONPEP,-4370.99,-5905.25,1534.26,0.0,236122,13
KXNEXTSCSENATOR,3073.83,2286.06,787.77,0.0,235399,3
KXWCGOLDENBOOTCLEAT,-2442.42,-3720.34,1277.92,0.0,235394,41
KXH200WS,14647.33,13015.23,1632.1,0.0,234562,45
KXPSASQUASH,3905.49,2317.35,1588.14,0.0,233351,32
KXRAINHOLIDAY,543.49,-601.36,1144.85,0.0,232728,11
KXEMMYNOMS,12012.33,9923.2,2089.13,0.0,232669,34
KXEARNINGSMENTIONPGR,-1438.45,-3475.46,2037.01,0.0,232473,56
KXKLEAGUE1H,-660.2,-2842.76,2182.56,0.0,232472,12
KXPOKEMON,13546.58,10450.37,3096.21,0.0,232442,86
KXMLBALLSTARHR,-16536.27,-18837.31,2301.04,0.0,231912,2
KXSPECIALREPORTMENTION,-2073.86,-2419.46,345.6,0.0,231741,2
KXNPBRFI,722.27,-1863.21,2585.48,0.0,230643,20
KXFEDCHAIRCOUNT,201.23,-970.72,1171.95,0.0,230547,28
KXAZ01D,5312.71,3375.33,1937.36,0.0,230299,65
KXTBPNMENTION,-1686.83,-2156.18,469.35,0.0,230196,5
KXDROZMENTION,-172.71,-1813.86,1641.15,0.0,230143,2
KXH200MS,2401.06,1719.2,681.86,0.0,229982,45
KXWCTEAMSINGAME,-12997.91,-14006.7,1008.79,0.0,227811,21
KXHANNITYMENTION,-8084.75,-9458.1,1373.35,0.0,226321,11
KXA100WS,-943.86,-1640.57,696.71,0.0,225560,33
KXLIGAMXFTTS,-5336.91,-6930.89,1593.98,0.0,224904,18
KXLIIGAGAME,-6636.43,-8988.91,2352.48,0.0,224892,28
KXTOPALBUM,-15368.56,-16522.66,1154.1,0.0,223965,87
KXCOPADOBRASIL1H,1573.91,-396.64,1970.55,0.0,223902,6
KXHMONTH,-3969.38,-4901.57,932.19,0.0,223456,87
KXKLEAGUEBTTS,19666.02,16426.27,3239.75,0.0,223420,14
KXDHSCOMPONENT,10069.7,8593.21,1476.49,0.0,223400,17
KXPGAROUNDLOW,12499.69,10446.15,2053.54,0.0,222189,17
KXMLSASTTOTAL,-10602.8,-13167.41,2564.61,0.0,221217,2
KXWTIMAX,16935.16,15844.63,1090.53,0.0,220675,22
KXGOLDMON,-7561.82,-10043.27,2481.45,0.0,220674,105
KXEARNINGSMENTIONHOOD,9759.36,7719.45,2039.91,0.0,219971,26
KXNWSLBTTS,-13517.89,-16390.7,2872.81,0.0,219698,17
KXMOTOGPRACE,12940.37,11421.01,1519.36,0.0,219224,27
KXARGNACBSPREAD,4005.97,2646.78,1359.19,0.0,219208,11
KXEARNINGSMENTIONMETA,-7696.0,-10013.69,2317.69,0.0,219029,27
KXUSFLYCAN,8951.35,7523.33,1428.02,0.0,218313,77
KXPLTR,-6993.37,-8097.14,1103.77,0.0,216704,73
KXMUSKTRILLION,-3069.11,-4329.04,1259.93,0.0,215251,60
KXSPOTIFYMAU,-6747.93,-8135.22,1387.29,0.0,214840,14
KXMLBDRAFTTOP,4953.65,3711.18,1242.47,0.0,214046,48
KXMLBHRDERBYQUAL,8166.99,6822.95,1344.04,0.0,213270,38
KXGREENLAND,-315.23,-315.23,0.0,0.0,212753,70
KXDOGEMAXMON,-1168.0,-2280.33,1112.33,0.0,211903,108
KXLARSENR1,-3136.32,-3928.65,792.33,0.0,211833,32
KXLUTNICKFTNMENTION,-4168.57,-4773.87,605.3,0.0,211783,7
KXDJI,19749.21,18263.67,1485.54,0.0,210822,21
KXTXRUNOFFENDORSE,2479.32,774.96,1704.36,0.0,209912,42
KXEFLCUPTOTAL,-9891.32,-11965.1,2073.78,0.0,208516,6
KXDXYDUD,1353.13,375.46,977.67,0.0,208366,33
KX60MINMENTION,-5912.33,-6580.9,668.57,0.0,208356,4
KXCHLLDPSPREAD,4267.66,2506.4,1761.26,0.0,207747,9
KXEARNINGSMENTIONRACE,1309.81,-181.45,1491.26,0.0,207474,17
KXEARNINGSMENTIONTGT,1736.49,995.06,741.43,0.0,207244,8
KXWCUSAOPPONENT,-4470.17,-6034.15,1563.98,0.0,207229,13
KXEARNINGSMENTIONRDDT,4090.12,1838.91,2251.21,0.0,206608,25
KXEUROVISIONSECONDSFINAL,4369.26,2120.77,2248.49,0.0,206106,7
KXMLSASTGAME,8838.88,6903.65,1935.23,0.0,205975,2
KXUCL1HSPREAD,51.92,-1179.48,1231.4,0.0,205623,26
KXEARNINGSMENTIONUBER,-4500.19,-6614.58,2114.39,0.0,204946,24
KXTSWIFTTOYSTORY,660.39,-293.67,954.06,0.0,203364,33
KXEARNINGSMENTIONWING,-6442.09,-8494.81,2052.72,0.0,203186,23
KXVOTEBUDGETRESS,2304.2,2064.98,239.22,0.0,202659,5
KXCOST,-1482.01,-2801.22,1319.21,0.0,202586,44
KXSC01R,-2860.82,-4389.66,1528.84,0.0,201493,67
KXWAPRIMARY,5604.19,4542.42,1061.77,0.0,201257,74
KXGTA6ONTIME,-2265.52,-2424.15,158.63,0.0,200974,42
KXCTPRIMARY,5546.18,4887.04,659.14,0.0,200120,14
KXUSDJPY,6081.67,4939.5,1142.17,0.0,199702,109
KXEUROVISIONJURY,3269.54,1343.84,1925.7,0.0,198969,22
KXCHNSLBTTS,4565.05,1926.5,2638.55,0.0,195251,12
KXDARTSMATCH,1967.83,637.49,1330.34,0.0,194831,25
KXWCWINNERTRAIL,27261.5,24362.09,2899.41,0.0,194628,43
KXBILLS,-40.47,-450.54,410.05,0.0,194394,61
KXFEAR,5260.37,3927.41,1332.96,0.0,194326,33
KXWHCDATTEND,1200.62,389.22,811.4,0.0,194012,87
KXINDYCARTOP3,-3468.43,-5488.81,2020.38,0.0,193257,24
KXOHPRIMARY,6027.54,5566.28,461.26,0.0,192908,22
KXNHLSERIESSPREAD,9788.49,7007.32,2781.17,0.0,192664,60
KXMAMDANIENDORSE,-1069.32,-2625.7,1556.38,0.0,192641,9
KXIPOSTARLINK,-2805.74,-3116.51,310.77,0.0,191698,53
KXSILVERMON,-10330.85,-12399.62,2068.77,0.0,191007,103
KXLEAVEHOUSE,-4936.33,-6285.84,1349.51,0.0,190475,76
KXCHOPPEDCASTAWAYS,20687.3,19615.74,1071.56,0.0,189864,66
KXBILLSCOUNT,8383.75,7253.72,1130.03,0.0,188966,101
KXUSL1H,-1284.16,-2242.42,958.26,0.0,188787,13
KXNYPRIMARY,-1487.57,-2361.89,874.32,0.0,187898,48
KXTRUMPBIBIMEET,-3292.64,-4727.28,1434.64,0.0,187807,16
KXUSL1HTOTAL,-8711.73,-10507.58,1795.85,0.0,187630,11
KXLEAGUESCUPTEAMTOTAL,-10177.81,-12395.22,2217.41,0.0,187401,5
KXCOPADELREYADVANCE,-29467.84,-31897.71,2429.87,0.0,186642,2
KXLALIGA,-2451.69,-2879.6,427.91,113.57,186191,26
KXEURUSD,8456.88,7430.87,1026.01,0.0,185554,109
KXMTCH,-2704.8,-3760.11,1055.31,0.0,185266,44
KXWCIRAN,469.02,-424.89,893.91,0.0,185114,62
KXUFCWHITEHOUSE,-2222.95,-2719.64,496.69,0.0,185089,61
KXEARNINGSMENTIONVZ,3481.02,1789.17,1691.85,0.0,184414,19
KXCRITICALITY,-6454.64,-8255.6,1800.96,0.0,184158,108
KXCOLOMBIAPRES1R,-6272.39,-7425.46,1153.07,0.0,183976,40
KXRFKMENTION,-7958.42,-9335.6,1377.18,0.0,183258,4
KXWNBACCUP,-1229.0,-3318.72,2089.72,0.0,182935,64
KXSPOTIFYARTISTD,8256.34,7136.87,1119.47,0.0,182814,74
KXGOVKSNOMR,-1973.02,-3152.06,1179.04,0.0,181192,98
KXINPRIMARY,2370.72,1933.45,437.27,0.0,180703,22
KXUSLSPREAD,-10033.69,-11181.61,1147.92,0.0,179735,17
KXEARNINGSMENTIONALK,270.37,-1261.26,1531.63,0.0,179666,12
KXRTX5090MS,2012.92,1473.99,538.93,0.0,178631,45
KXLPBGAME,6501.46,4660.35,1841.11,0.0,178457,10
KXBILLBOARDRUNNERUPSONG,2705.21,1692.55,1012.66,0.0,178398,101
KXCOPADOBRASILBTTS,-14071.73,-16379.21,2307.48,0.0,178037,6
KXEARNINGSMENTIONMU,-10178.78,-11999.54,1820.76,0.0,177866,3
KXEUROVISIONFIRSTSFINAL,2424.48,750.24,1674.24,0.0,177851,5
KXCMG,3451.3,1967.29,1484.01,0.0,177705,61
KXEARNINGSMENTIONGEV,2121.27,855.21,1266.06,0.0,177356,30
KXEARNINGSMENTIONBAC,1786.18,673.27,1112.91,0.0,176718,16
KXEARNINGSMENTIONPYPL,-3039.62,-4762.03,1722.41,0.0,176440,18
KXHOUSINGSTART,-12478.64,-14311.08,1832.44,0.0,175728,89
KXNVPRIMARY,2949.21,1694.97,1254.25,0.0,174492,52
KXFEDDISSENT,6455.15,5632.17,822.98,0.0,173812,94
KXNBAATTEND,-4525.85,-5448.22,922.37,0.0,173628,42
KXEARNINGSMENTIONDIS,7512.97,5822.66,1690.31,0.0,172535,26
KXCBDECISIONEU,-2761.72,-3310.3,548.58,0.0,171563,95
KXDENSUPERLIGASPREAD,-4828.8,-5941.5,1112.7,0.0,171179,8
KXTRUFTSA,-10783.78,-12158.66,1374.88,0.0,170201,50
KXUAPFILES,5771.43,4502.57,1268.86,0.0,169940,44
KXVALORANT,-1374.18,-2926.25,1552.07,0.0,169404,19
KXMDPRIMARY,-115.28,-914.7,799.43,0.0,169011,67
KXBETHELSEAT,11826.12,9857.65,1968.47,0.0,167960,10
KXNEWTARIFFS,302.83,-1527.5,1830.33,0.0,167853,56
KXEARNINGSMENTIONALLY,2301.03,905.0,1396.03,0.0,167754,7
KXTITLEDTUESTOP,6682.09,5564.37,1117.72,0.0,167387,71
KXSCHW,6704.83,6248.47,456.36,0.0,166692,27
KX1ALBUM,1416.51,638.39,778.12,0.0,165426,102
KXINXHUD,9149.64,7361.47,1788.17,0.0,165095,25
KXDOGEMAX1,-1035.61,-1178.2,142.59,0.0,164803,43
KXEARNINGSMENTIONLLY,-28.27,-1308.01,1279.74,0.0,163626,30
KXEARNINGSMENTIONAXP,3938.44,2906.07,1032.37,0.0,163185,10
KXCOLOMBIAN2RMOV,-6652.97,-7740.54,1087.57,0.0,163183,33
KXTRUMPCOUNTRIES,2831.65,2201.27,630.38,0.0,162385,75
KXGOVPANOMR,-485.39,-555.7,70.31,0.0,162245,24
KXGOLFTOURN,-4096.35,-5306.62,1210.27,0.0,162235,6
KXNBASWEEP,-3098.74,-4577.48,1478.74,0.0,161630,28
KXF1TOPCONSTRUCTOR,-3934.42,-5315.15,1380.73,0.0,160825,71
KXSPOTIFYARTISTW,13797.28,12695.83,1101.45,0.0,160020,60
KXSENATEVAR,2364.63,1967.52,397.11,0.0,160008,87
KXNEXTCHANCELLOR,6081.2,5021.96,1059.24,0.0,159767,29
KXLIGAEXPSPREAD,3699.4,2795.29,904.11,0.0,159653,7
KXLCPIMAXYOY,4445.55,3341.76,1103.79,0.0,159113,57
KXNBAPLAYOFF3D,-9216.6,-10284.99,1068.39,0.0,159021,58
KXNASCARFASTLAP,-2617.51,-3430.02,812.51,0.0,158927,86
KXBRASILEIROC1HTOTAL,-1027.89,-2431.2,1403.31,0.0,158869,3
KXB200MON,12530.94,11816.65,714.29,0.0,158722,52
KXSHIBAD,3367.07,3008.73,358.34,0.0,157187,96
KXEARNINGSMENTIONYUM,4344.1,2678.83,1665.27,0.0,157101,11
KXEARNINGSMENTIONMSFT,6936.02,5649.08,1286.94,0.0,157093,22
KXBALLERLEAGUEGAME,-4423.66,-5423.98,1000.32,0.0,156910,19
KXEARNINGSMENTIONCMG,301.88,-1118.84,1420.72,0.0,155938,23
KXNJPRIMARY,5522.57,4387.97,1134.6,0.0,155792,55
KXLAXTEWAARATON,-1333.48,-2966.33,1632.85,0.0,155748,44
KXICEERO,7791.82,6758.62,1033.21,0.0,155126,57
KXNY17D,-1033.26,-2373.88,1340.62,0.0,154484,65
KXNBA2NDTEAM,1388.7,568.55,820.15,0.0,154246,40
KXALEAGUESPREAD,-1546.47,-2646.7,1100.23,0.0,153909,19
KXCS2QUALIFIERS,939.83,-61.56,1001.39,0.0,153737,20
KXURYPDBTTS,-9827.08,-11923.71,2096.63,0.0,153161,18
KXSENATEALD,-15633.42,-16648.39,1014.97,0.0,152790,58
KXROLEATEVENTLOLLA,-955.25,-1399.88,444.63,0.0,152666,110
KXAWARDMENTION,-1494.9,-2360.47,865.57,0.0,152543,1
KXCHINAAI,2240.39,1622.47,617.92,0.0,152495,15
KXBRASILEIROCSPREAD,14713.9,13282.2,1431.7,0.0,152450,5
KXWNBANEXTTEAM,6827.53,6273.49,554.04,0.0,152215,5
KXTRUMPVH,2352.47,860.9,1491.57,0.0,151168,57
KXCA11PRIMARY,-2529.78,-4097.66,1567.88,0.0,150923,50
KXALBUMLENGTH,-8490.65,-9302.87,812.22,0.0,149833,71
KXSPRLVL,-631.83,-1315.88,684.05,0.0,149591,35
KXSENATEWVR,-352.54,-430.95,78.41,0.0,148848,18
KXNBA4QTOTAL,215.05,-1712.28,1927.33,0.0,148731,8
KXEARNINGSMENTIONKR,-733.57,-1423.85,690.28,0.0,148704,4
KXICEMANALBUMS,-4359.86,-5032.58,672.72,0.0,148227,10
KXNFLMENTION,-11103.96,-12027.71,923.75,0.0,146944,2
KXBA,4359.9,3647.24,712.66,0.0,146205,77
KXUE,-289.52,-1589.96,1300.44,0.0,146089,108
KXEARNINGSMENTIONAAL,-285.45,-1448.38,1162.93,0.0,146064,8
KXSENATENJR,-5249.78,-6387.73,1137.95,0.0,144309,37
KXNEWGLENN,185.19,-776.49,961.68,0.0,142397,46
KXMATHAI,3450.18,2380.49,1069.69,0.0,142294,52
KXNBAGAME7,886.66,-698.73,1585.39,0.0,142209,58
KXNLGAME,-25633.72,-26937.04,1303.32,0.0,141956,13
KXSP500ADDQ,-3358.17,-4021.8,663.63,0.0,141814,75
KXLASEN1R,-1442.08,-1728.1,286.02,0.0,141772,16
KXFRONTIER,8201.4,6413.31,1788.09,0.0,141532,107
KXNBAPIADVANCE,-12589.45,-14184.09,1594.64,0.0,141321,26
KXMLSFTTS,907.92,212.6,695.32,0.0,141183,16
KXFIELDS,-3316.56,-4586.28,1269.71,0.0,141165,97
KXUFLTOTAL,4464.15,2875.4,1588.75,0.0,140933,23
KXMI11D,-862.32,-1716.15,853.85,0.0,140869,52
KXRDDT,2582.82,1633.53,949.29,0.0,140280,66
KXSUSPENDGASTAX,97.95,-1356.54,1454.49,0.0,140210,46
KXCANPLSPREAD,-1408.79,-1956.2,547.41,0.0,140173,11
KXEKSTRAKLASABTTS,-8839.79,-10684.23,1844.44,0.0,139732,9
KXBRASILEIROC1H,-13471.98,-14558.36,1086.38,0.0,139634,3
KXMANAGERSOUT,12233.62,11203.37,1030.25,0.0,139513,96
KXEARNINGSMENTIONSNAP,3514.62,2480.53,1034.09,0.0,138550,11
KXEARNINGSMENTIONGRAB,5994.84,4452.09,1542.75,0.0,138414,11
KXUTPRIMARY,3330.73,2532.52,798.21,0.0,137668,48
KXNASCARTOPTEAM,4570.75,3436.23,1134.52,0.0,137029,53
KXUELSCORE,-4766.62,-5651.65,885.03,0.0,136909,17
KXEARNINGSMENTIONDAL,-443.53,-1417.81,974.28,0.0,136533,12
KXSPOTIFY2D,2796.04,1861.57,934.47,0.0,136161,72
KXNBASIXTH,-9006.39,-10022.46,1016.07,0.0,135480,8
KXMAKARYOUT,7104.53,5927.43,1177.1,0.0,135213,8
KXWATSONRNC,6729.94,5083.35,1646.59,0.0,135105,75
KXCPINDEX,2854.86,1882.74,972.12,0.0,134931,9
KXTITLEDTUESDAY,-3130.86,-4055.32,924.46,0.0,134700,78
KXEARNINGSMENTIONBA,-5825.68,-7262.94,1437.26,0.0,134334,16
KXPRIMARYCOUNTY,3301.49,2619.99,681.5,0.0,134238,44
KXUELTEAMTOTAL,-12192.12,-13914.39,1722.27,0.0,134069,14
KXTOPDRAKEALBUM,-1081.79,-1222.45,140.66,0.0,133520,9
KXINSOSNOMR,-5440.35,-6560.49,1120.15,0.0,133456,67
KXKHANNAMENTION,-890.23,-1152.0,261.77,0.0,133433,4
KXINDYCARTOP10,-4854.05,-6050.01,1195.96,0.0,133320,24
KXSTEAMPRICE,257.87,-730.04,987.91,0.0,132702,69
KXUSNFP,2639.34,1636.73,1002.61,0.0,132177,27
KXMCD,3878.89,3004.88,874.01,0.0,131900,66
KXAMA,6145.42,5123.78,1021.64,0.0,131726,36
KXWCBRACE,-18402.2,-19706.17,1303.97,0.0,131720,4
KXGOVMINOMD,-969.67,-1121.72,152.06,0.0,131499,74
KXNBASERIES3PMLEADER,-7264.37,-8245.73,981.36,0.0,131485,14
KXWCATTENDSWIFT,-6264.33,-7239.85,975.52,0.0,130573,39
KXOH9R,-2138.37,-2515.7,377.33,0.0,130514,22
KXEFLPROMO,-1424.34,-2355.75,931.41,0.0,130004,39
KXGOLFMAJORS,-8387.46,-9467.9,1080.44,0.0,129075,95
KXH100MON,5382.27,4534.63,847.64,0.0,128042,73
KXMLS1HBTTS,3328.3,1914.76,1413.54,0.0,127887,16
KXNCLH,14030.68,12910.77,1119.91,0.0,127504,50
KXGOVNMNOMR,-307.18,-1518.24,1211.06,0.0,127207,45
KXLARSENMOV,1130.43,955.66,174.77,0.0,127080,37
KXKSPRIMARY,6965.37,6265.2,700.17,0.0,126898,53
KXEARNINGSMENTIONF,5640.69,4273.42,1367.27,0.0,126376,6
KXAIPAUSE,11178.56,9435.31,1743.25,0.0,126373,95
KXVOTEFEDCHAIR,4905.16,4327.42,577.74,0.0,125890,29
KXCOMPANYACTIONMERGER,-3341.22,-3656.85,315.63,0.0,125554,69
KXEPLTEAMTOTAL,-6272.9,-7919.88,1646.98,0.0,125294,7
KXPARDONSTRUMP,7250.31,6559.33,690.98,0.0,125287,97
KXUECLFTTS,-1059.08,-1448.91,389.83,0.0,125113,9
KXH100WS,5460.99,4857.62,603.37,0.0,125043,33
KXEPLGOAL,-10440.27,-11922.97,1482.7,0.0,124783,19
KXWCPLAY,-4438.27,-5878.68,1440.41,0.0,124437,2
KXMEDIARELEASEADDTRAILER,456.81,-961.14,1417.95,0.0,124385,97
KXBDS3PTOU,-7625.52,-9127.89,1502.37,0.0,124048,4
KXPGAMAJORTOP10,-8533.09,-9526.67,993.58,0.0,124007,69
KXGRANDSLAM,-13340.09,-14825.96,1485.87,0.0,123446,74
KXWCFASTESTGOAL,-2260.92,-2760.93,500.01,0.0,123312,39
KXSCOCUPSPREAD,8269.37,7472.33,797.04,0.0,122342,6
