report_ticker,pnl_gross,pnl_net,fees_taker,fees_maker,contracts_settled,n_days
KXUCLBTTS,198519.03,131420.65,67098.38,0.0,4802666,63
KXTEMPAUSH,130936.79,108903.36,22033.43,0.0,4751954,29
KXEUROVISION,63751.26,33106.95,30644.31,0.0,4733923,32
KXWCADS,-10273.05,-54246.15,43973.1,0.0,4694438,27
KXF1POLE,-130949.64,-168245.97,37296.33,0.0,4690181,50
KXHIGHTMIN,23978.39,-9295.54,33273.93,0.0,4689770,113
KXFEDMENTION,-85223.33,-119956.65,34733.32,0.0,4679016,61
KXALEAGUEGAME,38151.18,-12520.5,50671.68,0.0,4632178,27
KXHIGHTDC,15664.41,-13754.95,29419.36,0.0,4616648,113
KXHEARINGMENTION,-32743.54,-57411.16,24667.62,0.0,4605251,67
KXNBA3D,-190606.49,-207045.11,16438.62,0.0,4594245,60
KXATPDOUBLES,-68692.97,-113964.6,45271.63,0.0,4584960,29
KXHNLGAME,24569.64,-12702.95,37272.59,0.0,4570681,37
KXCRICKETODIMATCH,-219867.82,-267662.04,47794.22,0.0,4568863,9
KXDIMAYORTOTAL,-23213.34,-69535.46,46322.12,0.0,4541726,16
KXBTCMINMON,-62395.21,-97670.97,35275.76,0.0,4506125,108
KXNFLDRAFTTOP,-10089.63,-50641.42,40551.79,0.0,4444191,9
KXFIFAWGAME,-51437.08,-83694.8,32257.72,0.0,4433181,7
KXNBATEAMANNOUNCE,105832.73,69204.11,36628.62,0.0,4430007,18
KXCS2,-6984.46,-54994.38,48009.93,0.0,4376910,78
KXATHLETEMENTION,-16297.92,-29197.49,12899.57,0.0,4307653,37
KXSERIEBGAME,17361.38,-18432.5,35793.88,0.0,4299569,33
KXNASDAQ100,-19972.48,-39746.24,19773.76,0.0,4274043,112
KXLOWTNYC,-10892.04,-31883.59,20991.55,0.0,4249310,112
KXKBOTOTAL,-73278.71,-128174.41,54895.7,0.0,4236664,75
KXMEDNOMJUL,53026.9,30689.45,22337.45,0.0,4232366,26
KXMVENBASINGLEGAME,-97116.73,-148388.4,51271.67,0.0,4207278,53
KXIPOSPACEX,-125866.16,-146395.83,20529.67,0.0,4189920,59
KXUAEPLGAME,-97533.67,-140069.89,42536.22,0.0,4189523,24
KXBRASILEIROBTOTAL,46024.68,1884.89,44139.79,0.0,4173230,13
KXNHLWEST,-645542.25,-691467.59,45925.34,11556.56,4156093,42
KXAFLGAME,-52779.85,-95077.85,42298.0,0.0,4079908,110
KXALIENS,-58455.91,-63425.3,4969.39,0.0,4068231,78
KXCS2TOTALMAPS,51318.88,3331.33,47987.55,0.0,4046956,114
KXWCTOTALGOAL,35979.75,12422.56,23557.19,0.0,4025965,52
KXWCPREPACK,124362.31,103378.45,20983.86,0.0,3999915,5
KXDHSFUND,-88733.33,-118312.68,29579.35,0.0,3988658,16
KXHIGHTOKC,26007.26,-3575.07,29582.33,0.0,3962728,112
KXBBSERIEAGAME,-74947.59,-110162.64,35215.05,0.0,3946541,39
KXTXRSENRUNOFFMOV,-52072.7,-73485.74,21413.04,0.0,3940333,59
KXBTCMAX100,-59706.17,-71429.93,11723.76,0.0,3882741,78
KXSLGREECEGAME,-91508.54,-124133.18,32624.64,0.0,3869355,27
KXAPFDDHTOTAL,-80320.31,-118460.41,38140.1,0.0,3849359,14
KXLAMAYOR1R,-103237.39,-124882.96,21645.57,0.0,3835505,62
KXNBAWFINMVP,30503.68,3630.33,26873.35,0.0,3827836,46
KXMLBOUTS,-22198.06,-77324.48,55126.42,0.0,3814449,44
KXNBA2D,-213339.86,-250842.19,37502.33,0.0,3752881,60
KXALBUMEQUIV,-58291.12,-91504.45,33213.33,0.0,3748312,103
KXPERLIGA1TOTAL,7397.7,-33604.6,41002.3,0.0,3741371,18
KXELITESERIENTOTAL,-18567.74,-61466.04,42898.3,0.0,3736507,17
KXLOWTCHI,-6431.35,-26881.1,20449.75,0.0,3734292,112
KXLIGUE1TOTAL,-35365.84,-81323.93,45958.09,0.0,3725855,35
KXSENATEMED,-52942.69,-62340.62,9397.93,0.0,3632448,56
KXWORLDNEWSMENTION,-60590.01,-84535.67,23945.66,0.0,3626795,30
KXNBAROY,-19257.28,-60078.23,40820.95,10264.44,3620682,13
KXHORMUZWEEKLY,-56289.75,-86347.05,30057.3,0.0,3619335,101
KXTRUMPNBAFINALS,-79025.58,-95498.78,16473.2,0.0,3598409,14
KXWCFURTHESTADVANCING,-135693.14,-169689.93,33996.79,0.0,3586924,59
KXWCFIRSTSONG,-85651.03,-102259.12,16608.09,0.0,3581997,33
KXNZNBLGAME,-22525.4,-61027.56,38502.16,0.0,3550295,90
KXRAINNYC,-38912.53,-43897.07,4984.54,0.0,3542104,92
KXNETFLIXRANKMOVIE,-30735.01,-45732.14,14997.13,0.0,3534959,111
KXNHLEAST,-18119.57,-54773.15,36653.58,9230.25,3491899,45
KXPREMIERLEAGUE,145649.27,101235.97,44413.3,0.0,3449929,35
KXWTADOUBLES,-50719.96,-81500.18,30780.22,0.0,3436065,28
KXMLSBTTS,-103384.05,-150705.09,47321.04,0.0,3430869,62
KXARGNACBGAME,37024.24,7589.52,29434.72,0.0,3407185,11
KXPOLITICSMENTION,8113.66,-4042.0,12155.66,0.0,3376694,48
KXGOLD15M,-63124.24,-96998.48,33874.24,0.0,3376094,4
KXWCGOALCOUNT,-305897.51,-337759.26,31861.75,0.0,3372639,35
KXMLBHRDERBYMATCHUP,-108805.75,-124437.05,15631.3,0.0,3366400,4
KXTEMPDCH,84946.2,73840.52,11105.68,0.0,3360624,29
KXMI13D,-39137.93,-66409.64,27271.71,0.0,3339715,85
KXBELGIANPLGAME,-1601.44,-31591.44,29990.0,0.0,3330212,39
KXLEAGUESCUPTOTAL,74260.59,36395.6,37864.99,0.0,3320880,5
KXCOLOMBIAPRES,-96647.27,-122634.11,25986.84,0.0,3310769,71
KXUCL1H,-48889.16,-85656.86,36767.7,0.0,3296452,56
KXCPIYOY,-106184.83,-133268.51,27083.68,6892.84,3291152,91
KXDFBPOKALGAME,149168.98,114975.26,34193.72,0.0,3283992,10
KXCONMEBOLSUDTOTAL,-39199.05,-75677.78,36478.73,0.0,3262414,9
KXFOXNEWSMENTION,-30287.11,-41614.83,11327.72,0.0,3262109,40
KXWNBA1QTOTAL,-19845.74,-52917.71,33071.97,0.0,3240239,37
KXLIGAMXSCORE,-71160.56,-94285.61,23125.05,0.0,3231489,18
KXSCOCUPGAME,-50346.14,-67570.78,17224.64,0.0,3219029,6
KXSWIFTKELCEWEDDINGLOCATION,-144230.33,-176154.57,31924.24,0.0,3205062,80
KXPERSONMENTION,-40577.37,-52417.63,11840.26,0.0,3196879,62
KXTOPBBSPOTSDRA,-96549.02,-110226.76,13677.74,0.0,3177698,64
KXNBA2HTOTAL,9256.55,-35032.0,44288.55,0.0,3174759,55
KXWT20WORLDCUP,-76574.83,-106706.97,30132.14,0.0,3150971,52
KXHIGHTSATX,5395.8,-17521.11,22916.91,0.0,3149976,113
KXLAGODAYS,-58270.97,-65456.46,7185.49,0.0,3093010,109
KXNPBTOTAL,-115240.01,-158085.53,42845.52,0.0,3091090,20
KXWCATTEND,-32210.37,-54038.91,21828.54,0.0,3086837,10
KXSNLMENTION,-31713.6,-40727.81,9014.21,0.0,3068687,15
KXTRUTHSOCIAL,14559.76,-3317.8,17877.56,0.0,3048501,110
KXKBLGAME,-32435.63,-65336.17,32900.54,0.0,3042527,23
KXAPRPOTUS,14226.74,-4861.36,19088.1,0.0,2999581,108
KXFEDCHAIRCONFIRMED,-5982.39,-12899.64,6917.25,0.0,2972265,29
KXNWSLTOTAL,-21051.08,-53945.2,32894.12,0.0,2970512,21
KXBOLPDIVGAME,6989.05,-18252.24,25241.29,0.0,2970446,47
KXLIGAEXPGAME,-92745.3,-118227.34,25482.04,0.0,2958817,10
KXLEAVESTARMER,141412.51,112105.81,29306.7,0.0,2949365,69
KXCOPADOBRASILTOTAL,-49412.12,-81868.98,32456.86,0.0,2942872,14
KXGABBARDOUT,-52981.64,-62617.88,9636.24,0.0,2926132,66
KXUECLSPREAD,-22543.62,-41897.21,19353.59,0.0,2923067,31
KXLOWTDEN,-10480.01,-24886.91,14406.9,0.0,2915026,112
KXSWISSLEAGUEGAME,39072.95,13544.81,25528.14,0.0,2911439,27
KXHIGHTNOLA,31572.53,14003.78,17568.75,0.0,2905090,112
KXNBA1QWINNER,97121.03,61322.3,35798.73,0.0,2901448,8
KXAFCCLGAME,-66940.81,-94292.24,27351.43,0.0,2867534,10
KXGOVSCNOMR,66324.34,45009.28,21315.07,0.0,2858177,70
KXFINALSATTEND,-38714.63,-54195.12,15480.49,0.0,2836378,13
KXWNBA2QTOTAL,-65224.45,-94279.56,29055.11,0.0,2821692,37
KXABAGAME,-39242.91,-64747.04,25504.13,0.0,2798988,45
KXWNBAREB,-14478.47,-45716.59,31238.12,0.0,2776278,85
KXCAPRIMARY,71303.95,59688.7,11615.25,0.0,2764095,87
KXRANKLIST1SONG,13612.72,3536.0,10076.72,0.0,2754350,102
KXNBA1QSPREAD,403885.68,366969.46,36916.22,0.0,2747568,8
KXLOWTMIA,20821.74,6320.43,14501.31,0.0,2741663,113
KXGBLGAME,-46235.57,-72292.71,26057.14,0.0,2733811,38
KXCOPADELREYGAME,-275206.41,-297333.59,22127.18,0.0,2731494,4
KXLMBGAME,-1933.26,-25539.74,23606.48,0.0,2731377,38
KXSECPRESSMENTION,-70599.1,-89641.17,19042.07,0.0,2719534,22
KXLATENIGHTMENTION,58965.64,49336.7,9628.94,0.0,2701804,34
KXBRENTMON,137374.88,101984.15,35390.73,0.0,2695386,105
KXCANDACEMENTION,-71454.28,-84539.09,13084.81,0.0,2669157,26
KXIPLTEAMTOTAL,-56801.11,-70422.56,13621.45,0.0,2613768,41
KXWCTEAMFIRSTGOAL,-31180.62,-46085.59,14904.97,0.0,2609085,34
KXCRICKETTESTMATCH,-81255.89,-111591.13,30335.24,0.0,2601074,18
KXKBOSPREAD,-38255.85,-70034.16,31778.31,0.0,2510708,74
KXKASHOUT,-76546.29,-102836.16,26289.87,0.0,2497882,108
KXF1RACEPODIUM,51639.78,25181.93,26457.85,6859.44,2485657,83
KXCHNSLTOTAL,17525.79,-8261.65,25787.44,0.0,2450715,16
KXNFLDRAFTTEAM,-61653.53,-80673.6,19020.07,0.0,2415801,11
KXWNBA3QTOTAL,-42103.92,-65125.47,23021.55,0.0,2379164,40
KXSOLE,9150.69,-12030.04,21180.73,0.0,2367192,113
KXSERIEASPREAD,-33325.47,-56018.59,22693.12,0.0,2354300,40
KXMLS1HTOTAL,39730.07,11991.49,27738.58,0.0,2350021,16
KXEPL1H,-39224.13,-68558.99,29334.86,0.0,2347241,37
KXCOPPAITALIAGAME,37480.27,14911.35,22568.92,0.0,2342781,9
KXCONMEBOLSUDADVANCE,-72282.12,-90616.11,18333.99,0.0,2336980,4
KXBBCHARTDRAKE,-30284.71,-39264.6,8979.89,0.0,2323622,16
KXBSNGAME,-528.7,-25094.33,24565.63,0.0,2320916,69
KXWTI15M,-68943.04,-93270.63,24327.59,0.0,2317715,4
KXEPLBTTS,75853.3,41665.87,34187.43,0.0,2310017,39
KXVTBGAME,-75355.58,-94939.89,19584.31,0.0,2305440,48
KXSAUDIPLTOTAL,-97670.95,-124677.35,27006.4,0.0,2295399,29
KXLOWTAUS,39955.45,27833.84,12121.61,0.0,2287865,113
KXCAGOVPRIMARYTOP3,-6899.32,-9935.76,3036.44,0.0,2267846,34
KXCOPPERD,26575.2,7513.05,19062.15,0.0,2261880,109
KXLIGAMX1H,-32977.82,-58317.2,25339.38,0.0,2261231,18
KXKINGMENTION,-17902.76,-33018.64,15115.88,0.0,2250299,11
KXGOLDCARDS,-82058.85,-92981.71,10922.86,0.0,2248723,17
KXAHLGAME,-35322.39,-57443.29,22120.9,0.0,2240762,64
KXMLBHRDERBYSEMI,-35625.54,-64705.91,29080.37,0.0,2212940,4
KXGOVGANOMD,-43259.91,-51378.63,8118.72,0.0,2208779,35
KXECULPSPREAD,-13495.44,-32283.21,18787.77,0.0,2197379,19
KXHEGSETHMENTION,-26865.66,-36904.78,10039.12,0.0,2190097,19
KXURYPDTOTAL,-9696.97,-32230.43,22533.46,0.0,2171397,20
KXLIGAMX1HTOTAL,-27588.74,-52212.61,24623.87,0.0,2158261,16
KXNETFLIXRANKMOVIERUNNERUP,63713.09,50939.7,12773.39,0.0,2156919,111
KXCLUBFBTTS,-72014.87,-98124.16,26109.29,0.0,2155082,16
KXWNBAMENTION,30090.73,16903.64,13187.09,0.0,2154832,22
KXEWSLGAME,-81644.68,-96730.12,15085.44,0.0,2150216,24
KXGOVIANOMR,287862.97,267489.99,20372.98,0.0,2149805,49
KXNETANYAHUMENTION,-104651.03,-113416.65,8765.62,0.0,2122666,15
KXMLBHRDERBYOU,-59620.39,-85685.52,26065.13,0.0,2110570,2
KXVENFUTVEGAME,17553.25,1285.5,16267.75,0.0,2107814,39
KXMLS1H,-16286.3,-39677.94,23391.64,0.0,2106649,16
KXGOVGANOMR,-61373.75,-82503.04,21129.29,0.0,2103876,63
KXSENATELAR,26036.47,13001.5,13034.97,0.0,2076927,74
KXLOWTLAX,-11054.03,-22999.73,11945.7,0.0,2066538,113
KXCPI,28889.24,10214.91,18674.33,4830.02,2045839,91
KXWODIMATCH,-38595.99,-58185.66,19589.67,0.0,2042539,18
KXNASCARTOP10,-61272.54,-86663.25,25390.71,0.0,2025744,101
KXCANPLGAME,22265.76,5883.41,16382.35,0.0,2020117,54
KXTRUMPOUT27,-31041.23,-36533.36,5492.12,0.0,2016324,102
KXOWGAME,-14854.59,-35958.99,21104.4,0.0,1994893,68
KXNHLSERIESSCORE,-47401.0,-67741.83,20340.83,0.0,1990971,61
KXCRYPTOSTRUCTURE,-43283.83,-51421.74,8137.9,0.0,1989546,108
KXEKSTRAKLASATOTAL,-31479.09,-51921.58,20442.49,0.0,1988431,10
KXRAIN,-10191.43,-20848.58,10657.15,0.0,1969159,21
KXBRASILEIROSPREAD,34046.6,18475.95,15570.65,0.0,1967900,53
KXARGPREMDIVSPREAD,-49134.44,-62506.2,13371.76,0.0,1964169,25
KXCHAMPTOUR,-13549.4,-30659.66,17110.26,0.0,1963157,63
KXGOVSDNOMR,-15787.07,-34178.67,18391.61,0.0,1961062,105
KXBUNDESLIGASPREAD,-75436.82,-97044.78,21607.96,0.0,1950590,36
KXNBASERIESGAMES,111196.24,86982.67,24213.57,0.0,1947500,60
KXUCLWGAME,25708.77,10159.6,15549.17,0.0,1932660,20
KXMLBHRDERBYFORECAST,-19195.95,-26406.76,7210.81,0.0,1914974,1
KXSURVIVORELIMINATION,11468.35,2893.22,8575.13,0.0,1905034,29
KXSENATEALR,-12599.73,-29346.97,16747.24,0.0,1903648,63
KXCAGOVMATCHUP,52563.41,36584.38,15979.03,0.0,1903154,56
KXNBAPTSLEADER,-16650.92,-29545.05,12894.13,0.0,1901134,55
KXGOVOHNOMR,-5305.92,-6151.53,845.61,0.0,1897945,21
KXMLBF7,-58194.95,-73704.6,15509.65,0.0,1894880,35
KXRUBIOMENTION,-24491.83,-33292.71,8800.88,0.0,1891980,13
KXMLBASGMVP,-4595.23,-12968.78,8373.55,0.0,1873333,3
KXMLSSCORE,-19835.81,-32120.82,12285.01,0.0,1864403,18
KXWCGROUPWINNER,-81287.29,-94674.09,13386.8,0.0,1863209,67
KXMLBHRDERBY500,-233730.38,-252189.81,18459.43,0.0,1862031,4
KXWCTEAMLEADGOAL,-27103.41,-33198.68,6095.27,0.0,1832047,45
KXSPACEXSTARSHIP,-25905.11,-39105.68,13200.57,0.0,1823706,98
KXNHLPTS,-54265.86,-77384.87,23119.01,0.0,1823677,49
KXWTESTMATCH,-26720.12,-37352.62,10632.5,0.0,1816575,12
KXGOLDW,-28684.25,-44485.46,15801.21,0.0,1813178,108
KXLALIGA1H,-46326.22,-67770.17,21443.95,0.0,1812161,38
KXGOVCAPRIMARYPARTY,63958.03,49941.29,14016.74,0.0,1807868,56
KXNBA3QSPREAD,-115075.69,-130230.06,15154.37,0.0,1785918,8
KXPGAHOLESCORE,-65651.17,-80272.44,14621.27,0.0,1781409,34
KXBIGBROTHERELIMINATION,-10010.66,-20656.83,10646.17,0.0,1772862,24
KXPAYROLLS,-2495.08,-24068.48,21573.4,5457.12,1768245,79
KXKLEAGUETOTAL,21353.32,1049.78,20303.54,0.0,1765264,16
KXNBASERIESSPREAD,48736.97,25986.57,22750.4,0.0,1760937,60
KXEVENTOCCURCLTR,-99019.56,-119944.86,20925.3,0.0,1755732,29
KXLASTWORDCOUNT,-12220.23,-17738.55,5518.32,0.0,1742907,30
KXWCTEAMH2H,-113536.53,-131985.1,18448.57,0.0,1742007,37
KXLOWTPHX,19279.4,9779.35,9500.05,0.0,1740277,113
KXUCL1HTOTAL,-61569.56,-80499.08,18929.52,0.0,1734918,38
KXLIGAMXBTTS,-719.32,-25270.1,24550.78,0.0,1716057,18
KXWNBA1QSPREAD,-36258.58,-52479.71,16221.13,0.0,1711580,39
KXPSAKIMENTION,36304.07,31500.97,4803.1,0.0,1704980,25
KXATTENDUFC250,-65950.39,-78807.04,12856.65,0.0,1687906,20
KXFABLERESTORE,-5924.79,-22703.22,16778.43,0.0,1678956,19
KXCZEFLTOTAL,-26679.91,-44713.07,18033.16,0.0,1667763,7
KXSENATEREC,12539.3,1302.67,11236.63,0.0,1666047,38
KXWNBA1QWINNER,-19525.01,-37135.88,17610.87,0.0,1664496,37
KXUELADVANCE,-7573.55,-22131.19,14557.64,0.0,1662551,13
KXLASTWORDMENTION,-23527.07,-29791.43,6264.36,0.0,1653502,42
KXEOWEEK,46882.22,40092.69,6789.53,0.0,1639414,107
KXSENATEGAR,-17167.53,-25166.75,7999.22,0.0,1631845,63
KXSONGCHARTDRA,-35498.41,-39218.61,3720.2,0.0,1630573,49
KXWCPRICE,28855.79,17711.93,11143.86,0.0,1617238,39
KXNCAABBTOTAL,-88883.69,-110361.41,21477.72,0.0,1614402,15
KXNFLDRAFTOU,-26888.96,-45837.8,18948.84,0.0,1612776,6
KXARGNACBTOTAL,8233.14,-7419.88,15653.02,0.0,1610986,13
KXCOPRIMARY,41339.8,28667.63,12672.17,0.0,1610211,73
KXTOPMONTHLY,-21116.36,-30546.53,9430.17,0.0,1606109,108
KXQUADRUPLEDOUBLE,-27223.45,-29850.96,2627.51,0.0,1588405,61
KXBTCMAX150,-7775.87,-9295.19,1519.32,386.02,1588212,72
KXNBADRAFTTOP,-45272.9,-60311.29,15038.39,0.0,1587856,70
KXWCGROUPORDER,19093.46,6421.53,12671.93,0.0,1587076,32
KXLALIGABTTS,13462.01,-9538.19,23000.2,0.0,1580575,37
KXWCSTAGE,45549.47,28899.96,16649.51,0.0,1579522,68
KXLOWTOKC,-3761.08,-11937.27,8176.19,0.0,1574451,112
KXLIUSAWINNERS,-7699.26,-17006.02,9306.76,0.0,1568161,45
KXNETFLIXRANKSHOWRUNNERUP,-9978.57,-17620.14,7641.57,0.0,1567875,111
KXTONYAWARDS,36830.57,22184.68,14645.89,0.0,1567304,34
KXNBBGAME,10275.13,-3745.04,14020.17,0.0,1561282,14
KXCOUNTYCHAMPMATCH,-69507.43,-82329.2,12821.77,0.0,1557272,23
KXLOWTPHIL,17977.27,9575.62,8401.65,0.0,1549755,113
KXPRIMARYTURNOUT,-6422.47,-17226.77,10804.3,0.0,1547067,92
KXNASCARTOP3,31986.36,16536.74,15449.62,0.0,1538254,100
KXMLBASGHR,-131814.8,-140595.55,8780.75,0.0,1534050,2
KXTRUEV,32644.66,27317.66,5327.0,0.0,1525354,54
KXGOVMINOMR,25742.68,17862.82,7879.85,0.0,1521288,112
KXNBAPLAYOFFWINS,11741.41,-1771.76,13513.17,0.0,1511255,61
KXNBA2QWINNER,-38100.94,-52337.28,14236.34,0.0,1501958,7
KXXRP,-4610.86,-14364.88,9754.02,0.0,1485211,113
KXMADDOWMENTION,-18843.08,-26684.31,7841.23,0.0,1485210,36
KXCONNSMYTHE,-69671.78,-81464.33,11792.55,2988.56,1483707,61
KXLOWTDAL,31438.03,23282.67,8155.36,0.0,1482281,113
KXNBA3QWINNER,-48620.01,-61713.59,13093.58,0.0,1482092,7
KXNFLDRAFT1,-14431.92,-15482.82,1050.9,0.0,1481708,9
KXLOWTATL,41424.43,34124.4,7300.03,0.0,1480880,113
KXUSLTOTAL,4609.1,-10234.23,14843.33,0.0,1473649,21
KXNCAAMLAXGAME,-18324.74,-33837.36,15512.62,0.0,1464201,37
KXMO01D,-45589.11,-64414.29,18825.18,0.0,1459390,103
KXWNBA3PT,1251.27,-15032.74,16284.01,0.0,1458413,85
KXEFLL1GAME,12344.01,254.56,12089.45,0.0,1448836,28
KXALLSVENSKANSPREAD,36753.72,24925.15,11828.57,0.0,1442906,17
KXTRUMPMENTIONDURATION,26720.11,16054.35,10665.76,0.0,1442172,21
KXSURVIVORMENTION,34513.73,23880.79,10632.94,0.0,1439011,35
KXPRIMARYPLACE,-163120.1,-175108.82,11988.72,0.0,1426898,83
KXNEXTODNI,-19991.87,-24265.91,4274.05,0.0,1424142,69
KXGOVCONOMR,-65453.18,-74544.48,9091.3,0.0,1419520,81
KXTRUMPWORLDCUP,-20286.38,-24374.8,4088.42,0.0,1419022,40
KXCHLLDPTOTAL,-45747.7,-60147.81,14400.11,0.0,1416195,13
KXTOPSONG,11148.25,2159.24,8989.01,0.0,1409036,110
KXUECL1HTOTAL,-9851.17,-25192.54,15341.37,0.0,1401651,10
KXNCAASBGAME,-32268.17,-51719.38,19451.21,0.0,1394290,8
KXWTIMINM,-28476.08,-35254.31,6778.23,0.0,1393682,48
KXMLBHRDERBYDISTANCE,18044.69,2097.4,15947.29,0.0,1385298,4
KXMRBEASTMENTION,-74911.21,-85834.27,10923.06,0.0,1383076,87
KXNPBSPREAD,5229.12,-13008.29,18237.41,0.0,1372750,20
KXFEATURE,32678.93,26043.98,6634.95,0.0,1371347,84
KXNBA2QSPREAD,-50611.88,-64118.02,13506.14,0.0,1366510,8
KXESPYS,22905.06,16657.28,6247.78,0.0,1365535,17
KXIIHFGAME,-18549.15,-29876.2,11327.05,0.0,1359978,17
KXLOWTMIN,21253.03,13278.39,7974.64,0.0,1343155,113
KXBRASILEIRO1HTOTAL,32361.99,17741.71,14620.28,0.0,1343136,14
KXMEDIACOVERMADDEN,-32382.61,-38458.0,6075.39,0.0,1340968,50
KXNEXTTEAMNFL,-3604.48,-9063.01,5458.53,0.0,1335529,50
KXRUGBYNRLMATCH,-27416.49,-39152.14,11735.65,0.0,1334674,109
KXWNBA4QTOTAL,-5343.76,-17934.96,12591.2,0.0,1330177,40
KXFISAEXTEND,15710.57,4750.37,10960.2,0.0,1321299,82
KXMARRIAGESWIFTKELCE,-33747.24,-39526.96,5779.72,0.0,1310671,83
KXDENSUPERLIGATOTAL,62790.66,48253.42,14537.24,0.0,1303644,9
KXMLBEXTRAS,-39414.84,-47048.08,7633.24,0.0,1295702,84
KXNCAALAXFINAL,-15525.76,-27747.83,12222.07,0.0,1295078,41
KXMLBRBI,-26550.99,-39640.45,13089.46,0.0,1286045,43
KXARGPREMDIVBTTS,-96489.27,-114346.93,17857.66,0.0,1285655,22
KXMJSCHEDULE,-60249.27,-69387.75,9138.48,0.0,1284305,72
KXNBASUMMER1HTOTAL,-22098.34,-36375.52,14277.18,0.0,1284126,7
KXMAKERFIELDBY,6366.9,380.22,5986.68,0.0,1283879,36
KXCAVA,-9104.48,-16517.38,7412.9,0.0,1280180,32
KXLOWTDC,24191.44,17218.96,6972.48,0.0,1276310,113
KXNHLMENTION,-23772.19,-30219.34,6447.15,0.0,1272315,44
KXCLAUDE,53522.39,42375.58,11146.81,0.0,1271040,105
KXTORNADO,-17107.62,-22423.16,5315.54,0.0,1267394,77
KXCFLSPREAD,-22596.61,-38710.71,16114.1,0.0,1264838,37
KXMUSKNW,-14501.56,-22787.95,8286.39,0.0,1254013,98
KXWCGROUPWINELIM,-100115.38,-112291.34,12175.96,0.0,1253277,28
KXBOXINGMOV,-65576.52,-76817.75,11241.23,0.0,1243785,8
KXNBABLK,-71973.63,-87825.57,15851.94,0.0,1242531,60
KXTEAMSINSC,-92269.77,-104641.82,12372.05,0.0,1241534,45
KXTHAIL1GAME,21391.49,10537.78,10853.71,0.0,1239236,16
KXUEL,-22760.02,-32455.9,9695.88,0.0,1234986,36
KXPGATOP40,-7161.4,-23477.27,16315.87,0.0,1234129,19
KXNETFLIXTOPVIEWSTV,14184.11,9417.79,4766.32,0.0,1232460,109
KXNY13D,47597.68,32794.21,14803.47,0.0,1225546,61
KXUELSPREAD,65716.16,53676.4,12039.76,0.0,1221474,42
KXLOWTHOU,18764.89,12776.3,5988.59,0.0,1221198,113
KXGTAPREORDERS,-47321.57,-54618.79,7297.22,0.0,1216817,10
KXCOPADOBRASILADVANCE,-9072.44,-14327.74,5255.3,0.0,1215335,5
KXTSLA,63367.96,47707.49,15660.47,0.0,1214985,79
KXHYPED,16281.35,5392.78,10888.57,0.0,1213984,113
KXUECLBTTS,-74721.77,-90734.01,16012.24,0.0,1208314,26
KXTRUMPCHINA,-18578.04,-25564.6,6986.56,0.0,1207859,29
KXWCGSGOALS,-50741.62,-57784.08,7042.46,0.0,1207548,24
KXPGAPLAYERCAT,-10645.63,-19440.58,8794.95,0.0,1196291,21
KXSILVER15M,10838.03,-1501.89,12339.92,0.0,1196233,4
KXNBASTL,-27341.75,-39571.21,12229.46,0.0,1195920,60
KX14AMENDCASE,-33273.15,-39116.18,5843.03,0.0,1194211,77
KXNBADRAFTTEAM,19989.63,9307.67,10681.96,0.0,1193950,46
KXMLBHRDERBYLONGEST,1446.75,-8376.74,9823.49,0.0,1188646,4
KXMOVIEDELAYODYSSEY,-12476.44,-14118.99,1642.55,0.0,1187449,93
KXSCOTTISHPREMTOTAL,-24098.08,-37092.92,12994.84,0.0,1185734,7
KXPGAR2TOP5,155563.95,149349.27,6214.68,0.0,1182742,10
KXCODTOTALMAPS,-22554.59,-37091.39,14536.8,0.0,1171420,53
KXR6MAP,5867.87,-6436.21,12304.08,0.0,1169241,37
KXPLKGAME,-23640.98,-35000.64,11359.66,0.0,1167185,18
KXLOWTSEA,26572.79,20563.11,6009.68,0.0,1166586,113
KXTRUMPSAYCOMPANY,-9220.37,-16724.54,7504.17,0.0,1163978,32
KXLIGUE1SPREAD,-9543.01,-21543.4,12000.39,0.0,1157964,35
KXHOCHULMENTION,8102.31,3119.59,4982.72,0.0,1156979,48
KXCARDPRESENCEUFCWH,-25450.19,-28434.17,2983.98,0.0,1153615,62
KXNBAFINALSPRICE,15408.88,8742.65,6666.23,0.0,1141550,12
KXINXMAXMM,-4211.08,-6981.38,2770.3,0.0,1139563,46
KXGTAPRICE,-23573.17,-32230.28,8657.11,0.0,1128860,71
KXNBA2KCOVER,-51025.46,-58520.08,7494.62,0.0,1125854,96
KXWNBA3PTCONTEST,-1835.89,-13972.92,12137.03,0.0,1125723,4
KXNBA4QWINNER,-56426.76,-66131.89,9705.13,0.0,1123097,7
KXCOUPEDEFRANCEGAME,6064.32,-3307.87,9372.19,0.0,1122110,9
KXMLBHRDERBYR1LEAD,-129259.62,-138504.19,9244.57,0.0,1121657,2
KXUELBTTS,-237622.35,-255111.95,17489.6,0.0,1114569,29
KXHOOD,-18000.48,-23896.21,5895.73,0.0,1107321,84
KXSILVERW,-20590.82,-29066.58,8475.76,0.0,1102273,108
KXSNLHOST,-13911.04,-15302.17,1391.13,0.0,1097844,34
KXALEAGUETOTAL,-44443.78,-58739.97,14296.19,0.0,1093389,19
KXRANKLISTSONGSPOTGLOBAL,-3592.64,-10326.9,6734.26,0.0,1092681,99
KXEPLRELEGATION,-30122.53,-40866.45,10743.92,0.0,1090776,40
