row_label,ALL_PARLAYS,Multi-game sports,Cross-category,NFL single game,NFL multi-game,NFL prepack,NBA single game,NCAAF prepack,CBB championship,Other,fees_ALL_PARLAYS,fees_Multi-game sports,fees_Cross-category,fees_NFL single game,fees_NFL multi-game,fees_NFL prepack,fees_NBA single game,fees_NCAAF prepack,fees_CBB championship,fees_Other,net_pnl_ALL_PARLAYS,net_pnl_Multi-game sports,net_pnl_Cross-category,net_pnl_NFL single game,net_pnl_NFL multi-game,net_pnl_NFL prepack,net_pnl_NBA single game,net_pnl_NCAAF prepack,net_pnl_CBB championship,net_pnl_Other,net_pnl_pct_ALL_PARLAYS,net_pnl_pct_Multi-game sports,net_pnl_pct_Cross-category,net_pnl_pct_NFL single game,net_pnl_pct_NFL multi-game,net_pnl_pct_NFL prepack,net_pnl_pct_NBA single game,net_pnl_pct_NCAAF prepack,net_pnl_pct_CBB championship,net_pnl_pct_Other
2025-11-18,174610.31,71928.08,0,3726.62,0,0,98176.42,0,0,779.19,8004.98,3197.71,0,201.21,0,0,4581.52,0,0,24.54,-18042.63,9700.49,0,-3375.45,0,0,-24246.94,0,0,-120.73,-10.33,13.49,,-90.58,,,-24.7,,,-15.49
2025-11-19,348836.2,230657.27,0,27257.71,0,0,90832.68,0,0,88.54,15544.17,10173.38,0,1367.92,0,0,3998.35,0,0,4.52,-37945.95,29519.16,0,-18590.11,0,0,-48781.94,0,0,-93.06,-10.88,12.8,,-68.2,,,-53.71,,,-105.11
2025-11-20,699014.64,353534.3,0,320482.78,0,0,23285.22,0,0,1712.34,33119.67,16297.53,0,15701.12,0,0,1054.8,0,0,66.22,-313338.49,-124589.09,0,-196634.82,0,0,8147.98,0,0,-262.56,-44.83,-35.24,,-61.36,,,34.99,,,-15.33
2025-11-21,396912.39,281152.23,0,9580.22,0,35510.37,70503.47,0,0,166.1,17464.76,12604.37,0,478.51,0,1142.64,3233.43,0,0,5.81,-180615.15,-107008.6,0,-3156.73,0,-36319.01,-34160.9,0,0,30.09,-45.51,-38.06,,-32.95,,-102.28,-48.45,,,18.12
2025-11-22,395745.5,306187.82,0,30634.49,0,8030.24,50792.05,0,0,100.9,18246.34,14087.16,0,1549.13,0,314.48,2290.7,0,0,4.87,6545.78,31715.42,0,-962.62,0,-7815.72,-16304.53,0,0,-86.77,1.65,10.36,,-3.14,,-97.33,-32.1,,,-86
2025-11-23,1957724.04,1436364.55,0,477841.74,0,13183.3,30265.43,0,0,69.02,92099.44,66958.23,0,23194.72,0,515.4,1427.86,0,0,3.23,-164527.54,38704.58,0,-184670.73,0,-13558.7,-4930.44,0,0,-72.25,-8.4,2.69,,-38.65,,-102.85,-16.29,,,-104.68
2025-11-24,847022.81,751780.95,0,0,0,44940.76,50297.95,0,0,3.15,35984.56,31919.43,0,0,0,1945.63,2119.29,0,0,0.21,-446306.54,-398275.58,0,0,0,-31392.39,-16635.21,0,0,-3.36,-52.69,-52.98,,,,-69.85,-33.07,,,-106.67
2025-11-25,502619.19,202746.6,0,5536.36,0,211606.96,82729.27,0,0,0,24727.58,10213.1,0,285.1,0,10306.87,3922.51,0,0,0,-142157.77,-10387.7,0,-2568.46,0,-167260.83,38059.22,0,0,0,-28.28,-5.12,,-46.39,,-79.04,46,,,
2025-11-26,994572.25,467759.88,0,61263.21,0,348941.14,116608.02,0,0,0,48441.39,22752.94,0,2891.17,0,17779.26,5018.02,0,0,0,-373202.64,-101794.82,0,-28243.38,0,-205298.4,-37866.04,0,0,0,-37.52,-21.76,,-46.1,,-58.83,-32.47,,,
2025-11-27,5737109.53,1109715.83,0,1073595.41,0,3551487.79,1515.82,0,0,794.68,240347.44,56382.91,0,50885.01,0,132978.7,63.42,0,0,37.4,-1784881.97,-178150.74,0,-180848.42,0,-1425061.49,-810.24,0,0,-11.08,-31.11,-16.05,,-16.85,,-40.13,-53.45,,,-1.39
2025-11-28,1407048.28,697068.07,0,365566.85,0,255414.21,88982.55,0,0,16.6,65569.75,33608.94,0,18716.67,0,8897.4,4345.63,0,0,1.11,-629708.03,-373265.01,0,-205628.52,0,-59057.61,8260.82,0,0,-17.71,-44.75,-53.55,,-56.25,,-23.12,9.28,,,-106.69
2025-11-29,650606.73,451619.01,0,25621.08,0,116316.58,57050.06,0,0,0,30324.52,22414.71,0,1178.64,0,4227.85,2503.32,0,0,0,-264412.25,-185060.72,0,-11802.72,0,-68839.43,1290.62,0,0,0,-40.64,-40.98,,-46.07,,-59.18,2.26,,,
2025-11-30,4270687.24,2459623.27,0,341462.73,0,1437923.41,31677.83,0,0,0,187683.17,118195.55,0,14796.23,0,53287.77,1403.62,0,0,0,-566619.41,-405719.82,0,-101115.96,0,-51562.18,-8221.45,0,0,0,-13.27,-16.5,,-29.61,,-3.59,-25.95,,,
2025-12-01,1359233.08,959512.96,0,148268.7,0,177037.48,74413.94,0,0,0,60674.44,45275.93,0,6242.29,0,5931.34,3224.88,0,0,0,-401676.66,-400233.6,0,-15308.99,0,49887.18,-36021.25,0,0,0,-29.55,-41.71,,-10.33,,28.18,-48.41,,,
2025-12-02,574851.75,449564.16,0,13283.51,0,771.28,111232.8,0,0,0,23717.44,18339.99,0,722.17,0,38.77,4616.51,0,0,0,114321.01,116165.96,0,-1513.68,0,-525.05,193.78,0,0,0,19.89,25.84,,-11.4,,-68.08,0.17,,,
2025-12-03,623864.2,456052.4,0,54375.85,0,25668.35,87767.6,0,0,0,29209.7,21790.02,0,2597.42,0,1165.08,3657.18,0,0,0,-142385.87,-118307.01,0,-17617.25,0,-2700.43,-3761.18,0,0,0,-22.82,-25.94,,-32.4,,-10.52,-4.29,,,
2025-12-04,1222320.29,563404.13,0,430105.42,0,180129.11,48681.63,0,0,0,61528.62,29412.75,0,21416.07,0,8573.79,2126.01,0,0,0,-201075.3,-86037.52,0,-53072.18,0,-72547.9,10582.3,0,0,0,-16.45,-15.27,,-12.34,,-40.28,21.74,,,
2025-12-05,718239.18,514683.89,0,14134.77,0,56117.06,133303.46,0,0,0,33590.56,25265.52,0,745.48,0,2352.91,5226.65,0,0,0,-3240.17,-60561.52,0,95.75,0,13265.03,43960.57,0,0,0,-0.45,-11.77,,0.68,,23.64,32.98,,,
2025-12-06,522501.57,376904.5,0,32114.31,0,39916.48,73566.28,0,0,0,25486.23,19360.65,0,1746.28,0,1637.81,2741.49,0,0,0,-208677.8,-189950.15,0,-3416.59,0,-7878.29,-7432.77,0,0,0,-39.94,-50.4,,-10.64,,-19.74,-10.1,,,
2025-12-07,4405651.5,2500582.39,0,384650.78,0,1475165.63,45252.7,0,0,0,196339.55,123126.14,0,18004.03,0,53121.37,2088.01,0,0,0,-830981.38,-995160.98,0,23605.15,0,151317,-10742.55,0,0,0,-18.86,-39.8,,6.14,,10.26,-23.74,,,
2025-12-08,1128835.11,855740.31,0,0,0,273094.8,0,0,0,0,56136.63,42891.59,0,0,0,13245.04,0,0,0,0,-603787.29,-426570.45,0,0,0,-177216.84,0,0,0,0,-53.49,-49.85,,,,-64.89,,,,
2025-12-09,589475.13,394475.62,0,5408.64,0,1935.78,187655.09,0,0,0,23564.45,16748.82,0,220.69,0,88.98,6505.96,0,0,0,38143.42,5392.56,0,2245.67,0,-425.76,30930.95,0,0,0,6.47,1.37,,41.52,,-21.99,16.48,,,
2025-12-10,922306.28,598099.83,0,14015.04,0,42267.25,267924.16,0,0,0,36984.81,24536.87,0,613.27,0,1806.66,10028.01,0,0,0,-517061.32,-373715.93,0,-8997.31,0,-43006.91,-91341.17,0,0,0,-56.06,-62.48,,-64.2,,-101.75,-34.09,,,
2025-12-11,1548814.33,841834.55,0,409673.57,0,213172.67,84118.75,0,0,14.79,74896.27,41189.66,0,20903.45,0,9405.03,3397.6,0,0,0.53,-183868.96,29261.11,0,-115581.7,0,-54678.7,-42854.35,0,0,-15.32,-11.87,3.48,,-28.21,,-25.65,-50.95,,,-103.58
2025-12-12,995165.02,727537.42,0,13799.4,0,92142.73,161685.47,0,0,0,43584,32474,0,631.44,0,3737.36,6741.2,0,0,0,-68154.6,-69834.88,0,-790.84,0,23494.91,-21023.79,0,0,0,-6.85,-9.6,,-5.73,,25.5,-13,,,
2025-12-13,949220.87,623686.3,0,108112.15,0,60431.34,156991.08,0,0,0,44147.52,30750.65,0,3386.97,0,2941.02,7068.88,0,0,0,-95641.93,-98876.91,0,26757.3,0,-14278.36,-9243.96,0,0,0,-10.08,-15.85,,24.75,,-23.63,-5.89,,,
2025-12-14,4724197.18,2486703.26,0,748834.64,0,1441927.44,46731.84,0,0,0,224857.67,125491.68,0,37079.97,0,60227.1,2058.92,0,0,0,-1372466.22,-753004.79,0,-252150.13,0,-354338.54,-12972.76,0,0,0,-29.05,-30.28,,-33.67,,-24.57,-27.76,,,
2025-12-15,1465407.18,689845.55,0,456182.08,0,228626.5,90753.05,0,0,0,72965.94,35623.72,0,22997.32,0,10103.58,4241.32,0,0,0,-16076,38752.73,0,-69434.28,0,-17778.08,32383.63,0,0,0,-1.1,5.62,,-15.22,,-7.78,35.68,,,
2025-12-16,422549.24,212791.58,0,42167.2,0,1991.16,165599.3,0,0,0,20555.11,10360.11,0,2181.83,0,89.99,7923.18,0,0,0,134856.65,42842.31,0,117792.97,0,-1498.15,-24280.48,0,0,0,31.92,20.13,,279.35,,-75.24,-14.66,,,
2025-12-17,480950.15,356757.95,0,42426.26,0,20506.8,61259.14,0,0,0,23736.29,17601.82,0,2331.11,0,1063.19,2740.17,0,0,0,296274.23,227588.05,0,81113.63,0,-18981.99,6554.54,0,0,0,61.6,63.79,,191.19,,-92.56,10.7,,,
2025-12-18,1634185.65,880992.17,0,527211.78,0,165630.24,60101.59,249.87,0,0,82848.67,45174.08,0,27758.52,0,7114.86,2789.08,12.13,0,0,1526473.44,577883.08,0,1022879.7,0,-64959.1,-9108.24,-222,0,0,93.41,65.59,,194.02,,-39.22,-15.15,-88.85,,
2025-12-19,1235412.22,569164.14,0,64859.43,0,75576.52,120826.56,404985.57,0,0,57220.65,29301.61,0,2794.06,0,3613.98,5746.64,15764.36,0,0,9236.02,-27270.04,0,11775.91,0,4223.5,-37954.42,58461.07,0,0,0.75,-4.79,,18.16,,5.59,-31.41,14.44,,
2025-12-20,3834088.44,1322235.95,0,627442.78,0,636426.62,100081.72,1147901.37,0,0,170112.42,69583.23,0,32257.4,0,26996.8,4895.77,36379.22,0,0,467434.54,115863.82,0,345801.22,0,140494.58,-44412.49,-90312.59,0,0,12.19,8.76,,55.11,,22.08,-44.38,-7.87,,
2025-12-21,5584533.07,2828711.52,0,959040.05,0,1718461.23,73947.88,4372.39,0,0,273698.62,144632.18,0,49124.28,0,76236.07,3496.49,209.6,0,0,207527.74,125505.68,0,60489.72,0,40318.7,-18148.37,-637.99,0,0,3.72,4.44,,6.31,,2.35,-24.54,-14.59,,
2025-12-22,2789824.53,1218882.48,0,935880.7,0,540113.49,90282.62,4665.24,0,0,131049.12,59516.33,0,46154.69,0,20822.45,4342.87,212.78,0,0,2357507.82,1069968.85,0,1316654.58,0,-4101.94,-22313.65,-2700.02,0,0,84.5,87.78,,140.69,,-0.76,-24.72,-57.88,,
2025-12-23,1457831.43,1091515.17,0,46221.65,0,111823.62,180241.51,8318.98,0,19710.5,70165.6,53414.25,0,2270.9,0,4370.06,8702.68,412.3,0,995.41,-878411.33,-721369.94,0,-18017.16,0,-83596.68,-50030.36,-4695.28,0,-701.91,-60.25,-66.09,,-38.98,,-74.76,-27.76,-56.44,,-3.56
2025-12-24,1138743.92,533642.06,0,106794.95,0,359598.64,31051.53,9159.52,0,98497.22,51428.85,26507.26,0,5780.27,0,12308.45,1485.69,429.1,0,4918.08,-751475.8,-404563.49,0,-50818.08,0,-260689.09,-10293.22,2758.38,0,-27870.3,-65.99,-75.81,,-47.58,,-72.49,-33.15,30.11,,-28.3
2025-12-25,7529491.92,3016700.21,0,1314095.74,0,2217996.01,346361.08,3245.24,0,631093.64,331230.91,145653.38,0,66513.54,0,75723.87,17100.51,164.21,0,26075.4,-2890362.23,-1541920.53,0,-495315.74,0,-880067.88,-174.59,-2671.45,0,29787.96,-38.39,-51.11,,-37.69,,-39.68,-0.05,-82.32,,4.72
2025-12-26,1439789.38,1175211.44,0,62268.78,0,126534.92,35205.6,23515.43,0,17053.21,69705.64,57665.02,0,3348.7,0,5929.14,1387.74,1049.72,0,325.32,-507413.02,-414966.26,0,-26491.68,0,-47444.06,5757.66,-20767.15,0,-3501.53,-35.24,-35.31,,-42.54,,-37.49,16.35,-88.31,,-20.53
2025-12-27,3468588.48,1702252.68,0,769495.74,0,912503.71,77855.37,6480.98,0,0,170391.45,87700.07,0,39693.74,0,39048.13,3618.03,331.48,0,0,-1004620.97,-603980.11,0,-182441.16,0,-186718.84,-29431.4,-2049.46,0,0,-28.96,-35.48,,-23.71,,-20.46,-37.8,-31.62,,
2025-12-28,6811220.94,3166033.33,0,1387483.16,0,2171614.76,79772.31,6317.38,0,0,323413.48,160645.96,0,70666.57,0,88073.97,3688.04,338.94,0,0,-412424.46,-586905.49,0,689492.43,0,-467016.73,-43235.35,-4759.32,0,0,-6.06,-18.54,,49.69,,-21.51,-54.2,-75.34,,
2025-12-29,2906845.26,1194291.44,0,942556.24,0,636007.16,123788.41,10202.01,0,0,139514.96,59353.16,0,48103.52,0,25938.43,5592.77,527.08,0,0,-1469845.11,-655430.6,0,-548149.65,0,-254831.59,-10910.18,-523.09,0,0,-50.56,-54.88,,-58.16,,-40.07,-8.81,-5.13,,
2025-12-30,813119.63,583024.59,0,6156.61,0,9537.17,168675.71,45725.55,0,0,41145.33,30161.22,0,314.97,0,508.19,7741.98,2418.97,0,0,-28673.96,20090.19,0,-1327.58,0,-6124.36,-26582.69,-14729.52,0,0,-3.53,3.45,,-21.56,,-64.22,-15.76,-32.21,,
2025-12-31,1930416.8,819490.08,0,5743.74,0,29970.14,246422.57,828790.27,0,0,91804.46,40552.28,0,303.42,0,1525.84,11522.45,37900.47,0,0,-284145.26,34749.64,0,-1298.16,0,-15920.98,6074.98,-307750.74,0,0,-14.72,4.24,,-22.6,,-53.12,2.47,-37.13,,
2026-01-01,3597520.1,611866.05,0,37421.27,0,29652.29,230340.31,2688240.18,0,0,149586.95,30130.13,0,1982.88,0,1541.93,10527.3,105404.71,0,0,-621731.05,-78117.18,0,-28092.15,0,-12724.22,-4952.61,-497844.89,0,0,-17.28,-12.77,,-75.07,,-42.91,-2.15,-18.52,,
2026-01-02,1523618.37,1020761.05,0,81201.77,0,88758.26,308209.56,24687.73,0,0,71500.31,47070.07,0,4664.88,0,4625.57,14002.35,1137.44,0,0,-333893.62,-141488.12,0,-61296.57,0,-56679.83,-67480.93,-6948.17,0,0,-21.91,-13.86,,-75.49,,-63.86,-21.89,-28.14,,
2026-01-03,3945880.61,1436143.58,0,1214785.68,0,1085733.5,180939.32,28278.53,0,0,198255.14,75742.89,0,63993.19,0,48732.81,8404.9,1381.35,0,0,-1587216.93,-623093.72,0,-820639.97,0,-161528.31,9702.95,8342.12,0,0,-40.22,-43.39,,-67.55,,-14.88,5.36,29.5,,
2026-01-04,6306658.06,2765517.32,0,1290857.1,0,2047740.96,188911.17,13631.51,0,0,290120.16,134065.68,0,64626.47,0,81701.98,9044.03,682,0,0,-1530183.07,-721674.86,0,-394868.56,0,-411511.94,-2000.2,-127.51,0,0,-24.26,-26.1,,-30.59,,-20.1,-1.06,-0.94,,
2026-01-05,1356986.37,963969.81,0,20645.33,0,10960.92,301650.25,59760.06,0,0,65520.12,46461.11,0,1100.36,0,527.84,14461.01,2969.8,0,0,-416620.61,-340259.41,0,2005.78,0,-2560.76,-82302.36,6496.14,0,0,-30.7,-35.3,,9.72,,-23.36,-27.28,10.87,,
2026-01-06,1180244.77,780686.8,0,39658.98,0,73174.71,244453.26,42271.02,0,0,56810.69,37011.78,0,2215.1,0,3760.61,11746.04,2077.16,0,0,-50560.46,-114072.58,0,26403.92,0,-2633.32,42774.7,-3033.18,0,0,-4.28,-14.61,,66.58,,-3.6,17.5,-7.18,,
2026-01-07,1507568.55,975498.44,0,36605.07,0,59793.9,356449.9,79221.24,0,0,74519.87,48250.78,0,2085.9,0,3020.98,17160.42,4001.79,0,0,-139333.41,-48136.38,0,13182.03,0,-21334.88,-66202.15,-16842.03,0,0,-9.24,-4.93,,36.01,,-35.68,-18.57,-21.26,,
2026-01-08,2394158.92,605799.53,0,37882.78,0,48508.35,149542.4,1552425.86,0,0,112890.03,29831.46,0,2159.13,0,2565.48,7128.13,71205.83,0,0,-289368.83,-105962.49,0,16167.68,0,1105.17,46357.5,-247036.69,0,0,-12.09,-17.49,,42.68,,2.28,31,-15.91,,
2026-01-09,3529970.14,1036650.83,0,112923.31,0,135136.46,289704,1955555.54,0,0,136285.91,52956.25,0,6234.78,0,6672.96,13801.16,56620.76,0,0,531445.91,-119927.12,0,42161.91,0,6088.58,1826.84,601295.7,0,0,15.06,-11.57,,37.34,,4.51,0.63,30.75,,
2026-01-10,6452399.67,2401961.78,0,1614572.2,0,2265926.87,169938.82,0,0,0,299058.86,118748.93,0,79152.23,0,92938.12,8219.58,0,0,0,1852241.79,967411.61,0,810678.57,0,173792.01,-99640.4,0,0,0,28.71,40.28,,50.21,,7.67,-58.63,,,
2026-01-11,10065873.42,4636980.98,0,2296054.68,0,3005579.36,127258.4,0,0,0,485751.55,224939.73,0,119135.16,0,135523.7,6152.96,0,0,0,-1554544.24,-611272.12,0,-644461.05,0,-296398.06,-2413.01,0,0,0,-15.44,-13.18,,-28.07,,-9.86,-1.9,,,
2026-01-12,5319304.82,2727806.68,0,1344405.96,0,1062256,177537.16,7299.02,0,0,256770.23,131800.41,0,71954.8,0,43937.62,8757.59,319.81,0,0,-1277347.05,-726301.09,0,-565125.76,0,19376.38,781.25,-6077.83,0,0,-24.01,-26.63,,-42.04,,1.82,0.44,-83.27,,
2026-01-13,2277915.8,1726481.91,0,111628.76,0,16442.14,361110.37,62252.62,0,0,113653.88,87058.31,0,6239.31,0,848.41,16850.51,2657.34,0,0,-210096.02,92199.44,0,-69944.07,0,344.45,-179809.88,-52885.96,0,0,-9.22,5.34,,-62.66,,2.09,-49.79,-84.95,,
2026-01-14,2192899.32,1526272.91,0,96941.68,0,202080.88,327522.14,40081.71,0,0,105834.91,73368.65,0,5548.55,0,10300.45,14850.26,1767,0,0,-675758.42,-526821.25,0,-49738.23,0,-49359.33,-20890.9,-28948.71,0,0,-30.82,-34.52,,-51.31,,-24.43,-6.38,-72.22,,
2026-01-15,2419652.89,1956771.8,0,94359.02,0,125237.42,211636.41,31648.24,0,0,121842.04,99245.05,0,5347.17,0,6530.4,9212.38,1507.04,0,0,-442172.08,-441255.73,0,-13751.57,0,3442.18,28412.32,-19019.28,0,0,-18.27,-22.55,,-14.57,,2.75,13.43,-60.1,,
2026-01-16,2485490.16,1935534.93,0,196466.82,0,259685.36,51045.64,42757.41,0,0,124710.54,95926.65,0,10832.82,0,13676,2219.98,2055.09,0,0,42818.1,123243.22,0,-38457.64,0,-21407.36,-2278.62,-18281.5,0,0,1.72,6.37,,-19.57,,-8.24,-4.46,-42.76,,
2026-01-17,9600287.91,5201866.38,0,1844851.19,0,2418114.64,102669.1,32786.6,0,0,456795.29,255302.33,0,97338.28,0,97719.99,4882.22,1552.47,0,0,-2490440.05,-1577777.73,0,-779179.34,0,-103778.63,-8751.28,-20953.07,0,0,-25.94,-30.33,,-42.24,,-4.29,-8.52,-63.91,,
2026-01-18,10609168.93,5538791.69,0,2231092.87,0,2410195.65,281792.7,147296.02,0,0,482934.15,258473.31,0,113818.46,0,91129.65,12481.24,7031.49,0,0,-1228814.59,-633642.35,0,-527858.61,0,47731.7,-47661.82,-67383.51,0,0,-11.58,-11.44,,-23.66,,1.98,-16.91,-45.75,,
2026-01-19,6026534.81,2011601.94,0,0,0,0,481297.48,3533635.39,0,0,262826.22,95340.96,0,0,0,0,21901.38,145583.88,0,0,-628130.97,169477.5,0,0,0,0,-75027.2,-722581.27,0,0,-10.42,8.43,,,,,-15.59,-20.45,,
2026-01-20,2034798.69,1725170.53,0,0,0,712.4,308915.76,0,0,0,99244.65,85514.91,0,0,0,32.93,13696.81,0,0,0,-133166.48,-64174.92,0,0,0,367.27,-69358.83,0,0,0,-6.54,-3.72,,,,51.55,-22.45,,,
2026-01-21,2357833.82,1977861.78,0,0,0,8116.1,371855.94,0,0,0,110924.07,95564.2,0,0,0,379.93,14979.94,0,0,0,-7704.62,50486.83,0,0,0,-787.39,-57404.06,0,0,0,-0.33,2.55,,,,-9.7,-15.44,,,
2026-01-22,2845155.68,2316162.26,0,0,0,134821.07,394172.35,0,0,0,133883.48,110455.46,0,0,0,6651.26,16776.76,0,0,0,326107.44,180740.58,0,0,0,16562.67,128804.19,0,0,0,11.46,7.8,,,,12.28,32.68,,,
2026-01-23,3370867.11,2951886.55,0,0,0,193280.91,225699.65,0,0,0,153427.64,134916.17,0,0,0,9080.93,9430.54,0,0,0,603248.14,492301.25,0,0,0,54041.16,56905.73,0,0,0,17.9,16.68,,,,27.96,25.21,,,
2026-01-24,5292659.31,4932962.72,0,0,0,290204.03,69492.56,0,0,0,251887.94,235000.72,0,0,0,13557.14,3330.08,0,0,0,-145106.37,-168727.46,0,0,0,30848.83,-7227.74,0,0,0,-2.74,-3.42,,,,10.63,-10.4,,,
2026-01-25,14832744.17,11591616.89,0,0,0,3220359.96,20767.32,0,0,0,681394.28,545371.79,0,0,0,135118.38,904.11,0,0,0,3538618.92,3035970.79,0,0,0,509865.66,-7217.53,0,0,0,23.86,26.19,,,,15.83,-34.75,,,
2026-01-26,3620094.34,3615659.71,0,0,0,0,4434.63,0,0,0,159579.15,159363.98,0,0,0,0,215.17,0,0,0,63138.44,61090.2,0,0,0,0,2048.24,0,0,0,1.74,1.69,,,,,46.19,,,
2026-01-27,3110644.88,3081022.74,0,0,0,17738.67,11883.47,0,0,0,141880.24,140437.57,0,0,0,856.66,586.01,0,0,0,-366460.69,-354311.88,0,0,0,-7609.33,-4539.48,0,0,0,-11.78,-11.5,,,,-42.9,-38.2,,,
2026-01-28,3475947.66,3443861.73,0,0,0,32085.93,0,0,0,0,163311.79,161752.32,0,0,0,1559.47,0,0,0,0,-909741.59,-897571.19,0,0,0,-12170.4,0,0,0,0,-26.17,-26.06,,,,-37.93,,,,
2026-01-29,3204721.43,3177228.25,0,0,0,26749.2,0,0,0,743.98,147453.69,146111.2,0,0,0,1300.15,0,0,0,42.34,95693.2,93087.87,0,0,0,3339.65,0,0,0,-734.32,2.99,2.93,,,,12.49,,,,-98.7
2026-01-30,2821980.59,2769401.93,0,0,0,30757.81,0,0,0,21820.85,136495.96,133796.69,0,0,0,1485.87,0,0,0,1213.4,-246905.09,-288390.16,0,0,0,-11731.68,0,0,0,53216.75,-8.75,-10.41,,,,-38.14,,,,243.88
2026-01-31,4594427.12,4566619.24,0,0,0,26670.58,0,0,0,1137.3,215175.85,213827.48,0,0,0,1308.69,0,0,0,39.68,-1116361.94,-1115908.69,0,0,0,57.73,0,0,0,-510.98,-24.3,-24.44,,,,0.22,,,,-44.93
2026-02-01,3916540.25,3850915.01,0,0,0,35716.87,0,0,0,29908.37,176409.05,173875.82,0,0,0,1721.06,0,0,0,812.17,6939.36,2233.83,0,0,0,23994.07,0,0,0,-19288.54,0.18,0.06,,,,67.18,,,,-64.49
2026-02-02,2830479.46,2781723.41,0,0,0,48471.17,0,0,0,284.88,131652.12,129295.28,0,0,0,2352.56,0,0,0,4.28,-757447.4,-746344.51,0,0,0,-11175.73,0,0,0,72.84,-26.76,-26.83,,,,-23.06,,,,25.57
2026-02-03,3566983.78,3512500.19,0,0,0,54478.66,4.93,0,0,0,162229.69,159555.76,0,0,0,2673.63,0.3,0,0,0,365479.12,365527.64,0,0,0,-45.29,-3.23,0,0,0,10.25,10.41,,,,-0.08,-65.52,,,
2026-02-04,4021885.74,3946274.65,0,0,0,75566.97,44.12,0,0,0,187316.69,183693.69,0,0,0,3620.86,2.14,0,0,0,-488438.62,-491656.53,0,0,0,3264.17,-46.26,0,0,0,-12.14,-12.46,,,,4.32,-104.85,,,
2026-02-05,4477709.36,4374245.71,0,0,0,103463.65,0,0,0,0,209244.64,204099.5,0,0,0,5145.14,0,0,0,0,-1621376.18,-1611699.39,0,0,0,-9676.79,0,0,0,0,-36.21,-36.85,,,,-9.35,,,,
2026-02-06,4604489.17,4371139.2,0,0,0,233349.97,0,0,0,0,218234.87,207396.79,0,0,0,10838.08,0,0,0,0,-1463363.28,-1495959.23,0,0,0,32595.95,0,0,0,0,-31.78,-34.22,,,,13.97,,,,
2026-02-07,7287666.1,6913541.3,0,0,0,374124.8,0,0,0,0,350411.22,331690.5,0,0,0,18720.72,0,0,0,0,1169340.99,1157872.51,0,0,0,11468.48,0,0,0,0,16.05,16.75,,,,3.07,,,,
2026-02-08,17053839.86,13894438.08,0,0,0,3159308.18,93.6,0,0,0,821345.95,698281.22,0,0,0,123059.88,4.85,0,0,0,-4555755.96,-4472357.45,0,0,0,-83300.06,-98.45,0,0,0,-26.71,-32.19,,,,-2.64,-105.18,,,
2026-02-09,4192243.94,4192243.94,0,0,0,0,0,0,0,0,199380,199380,0,0,0,0,0,0,0,0,-1310298.42,-1310298.42,0,0,0,0,0,0,0,0,-31.26,-31.26,,,,,,,,
2026-02-10,5011437.96,5011437.96,0,0,0,0,0,0,0,0,220958.39,220958.39,0,0,0,0,0,0,0,0,-2440250.33,-2440250.33,0,0,0,0,0,0,0,0,-48.69,-48.69,,,,,,,,
2026-02-11,4942915.88,4942915.88,0,0,0,0,0,0,0,0,227727.05,227727.05,0,0,0,0,0,0,0,0,-241693.42,-241693.42,0,0,0,0,0,0,0,0,-4.89,-4.89,,,,,,,,
2026-02-12,4197573.08,4197572.58,0,0,0,0,0.5,0,0,0,186981.57,186981.55,0,0,0,0,0.02,0,0,0,-803930.01,-803929.49,0,0,0,0,-0.52,0,0,0,-19.15,-19.15,,,,,-104,,,
2026-02-13,2288112.81,2288112.81,0,0,0,0,0,0,0,0,102145.23,102145.23,0,0,0,0,0,0,0,0,-242543.23,-242543.23,0,0,0,0,0,0,0,0,-10.6,-10.6,,,,,,,,
2026-02-14,4654369.24,4654369.24,0,0,0,0,0,0,0,0,205481.48,205481.48,0,0,0,0,0,0,0,0,-84311.25,-84311.25,0,0,0,0,0,0,0,0,-1.81,-1.81,,,,,,,,
2026-02-15,2717375.72,2717375.72,0,0,0,0,0,0,0,0,124798.65,124798.65,0,0,0,0,0,0,0,0,-399279.14,-399279.14,0,0,0,0,0,0,0,0,-14.69,-14.69,,,,,,,,
