date,report_ticker,kind,contracts
2025-09-04,KXNFLCOMBO,pending,11128
2025-09-05,KXNFLCOMBO,pending,21400
2025-09-17,KXMVENFLMULTIGAME,independent,229
2025-09-18,KXMVENFLMULTIGAME,independent,2114
2025-09-19,KXMVENFLMULTIGAME,independent,60
2025-09-20,KXMVENFLMULTIGAME,independent,28579
2025-09-21,KXMVENFLMULTIGAME,independent,24945
2025-09-23,KXMVENFLMULTIGAME,independent,146
2025-09-24,KXMVENFLMULTIGAME,independent,4286
2025-09-25,KXMVENFLMULTIGAME,independent,21799
2025-09-26,KXMVENFLMULTIGAME,independent,20182
2025-09-27,KXMVENFLMULTIGAME,independent,32354
2025-09-28,KXMVENFLMULTIGAME,independent,110681
2025-09-28,KXMVENFLSINGLEGAME,correlated,31
2025-09-29,KXMVENFLMULTIGAME,independent,29341
2025-09-29,KXMVENFLSINGLEGAME,correlated,255757
2025-10-01,KXMVENFLSINGLEGAME,correlated,39769
2025-10-02,KXMVENFLSINGLEGAME,correlated,649761
2025-10-03,KXMVENFLMULTIGAMEEXTENDED,correlated,47340
2025-10-03,KXMVENFLMULTIGAMEEXTENDED,independent,191004
2025-10-03,KXMVENFLSINGLEGAME,correlated,63581
2025-10-04,KXMVENFLMULTIGAMEEXTENDED,correlated,184173
2025-10-04,KXMVENFLMULTIGAMEEXTENDED,independent,528480
2025-10-04,KXMVENFLSINGLEGAME,correlated,153224
2025-10-05,KXMVENFLMULTIGAMEEXTENDED,correlated,588959
2025-10-05,KXMVENFLMULTIGAMEEXTENDED,independent,1405736
2025-10-05,KXMVENFLSINGLEGAME,correlated,1877859
2025-10-06,KXMVENFLMULTIGAMEEXTENDED,correlated,471761
2025-10-06,KXMVENFLSINGLEGAME,correlated,258567
2025-10-09,KXMVENFLMULTIGAMEEXTENDED,correlated,168061
2025-10-09,KXMVENFLMULTIGAMEEXTENDED,independent,130567
2025-10-09,KXMVENFLSINGLEGAME,correlated,1256129
2025-10-10,KXMVENFLMULTIGAMEEXTENDED,correlated,51520
2025-10-10,KXMVENFLMULTIGAMEEXTENDED,independent,430891
2025-10-10,KXMVENFLSINGLEGAME,correlated,40539
2025-10-11,KXMVENFLMULTIGAMEEXTENDED,correlated,258184
2025-10-11,KXMVENFLMULTIGAMEEXTENDED,independent,767746
2025-10-11,KXMVENFLSINGLEGAME,correlated,347309
2025-10-12,KXMVENFLMULTIGAMEEXTENDED,correlated,255377
2025-10-12,KXMVENFLMULTIGAMEEXTENDED,independent,2054844
2025-10-12,KXMVENFLSINGLEGAME,correlated,3597408
2025-10-13,KXMVENFLMULTIGAMEEXTENDED,correlated,756973
2025-10-13,KXMVENFLMULTIGAMEEXTENDED,independent,255828
2025-10-13,KXMVENFLSINGLEGAME,correlated,1368971
2025-10-14,KXMVENFLMULTIGAMEEXTENDED,correlated,17818
2025-10-14,KXMVENFLMULTIGAMEEXTENDED,independent,370020
2025-10-14,KXMVENFLSINGLEGAME,correlated,19610
2025-10-15,KXMVENFLMULTIGAMEEXTENDED,correlated,110471
2025-10-15,KXMVENFLMULTIGAMEEXTENDED,independent,333357
2025-10-15,KXMVENFLSINGLEGAME,correlated,245275
2025-10-16,KXMVENFLMULTIGAMEEXTENDED,correlated,500122
2025-10-16,KXMVENFLMULTIGAMEEXTENDED,independent,699821
2025-10-16,KXMVENFLSINGLEGAME,correlated,1782892
2025-10-17,KXMVENFLMULTIGAMEEXTENDED,correlated,149496
2025-10-17,KXMVENFLMULTIGAMEEXTENDED,independent,1188204
2025-10-17,KXMVENFLSINGLEGAME,correlated,66867
2025-10-18,KXMVENFLMULTIGAMEEXTENDED,correlated,744259
2025-10-18,KXMVENFLMULTIGAMEEXTENDED,independent,1237132
2025-10-18,KXMVENFLSINGLEGAME,correlated,365043
2025-10-19,KXMVENFLMULTIGAMEEXTENDED,correlated,2120934
2025-10-19,KXMVENFLMULTIGAMEEXTENDED,independent,3690588
2025-10-19,KXMVENFLSINGLEGAME,correlated,3504950
2025-10-20,KXMVENFLMULTIGAMEEXTENDED,correlated,2078476
2025-10-20,KXMVENFLMULTIGAMEEXTENDED,independent,412813
2025-10-20,KXMVENFLSINGLEGAME,correlated,3569598
2025-10-21,KXMVENFLMULTIGAMEEXTENDED,correlated,68381
2025-10-21,KXMVENFLMULTIGAMEEXTENDED,independent,509375
2025-10-21,KXMVENFLSINGLEGAME,correlated,112733
2025-10-22,KXMVENFLMULTIGAMEEXTENDED,correlated,291274
2025-10-22,KXMVENFLMULTIGAMEEXTENDED,independent,825061
2025-10-22,KXMVENFLSINGLEGAME,correlated,201391
2025-10-23,KXMVENFLMULTIGAMEEXTENDED,correlated,847268
2025-10-23,KXMVENFLMULTIGAMEEXTENDED,independent,889919
2025-10-23,KXMVENFLSINGLEGAME,correlated,2406372
2025-10-24,KXMVENFLMULTIGAMEEXTENDED,correlated,108286
2025-10-24,KXMVENFLMULTIGAMEEXTENDED,independent,1067666
2025-10-24,KXMVENFLSINGLEGAME,correlated,30909
2025-10-25,KXMVENFLMULTIGAMEEXTENDED,correlated,1158979
2025-10-25,KXMVENFLMULTIGAMEEXTENDED,independent,2536901
2025-10-25,KXMVENFLSINGLEGAME,correlated,458514
2025-10-26,KXMVENFLMULTIGAMEEXTENDED,correlated,3616168
2025-10-26,KXMVENFLMULTIGAMEEXTENDED,independent,5453518
2025-10-26,KXMVENFLSINGLEGAME,correlated,3687258
2025-10-27,KXMVENFLMULTIGAMEEXTENDED,correlated,1595490
2025-10-27,KXMVENFLMULTIGAMEEXTENDED,independent,2
2025-10-27,KXMVENFLSINGLEGAME,correlated,2631068
2025-10-28,KXMVENFLMULTIGAMEEXTENDED,correlated,92000
2025-10-28,KXMVENFLMULTIGAMEEXTENDED,independent,935892
2025-10-28,KXMVENFLSINGLEGAME,correlated,6416
2025-10-29,KXMVENFLMULTIGAMEEXTENDED,correlated,445007
2025-10-29,KXMVENFLMULTIGAMEEXTENDED,independent,1313542
2025-10-29,KXMVENFLSINGLEGAME,correlated,345845
2025-10-30,KXMVENFLMULTIGAMEEXTENDED,correlated,1529896
2025-10-30,KXMVENFLMULTIGAMEEXTENDED,independent,1294216
2025-10-30,KXMVENFLSINGLEGAME,correlated,2579952
2025-10-31,KXMVENFLMULTIGAMEEXTENDED,correlated,167163
2025-10-31,KXMVENFLMULTIGAMEEXTENDED,independent,1211300
2025-10-31,KXMVENFLSINGLEGAME,correlated,32928
2025-11-01,KXMVENFLMULTIGAMEEXTENDED,correlated,1295346
2025-11-01,KXMVENFLMULTIGAMEEXTENDED,independent,1888219
2025-11-01,KXMVENFLSINGLEGAME,correlated,340743
2025-11-02,KXMVENFLMULTIGAMEEXTENDED,correlated,5585111
2025-11-02,KXMVENFLMULTIGAMEEXTENDED,independent,7336852
2025-11-02,KXMVENFLSINGLEGAME,correlated,3804379
2025-11-03,KXMVENFLMULTIGAMEEXTENDED,correlated,1834362
2025-11-03,KXMVENFLMULTIGAMEEXTENDED,independent,288
2025-11-03,KXMVENFLSINGLEGAME,correlated,2549859
2025-11-04,KXMVENFLMULTIGAMEEXTENDED,correlated,64995
2025-11-04,KXMVENFLMULTIGAMEEXTENDED,independent,726109
2025-11-04,KXMVENFLSINGLEGAME,correlated,9781
2025-11-05,KXMVENFLMULTIGAMEEXTENDED,correlated,450130
2025-11-05,KXMVENFLMULTIGAMEEXTENDED,independent,1064987
2025-11-05,KXMVENFLSINGLEGAME,correlated,303514
2025-11-06,KXMVENFLMULTIGAMEEXTENDED,correlated,1977284
2025-11-06,KXMVENFLMULTIGAMEEXTENDED,independent,1265635
2025-11-06,KXMVENFLSINGLEGAME,correlated,3079350
2025-11-07,KXMVENFLMULTIGAMEEXTENDED,correlated,105118
2025-11-07,KXMVENFLMULTIGAMEEXTENDED,independent,1257955
2025-11-07,KXMVENFLSINGLEGAME,correlated,49207
2025-11-08,KXMVENFLMULTIGAMEEXTENDED,correlated,1735751
2025-11-08,KXMVENFLMULTIGAMEEXTENDED,independent,2441128
2025-11-08,KXMVENFLSINGLEGAME,correlated,281167
2025-11-09,KXMVENFLMULTIGAMEEXTENDED,correlated,6815656
2025-11-09,KXMVENFLMULTIGAMEEXTENDED,independent,7176557
2025-11-09,KXMVENFLSINGLEGAME,correlated,4554452
2025-11-09,KXNFLPREPACK,pending,15
2025-11-10,KXMVENFLMULTIGAMEEXTENDED,correlated,2493628
2025-11-10,KXMVENFLMULTIGAMEEXTENDED,independent,4
2025-11-10,KXMVENFLSINGLEGAME,correlated,3461273
2025-11-11,KXMVENFLMULTIGAMEEXTENDED,correlated,42501
2025-11-11,KXMVENFLMULTIGAMEEXTENDED,independent,622494
2025-11-11,KXMVENFLSINGLEGAME,correlated,6075
2025-11-12,KXMVENFLMULTIGAMEEXTENDED,correlated,114229
2025-11-12,KXMVENFLMULTIGAMEEXTENDED,independent,1169846
2025-11-12,KXMVENFLSINGLEGAME,correlated,30085
2025-11-13,KXMVEMENTIONSSINGLE,correlated,445
2025-11-13,KXMVENBAMULTIGAMEEXTENDED,pending,5942
2025-11-13,KXMVENFLMULTIGAMEEXTENDED,correlated,1911882
2025-11-13,KXMVENFLMULTIGAMEEXTENDED,independent,1606786
2025-11-13,KXMVENFLSINGLEGAME,correlated,2863170
2025-11-14,KXMVEMENTIONSSINGLE,correlated,200
2025-11-14,KXMVENFLMULTIGAMEEXTENDED,correlated,481323
2025-11-14,KXMVENFLMULTIGAMEEXTENDED,independent,1863141
2025-11-14,KXMVENFLSINGLEGAME,correlated,77795
2025-11-15,KXMVEMENTIONSSINGLE,correlated,854
2025-11-15,KXMVENFLMULTIGAMEEXTENDED,correlated,2289420
2025-11-15,KXMVENFLMULTIGAMEEXTENDED,independent,3147767
2025-11-15,KXMVENFLSINGLEGAME,correlated,397580
2025-11-16,KXMVEMENTIONSSINGLE,correlated,17002
2025-11-16,KXMVENFLMULTIGAMEEXTENDED,correlated,6295480
2025-11-16,KXMVENFLMULTIGAMEEXTENDED,independent,9248256
2025-11-16,KXMVENFLSINGLEGAME,correlated,3218670
2025-11-17,KXMVEMENTIONSSINGLE,correlated,35554
2025-11-17,KXMVENFLMULTIGAMEEXTENDED,correlated,1865389
2025-11-17,KXMVENFLMULTIGAMEEXTENDED,independent,187
2025-11-17,KXMVENFLSINGLEGAME,correlated,2442823
2025-11-18,KXMVEMENTIONSSINGLE,correlated,2936
2025-11-18,KXMVENBASINGLEGAME,correlated,489588
2025-11-18,KXMVENFLSINGLEGAME,correlated,32094
2025-11-18,KXMVESPORTSMULTIGAMEEXTENDED,correlated,93356
2025-11-18,KXMVESPORTSMULTIGAMEEXTENDED,independent,574579
2025-11-19,KXMVEMENTIONSSINGLE,correlated,327
2025-11-19,KXMVENBASINGLEGAME,correlated,355663
2025-11-19,KXMVENFLSINGLEGAME,correlated,338742
2025-11-19,KXMVESPORTSMULTIGAMEEXTENDED,correlated,475790
2025-11-19,KXMVESPORTSMULTIGAMEEXTENDED,independent,1786114
2025-11-20,KXMVEMENTIONSSINGLE,correlated,7787
2025-11-20,KXMVENBASINGLEGAME,correlated,96740
2025-11-20,KXMVENFLSINGLEGAME,correlated,2955520
2025-11-20,KXMVESPORTSMULTIGAMEEXTENDED,correlated,1687150
2025-11-20,KXMVESPORTSMULTIGAMEEXTENDED,independent,1715429
2025-11-21,KXMVEMENTIONSSINGLE,correlated,578
2025-11-21,KXMVENBASINGLEGAME,correlated,299634
2025-11-21,KXMVENFLSINGLEGAME,correlated,83851
2025-11-21,KXMVESPORTSMULTIGAMEEXTENDED,correlated,572108
2025-11-21,KXMVESPORTSMULTIGAMEEXTENDED,independent,2515950
2025-11-21,KXNFLPREPACK,pending,67474
2025-11-22,KXMVEMENTIONSSINGLE,correlated,412
2025-11-22,KXMVENBASINGLEGAME,correlated,186934
2025-11-22,KXMVENFLSINGLEGAME,correlated,448707
2025-11-22,KXMVESPORTSMULTIGAMEEXTENDED,correlated,1692333
2025-11-22,KXMVESPORTSMULTIGAMEEXTENDED,independent,2933389
2025-11-22,KXNFLPREPACK,pending,18938
2025-11-23,KXMVEMENTIONSSINGLE,correlated,336
2025-11-23,KXMVENBASINGLEGAME,correlated,140843
2025-11-23,KXMVENFLSINGLEGAME,correlated,4078056
2025-11-23,KXMVESPORTSMULTIGAMEEXTENDED,correlated,7141926
2025-11-23,KXMVESPORTSMULTIGAMEEXTENDED,independent,9517087
2025-11-23,KXNFLPREPACK,pending,34208
2025-11-24,KXCPICOMBO,pending,1008
2025-11-24,KXEMPLOYMENTCOMBO,pending,2926
2025-11-24,KXMVEMENTIONSSINGLE,correlated,63
2025-11-24,KXMVENBASINGLEGAME,correlated,196665
2025-11-24,KXMVESPORTSMULTIGAMEEXTENDED,correlated,4425094
2025-11-24,KXMVESPORTSMULTIGAMEEXTENDED,independent,997974
2025-11-24,KXNFLPREPACK,pending,149426
2025-11-25,KXCPICOMBO,pending,5268
2025-11-25,KXEMPLOYMENTCOMBO,pending,4674
2025-11-25,KXFEDCOMBO,pending,11216
2025-11-25,KXMVENBASINGLEGAME,correlated,393348
2025-11-25,KXMVENFLSINGLEGAME,correlated,32381
2025-11-25,KXMVESPORTSMULTIGAMEEXTENDED,correlated,733013
2025-11-25,KXMVESPORTSMULTIGAMEEXTENDED,independent,1190454
2025-11-25,KXNFLPREPACK,pending,863788
2025-11-26,KXCPICOMBO,pending,170
2025-11-26,KXEMPLOYMENTCOMBO,pending,259
2025-11-26,KXFEDCOMBO,pending,8015
2025-11-26,KXMVENBASINGLEGAME,correlated,433516
2025-11-26,KXMVENFLSINGLEGAME,correlated,601280
2025-11-26,KXMVESPORTSMULTIGAMEEXTENDED,correlated,2589859
2025-11-26,KXMVESPORTSMULTIGAMEEXTENDED,independent,2775092
2025-11-26,KXNFLPREPACK,pending,1562263
2025-11-27,KXCPICOMBO,pending,1195
2025-11-27,KXEMPLOYMENTCOMBO,pending,2566
2025-11-27,KXFEDCOMBO,pending,4469
2025-11-27,KXMVEMENTIONSSINGLE,correlated,5481
2025-11-27,KXMVENBASINGLEGAME,correlated,4418
2025-11-27,KXMVENFLSINGLEGAME,correlated,8195905
2025-11-27,KXMVESPORTSMULTIGAMEEXTENDED,correlated,9019645
2025-11-27,KXMVESPORTSMULTIGAMEEXTENDED,independent,5677654
2025-11-27,KXNFLPREPACK,pending,11122626
2025-11-28,KXCPICOMBO,pending,255
2025-11-28,KXEMPLOYMENTCOMBO,pending,520
2025-11-28,KXFEDCOMBO,pending,1174
2025-11-28,KXMVEMENTIONSSINGLE,correlated,332
2025-11-28,KXMVENBASINGLEGAME,correlated,490924
2025-11-28,KXMVENFLSINGLEGAME,correlated,3714336
2025-11-28,KXMVESPORTSMULTIGAMEEXTENDED,correlated,3292343
2025-11-28,KXMVESPORTSMULTIGAMEEXTENDED,independent,4606469
2025-11-28,KXNFLPREPACK,pending,667870
2025-11-29,KXCPICOMBO,pending,34
2025-11-29,KXEMPLOYMENTCOMBO,pending,1061
2025-11-29,KXFEDCOMBO,pending,803
2025-11-29,KXMVENBASINGLEGAME,correlated,201903
2025-11-29,KXMVENFLSINGLEGAME,correlated,90740
2025-11-29,KXMVESPORTSMULTIGAMEEXTENDED,correlated,2769333
2025-11-29,KXMVESPORTSMULTIGAMEEXTENDED,independent,5239331
2025-11-29,KXNFLPREPACK,pending,316704
2025-11-30,KXCPICOMBO,pending,79
2025-11-30,KXEMPLOYMENTCOMBO,pending,1796
2025-11-30,KXFEDCOMBO,pending,3146
2025-11-30,KXMVENBASINGLEGAME,correlated,130741
2025-11-30,KXMVENFLSINGLEGAME,correlated,1180782
2025-11-30,KXMVESPORTSMULTIGAMEEXTENDED,correlated,13074028
2025-11-30,KXMVESPORTSMULTIGAMEEXTENDED,independent,14363770
2025-11-30,KXNFLPREPACK,pending,3746683
2025-12-01,KXCPICOMBO,pending,37
2025-12-01,KXEMPLOYMENTCOMBO,pending,2529
2025-12-01,KXFEDCOMBO,pending,11641
2025-12-01,KXMVENBASINGLEGAME,correlated,266766
2025-12-01,KXMVENFLSINGLEGAME,correlated,488573
2025-12-01,KXMVESPORTSMULTIGAMEEXTENDED,correlated,6666645
2025-12-01,KXMVESPORTSMULTIGAMEEXTENDED,independent,1986518
2025-12-01,KXNFLPREPACK,pending,451201
2025-12-02,KXCPICOMBO,pending,30154
2025-12-02,KXEMPLOYMENTCOMBO,pending,2292
2025-12-02,KXFEDCOMBO,pending,12566
2025-12-02,KXMVENBASINGLEGAME,correlated,417395
2025-12-02,KXMVENFLSINGLEGAME,correlated,211337
2025-12-02,KXMVESPORTSMULTIGAMEEXTENDED,correlated,1157443
2025-12-02,KXMVESPORTSMULTIGAMEEXTENDED,independent,2821131
2025-12-02,KXNFLPREPACK2ML,pending,89
2025-12-02,KXNFLPREPACK3ML,pending,13
2025-12-02,KXNFLPREPACKSGP,pending,2760
2025-12-03,KXCPICOMBO,pending,1510
2025-12-03,KXEMPLOYMENTCOMBO,pending,3026
2025-12-03,KXFEDCOMBO,pending,5079
2025-12-03,KXMVENBASINGLEGAME,correlated,314761
2025-12-03,KXMVENFLSINGLEGAME,correlated,594203
2025-12-03,KXMVESPORTSMULTIGAMEEXTENDED,correlated,1497060
2025-12-03,KXMVESPORTSMULTIGAMEEXTENDED,independent,3561883
2025-12-03,KXNFLPREPACK2ML,pending,18399
2025-12-03,KXNFLPREPACK3ML,pending,30961
2025-12-03,KXNFLPREPACKSGP,pending,40456
2025-12-04,KXCPICOMBO,pending,26186
2025-12-04,KXEMPLOYMENTCOMBO,pending,2668
2025-12-04,KXFEDCOMBO,pending,27240
2025-12-04,KXMVENBASINGLEGAME,correlated,201243
2025-12-04,KXMVENFLSINGLEGAME,correlated,4429248
2025-12-04,KXMVESPORTSMULTIGAMEEXTENDED,correlated,4398185
2025-12-04,KXMVESPORTSMULTIGAMEEXTENDED,independent,3452369
2025-12-04,KXNFLPREPACK2ML,pending,20042
2025-12-04,KXNFLPREPACK3ML,pending,24034
2025-12-04,KXNFLPREPACKSGP,pending,659657
2025-12-05,KXCPICOMBO,pending,788
2025-12-05,KXEMPLOYMENTCOMBO,pending,2116
2025-12-05,KXFEDCOMBO,pending,2983
2025-12-05,KXMVENBASINGLEGAME,correlated,520151
2025-12-05,KXMVENFLSINGLEGAME,correlated,166595
2025-12-05,KXMVESPORTSMULTIGAMEEXTENDED,correlated,2059179
2025-12-05,KXMVESPORTSMULTIGAMEEXTENDED,independent,6038723
2025-12-05,KXNFLPREPACK2ML,pending,29220
2025-12-05,KXNFLPREPACK3ML,pending,57692
2025-12-05,KXNFLPREPACKSGP,pending,79664
2025-12-06,KXCPICOMBO,pending,12725
2025-12-06,KXEMPLOYMENTCOMBO,pending,10104
2025-12-06,KXFEDCOMBO,pending,4278
2025-12-06,KXMVENBASINGLEGAME,correlated,256127
2025-12-06,KXMVENFLSINGLEGAME,correlated,482044
2025-12-06,KXMVESPORTSMULTIGAMEEXTENDED,correlated,2934624
2025-12-06,KXMVESPORTSMULTIGAMEEXTENDED,independent,4919879
2025-12-06,KXNFLPREPACK2ML,pending,41168
2025-12-06,KXNFLPREPACK3ML,pending,30722
2025-12-06,KXNFLPREPACKSGP,pending,48894
2025-12-07,KXCPICOMBO,pending,2096
2025-12-07,KXEMPLOYMENTCOMBO,pending,1497
2025-12-07,KXFEDCOMBO,pending,4987
2025-12-07,KXMVENBASINGLEGAME,correlated,230826
2025-12-07,KXMVENFLSINGLEGAME,correlated,3251717
2025-12-07,KXMVESPORTSMULTIGAMEEXTENDED,correlated,14982204
2025-12-07,KXMVESPORTSMULTIGAMEEXTENDED,independent,17611632
2025-12-07,KXNFLPREPACK2ML,pending,1310114
2025-12-07,KXNFLPREPACK3ML,pending,558196
2025-12-07,KXNFLPREPACKSGP,pending,2013230
2025-12-08,KXCPICOMBO,pending,1970
2025-12-08,KXEMPLOYMENTCOMBO,pending,3154
2025-12-08,KXFEDCOMBO,pending,26378
2025-12-08,KXMVESPORTSMULTIGAMEEXTENDED,correlated,7827244
2025-12-08,KXMVESPORTSMULTIGAMEEXTENDED,independent,801919
2025-12-08,KXNFLPREPACKSGP,pending,988520
2025-12-09,KXCPICOMBO,pending,457
2025-12-09,KXEMPLOYMENTCOMBO,pending,4086
2025-12-09,KXFEDCOMBO,pending,79724
2025-12-09,KXMVENBASINGLEGAME,correlated,653916
2025-12-09,KXMVENFLSINGLEGAME,correlated,22644
2025-12-09,KXMVESPORTSMULTIGAMEEXTENDED,correlated,1422698
2025-12-09,KXMVESPORTSMULTIGAMEEXTENDED,independent,1817939
2025-12-09,KXNFLPREPACKSGP,pending,6103
2025-12-10,KXCPICOMBO,pending,24880
2025-12-10,KXEMPLOYMENTCOMBO,pending,3218
2025-12-10,KXFEDCOMBO,pending,210126
2025-12-10,KXMVENBASINGLEGAME,correlated,1050829
2025-12-10,KXMVENFLSINGLEGAME,correlated,51326
2025-12-10,KXMVESPORTSMULTIGAMEEXTENDED,correlated,2492608
2025-12-10,KXMVESPORTSMULTIGAMEEXTENDED,independent,2410721
2025-12-10,KXNFLPREPACKSGP,pending,110310
2025-12-10,KXTXSENCOMBO,pending,235
2025-12-11,KXCPICOMBO,pending,55663
2025-12-11,KXEMPLOYMENTCOMBO,pending,12089
2025-12-11,KXFEDCOMBO,pending,363
2025-12-11,KXMVEMENTIONSSINGLE,correlated,30
2025-12-11,KXMVENBASINGLEGAME,correlated,386386
2025-12-11,KXMVENFLSINGLEGAME,correlated,4121343
2025-12-11,KXMVESPORTSMULTIGAMEEXTENDED,correlated,6628774
2025-12-11,KXMVESPORTSMULTIGAMEEXTENDED,independent,3480577
2025-12-11,KXNFLPREPACK2ML,pending,19854
2025-12-11,KXNFLPREPACK3ML,pending,30447
2025-12-11,KXNFLPREPACKSGP,pending,668472
2025-12-11,KXTXSENCOMBO,pending,577
2025-12-12,KXBALANCEPOWERCOMBO,pending,252
2025-12-12,KXBLUEWAVECOMBO,pending,301
2025-12-12,KXCPICOMBO,pending,2945
2025-12-12,KXEMPLOYMENTCOMBO,pending,35226
2025-12-12,KXFEDCOMBO,pending,501
2025-12-12,KXMVENBASINGLEGAME,correlated,696143
2025-12-12,KXMVENFLSINGLEGAME,correlated,80626
2025-12-12,KXMVESPORTSMULTIGAMEEXTENDED,correlated,3652224
2025-12-12,KXMVESPORTSMULTIGAMEEXTENDED,independent,5991155
2025-12-12,KXNFLPREPACK2ML,pending,55008
2025-12-12,KXNFLPREPACK3ML,pending,98989
2025-12-12,KXNFLPREPACKSGP,pending,148830
2025-12-12,KXTXSENCOMBO,pending,1436
2025-12-13,KXBALANCEPOWERCOMBO,pending,846
2025-12-13,KXBLUEWAVECOMBO,pending,632
2025-12-13,KXCPICOMBO,pending,927
2025-12-13,KXEMPLOYMENTCOMBO,pending,7477
2025-12-13,KXFEDCOMBO,pending,169
2025-12-13,KXMVENBASINGLEGAME,correlated,873476
2025-12-13,KXMVENFLSINGLEGAME,correlated,787985
2025-12-13,KXMVESPORTSMULTIGAMEEXTENDED,correlated,5201691
2025-12-13,KXMVESPORTSMULTIGAMEEXTENDED,independent,5935021
2025-12-13,KXNFLPREPACK2ML,pending,45104
2025-12-13,KXNFLPREPACK3ML,pending,164668
2025-12-13,KXNFLPREPACKSGP,pending,102121
2025-12-13,KXTXSENCOMBO,pending,735
2025-12-14,KXBALANCEPOWERCOMBO,pending,228
2025-12-14,KXBLUEWAVECOMBO,pending,39
2025-12-14,KXCPICOMBO,pending,5370
2025-12-14,KXEMPLOYMENTCOMBO,pending,9002
2025-12-14,KXFEDCOMBO,pending,281
2025-12-14,KXMVENBASINGLEGAME,correlated,217836
2025-12-14,KXMVENFLSINGLEGAME,correlated,6802608
2025-12-14,KXMVESPORTSMULTIGAMEEXTENDED,correlated,17025631
2025-12-14,KXMVESPORTSMULTIGAMEEXTENDED,independent,20353451
2025-12-14,KXNFLPREPACK2ML,pending,998236
2025-12-14,KXNFLPREPACK3ML,pending,1513724
2025-12-14,KXNFLPREPACKSGP,pending,2355423
2025-12-14,KXTXSENCOMBO,pending,209
2025-12-15,KXBALANCEPOWERCOMBO,pending,205
2025-12-15,KXBLUEWAVECOMBO,pending,1388
2025-12-15,KXCPICOMBO,pending,1718
2025-12-15,KXEMPLOYMENTCOMBO,pending,50886
2025-12-15,KXFEDCOMBO,pending,994
2025-12-15,KXMVENBASINGLEGAME,correlated,470480
2025-12-15,KXMVENFLSINGLEGAME,correlated,5252658
2025-12-15,KXMVESPORTSMULTIGAMEEXTENDED,correlated,5611245
2025-12-15,KXMVESPORTSMULTIGAMEEXTENDED,independent,2770373
2025-12-15,KXNFLPREPACK2ML,pending,27996
2025-12-15,KXNFLPREPACKSGP,pending,740024
2025-12-15,KXTXSENCOMBO,pending,365
2025-12-16,KXBALANCEPOWERCOMBO,pending,10395
2025-12-16,KXBLUETSUNAMICOMBO,pending,320
2025-12-16,KXBLUEWAVECOMBO,pending,275
2025-12-16,KXCPICOMBO,pending,5699
2025-12-16,KXEMPLOYMENTCOMBO,pending,176321
2025-12-16,KXFEDCOMBO,pending,1242
2025-12-16,KXMVENBASINGLEGAME,correlated,1016099
2025-12-16,KXMVENFLSINGLEGAME,correlated,415766
2025-12-16,KXMVESPORTSMULTIGAMEEXTENDED,correlated,1570377
2025-12-16,KXMVESPORTSMULTIGAMEEXTENDED,independent,2224970
2025-12-16,KXNFLPREPACK2ML,pending,1667
2025-12-16,KXNFLPREPACKSGP,pending,5767
2025-12-16,KXTXSENCOMBO,pending,438
2025-12-17,KXBALANCEPOWERCOMBO,pending,11258
2025-12-17,KXBLUETSUNAMICOMBO,pending,361
2025-12-17,KXBLUEWAVECOMBO,pending,107
2025-12-17,KXCPICOMBO,pending,23282
2025-12-17,KXEMPLOYMENTCOMBO,pending,5758
2025-12-17,KXFEDCOMBO,pending,171
2025-12-17,KXMVENBASINGLEGAME,correlated,297723
2025-12-17,KXMVENFLSINGLEGAME,correlated,646407
2025-12-17,KXMVESPORTSMULTIGAMEEXTENDED,correlated,2051192
2025-12-17,KXMVESPORTSMULTIGAMEEXTENDED,independent,2784551
2025-12-17,KXNFLPREPACK2ML,pending,66
2025-12-17,KXNFLPREPACK3ML,pending,41
2025-12-17,KXNFLPREPACKSGP,pending,78998
2025-12-17,KXTRUMPBEARCASECOMBO,pending,143
2025-12-17,KXTRUMPBULLCASECOMBO,pending,48
2025-12-17,KXTXSENCOMBO,pending,730
2025-12-18,KXBALANCEPOWERCOMBO,pending,4231
2025-12-18,KXBLUETSUNAMICOMBO,pending,373
2025-12-18,KXBLUEWAVECOMBO,pending,67
2025-12-18,KXCPICOMBO,pending,117923
2025-12-18,KXFEDCOMBO,pending,5129
2025-12-18,KXMVENBASINGLEGAME,correlated,354554
2025-12-18,KXMVENFLSINGLEGAME,correlated,7008333
2025-12-18,KXMVESPORTSMULTIGAMEEXTENDED,correlated,6941655
2025-12-18,KXMVESPORTSMULTIGAMEEXTENDED,independent,5950572
2025-12-18,KXNCAAFPREPACK3ML,pending,2213
2025-12-18,KXNCAAFPREPACKSGP,pending,734
2025-12-18,KXNFLPREPACK2ML,pending,57046
2025-12-18,KXNFLPREPACK3ML,pending,35448
2025-12-18,KXNFLPREPACKSGP,pending,519365
2025-12-18,KXTRUMPBEARCASECOMBO,pending,149
2025-12-18,KXTRUMPBULLCASECOMBO,pending,155
2025-12-18,KXTXSENCOMBO,pending,315
2025-12-19,KXBALANCEPOWERCOMBO,pending,425
2025-12-19,KXBLUETSUNAMICOMBO,pending,256
2025-12-19,KXBLUEWAVECOMBO,pending,38
2025-12-19,KXCPICOMBO,pending,4065
2025-12-19,KXFEDCOMBO,pending,5013
2025-12-19,KXMVENBASINGLEGAME,correlated,764690
2025-12-19,KXMVENFLSINGLEGAME,correlated,1095906
