date,report_ticker,kind,contracts
2026-01-18,KXPORTUGALPRESCOMBO,pending,4485
2026-01-18,KXTRUMPBEARCASECOMBO,pending,510
2026-01-18,KXTRUMPBULLCASECOMBO,pending,4907
2026-01-18,KXTXSENCOMBO,pending,1986
2026-01-19,KXBALANCEPOWERCOMBO,pending,7215
2026-01-19,KXBLUETSUNAMICOMBO,pending,253
2026-01-19,KXBLUEWAVECOMBO,pending,1631
2026-01-19,KXCPICOMBO,pending,5
2026-01-19,KXFEDCOMBO,pending,8333
2026-01-19,KXLEADERCOMBOOUT,pending,1221
2026-01-19,KXMVENBASINGLEGAME,correlated,2660473
2026-01-19,KXMVESPORTSMULTIGAMEEXTENDED,correlated,13440234
2026-01-19,KXMVESPORTSMULTIGAMEEXTENDED,independent,6283026
2026-01-19,KXNCAAFPREPACKSGP,pending,12222759
2026-01-19,KXPORTUGALPRESCOMBO,pending,118
2026-01-19,KXTRUMPBEARCASECOMBO,pending,417
2026-01-19,KXTRUMPBULLCASECOMBO,pending,7985
2026-01-19,KXTXSENCOMBO,pending,1051
2026-01-20,KXBALANCEPOWERCOMBO,pending,14023
2026-01-20,KXBLUETSUNAMICOMBO,pending,786
2026-01-20,KXBLUEWAVECOMBO,pending,1877
2026-01-20,KXCPICOMBO,pending,4231
2026-01-20,KXFEDCOMBO,pending,12711
2026-01-20,KXLEADERCOMBOOUT,pending,74
2026-01-20,KXMVENBASINGLEGAME,correlated,2071134
2026-01-20,KXMVESPORTSMULTIGAMEEXTENDED,correlated,14340176
2026-01-20,KXMVESPORTSMULTIGAMEEXTENDED,independent,9692734
2026-01-20,KXNFLPREPACK2ML,pending,584
2026-01-20,KXNFLPREPACKSGP,pending,1660
2026-01-20,KXPORTUGALPRESCOMBO,pending,7
2026-01-20,KXTRUMPBEARCASECOMBO,pending,917
2026-01-20,KXTRUMPBULLCASECOMBO,pending,9890
2026-01-20,KXTXSENCOMBO,pending,1092
2026-01-21,KXBALANCEPOWERCOMBO,pending,17974
2026-01-21,KXBLUETSUNAMICOMBO,pending,113
2026-01-21,KXBLUEWAVECOMBO,pending,298
2026-01-21,KXCPICOMBO,pending,10658
2026-01-21,KXFEDCOMBO,pending,10936
2026-01-21,KXLEADERCOMBOOUT,pending,430
2026-01-21,KXMVENBASINGLEGAME,correlated,2392129
2026-01-21,KXMVESPORTSMULTIGAMEEXTENDED,correlated,14610466
2026-01-21,KXMVESPORTSMULTIGAMEEXTENDED,independent,11205083
2026-01-21,KXNFLPREPACK1HFT,pending,3319
2026-01-21,KXNFLPREPACK2ML,pending,10815
2026-01-21,KXNFLPREPACKSGP,pending,13895
2026-01-21,KXTRUMPBEARCASECOMBO,pending,1010
2026-01-21,KXTRUMPBULLCASECOMBO,pending,19360
2026-01-21,KXTXSENCOMBO,pending,1119
2026-01-22,KXBALANCEPOWERCOMBO,pending,16671
2026-01-22,KXBLUETSUNAMICOMBO,pending,1981
2026-01-22,KXBLUEWAVECOMBO,pending,1009
2026-01-22,KXCPICOMBO,pending,11919
2026-01-22,KXFEDCOMBO,pending,21895
2026-01-22,KXLEADERCOMBOOUT,pending,535
2026-01-22,KXMVENBASINGLEGAME,correlated,2214926
2026-01-22,KXMVESPORTSMULTIGAMEEXTENDED,correlated,16044628
2026-01-22,KXMVESPORTSMULTIGAMEEXTENDED,independent,13068388
2026-01-22,KXNFLPREPACK1HFT,pending,47658
2026-01-22,KXNFLPREPACK2ML,pending,499754
2026-01-22,KXNFLPREPACKSGP,pending,65367
2026-01-22,KXPORTUGALPRESCOMBO,pending,73
2026-01-22,KXTRUMPBEARCASECOMBO,pending,1872
2026-01-22,KXTRUMPBULLCASECOMBO,pending,5396
2026-01-22,KXTXSENCOMBO,pending,3456
2026-01-23,KXBALANCEPOWERCOMBO,pending,4650
2026-01-23,KXBLUETSUNAMICOMBO,pending,1652
2026-01-23,KXBLUEWAVECOMBO,pending,576
2026-01-23,KXCPICOMBO,pending,5611
2026-01-23,KXFEDCOMBO,pending,62542
2026-01-23,KXLEADERCOMBOOUT,pending,243
2026-01-23,KXMVENBASINGLEGAME,correlated,1134803
2026-01-23,KXMVESPORTSMULTIGAMEEXTENDED,correlated,21936207
2026-01-23,KXMVESPORTSMULTIGAMEEXTENDED,independent,13131550
2026-01-23,KXNFLPREPACK1HFT,pending,73121
2026-01-23,KXNFLPREPACK2ML,pending,366848
2026-01-23,KXNFLPREPACKSGP,pending,245247
2026-01-23,KXTRUMPBEARCASECOMBO,pending,1348
2026-01-23,KXTRUMPBULLCASECOMBO,pending,2238
2026-01-23,KXTXSENCOMBO,pending,1592
2026-01-24,KXBALANCEPOWERCOMBO,pending,4955
2026-01-24,KXBLUETSUNAMICOMBO,pending,351
2026-01-24,KXBLUEWAVECOMBO,pending,696
2026-01-24,KXCPICOMBO,pending,95
2026-01-24,KXFEDCOMBO,pending,142078
2026-01-24,KXLEADERCOMBOOUT,pending,1357
2026-01-24,KXMVENBASINGLEGAME,correlated,433422
2026-01-24,KXMVESPORTSMULTIGAMEEXTENDED,correlated,31361493
2026-01-24,KXMVESPORTSMULTIGAMEEXTENDED,independent,22609789
2026-01-24,KXNFLPREPACK1HFT,pending,218247
2026-01-24,KXNFLPREPACK2ML,pending,582661
2026-01-24,KXNFLPREPACKSGP,pending,265160
2026-01-24,KXTRUMPBEARCASECOMBO,pending,652
2026-01-24,KXTRUMPBULLCASECOMBO,pending,5553
2026-01-24,KXTXSENCOMBO,pending,3044
2026-01-25,KXBALANCEPOWERCOMBO,pending,27065
2026-01-25,KXBLUETSUNAMICOMBO,pending,1145
2026-01-25,KXBLUEWAVECOMBO,pending,445
2026-01-25,KXCPICOMBO,pending,89
2026-01-25,KXFEDCOMBO,pending,112750
2026-01-25,KXLEADERCOMBOOUT,pending,1085
2026-01-25,KXMVENBASINGLEGAME,correlated,115687
2026-01-25,KXMVESPORTSMULTIGAMEEXTENDED,correlated,114553901
2026-01-25,KXMVESPORTSMULTIGAMEEXTENDED,independent,9403851
2026-01-25,KXNFLPREPACK1HFT,pending,1533097
2026-01-25,KXNFLPREPACK2ML,pending,3522510
2026-01-25,KXNFLPREPACKSGP,pending,5860078
2026-01-25,KXTRUMPBEARCASECOMBO,pending,1785
2026-01-25,KXTRUMPBULLCASECOMBO,pending,9862
2026-01-25,KXTXSENCOMBO,pending,610
2026-01-26,KXBALANCEPOWERCOMBO,pending,48067
2026-01-26,KXBLUETSUNAMICOMBO,pending,1302
2026-01-26,KXBLUEWAVECOMBO,pending,922
2026-01-26,KXCPICOMBO,pending,6326
2026-01-26,KXFEDCOMBO,pending,96584
2026-01-26,KXLEADERCOMBOOUT,pending,4716
2026-01-26,KXMVENBASINGLEGAME,correlated,29444
2026-01-26,KXMVESPORTSMULTIGAMEEXTENDED,correlated,24533410
2026-01-26,KXMVESPORTSMULTIGAMEEXTENDED,independent,10936105
2026-01-26,KXTRUMPBEARCASECOMBO,pending,662
2026-01-26,KXTRUMPBULLCASECOMBO,pending,5465
2026-01-26,KXTXSENCOMBO,pending,81
2026-01-27,KXBALANCEPOWERCOMBO,pending,17503
2026-01-27,KXBLUETSUNAMICOMBO,pending,136
2026-01-27,KXBLUEWAVECOMBO,pending,582
2026-01-27,KXCPICOMBO,pending,266
2026-01-27,KXFEDCOMBO,pending,182086
2026-01-27,KXLEADERCOMBOOUT,pending,2025
2026-01-27,KXMVENBASINGLEGAME,correlated,77758
2026-01-27,KXMVESPORTSMULTIGAMEEXTENDED,correlated,18209939
2026-01-27,KXMVESPORTSMULTIGAMEEXTENDED,independent,16459925
2026-01-27,KXNFLPREPACK1HFT,pending,3257
2026-01-27,KXNFLPREPACKSGP,pending,59543
2026-01-27,KXTRUMPBEARCASECOMBO,pending,3835
2026-01-27,KXTRUMPBULLCASECOMBO,pending,7349
2026-01-27,KXTXSENCOMBO,pending,558
2026-01-28,KXBALANCEPOWERCOMBO,pending,13296
2026-01-28,KXBLUETSUNAMICOMBO,pending,2807
2026-01-28,KXBLUEWAVECOMBO,pending,640
2026-01-28,KXCPICOMBO,pending,218
2026-01-28,KXFEDCOMBO,pending,116946
2026-01-28,KXLEADERCOMBOOUT,pending,2547
2026-01-28,KXMVESPORTSMULTIGAMEEXTENDED,correlated,19053011
2026-01-28,KXMVESPORTSMULTIGAMEEXTENDED,independent,21853547
2026-01-28,KXNFLPREPACK1HFT,pending,13952
2026-01-28,KXNFLPREPACKSGP,pending,105044
2026-01-28,KXTRUMPBEARCASECOMBO,pending,4816
2026-01-28,KXTRUMPBULLCASECOMBO,pending,3916
2026-01-28,KXTXSENCOMBO,pending,465
2026-01-29,KXBALANCEPOWERCOMBO,pending,8166
2026-01-29,KXBLUETSUNAMICOMBO,pending,3584
2026-01-29,KXBLUEWAVECOMBO,pending,947
2026-01-29,KXCPICOMBO,pending,4330
2026-01-29,KXLEADERCOMBOOUT,pending,508
2026-01-29,KXMVEGRAMMYS,correlated,6914
2026-01-29,KXMVESPORTSMULTIGAMEEXTENDED,correlated,15303922
2026-01-29,KXMVESPORTSMULTIGAMEEXTENDED,independent,19162260
2026-01-29,KXNFLPREPACK1HFT,pending,17219
2026-01-29,KXNFLPREPACKSGP,pending,86110
2026-01-29,KXTRUMPBEARCASECOMBO,pending,2971
2026-01-29,KXTRUMPBULLCASECOMBO,pending,2813
2026-01-29,KXTXSENCOMBO,pending,1114
2026-01-30,KXBALANCEPOWERCOMBO,pending,19830
2026-01-30,KXBLUETSUNAMICOMBO,pending,3544
2026-01-30,KXBLUEWAVECOMBO,pending,1355
2026-01-30,KXCPICOMBO,pending,38
2026-01-30,KXLEADERCOMBOOUT,pending,463
2026-01-30,KXMVEGRAMMYS,correlated,231822
2026-01-30,KXMVESPORTSMULTIGAMEEXTENDED,correlated,15794102
2026-01-30,KXMVESPORTSMULTIGAMEEXTENDED,independent,17824178
2026-01-30,KXNFLPREPACK1HFT,pending,24656
2026-01-30,KXNFLPREPACKSGP,pending,94051
2026-01-30,KXTRUMPBEARCASECOMBO,pending,575
2026-01-30,KXTRUMPBULLCASECOMBO,pending,3519
2026-01-30,KXTXSENCOMBO,pending,449
2026-01-31,KXBALANCEPOWERCOMBO,pending,18782
2026-01-31,KXBLUETSUNAMICOMBO,pending,7054
2026-01-31,KXBLUEWAVECOMBO,pending,504
2026-01-31,KXCPICOMBO,pending,216
2026-01-31,KXLEADERCOMBOOUT,pending,65
2026-01-31,KXMVEGRAMMYS,correlated,4439
2026-01-31,KXMVESPORTSMULTIGAMEEXTENDED,correlated,15873769
2026-01-31,KXMVESPORTSMULTIGAMEEXTENDED,independent,24887464
2026-01-31,KXNFLPREPACK1HFT,pending,41496
2026-01-31,KXNFLPREPACKSGP,pending,77106
2026-01-31,KXTRUMPBEARCASECOMBO,pending,1980
2026-01-31,KXTRUMPBULLCASECOMBO,pending,4674
2026-01-31,KXTXSENCOMBO,pending,1898
2026-02-01,KXBALANCEPOWERCOMBO,pending,53838
2026-02-01,KXBLUETSUNAMICOMBO,pending,7577
2026-02-01,KXBLUEWAVECOMBO,pending,1530
2026-02-01,KXCPICOMBO,pending,20
2026-02-01,KXLEADERCOMBOOUT,pending,1
2026-02-01,KXMVEGRAMMYS,correlated,87750
2026-02-01,KXMVESPORTSMULTIGAMEEXTENDED,correlated,18401072
2026-02-01,KXMVESPORTSMULTIGAMEEXTENDED,independent,19060889
2026-02-01,KXNFLPREPACK1HFT,pending,45328
2026-02-01,KXNFLPREPACKSGP,pending,96464
2026-02-01,KXTRUMPBEARCASECOMBO,pending,873
2026-02-01,KXTRUMPBULLCASECOMBO,pending,4188
2026-02-01,KXTXSENCOMBO,pending,5384
2026-02-02,KXBALANCEPOWERCOMBO,pending,7324
2026-02-02,KXBLUETSUNAMICOMBO,pending,4038
2026-02-02,KXBLUEWAVECOMBO,pending,221
2026-02-02,KXCPICOMBO,pending,265
2026-02-02,KXMVEGRAMMYS,correlated,362
2026-02-02,KXMVESPORTSMULTIGAMEEXTENDED,correlated,12650105
2026-02-02,KXMVESPORTSMULTIGAMEEXTENDED,independent,12644842
2026-02-02,KXNFLPREPACK1HFT,pending,77912
2026-02-02,KXNFLPREPACKSGP,pending,126600
2026-02-02,KXTRUMPBEARCASECOMBO,pending,1569
2026-02-02,KXTRUMPBULLCASECOMBO,pending,2369
2026-02-02,KXTXSENCOMBO,pending,4986
2026-02-03,KXBALANCEPOWERCOMBO,pending,12318
2026-02-03,KXBLUETSUNAMICOMBO,pending,963
2026-02-03,KXBLUEWAVECOMBO,pending,192
2026-02-03,KXCPICOMBO,pending,3487
2026-02-03,KXMVENBASINGLEGAME,correlated,51
2026-02-03,KXMVESPORTSMULTIGAMEEXTENDED,correlated,16353511
2026-02-03,KXMVESPORTSMULTIGAMEEXTENDED,independent,18610108
2026-02-03,KXNFLPREPACK1HFT,pending,100747
2026-02-03,KXNFLPREPACKSGP,pending,144333
2026-02-03,KXTRUMPBEARCASECOMBO,pending,1260
2026-02-03,KXTRUMPBULLCASECOMBO,pending,1618
2026-02-03,KXTXSENCOMBO,pending,3369
2026-02-04,KXBALANCEPOWERCOMBO,pending,6479
2026-02-04,KXBLUETSUNAMICOMBO,pending,1515
2026-02-04,KXBLUEWAVECOMBO,pending,5268
2026-02-04,KXCPICOMBO,pending,754
2026-02-04,KXMVENBASINGLEGAME,correlated,141
2026-02-04,KXMVESPORTSMULTIGAMEEXTENDED,correlated,16211520
2026-02-04,KXMVESPORTSMULTIGAMEEXTENDED,independent,23292767
2026-02-04,KXNFLPREPACK1HFT,pending,145611
2026-02-04,KXNFLPREPACKSGP,pending,173058
2026-02-04,KXTRUMPBEARCASECOMBO,pending,954
2026-02-04,KXTRUMPBULLCASECOMBO,pending,906
2026-02-04,KXTXSENCOMBO,pending,2018
2026-02-05,KXBALANCEPOWERCOMBO,pending,2670
2026-02-05,KXBLUETSUNAMICOMBO,pending,915
2026-02-05,KXBLUEWAVECOMBO,pending,2560
2026-02-05,KXCPICOMBO,pending,2206
2026-02-05,KXMVESPORTSMULTIGAMEEXTENDED,correlated,22708128
2026-02-05,KXMVESPORTSMULTIGAMEEXTENDED,independent,18778635
2026-02-05,KXNFLPREPACK1HFT,pending,229025
2026-02-05,KXNFLPREPACKSGP,pending,252380
2026-02-05,KXTRUMPBEARCASECOMBO,pending,1454
2026-02-05,KXTRUMPBULLCASECOMBO,pending,2708
2026-02-05,KXTXSENCOMBO,pending,4587
2026-02-06,KXBALANCEPOWERCOMBO,pending,3350
2026-02-06,KXBLUETSUNAMICOMBO,pending,903
2026-02-06,KXBLUEWAVECOMBO,pending,5006
2026-02-06,KXCPICOMBO,pending,565
2026-02-06,KXMVESPORTSMULTIGAMEEXTENDED,correlated,29141471
2026-02-06,KXMVESPORTSMULTIGAMEEXTENDED,independent,13640227
2026-02-06,KXNFLPREPACK1HFT,pending,425943
2026-02-06,KXNFLPREPACKSGP,pending,495598
2026-02-06,KXTRUMPBEARCASECOMBO,pending,675
2026-02-06,KXTRUMPBULLCASECOMBO,pending,8606
2026-02-06,KXTXSENCOMBO,pending,3302
2026-02-07,KXBALANCEPOWERCOMBO,pending,8984
2026-02-07,KXBLUETSUNAMICOMBO,pending,1403
2026-02-07,KXBLUEWAVECOMBO,pending,735
2026-02-07,KXCPICOMBO,pending,446
2026-02-07,KXMVESPORTSMULTIGAMEEXTENDED,correlated,41831597
2026-02-07,KXMVESPORTSMULTIGAMEEXTENDED,independent,31836900
2026-02-07,KXNFLPREPACK1HFT,pending,463349
2026-02-07,KXNFLPREPACKSGP,pending,1154208
2026-02-07,KXTRUMPBEARCASECOMBO,pending,220
2026-02-07,KXTRUMPBULLCASECOMBO,pending,13459
2026-02-07,KXTXSENCOMBO,pending,5279
2026-02-08,KXBALANCEPOWERCOMBO,pending,13194
2026-02-08,KXBLUETSUNAMICOMBO,pending,1721
2026-02-08,KXBLUEWAVECOMBO,pending,1493
2026-02-08,KXCPICOMBO,pending,129
2026-02-08,KXMVENBASINGLEGAME,correlated,360
2026-02-08,KXMVESPORTSMULTIGAMEEXTENDED,correlated,154183026
2026-02-08,KXMVESPORTSMULTIGAMEEXTENDED,independent,10475110
2026-02-08,KXNFLCOMBO,pending,11
2026-02-08,KXNFLPREPACK1HFT,pending,2928103
2026-02-08,KXNFLPREPACKSGP,pending,8506015
2026-02-08,KXTRUMPBEARCASECOMBO,pending,11803
2026-02-08,KXTRUMPBULLCASECOMBO,pending,37953
2026-02-08,KXTXSENCOMBO,pending,2693
2026-02-09,KXBALANCEPOWERCOMBO,pending,25342
2026-02-09,KXBLUETSUNAMICOMBO,pending,1493
2026-02-09,KXBLUEWAVECOMBO,pending,9619
2026-02-09,KXCPICOMBO,pending,342
2026-02-09,KXFEDCOMBO,pending,5
2026-02-09,KXMVESPORTSMULTIGAMEEXTENDED,correlated,17975538
2026-02-09,KXMVESPORTSMULTIGAMEEXTENDED,independent,28518902
2026-02-09,KXNFLCOMBO,pending,1
2026-02-09,KXTRUMPBEARCASECOMBO,pending,10460
2026-02-09,KXTRUMPBULLCASECOMBO,pending,32298
2026-02-09,KXTXSENCOMBO,pending,7470
2026-02-10,KXBALANCEPOWERCOMBO,pending,6312
2026-02-10,KXBLUETSUNAMICOMBO,pending,558
2026-02-10,KXBLUEWAVECOMBO,pending,1889
2026-02-10,KXCPICOMBO,pending,8653
2026-02-10,KXDEMSENATEPRIMARYCOMBO,pending,1632
2026-02-10,KXGOPSENATEPRIMARYCOMBO,pending,884
2026-02-10,KXLEADERCOMBOOUT,pending,63
2026-02-10,KXMVESPORTSMULTIGAMEEXTENDED,correlated,16102714
2026-02-10,KXMVESPORTSMULTIGAMEEXTENDED,independent,23823171
2026-02-10,KXNFLCOMBO,pending,224
2026-02-10,KXTRUMPBEARCASECOMBO,pending,3273
2026-02-10,KXTRUMPBULLCASECOMBO,pending,20950
2026-02-10,KXTXSENCOMBO,pending,7903
2026-02-11,KXBALANCEPOWERCOMBO,pending,14597
2026-02-11,KXBLUETSUNAMICOMBO,pending,826
2026-02-11,KXBLUEWAVECOMBO,pending,1966
2026-02-11,KXCPICOMBO,pending,5244
2026-02-11,KXDEMSENATEPRIMARYCOMBO,pending,21
2026-02-11,KXFEDCOMBO,pending,982
2026-02-11,KXGOPSENATEPRIMARYCOMBO,pending,1190
2026-02-11,KXLEADERCOMBOOUT,pending,47
2026-02-11,KXMVESPORTSMULTIGAMEEXTENDED,correlated,19623322
2026-02-11,KXMVESPORTSMULTIGAMEEXTENDED,independent,35381143
2026-02-11,KXNFLCOMBO,pending,216
2026-02-11,KXTRUMPBEARCASECOMBO,pending,1773
2026-02-11,KXTRUMPBULLCASECOMBO,pending,5730
2026-02-11,KXTXSENCOMBO,pending,1316
2026-02-12,KXBALANCEPOWERCOMBO,pending,35494
2026-02-12,KXBLUETSUNAMICOMBO,pending,496
2026-02-12,KXBLUEWAVECOMBO,pending,118
2026-02-12,KXDEMSENATEPRIMARYCOMBO,pending,75
2026-02-12,KXFEDCOMBO,pending,697
2026-02-12,KXGOPSENATEPRIMARYCOMBO,pending,82
2026-02-12,KXLEADERCOMBOOUT,pending,12
2026-02-12,KXMVENBASINGLEGAME,correlated,1
2026-02-12,KXMVESPORTSMULTIGAMEEXTENDED,correlated,10364062
2026-02-12,KXMVESPORTSMULTIGAMEEXTENDED,independent,17931015
2026-02-12,KXTRUMPBEARCASECOMBO,pending,1062
2026-02-12,KXTRUMPBULLCASECOMBO,pending,3635
2026-02-12,KXTXSENCOMBO,pending,1401
2026-02-13,KXBALANCEPOWERCOMBO,pending,26862
2026-02-13,KXBLUETSUNAMICOMBO,pending,581
2026-02-13,KXBLUEWAVECOMBO,pending,782
2026-02-13,KXDEMSENATEPRIMARYCOMBO,pending,44
2026-02-13,KXFEDCOMBO,pending,2116
2026-02-13,KXGOPSENATEPRIMARYCOMBO,pending,10
2026-02-13,KXMVESPORTSMULTIGAMEEXTENDED,correlated,1897863
2026-02-13,KXMVESPORTSMULTIGAMEEXTENDED,independent,17346522
2026-02-13,KXTRUMPBEARCASECOMBO,pending,243
2026-02-13,KXTRUMPBULLCASECOMBO,pending,1501
2026-02-13,KXTXSENCOMBO,pending,8740
2026-02-14,KXBALANCEPOWERCOMBO,pending,59966
2026-02-14,KXBLUETSUNAMICOMBO,pending,1833
2026-02-14,KXBLUEWAVECOMBO,pending,1826
2026-02-14,KXDEMSENATEPRIMARYCOMBO,pending,3117
2026-02-14,KXFEDCOMBO,pending,142
2026-02-14,KXGOPSENATEPRIMARYCOMBO,pending,93
2026-02-14,KXLEADERCOMBOOUT,pending,163
2026-02-14,KXMVESPORTSMULTIGAMEEXTENDED,correlated,2363768
2026-02-14,KXMVESPORTSMULTIGAMEEXTENDED,independent,33898524
2026-02-14,KXTRUMPBEARCASECOMBO,pending,803
2026-02-14,KXTRUMPBULLCASECOMBO,pending,6152
2026-02-14,KXTXSENCOMBO,pending,10550
2026-02-15,KXBALANCEPOWERCOMBO,pending,69778
2026-02-15,KXBLUETSUNAMICOMBO,pending,484
2026-02-15,KXBLUEWAVECOMBO,pending,894
2026-02-15,KXDEMSENATEPRIMARYCOMBO,pending,52
2026-02-15,KXFEDCOMBO,pending,803
2026-02-15,KXGOPSENATEPRIMARYCOMBO,pending,117
2026-02-15,KXMVESPORTSMULTIGAMEEXTENDED,correlated,1848106
2026-02-15,KXMVESPORTSMULTIGAMEEXTENDED,independent,18319341
2026-02-15,KXTRUMPBEARCASECOMBO,pending,943
2026-02-15,KXTRUMPBULLCASECOMBO,pending,2374
2026-02-15,KXTXSENCOMBO,pending,3071
2026-02-16,KXBALANCEPOWERCOMBO,pending,28175
2026-02-16,KXBLUETSUNAMICOMBO,pending,841
2026-02-16,KXBLUEWAVECOMBO,pending,596
2026-02-16,KXFEDCOMBO,pending,317
2026-02-16,KXGOPSENATEPRIMARYCOMBO,pending,2
2026-02-16,KXMVESPORTSMULTIGAMEEXTENDED,correlated,2205603
2026-02-16,KXMVESPORTSMULTIGAMEEXTENDED,independent,17846612
2026-02-16,KXTRUMPBEARCASECOMBO,pending,142
2026-02-16,KXTRUMPBULLCASECOMBO,pending,898
2026-02-16,KXTXSENCOMBO,pending,4243
2026-02-17,KXBALANCEPOWERCOMBO,pending,19729
2026-02-17,KXBLUETSUNAMICOMBO,pending,2950
2026-02-17,KXBLUEWAVECOMBO,pending,1071
2026-02-17,KXDEMSENATEPRIMARYCOMBO,pending,138
2026-02-17,KXFEDCOMBO,pending,287
2026-02-17,KXGOPSENATEPRIMARYCOMBO,pending,1131
2026-02-17,KXLEADERCOMBOOUT,pending,1
2026-02-17,KXMVESPORTSMULTIGAMEEXTENDED,correlated,2917651
2026-02-17,KXMVESPORTSMULTIGAMEEXTENDED,independent,31122633
2026-02-17,KXTRUMPBEARCASECOMBO,pending,598
2026-02-17,KXTRUMPBULLCASECOMBO,pending,913
2026-02-17,KXTXSENCOMBO,pending,14349
2026-02-18,KXBALANCEPOWERCOMBO,pending,12280
2026-02-18,KXBLUETSUNAMICOMBO,pending,251
2026-02-18,KXBLUEWAVECOMBO,pending,493
2026-02-18,KXDEMSENATEPRIMARYCOMBO,pending,225
2026-02-18,KXFEDCOMBO,pending,1041
2026-02-18,KXGOPSENATEPRIMARYCOMBO,pending,29
2026-02-18,KXLEADERCOMBOOUT,pending,215
2026-02-18,KXMVESPORTSMULTIGAMEEXTENDED,correlated,4384960
2026-02-18,KXMVESPORTSMULTIGAMEEXTENDED,independent,29728782
2026-02-18,KXTRUMPBEARCASECOMBO,pending,92
2026-02-18,KXTRUMPBULLCASECOMBO,pending,1001
2026-02-18,KXTRUMPKIDSSOTUCOMBO,pending,645
2026-02-18,KXTXSENCOMBO,pending,8062
2026-02-19,KXBALANCEPOWERCOMBO,pending,10159
2026-02-19,KXBLUETSUNAMICOMBO,pending,2690
2026-02-19,KXBLUEWAVECOMBO,pending,182
2026-02-19,KXDEMSENATEPRIMARYCOMBO,pending,128
2026-02-19,KXFEDCOMBO,pending,171
2026-02-19,KXLEADERCOMBOOUT,pending,67
2026-02-19,KXMVESPORTSMULTIGAMEEXTENDED,correlated,17906543
2026-02-19,KXMVESPORTSMULTIGAMEEXTENDED,independent,26128355
2026-02-19,KXTRUMPBEARCASECOMBO,pending,210
2026-02-19,KXTRUMPBULLCASECOMBO,pending,489
2026-02-19,KXTRUMPKIDSSOTUCOMBO,pending,4804
2026-02-19,KXTXSENCOMBO,pending,13941
2026-02-20,KXBALANCEPOWERCOMBO,pending,40685
2026-02-20,KXBLUETSUNAMICOMBO,pending,706
2026-02-20,KXBLUEWAVECOMBO,pending,638
2026-02-20,KXFEDCOMBO,pending,1495
2026-02-20,KXGOPSENATEPRIMARYCOMBO,pending,6
2026-02-20,KXLEADERCOMBOOUT,pending,3
2026-02-20,KXMVESPORTSMULTIGAMEEXTENDED,correlated,15597058
2026-02-20,KXMVESPORTSMULTIGAMEEXTENDED,independent,24701544
2026-02-20,KXTRUMPBEARCASECOMBO,pending,424
2026-02-20,KXTRUMPBULLCASECOMBO,pending,482
2026-02-20,KXTRUMPKIDSSOTUCOMBO,pending,2536
2026-02-20,KXTXSENCOMBO,pending,8885
2026-02-21,KXBALANCEPOWERCOMBO,pending,15979
2026-02-21,KXBLUETSUNAMICOMBO,pending,286
2026-02-21,KXBLUEWAVECOMBO,pending,147
2026-02-21,KXDEMSENATEPRIMARYCOMBO,pending,16
2026-02-21,KXFEDCOMBO,pending,56
2026-02-21,KXGOPSENATEPRIMARYCOMBO,pending,66
2026-02-21,KXLEADERCOMBOOUT,pending,3
2026-02-21,KXMVENBASINGLEGAME,correlated,50
2026-02-21,KXMVESPORTSMULTIGAMEEXTENDED,correlated,16821762
2026-02-21,KXMVESPORTSMULTIGAMEEXTENDED,independent,47122294
2026-02-21,KXTRUMPBEARCASECOMBO,pending,5151
2026-02-21,KXTRUMPBULLCASECOMBO,pending,1288
2026-02-21,KXTRUMPKIDSSOTUCOMBO,pending,1404
2026-02-21,KXTXSENCOMBO,pending,31700
2026-02-22,KXBALANCEPOWERCOMBO,pending,12425
2026-02-22,KXBLUETSUNAMICOMBO,pending,465
2026-02-22,KXBLUEWAVECOMBO,pending,221
2026-02-22,KXFEDCOMBO,pending,743
2026-02-22,KXLEADERCOMBOOUT,pending,12
2026-02-22,KXMVESPORTSMULTIGAMEEXTENDED,correlated,27471884
2026-02-22,KXMVESPORTSMULTIGAMEEXTENDED,independent,31333684
2026-02-22,KXTRUMPBEARCASECOMBO,pending,745
2026-02-22,KXTRUMPBULLCASECOMBO,pending,1143
2026-02-22,KXTRUMPKIDSSOTUCOMBO,pending,3513
2026-02-22,KXTXSENCOMBO,pending,10534
2026-02-23,KXBALANCEPOWERCOMBO,pending,19192
2026-02-23,KXBLUETSUNAMICOMBO,pending,746
2026-02-23,KXBLUEWAVECOMBO,pending,186
2026-02-23,KXDEMSENATEPRIMARYCOMBO,pending,19
2026-02-23,KXFEDCOMBO,pending,2616
2026-02-23,KXGOPSENATEPRIMARYCOMBO,pending,34
2026-02-23,KXLEADERCOMBOOUT,pending,425
2026-02-23,KXMVESPORTSMULTIGAMEEXTENDED,correlated,15728649
2026-02-23,KXMVESPORTSMULTIGAMEEXTENDED,independent,15625060
2026-02-23,KXTRUMPBEARCASECOMBO,pending,415
2026-02-23,KXTRUMPBULLCASECOMBO,pending,2801
2026-02-23,KXTRUMPKIDSSOTUCOMBO,pending,32469
2026-02-23,KXTXSENCOMBO,pending,12652
2026-02-24,KXBALANCEPOWERCOMBO,pending,48905
2026-02-24,KXBLUETSUNAMICOMBO,pending,3982
2026-02-24,KXBLUEWAVECOMBO,pending,633
2026-02-24,KXDEMSENATEPRIMARYCOMBO,pending,53
2026-02-24,KXFEDCOMBO,pending,12038
2026-02-24,KXGOPSENATEPRIMARYCOMBO,pending,16
