date,report_ticker,side,contracts_settled,notional_settled
2026-05-28,KXGENERICBALLOTVOTEHUB,no,134,61.49
2026-05-28,KXGBLGAME,no,109201,62772.17
2026-05-28,KXGASOSR,yes,24,20.57
2026-05-28,KXGASOSR,no,386,73.89
2026-05-28,KXGAPRIMARY,yes,1156,156.68
2026-05-28,KXGAPRIMARY,no,120,76.32
2026-05-28,KXGABBARDOUT,yes,38196,842.65
2026-05-28,KXGABBARDOUT,no,22300,7625.25
2026-05-28,KXG7LEADEROUT,yes,79,52.32
2026-05-28,KXFUTU,yes,273,167.42
2026-05-28,KXFUTU,no,703,671.15
2026-05-28,KXFRONTIER,no,20,11.4
2026-05-28,KXGBLGAME,yes,288389,143713.78
2026-05-28,KXH100Q,yes,706,475.63
2026-05-28,KXGOVCAPRIMARY,no,30815,18782.3
2026-05-28,KXIIHFGAME,no,22486,14775.19
2026-05-28,KXIIHFGAME,yes,114870,43816.57
2026-05-28,KXIIHF,yes,9291,3534.58
2026-05-28,KXIIHF,no,4844,3708.65
2026-05-28,KXICEERO,yes,1020,14.75
2026-05-28,KXICEERO,no,2124,1815.22
2026-05-28,KXIAPRIMARY,yes,169,130.42
2026-05-28,KXIA03D,yes,124,4.32
2026-05-28,KXIA03D,no,234,9.36
2026-05-28,KXHYPED,yes,839,493.11
2026-05-28,KXHYPED,no,221,171.42
2026-05-28,KXHYPE15M,yes,211413,152242.15
2026-05-28,KXIMPEACH,yes,7782,0.0
2026-05-28,KXHYPE15M,no,227106,171873.36
2026-05-28,KXHYPE,no,7166,3011.58
2026-05-28,KXHOUSINGSTART,no,591,494.9
2026-05-28,KXHORMUZWEEKLY,yes,13367,2184.01
2026-05-28,KXHORMUZWEEKLY,no,22190,12169.46
2026-05-28,KXHORMUZNORM,yes,285403,20725.01
2026-05-28,KXHORMUZNORM,no,214578,181781.91
2026-05-28,KXHMONTHRANGE,yes,54,19.32
2026-05-28,KXHMONTHRANGE,no,35,17.48
2026-05-28,KXHMONTH,yes,69,2.42
2026-05-28,KXHMONTH,no,107,105.42
2026-05-28,KXHIGHTSFO,yes,54842,16060.25
2026-05-28,KXHYPE,yes,5443,4391.93
2026-05-28,KXHIGHTSFO,no,53144,39957.04
2026-05-28,KXINDYCARRACE,yes,2485,294.43
2026-05-28,KXINDYCARTOP3,yes,238,133.16
2026-05-28,KXIPLTEAMTOTAL,yes,276,159.2
2026-05-28,KXIPLSIX,yes,92,57.02
2026-05-28,KXH100W,yes,43,2.15
2026-05-28,KXIPLORANGECAP,yes,1,0.66
2026-05-28,KXIPLGAME,yes,295008,150490.0
2026-05-28,KXIPLGAME,no,13559,6916.92
2026-05-28,KXIPLFOUR,yes,315,170.13
2026-05-28,KXIPLFOUR,no,282,143.82
2026-05-28,KXIPLFINALS,yes,2441,1275.85
2026-05-28,KXIPLFINALS,no,744,359.56
2026-05-28,KXIPL,yes,180208,47403.0
2026-05-28,KXINDYCARTOP10,yes,132,36.43
2026-05-28,KXIPL,no,82738,47122.03
2026-05-28,KXINXU,no,266697,123623.57
2026-05-28,KXINXMAXY,yes,2930,2695.37
2026-05-28,KXINXMAXY,no,714,70.42
2026-05-28,KXINXMAXMM,yes,639,485.5
2026-05-28,KXINXMAXMM,no,27764,429.47
2026-05-28,KXINX,yes,22045,6287.31
2026-05-28,KXINX,no,13696,10988.43
2026-05-28,KXINTLFRIENDLYGAME,yes,1314985,638482.84
2026-05-28,KXINTLFRIENDLYGAME,no,487263,285211.29
2026-05-28,KXINSOSNOMR,yes,638,43.95
2026-05-28,KXINSOSNOMR,no,1128,1038.61
2026-05-28,KXINXU,yes,241153,139346.46
2026-05-28,KXHIGHTSEA,yes,46666,12098.81
2026-05-28,KXHOUSINGSTART,yes,2023,1706.67
2026-05-28,KXHIGHTSEA,no,32190,25901.8
2026-05-28,KXHIGHMIA,no,73744,46248.79
2026-05-28,KXHIGHLAX,yes,149126,26180.39
2026-05-28,KXHIGHLAX,no,77134,55942.87
2026-05-28,KXHIGHINFLATION,no,2702,47.03
2026-05-28,KXHIGHDEN,yes,22464,7391.74
2026-05-28,KXHIGHDEN,no,20917,14737.35
2026-05-28,KXHIGHCHI,yes,146227,19470.28
2026-05-28,KXHIGHCHI,no,77495,43645.5
2026-05-28,KXHIGHAUS,yes,36150,10810.99
2026-05-28,KXHFHOUSING,no,37,9.6
2026-05-28,KXHEGSETHOUT,yes,14410,149.3
2026-05-28,KXHIGHMIA,yes,90475,16763.92
2026-05-28,KXHEGSETHOUT,no,6192,5863.47
2026-05-28,KXHEGSETHMENTION,no,1480,692.29
2026-05-28,KXHANTACOUNTRY,yes,1014,68.15
2026-05-28,KXHANTACOUNTRY,no,1194,1120.48
2026-05-28,KXHANTACOUNT,yes,1865,1183.14
2026-05-28,KXHANTACOUNT,no,643,167.88
2026-05-28,KXH200W,yes,436,24.95
2026-05-28,KXH200Q,yes,865,495.58
2026-05-28,KXH200Q,no,4731,1091.28
2026-05-28,KXH200MON,yes,10,8.64
2026-05-28,KXH200MAX,yes,57,37.22
2026-05-28,KXH200MAX,no,63,8.59
2026-05-28,KXHEGSETHMENTION,yes,4213,2634.81
2026-05-28,KXHIGHNY,no,83909,48941.87
2026-05-28,KXHIGHAUS,no,32571,27234.17
2026-05-28,KXHIGHPHIL,no,12692,10520.81
2026-05-28,KXHIGHTSATX,no,20026,15457.78
2026-05-28,KXHIGHTPHX,yes,30431,8302.32
2026-05-28,KXHIGHNY,yes,148455,38764.63
2026-05-28,KXHIGHTPHX,no,27674,21296.28
2026-05-28,KXHIGHTOKC,yes,11410,3545.9
2026-05-28,KXHIGHTOKC,no,10800,8203.6
2026-05-28,KXHIGHTNOLA,yes,27760,6017.6
2026-05-28,KXHIGHTNOLA,no,24581,12469.05
2026-05-28,KXHIGHTMIN,yes,15281,4716.96
2026-05-28,KXHIGHTMIN,no,21007,17070.65
2026-05-28,KXHIGHTLV,yes,17889,6834.15
2026-05-28,KXHIGHTLV,no,18262,16085.33
2026-05-28,KXHIGHTHOU,yes,12170,4515.74
2026-05-28,KXHIGHTSATX,yes,20365,8796.96
2026-05-28,KXHIGHTATL,no,23283,15988.6
2026-05-28,KXHIGHTDC,yes,20213,5709.89
2026-05-28,KXHIGHTDC,no,21923,18881.68
2026-05-28,KXHIGHTDAL,yes,17270,5019.31
2026-05-28,KXHIGHTDAL,no,14927,11289.86
2026-05-28,KXHIGHTBOS,yes,58467,15307.21
2026-05-28,KXHIGHTBOS,no,62190,26970.14
2026-05-28,KXHIGHTATL,yes,35500,7998.13
2026-05-28,KXHIGHTHOU,no,9981,7816.18
2026-05-28,KXHIGHPHIL,yes,23178,3564.85
2026-05-29,KXOKPRIMARY,yes,292,213.55
2026-05-29,KXOMEGA,no,52,11.96
2026-05-29,KXPAYROLLS,no,3735,1921.98
2026-05-29,KXOMEGA,yes,25,21.5
2026-05-29,KXPARDONSTRUMP,no,12,6.74
2026-05-29,KXOTDBASKETBALL,yes,3581,1967.55
2026-05-29,KXOWGRRANK,no,106,101.57
2026-05-29,KXOKPRIMARY,no,1022,51.41
2026-05-29,KXPARDONSTRUMP,yes,47,36.1
2026-05-29,KXOTDBASKETBALL,no,169,77.26
2026-05-29,KXOWGRRANK,yes,7,6.71
2026-05-29,KXNY7D,yes,1327,797.78
2026-05-29,KXODIMATCH,no,614,324.76
2026-05-29,KXNZNBLGAME,yes,39225,21297.24
2026-05-29,KXNZNBLGAME,no,11909,6156.53
2026-05-29,KXNYTHEAD,yes,5384,101.47
2026-05-29,KXNYTHEAD,no,358,339.96
2026-05-29,KXNYPRIMARY,yes,22,1.11
2026-05-29,KXNYCRENTFREEZE,yes,3,2.37
2026-05-29,KXNYCRENTFREEZE,no,47,11.59
2026-05-29,KXPAYROLLS,yes,19835,13829.92
2026-05-29,KXNY7D,no,2209,1443.1
2026-05-29,KXNY17D,no,75,40.02
2026-05-29,KXNY17D,yes,328,143.05
2026-05-29,KXODIMATCH,yes,27209,14434.28
2026-05-29,KXPCECORE,no,269,247.53
2026-05-29,KXNHLADAMS,no,13,6.17
2026-05-29,KXPERLIGA1GAME,no,145109,71117.64
2026-05-29,KXPGAR1LEAD,no,46,43.5
2026-05-29,KXNY13D,yes,5661,2547.58
2026-05-29,KXPGAPLAYOFF,yes,1106,316.19
2026-05-29,KXPGAPLAYOFF,no,1156,848.15
2026-05-29,KXPGAMAKECUT,yes,84915,42014.06
2026-05-29,KXPGAMAKECUT,no,24412,7229.0
2026-05-29,KXPGAMAJORWIN,yes,636,100.34
2026-05-29,KXPGAMAJORWIN,no,111,94.94
2026-05-29,KXPGAMAJORTOP10,yes,36,10.52
2026-05-29,KXPGAMAJORTOP10,no,20,13.2
2026-05-29,KXPGAHOLEINONE,yes,10763,5892.11
2026-05-29,KXPGAHOLEINONE,no,3574,2252.92
2026-05-29,KXPGAH2H,yes,5680,3303.77
2026-05-29,KXPGAH2H,no,213,114.78
2026-05-29,KXPGA3BALL,yes,74130,44760.06
2026-05-29,KXPGA3BALL,no,5483,2719.67
2026-05-29,KXPERUPRESMOV,no,237,189.28
2026-05-29,KXPERUPRES,yes,12494,5841.48
2026-05-29,KXPERUPRES,no,29701,22945.3
2026-05-29,KXPERSONPUBLIC,yes,77,48.91
2026-05-29,KXPERSONPUBLIC,no,423,174.37
2026-05-29,KXPERSONMENTION,yes,1113,957.01
2026-05-29,KXPERSONMENTION,no,221,202.66
2026-05-29,KXPERMIT,no,25,15.25
2026-05-29,KXPERLIGA1GAME,yes,394725,184491.53
2026-05-29,KXPCECORE,yes,226,189.12
2026-05-29,KXNY13D,no,5009,2399.8
2026-05-29,KXNHLAST,yes,11316,6062.22
2026-05-29,KXNY12D,no,962,462.58
2026-05-29,KXNHLPTS,no,3387,1525.19
2026-05-29,KXNHLOVERTIME,yes,3761,913.91
2026-05-29,KXNHLOVERTIME,no,1512,1278.37
2026-05-29,KXNHLNORRIS,yes,1583,139.17
2026-05-29,KXNHLNORRIS,no,70,6.77
2026-05-29,KXNHLMENTION,yes,30151,10945.26
2026-05-29,KXNHLMENTION,no,25821,3836.09
2026-05-29,KXNHLHART,yes,904,270.75
2026-05-29,KXNHLHART,no,1061,901.52
2026-05-29,KXNHLGOAL,yes,146288,28072.27
2026-05-29,KXNHLGOAL,no,6537,2973.66
2026-05-29,KXNHLPTS,yes,17994,8810.37
2026-05-29,KXNHLGAME,yes,3052719,1209897.39
2026-05-29,KXNHLFIRSTGOAL,yes,217814,10928.56
2026-05-29,KXNHLFIRSTGOAL,no,213,197.14
2026-05-29,KXNHLEAST,yes,136954,30889.13
2026-05-29,KXNHLEAST,no,22269,10273.11
2026-05-29,KXNHLDRAFTTOP,yes,9,8.82
2026-05-29,KXNHLDRAFTPICK,yes,1248,266.25
2026-05-29,KXNHLDRAFTPICK,no,9,8.46
2026-05-29,KXNHL30COMEBACK,yes,3913,102.84
2026-05-29,KXNHLAST,no,73,20.38
2026-05-29,KXNHLADAMS,yes,613,242.42
2026-05-29,KXPGAR1LEAD,yes,1149,38.69
2026-05-29,KXNHLGAME,no,532977,288918.33
2026-05-29,KXNHLSERIESGAMES,no,127,114.43
2026-05-29,KXNHLSERIESGAMES,yes,15,5.34
2026-05-29,KXNHLSERIESSCORE,no,6510,3792.58
2026-05-29,KXNY10D,yes,89,81.88
2026-05-29,KXNY10D,no,2,1.86
2026-05-29,KXNWSLGAME,yes,162197,80659.05
2026-05-29,KXNWSLGAME,no,52518,31674.45
2026-05-29,KXNVPRIMARY,yes,4154,2056.81
2026-05-29,KXNVPRIMARY,no,2711,1543.44
2026-05-29,KXNPBGAME,yes,267644,165467.56
2026-05-29,KXNPBGAME,no,46936,20336.86
2026-05-29,KXNOTE10,yes,872,165.92
2026-05-29,KXNOTE10,no,301,210.74
2026-05-29,KXNJPRIMARY,yes,661,307.5
2026-05-29,KXNJPRIMARY,no,619,270.7
2026-05-29,KXNJ07D,yes,26,24.54
2026-05-29,KXNJ07D,no,10,9.81
2026-05-29,KXNHSALES,yes,20,4.2
2026-05-29,KXNHSALES,no,31,2.06
2026-05-29,KXNHLVEZINA,yes,3992,53.17
2026-05-29,KXNHLVEZINA,no,2,0.18
2026-05-29,KXNHLTOTAL,yes,908151,503100.28
2026-05-29,KXNHLTOTAL,no,831220,387398.82
2026-05-29,KXNHLSPREAD,yes,558826,276917.14
2026-05-29,KXNHLSPREAD,no,366682,133604.14
2026-05-29,KXNHLSERIESSPREAD,yes,139,130.24
2026-05-29,KXNHLSERIESSPREAD,no,858,12.43
2026-05-29,KXNHLSERIESSCORE,yes,10450,4453.4
2026-05-29,KXNY12D,yes,1670,546.24
2026-05-29,KXPGAR2LEAD,no,244861,163365.39
2026-05-29,KXSAGDPQOQ,yes,60,36.96
2026-05-29,KXPGAR2TOP10,no,5779,1125.29
2026-05-29,KXRIVN,no,106,100.61
2026-05-29,KXRECNCHVOTE,yes,309,223.03
2026-05-29,KXRECNCH,yes,1338,711.72
2026-05-29,KXRECNCH,no,1170,773.42
2026-05-29,KXRECBILL,yes,49,38.22
2026-05-29,KXRECBILL,no,208,63.38
2026-05-29,KXRANKLISTSONGTOP10,yes,573,55.9
2026-05-29,KXRANKLISTSONGTOP10,no,23,17.47
2026-05-29,KXRANKLISTSONGSPOTUSA,yes,54479,31116.9
2026-05-29,KXRANKLISTSONGSPOTUSA,no,75041,5261.33
2026-05-29,KXRANKLISTSONGSPOTGLOBAL,yes,20313,15179.22
2026-05-29,KXRMAPLAYTOGETHER,no,359,354.08
2026-05-29,KXRANKLISTSONGSPOTGLOBAL,no,9615,556.42
2026-05-29,KXRANKLIST1SONG,no,4577,2399.66
2026-05-29,KXRANKLIST1ALBUM,yes,5,4.9
2026-05-29,KXRAINSFOM,yes,2469,180.58
2026-05-29,KXRAINSFOM,no,1032,971.21
2026-05-29,KXRAINSEAM,yes,28571,10416.41
2026-05-29,KXRAINSEAM,no,47858,7703.27
2026-05-29,KXRAINNYCM,yes,1287,12.87
2026-05-29,KXRAINNYCM,no,1232,246.49
2026-05-29,KXRAINNYC,yes,1710,483.18
2026-05-29,KXRAINNYC,no,2068,1903.52
2026-05-29,KXRAINMIAM,yes,8982,5681.63
2026-05-29,KXRANKLIST1SONG,yes,13427,10283.77
2026-05-29,KXRMAPLAYTOGETHER,yes,189,12.9
2026-05-29,KXROCKETLEAGUE,no,668,631.82
2026-05-29,KXROCKETLEAGUE,yes,19,0.95
2026-05-29,KXSAMOMINF,yes,34,16.5
2026-05-29,KXNHL30COMEBACK,no,205,202.95
2026-05-29,KXSAMOMINF,no,1,0.54
2026-05-29,KXSAILGPRACE,yes,909,70.83
2026-05-29,KXSAILGPRACE,no,25,16.5
2026-05-29,KXSAGDPQOQ,no,3805,780.63
2026-05-29,KXRUGBYNRLMATCH,yes,7222,4446.68
2026-05-29,KXRUGBYNRLMATCH,no,928,842.43
2026-05-29,KXRUGBYMLRMATCH,yes,4,1.8
2026-05-29,KXRUGBYFRA14MATCH,yes,839,128.67
2026-05-29,KXRUGBYFRA14MATCH,no,39,0.92
2026-05-29,KXRUBIOMENTION,yes,634,264.02
2026-05-29,KXRUBIOMENTION,no,204,123.8
2026-05-29,KXRTX5090W,yes,28,27.68
2026-05-29,KXRTX5090Q,yes,1012,610.59
2026-05-29,KXRTX5090Q,no,713,362.74
2026-05-29,KXRTX5090MAX,yes,160,54.02
2026-05-29,KXRTX5090MAX,no,142,92.03
2026-05-29,KXRT,yes,190050,61921.61
2026-05-29,KXRT,no,104843,21154.31
2026-05-29,KXROLEX,yes,20,19.4
2026-05-29,KXROLEX,no,32,0.96
2026-05-29,KXROLEINPRODUCTIONDOOMSDAY,no,16,0.16
2026-05-29,KXROCKTHEBLOCK,yes,378,3.78
2026-05-29,KXROCKTHEBLOCK,no,2855,28.55
2026-05-29,KXRAINMIAM,no,5198,2903.13
2026-05-29,KXRAINLAXM,yes,3773,70.64
2026-05-29,KXRAINLAXM,no,110,108.9
2026-05-29,KXRAINHOUM,yes,806,27.07
2026-05-29,KXPOLITICSMENTION,no,8819,4158.06
2026-05-29,KXPOKEMON,yes,277,241.75
2026-05-29,KXPOKEMON,no,209,113.84
2026-05-29,KXPLLGAME,yes,10999,6498.87
2026-05-29,KXPLLGAME,no,1603,1081.37
2026-05-29,KXPLKGAME,yes,29091,15772.65
2026-05-29,KXPLKGAME,no,15391,6861.65
2026-05-29,KXPLAYTOGETHERJBJT,yes,21,13.65
2026-05-29,KXPGAUSO,yes,2,0.12
2026-05-29,KXPGAUSO,no,3,2.76
2026-05-29,KXPGATOUR,yes,12345778,361197.89
2026-05-29,KXPGATOUR,no,1795157,1715433.69
2026-05-29,KXPGATOP5,yes,86480,18341.51
2026-05-29,KXPGATOP5,no,9042,7605.99
2026-05-29,KXPGATOP20,yes,171681,83969.53
2026-05-29,KXPGATOP20,no,42928,26811.25
2026-05-29,KXPGATOP10,yes,81079,24358.23
2026-05-29,KXPGATOP10,no,20191,15478.75
2026-05-29,KXPGAROUNDSCORE,yes,114378,69649.05
2026-05-29,KXPGAROUNDSCORE,no,20079,10568.06
2026-05-29,KXPGAR3TOP10,yes,785,300.77
2026-05-29,KXPGAR3TOP10,no,10,7.1
2026-05-29,KXPGAR3LEAD,yes,46090,3422.26
2026-05-29,KXPGAR3LEAD,no,91,75.63
2026-05-29,KXPGAR2TOP10,yes,25858,14130.89
2026-05-29,KXPOLITICSMENTION,yes,26926,11589.93
2026-05-29,KXPGAR2LEAD,yes,3345106,379508.91
2026-05-29,KXPORTERDROPOUT,no,124,116.63
2026-05-29,KXPOWELLMENTION,yes,1666,620.74
2026-05-29,KXRAINHOUM,no,4442,1459.56
2026-05-29,KXRAINDENM,yes,2402,171.09
2026-05-29,KXRAINDENM,no,3850,3321.12
2026-05-29,KXRAINDALM,yes,12542,402.92
2026-05-29,KXRAINDALM,no,5524,4044.79
2026-05-29,KXRAINCHIM,yes,261,12.01
2026-05-29,KXRAINCHIM,no,482,148.5
2026-05-29,KXQUADRUPLEDOUBLE,yes,28439,571.82
2026-05-29,KXQUADRUPLEDOUBLE,no,3644,3588.54
2026-05-29,KXPUREALBUMS,yes,3232,1480.01
2026-05-29,KXPUREALBUMS,no,1756,834.01
2026-05-29,KXPSAKIMENTION,yes,39546,395.46
2026-05-29,KXPRIMARYTURNOUT,yes,5107,781.69
2026-05-29,KXPRIMARYTURNOUT,no,4289,2625.95
2026-05-29,KXPRIMARYPLACE,yes,9779,5959.85
2026-05-29,KXPRIMARYPLACE,no,9889,7066.26
2026-05-29,KXPRIMARYMOV,yes,50056,3633.34
2026-05-29,KXPRIMARYMOV,no,44911,39468.0
2026-05-29,KXPRIMARYCOUNTY,yes,83,48.22
2026-05-29,KXPRIMARYCOUNTY,no,275,134.39
2026-05-29,KXPRICEINCREASEAPPLEMUSIC,yes,3,1.71
2026-05-29,KXPRICEINCREASEAPPLEMUSIC,no,25,12.89
2026-05-29,KXPRESSBRIEFINGCOUNT,yes,50,49.5
2026-05-29,KXPRESSBRIEFINGCOUNT,no,228,223.16
2026-05-29,KXPREMCHAMP,yes,23,4.83
2026-05-29,KXPOWELLMENTION,no,531,442.94
2026-05-29,KXNHL,yes,320660,92028.08
2026-05-29,KXMLBF5TOTAL,yes,234285,140993.98
2026-05-29,KXNFLTRADE,yes,39,19.5
2026-05-29,KXNASDAQ100MAXY,yes,24,23.76
2026-05-29,KXNASDAQ100MAXY,no,51,2.04
2026-05-29,KXNASDAQ100,yes,2367,861.55
2026-05-29,KXNASDAQ100,no,2831,2412.69
2026-05-29,KXNASCARTOPTEAM,yes,1029,517.79
2026-05-29,KXNASCARTOPTEAM,no,515,399.02
2026-05-29,KXNASCARTOP5,yes,172,61.86
2026-05-29,KXNASCARTOP5,no,28,25.65
2026-05-29,KXNASCARTOP3,yes,8995,2171.4
2026-05-29,KXNASCARTOP3,no,237,133.41
2026-05-29,KXNASCARTOP20,yes,5,2.0
2026-05-29,KXNASDAQ100U,no,63554,39786.65
2026-05-29,KXNASCARTOP10,yes,2888,1247.0
2026-05-29,KXNASCARRACE,yes,344937,30378.1
2026-05-29,KXNASCARRACE,no,11070,9466.37
2026-05-29,KXNASCARFASTLAP,yes,62,1.86
2026-05-29,KXMVESPORTSMULTIGAMEEXTENDED,yes,124724133,7018369.92
2026-05-29,KXMVESPORTSMULTIGAMEEXTENDED,no,11639388,8516260.8
2026-05-29,KXMVECROSSCATEGORY,yes,22931789,2871518.66
2026-05-29,KXMVECROSSCATEGORY,no,1869244,1239984.16
2026-05-29,KXMUSKWEALTH,yes,182,117.12
2026-05-29,KXMUSKWEALTH,no,5913,663.05
2026-05-29,KXMUSKTRILLION,yes,10,9.22
2026-05-29,KXMUSKTRILLION,no,701,81.43
2026-05-29,KXNASCARTOP10,no,431,234.71
2026-05-29,KXNASDAQ100U,yes,88176,49444.88
2026-05-29,KXNATGASD,no,1132,261.31
2026-05-29,KXNATGASD,yes,4100,3727.77
2026-05-29,KXNBA3D,yes,59064,1927.44
2026-05-29,KXNBA3D,no,110,107.8
2026-05-29,KXNBA30COMEBACK,yes,18466,233.59
2026-05-29,KXNBA2KCOVER,yes,686,16.68
2026-05-29,KXNBA2KCOVER,no,231,124.36
2026-05-29,KXNBA2HWINNER,yes,3698,874.27
2026-05-29,KXNBA2HWINNER,no,253,142.66
2026-05-29,KXNBA2HTOTAL,yes,487,222.12
2026-05-29,KXNBA2HTOTAL,no,1,0.55
2026-05-29,KXNBA2HSPREAD,yes,784,226.82
2026-05-29,KXNBA2HSPREAD,no,81,43.74
2026-05-29,KXNBA2D,yes,8733,2309.94
2026-05-29,KXNBA2D,no,417,340.33
2026-05-29,KXNBA1HWINNER,yes,64236,10947.14
2026-05-29,KXNBA1HWINNER,no,956,553.93
2026-05-29,KXNBA1HTOTAL,yes,8803,4790.36
2026-05-29,KXNBA1HTOTAL,no,3325,1554.9
2026-05-29,KXNBA1HSPREAD,yes,17442,7614.2
2026-05-29,KXNBA1HSPREAD,no,3219,2115.78
2026-05-29,KXNBA,yes,1605964,530778.47
2026-05-29,KXNBA,no,1159654,826142.33
2026-05-29,KXNATGASW,yes,12015,4542.64
2026-05-29,KXNATGASW,no,3164,1641.84
2026-05-29,KXNATGASMON,yes,3087,1432.48
2026-05-29,KXNATGASMON,no,2560,796.7
2026-05-29,KXMUSKNW,yes,84,83.04
2026-05-29,KXMUSKNW,no,135,30.15
2026-05-29,KXMUSKNASA,no,12,11.64
2026-05-29,KXMTPRIMARY,yes,352,165.29
2026-05-29,KXMLBPLAYEROTM,no,1462,1082.75
2026-05-29,KXMLBPITCHEROTM,yes,875,246.29
2026-05-29,KXMLBPITCHEROTM,no,340,260.77
2026-05-29,KXMLBNEXTHR,yes,138,44.56
2026-05-29,KXMLBNEXTHR,no,1276,61.33
2026-05-29,KXMLBMENTION,yes,55936,28127.69
2026-05-29,KXMLBMENTION,no,44691,13446.69
2026-05-29,KXMLBKS,yes,454155,211379.98
2026-05-29,KXMLBKS,no,192982,102474.42
2026-05-29,KXMLBHRR,yes,146062,71247.68
2026-05-29,KXMLBHRR,no,19644,6910.42
2026-05-29,KXMLBHR,yes,1231102,193053.72
2026-05-29,KXMLBHR,no,140368,72183.58
2026-05-29,KXMLBHIT,yes,186591,82231.75
2026-05-29,KXMLBHIT,no,33001,17120.51
2026-05-29,KXMLBGAME,yes,46318718,24682345.39
2026-05-29,KXMLBGAME,no,14317238,5880200.42
2026-05-29,KXMLBF5TOTAL,no,343413,164388.22
2026-05-29,KXMLBF5SPREAD,yes,131541,60813.88
2026-05-29,KXMLBF5SPREAD,no,102392,73147.82
2026-05-29,KXMLBF5,yes,644370,299701.57
2026-05-29,KXMLBF5,no,129769,58354.73
2026-05-29,KXMLBEXTRAS,yes,1816,305.25
2026-05-29,KXMLBEXTRAS,no,1444,869.78
2026-05-29,KXSAMSUNGSTRIKE,no,84,82.87
2026-05-29,KXMLBPLAYEROTM,yes,792,299.7
2026-05-29,KXNBA3PEAT,no,1289,1089.45
2026-05-29,KXMLBRETURN,no,1522,1496.08
2026-05-29,KXMLBRFI,no,1515109,766762.54
2026-05-29,KXMTPRIMARY,no,1178,94.31
2026-05-29,KXMTPMENTION,yes,302,196.34
2026-05-29,KXMTPMENTION,no,374,231.39
2026-05-29,KXMTN,yes,106,31.99
2026-05-29,KXMTN,no,1054,499.81
2026-05-29,KXMT01D,yes,2017,1089.02
2026-05-29,KXMT01D,no,281,127.55
2026-05-29,KXMRBEASTMENTION,yes,10658,4520.96
2026-05-29,KXMRBEASTMENTION,no,6857,4511.66
2026-05-29,KXMOVIELENGTH,yes,953,111.16
2026-05-29,KXMOVIELENGTH,no,3562,137.45
2026-05-29,KXMOVIEDELAYODYSSEY,yes,25,1.25
2026-05-29,KXMOVIEDELAYODYSSEY,no,133,129.37
2026-05-29,KXMLBTOTAL,yes,4340200,2386239.76
2026-05-29,KXMLBTOTAL,no,6408701,3145639.71
2026-05-29,KXMLBTEAMTOTAL,yes,232322,120184.25
2026-05-29,KXMLBTEAMTOTAL,no,61404,19657.09
2026-05-29,KXMLBTB,yes,139098,62513.9
2026-05-29,KXMLBTB,no,17891,7524.82
2026-05-29,KXMLBSTATCOUNT,yes,5,4.3
2026-05-29,KXMLBSTATCOUNT,no,24,5.28
2026-05-29,KXMLBSPREAD,yes,4710996,2113903.96
2026-05-29,KXMLBSPREAD,no,2727864,1583957.38
2026-05-29,KXMLBSISTREAK,yes,1,0.06
2026-05-29,KXMLBRFI,yes,481359,200462.31
2026-05-29,KXMLBRETURN,yes,34,19.34
2026-05-29,KXNHL,no,47250,28848.96
2026-05-29,KXNBA3PEAT,yes,274,39.1
2026-05-29,KXNBA3PT,yes,15753,5139.41
2026-05-29,KXNETFLIXRANKMOVIEGLOBAL2,yes,446,367.03
2026-05-29,KXNETFLIXRANKMOVIEGLOBAL2,no,45,44.55
2026-05-29,KXNETFLIXRANKMOVIEGLOBAL,yes,799,529.75
2026-05-29,KXNETFLIXRANKMOVIEGLOBAL,no,409,17.17
2026-05-29,KXNETFLIXRANKMOVIE,yes,4349,2264.33
2026-05-29,KXNETFLIXRANKMOVIE,no,954,120.09
2026-05-29,KXNCAASOFTBALL,yes,40508,7256.31
2026-05-29,KXNCAASOFTBALL,no,3663,3133.18
2026-05-29,KXNCAASBGAME,yes,33575,17289.7
2026-05-29,KXNCAASBGAME,no,9362,3584.71
2026-05-29,KXNCAABBREG,yes,98645,37375.52
2026-05-29,KXNETFLIXRANKMOVIERUNNERUP,no,4909,2139.36
2026-05-29,KXNCAABBREG,no,28297,20129.39
2026-05-29,KXNCAABBPLAYOFFS,no,4086,2245.1
2026-05-29,KXNCAABBGS,yes,1717,629.02
2026-05-29,KXNCAABBGS,no,213,179.58
2026-05-29,KXNCAABBGAME,yes,847923,423984.04
2026-05-29,KXNCAABBGAME,no,177367,93412.57
2026-05-29,KXNCAABASEBALL,yes,467737,23337.63
2026-05-29,KXNCAABASEBALL,no,111173,104802.07
2026-05-29,KXNBAWFINMVP,yes,552077,104957.15
2026-05-29,KXNBAWFINMVP,no,94660,60028.38
2026-05-29,KXNBAWEST,yes,3871652,1805661.87
2026-05-29,KXNBAWEST,no,624566,337136.73
2026-05-29,KXNCAABBPLAYOFFS,yes,9120,3621.09
2026-05-29,KXNETFLIXRANKMOVIERUNNERUP,yes,5736,2689.71
2026-05-29,KXNETFLIXRANKSHOW,no,28681,14345.49
2026-05-29,KXNETFLIXRANKSHOW,yes,41300,18741.95
2026-05-29,KXNFLTRADE,no,26,4.68
2026-05-29,KXNFLSUPDRAFTPICK,no,66,23.97
2026-05-29,KXNEXTUKPM,yes,1307,146.69
2026-05-29,KXNEXTUKPM,no,127,124.79
2026-05-29,KXNEXTTEAMNFL,yes,42745,5807.83
