date,report_ticker,side,contracts_settled,notional_settled
2026-04-16,KXGOVPANOMR,no,25,1.66
2026-04-16,KXGOVORNOMR,yes,1514,227.67
2026-04-16,KXGOVORNOMR,no,648,535.85
2026-04-16,KXGOVOKNOMR,yes,653,88.95
2026-04-16,KXGOVOKNOMR,no,174,165.39
2026-04-16,KXGOVOHNOMR,yes,2810,933.81
2026-04-16,KXGTEDEPLOYMEGAETHDAY1,yes,1,0.2
2026-04-16,KXH100MON,no,1,0.95
2026-04-16,KXGREENLAND,no,1952,1951.12
2026-04-16,KXHIGHAUS,yes,57828,16039.51
2026-04-16,KXHIGHINFLATION,yes,16,9.6
2026-04-16,KXH100MON,yes,444,191.19
2026-04-16,KXHIGHLAX,yes,217939,30408.41
2026-04-16,KXHIGHDEN,yes,61318,15014.52
2026-04-16,KXHIGHDEN,no,37724,28924.02
2026-04-16,KXHIGHCHI,yes,99897,14657.64
2026-04-16,KXHIGHCHI,no,65964,52724.24
2026-04-16,KXHIGHMIA,no,29210,20054.81
2026-04-16,KXHIGHAUS,no,36907,28490.56
2026-04-16,KXHFHOUSING,yes,441,273.42
2026-04-16,KXHIGHLAX,no,107813,61268.44
2026-04-16,KXHEGSETHOUT,yes,1657,167.15
2026-04-16,KXHFHOUSING,no,155,58.22
2026-04-16,KXHEGSETHMENTION,yes,154904,30451.0
2026-04-16,KXHEGSETHMENTION,no,31000,7722.44
2026-04-16,KXHEGSETHANNOUNCEOUT,yes,1282,114.1
2026-04-16,KXHEGSETHANNOUNCEOUT,no,347,322.82
2026-04-16,KXHBUDGETRES,yes,300,258.0
2026-04-16,KXHBUDGETRES,no,2066,1700.71
2026-04-16,KXHEGSETHOUT,no,2175,1852.8
2026-04-16,KXH200W,no,478,15.26
2026-04-16,KXH200MON,yes,32,29.86
2026-04-16,KXH200MON,no,11,2.13
2026-04-16,KXH100W,yes,404,371.68
2026-04-16,KXH100W,no,35,4.9
2026-04-17,KXNFLDRAFTRB,no,145,101.02
2026-04-17,KXNFLDRAFTTE,yes,4126,3058.62
2026-04-17,KXNFLDRAFTTE,no,780,208.57
2026-04-17,KXNFLDRAFTRB,yes,707,259.72
2026-04-17,KXNFLDRAFTTEAM,no,3952,3165.14
2026-04-17,KXNFLDRAFTDB,yes,2381,796.86
2026-04-17,KXNFLDRAFTTOP,no,24377,9171.39
2026-04-17,KXNFLDRAFTTOP,yes,39535,20574.05
2026-04-17,KXNFLDRAFTWR,no,7545,5962.89
2026-04-17,KXNFLDRAFTWR,yes,10213,3265.05
2026-04-17,KXNFLTEAM1POS,no,50,2.5
2026-04-17,KXNFLDRAFTTEAM,yes,54890,9494.13
2026-04-17,KXNFLDRAFTQB,yes,173,22.18
2026-04-17,KXNFLDRAFTEDGE,yes,1855,896.35
2026-04-17,KXNFLDRAFTPICK,yes,146605,29722.99
2026-04-17,KXNFLDRAFTPICK,no,43806,27192.99
2026-04-17,KXNFLDRAFTOL,yes,2976,835.77
2026-04-17,KXNFLDRAFTOL,no,764,614.42
2026-04-17,KXNFLDRAFTMATCHUP,yes,2072,904.19
2026-04-17,KXNFLDRAFTMATCHUP,no,125,56.95
2026-04-17,KXNFLDRAFTLB,yes,678,562.34
2026-04-17,KXNFLDRAFTLB,no,145,18.75
2026-04-17,KXNFLDRAFTEDGE,no,1,0.65
2026-04-17,KXNFLDRAFTDT,yes,1740,836.65
2026-04-17,KXNFLTEAM1POS,yes,2284,769.97
2026-04-17,KXNFLDRAFTDB,no,581,313.85
2026-04-17,KXNFLDRAFTQB,no,46,30.52
2026-04-17,KXNFLTRADE,no,291,144.91
2026-04-17,KXNBAWEST,no,35714,32479.58
2026-04-17,KXNHL,no,142734,137991.36
2026-04-17,KXNHLSERIESSPREAD,no,1320,799.11
2026-04-17,KXNFLDRAFT1ST,yes,6356,248.52
2026-04-17,KXNHLSERIESSCORE,yes,20974,3607.04
2026-04-17,KXNHLSERIESSCORE,no,628,527.67
2026-04-17,KXNHLSERIESGAMES,yes,330,231.69
2026-04-17,KXNHLSERIESGAMES,no,23,15.91
2026-04-17,KXNHLSERIES,yes,157386,77515.16
2026-04-17,KXNHLSERIES,no,15978,7612.91
2026-04-17,KXNHLROSS,no,545,5.45
2026-04-17,KXNHLPLAYOFFGOALS,yes,2,1.98
2026-04-17,KXNHLPLAYOFFGOALS,no,5,4.95
2026-04-17,KXNHLNORRIS,yes,2654,618.37
2026-04-17,KXNGUARDAIR,no,1,0.99
2026-04-17,KXNHLNORRIS,no,676,478.99
2026-04-17,KXNHLMENTION,no,15455,14631.06
2026-04-17,KXNHLHART,yes,23837,5497.55
2026-04-17,KXNHLHART,no,21580,13125.07
2026-04-17,KXNHLGAME,yes,775794,389804.48
2026-04-17,KXNHLGAME,no,216830,68306.45
2026-04-17,KXNHLEAST,yes,54993,6302.87
2026-04-17,KXNHLEAST,no,3477,3009.18
2026-04-17,KXNHLCALDER,yes,1148,19.67
2026-04-17,KXNHLCALDER,no,665,12.3
2026-04-17,KXNHLADAMS,yes,1325,777.53
2026-04-17,KXNHLADAMS,no,406,291.36
2026-04-17,KXNHL,yes,1082962,71455.26
2026-04-17,KXNHLMENTION,yes,14452,396.77
2026-04-17,KXNFLDRAFT1ST,no,5945,118.9
2026-04-17,KXNBAWFINMVP,yes,4062,478.81
2026-04-17,KXNFLDRAFT1,no,18875,235.27
2026-04-17,KXNETFLIXRANKSHOW,no,7714,4013.08
2026-04-17,KXNETFLIXRANKMOVIERUNNERUP,yes,2095,234.12
2026-04-17,KXNETFLIXRANKMOVIERUNNERUP,no,226,218.15
2026-04-17,KXNETFLIXRANKMOVIEGLOBAL2,yes,3829,340.73
2026-04-17,KXNETFLIXRANKMOVIEGLOBAL2,no,15,14.77
2026-04-17,KXNETFLIXRANKMOVIEGLOBAL,yes,5626,253.22
2026-04-17,KXNETFLIXRANKMOVIEGLOBAL,no,56,2.8
2026-04-17,KXNETFLIXRANKMOVIE,yes,7030,2367.25
2026-04-17,KXNETFLIXRANKMOVIE,no,2820,782.25
2026-04-17,KXNE2D,yes,247,107.95
2026-04-17,KXNE2D,no,330,161.68
2026-04-17,KXNDALR,yes,47,3.76
2026-04-17,KXNDALR,no,11,0.77
2026-04-17,KXNCAAMLAXGAME,yes,24957,12761.58
2026-04-17,KXNCAAMLAXGAME,no,11452,5989.88
2026-04-17,KXNCAALAXFINAL,yes,1615,148.39
2026-04-17,KXNCAALAXFINAL,no,5908,5660.12
2026-04-17,KXNCAABBGAME,yes,202814,150891.44
2026-04-17,KXNCAABBGAME,no,118000,104409.78
2026-04-17,KXNCAABASEBALL,yes,58363,2864.91
2026-04-17,KXNCAABASEBALL,no,16064,14770.31
2026-04-17,KXNBAWFINMVP,no,796,676.13
2026-04-17,KXNBAUPSET,yes,7,2.17
2026-04-17,KXNBAWEST,yes,249044,13288.99
2026-04-17,KXNHLSERIESSPREAD,yes,4337,2016.56
2026-04-17,KXNETFLIXRANKSHOW,yes,57297,6084.61
2026-04-17,KXNETFLIXRANKSHOWGLOBAL,no,2798,1831.56
2026-04-17,KXNETFLIXRANKSHOWGLOBAL,yes,9068,5340.87
2026-04-17,KXNETFLIXRANKSHOWGLOBAL2,no,1423,1181.42
2026-04-17,KXNEXTUKPM,yes,14151,1128.81
2026-04-17,KXNEXTUKPM,no,34,30.26
2026-04-17,KXNEXTTEAMNFL,yes,8955,5169.25
2026-04-17,KXNEXTTEAMNFL,no,1499,1150.07
2026-04-17,KXNEXTTEAMNBA,yes,13212,2935.4
2026-04-17,KXNEXTTEAMNBA,no,2880,2592.14
2026-04-17,KXNEXTNBACOACH,yes,52,7.57
2026-04-17,KXNEXTNBACOACH,no,9,5.49
2026-04-17,KXNEXTMANAGERMANU,yes,409,74.02
2026-04-17,KXNEXTMANAGERMANU,no,554,459.49
2026-04-17,KXNEXTLEVELCHEF,yes,4297,1047.84
2026-04-17,KXNEXTLEVELCHEF,no,34,29.14
2026-04-17,KXNFLDRAFT1,yes,26685,20468.57
2026-04-17,KXNEXTHUNGARYPM,yes,30479,4972.77
2026-04-17,KXNEWSOMENDORSE,yes,92,32.88
2026-04-17,KXNEWSOMENDORSE,no,213,177.23
2026-04-17,KXNEWROLECEOAPPLE,yes,44,13.63
2026-04-17,KXNEWGLENN,yes,728,636.83
2026-04-17,KXNEWGLENN,no,133,18.69
2026-04-17,KXNEWDEAL,yes,58,10.4
2026-04-17,KXNEWDEAL,no,1,0.87
2026-04-17,KXNETFLIXTOPVIEWSTV,no,316,56.46
2026-04-17,KXNETFLIXTOPVIEWSMOVIE,yes,10,9.4
2026-04-17,KXNETFLIXRANKSHOWRUNNERUP,yes,9556,6396.93
2026-04-17,KXNETFLIXRANKSHOWRUNNERUP,no,1476,1164.28
2026-04-17,KXNETFLIXRANKSHOWGLOBAL2,yes,121,6.03
2026-04-17,KXNEXTHUNGARYPM,no,6259,284.35
2026-04-17,KXNHLSPREAD,no,197173,90815.19
2026-04-17,KXR6MAP,no,4985,4320.07
2026-04-17,KXNHLTOTAL,no,271153,155466.2
2026-04-17,KXPLTR,no,122,74.38
2026-04-17,KXPLNT,yes,17,4.59
2026-04-17,KXPGATOUR,yes,9514162,528817.38
2026-04-17,KXPGATOUR,no,1427153,1250435.5
2026-04-17,KXPGATOP5,yes,51584,19189.06
2026-04-17,KXPGATOP5,no,10086,5936.74
2026-04-17,KXPGATOP20,yes,129576,41721.31
2026-04-17,KXPGATOP20,no,30774,17387.25
2026-04-17,KXPGATOP10,yes,72532,27691.57
2026-04-17,KXPGATOP10,no,11301,6321.07
2026-04-17,KXPGAROUNDSCORE,yes,87993,53480.45
2026-04-17,KXPGAROUNDSCORE,no,20008,9821.97
2026-04-17,KXPLTR,yes,5159,1224.99
2026-04-17,KXPGAR3LEAD,yes,23376,3105.21
2026-04-17,KXPGAR2LEAD,yes,1284778,271521.24
2026-04-17,KXPGAR2LEAD,no,186975,86346.69
2026-04-17,KXPGAR1LEAD,yes,111,13.44
2026-04-17,KXPGAPLAYOFF,yes,2730,591.21
2026-04-17,KXPGAPLAYOFF,no,968,777.78
2026-04-17,KXPGAMAJORWIN,yes,1731,337.39
2026-04-17,KXPGAMAJORWIN,no,385,338.46
2026-04-17,KXPGAMAJORTOP10,yes,1205,208.53
2026-04-17,KXPGAMAJORTOP10,no,288,223.01
2026-04-17,KXPGAHOLEINONE,yes,10066,2338.11
2026-04-17,KXPGAHOLEINONE,no,4837,3591.06
2026-04-17,KXPGAH2H,yes,271901,145788.42
2026-04-17,KXPGAR3LEAD,no,1016,933.42
2026-04-17,KXPGAH2H,no,74625,35433.92
2026-04-17,KXPM,no,41531,36679.05
2026-04-17,KXPOLITICSMENTION,no,9130,5802.23
2026-04-17,KXRAINAUSM,no,576,429.22
2026-04-17,KXNBAUPSET,no,369,57.83
2026-04-17,KXRAINAUSM,yes,817,301.64
2026-04-17,KXRACE,yes,22521,1785.88
2026-04-17,KXRACE,no,7919,2129.87
2026-04-17,KXR6MAP,yes,9492,6824.8
2026-04-17,KXR6GAME,yes,42898,26318.92
2026-04-17,KXR6GAME,no,15371,7709.91
2026-04-17,KXQUADRUPLEDOUBLE,yes,13262,837.51
2026-04-17,KXQUADRUPLEDOUBLE,no,5261,5019.37
2026-04-17,KXPSLGAME,yes,943,361.69
2026-04-17,KXPSLGAME,no,25,14.15
2026-04-17,KXPM,yes,14756,2051.86
2026-04-17,KXPSKY,yes,108,33.8
2026-04-17,KXPSASQUASH,no,15268,14026.19
2026-04-17,KXPRIMARYPLACE,yes,607,180.18
2026-04-17,KXPRIMARYMOV,yes,25572,493.4
2026-04-17,KXPRIMARYMOV,no,29,22.52
2026-04-17,KXPRICEINCREASEAPPLEMUSIC,no,6,4.01
2026-04-17,KXPRESSBRIEFINGCOUNT,yes,179,109.09
2026-04-17,KXPREMIERLEAGUE,yes,17173,8428.46
2026-04-17,KXPREMIERLEAGUE,no,4591,2343.65
2026-04-17,KXPREMDARTS,yes,301,106.84
2026-04-17,KXPREMDARTS,no,1703,1099.09
2026-04-17,KXPORTERDROPOUT,yes,14,1.68
2026-04-17,KXPOLITICSMENTION,yes,21223,16830.3
2026-04-17,KXPSASQUASH,yes,11085,838.63
2026-04-17,KXNHLSPREAD,yes,197323,101794.57
2026-04-17,KXPERUPRESMATCHUP,yes,1717,783.21
2026-04-17,KXPERUPRES2ND,yes,6974,3460.81
2026-04-17,KXNYSECONDHOMETAX,yes,301,209.76
2026-04-17,KXNYCRENTFREEZE,no,58,9.72
2026-04-17,KXNY8D,yes,1,0.07
2026-04-17,KXNY7D,yes,1016,813.94
2026-04-17,KXNY7D,no,432,376.38
2026-04-17,KXNY4R,yes,313,0.29
2026-04-17,KXNY17D,yes,28,14.28
2026-04-17,KXNY17D,no,11,6.22
2026-04-17,KXNY12D,yes,3645,1017.53
2026-04-17,KXNY12D,no,858,489.52
2026-04-17,KXNY10D,yes,574,496.78
2026-04-17,KXNY10D,no,1966,601.05
2026-04-17,KXNYTHEAD,no,121,50.34
2026-04-17,KXNPBGAME,yes,82873,49234.93
2026-04-17,KXNLGAME,yes,74,48.68
2026-04-17,KXNLGAME,no,70,47.6
2026-04-17,KXNJ07D,yes,21,2.73
2026-04-17,KXNICKELW,yes,2231,1257.33
2026-04-17,KXNICKELW,no,3547,2908.24
2026-04-17,KXNHSALES,yes,35,13.08
2026-04-17,KXNHSALES,no,6,1.32
2026-04-17,KXNHLWEST,yes,70760,10517.14
2026-04-17,KXNHLWEST,no,3083,2713.3
2026-04-17,KXNHLVEZINA,yes,2253,365.57
2026-04-17,KXNHLVEZINA,no,1000,90.0
2026-04-17,KXNHLTOTAL,yes,156478,44009.41
2026-04-17,KXNPBGAME,no,12834,7643.15
2026-04-17,KXPERUPRESMATCHUP,no,899,592.78
2026-04-17,KXNYTHEAD,yes,161,50.93
2026-04-17,KXOH9R,yes,443,294.65
2026-04-17,KXPERUPRES2ND,no,11071,6807.84
2026-04-17,KXPERUPRES1RMOV,yes,1578,522.43
2026-04-17,KXPERUPRES1RMOV,no,338,221.12
2026-04-17,KXPERUPRES1R,yes,1054,365.31
2026-04-17,KXPERUPRES1R,no,979,929.5
2026-04-17,KXPERUPRES,yes,30690,10674.94
2026-04-17,KXPERUPRES,no,18188,11297.07
2026-04-17,KXPERUCONGRESS,no,160,158.4
2026-04-17,KXPERSONPUBLIC,yes,100,45.0
2026-04-17,KXPERSONPUBLIC,no,581,116.34
2026-04-17,KXPERSONMENTION,yes,86915,872.51
2026-04-17,KXPERSONMENTION,no,1035,10.35
2026-04-17,KXOH9R,no,455,112.02
2026-04-17,KXPERLIGA1GAME,yes,202,124.95
2026-04-17,KXPCECORE,yes,408,183.68
2026-04-17,KXPCECORE,no,1184,1033.47
2026-04-17,KXPAYROLLS,yes,2106,1055.55
2026-04-17,KXPAYROLLS,no,1742,1134.27
2026-04-17,KXPAPRIMARY,yes,2612,2507.52
2026-04-17,KXPA3D,yes,262,113.93
2026-04-17,KXPA3D,no,99,67.52
2026-04-17,KXPA07D,yes,570,164.24
2026-04-17,KXPA07D,no,1059,897.89
2026-04-17,KXOWGAME,yes,6228,3314.4
2026-04-17,KXOWGAME,no,391,330.34
2026-04-17,KXOHPRIMARY,yes,237,202.58
2026-04-17,KXPERLIGA1GAME,no,349,125.82
2026-04-17,KXNBATOTAL,yes,4393445,2146370.76
2026-04-17,KXMDPRIMARY,no,277,42.0
2026-04-17,KXNBATOPPICK,yes,3515,387.62
2026-04-17,KXMOVIEDELAYODYSSEY,yes,828,98.08
2026-04-17,KXMOVIEDELAYODYSSEY,no,179,164.08
2026-04-17,KXMOVGA14SWISCOTUS,no,132,1.32
2026-04-17,KXMORTGAGERATE,yes,3,1.83
2026-04-17,KXMORTGAGERATE,no,600,266.47
2026-04-17,KXMOCTRUMP25,yes,409,26.36
2026-04-17,KXMOCTRUMP25,no,969,901.24
2026-04-17,KXMO,no,18,9.36
2026-04-17,KXMLSTOTAL,yes,30072,20282.44
2026-04-17,KXMLSTOTAL,no,36995,13887.08
2026-04-17,KXMLSSPREAD,yes,35151,22053.89
2026-04-17,KXMLSSPREAD,no,12669,3800.87
2026-04-17,KXMLSGAME,yes,257360,49854.23
2026-04-17,KXMLSGAME,no,82751,60906.92
2026-04-17,KXMLSBTTS,yes,3491,1811.35
2026-04-17,KXMLSBTTS,no,1950,1017.16
2026-04-17,KXMLBTOTAL,yes,3865341,1967113.28
2026-04-17,KXMLBTOTAL,no,4036294,2022079.2
2026-04-17,KXMLBTEAMTOTAL,yes,165830,89935.11
2026-04-17,KXMLBTEAMTOTAL,no,45142,18904.72
2026-04-17,KXMLBTB,yes,116690,54847.44
2026-04-17,KXMLBTB,no,14854,6295.04
2026-04-17,KXMLBSTATCOUNT,yes,225,169.45
2026-04-17,KXMLBSPREAD,yes,3201527,1558512.29
2026-04-17,KXMLBSPREAD,no,1978927,1028533.98
2026-04-17,KXMOVIL9DNOM,no,300,24.0
2026-04-17,KXMOVIL9DNOM,yes,282,277.86
2026-04-17,KXMOVILSENATED,no,10743,10697.92
2026-04-17,KXMOVILSENATED,yes,600,591.25
2026-04-17,KXNASCARRACE,no,2332,2202.89
2026-04-17,KXMVESPORTSMULTIGAMEEXTENDED,yes,60704910,4290861.26
2026-04-17,KXMVESPORTSMULTIGAMEEXTENDED,no,1142008,844802.04
2026-04-17,KXMVENBASINGLEGAME,yes,1278,315.18
2026-04-17,KXMVECROSSCATEGORY,yes,39713376,4022229.25
2026-04-17,KXMVECROSSCATEGORY,no,783011,530388.5
2026-04-17,KXMUSKWEALTH,yes,3348,2244.47
2026-04-17,KXMUSKWEALTH,no,854,345.14
2026-04-17,KXMUSKTRILLION,yes,395,331.21
2026-04-17,KXMUSKTRILLION,no,93,17.73
2026-04-17,KXMUSKOAI,yes,375,146.01
2026-04-17,KXMUSKOAI,no,549,349.05
2026-04-17,KXMLBRFI,yes,263956,108000.35
2026-04-17,KXMUSKNW,yes,515,328.18
2026-04-17,KXMTN,yes,700,552.9
2026-04-17,KXMTCH,yes,32487,2615.06
2026-04-17,KXMTCH,no,707,644.65
2026-04-17,KXMT01D,no,273,118.09
2026-04-17,KXMRBEASTMENTION,yes,21846,11069.83
2026-04-17,KXMRBEASTMENTION,no,7431,3446.36
2026-04-17,KXMOVWISUPREMECOURT,yes,23466,11311.73
2026-04-17,KXMOVWISUPREMECOURT,no,1121,1012.1
2026-04-17,KXMOVVAREDISTRICT,yes,43945,8256.7
2026-04-17,KXMOVVAREDISTRICT,no,11375,10618.32
2026-04-17,KXMOVNJ11SPECIAL,yes,42698,5336.17
2026-04-17,KXMOVNJ11SPECIAL,no,19975,16054.12
2026-04-17,KXMUSKNW,no,213,136.61
2026-04-17,KXMLBRFI,no,858831,458822.72
2026-04-17,KXMLBPLAYEROTW,yes,331,232.73
2026-04-17,KXMLBPLAYEROTW,no,12,8.5
2026-04-17,KXMENWORLDCUP,yes,94453,6646.71
2026-04-17,KXMENWORLDCUP,no,9670,8633.87
2026-04-17,KXMEDIARELEASEICEMAN,yes,388,132.45
2026-04-17,KXMEDIARELEASEICEMAN,no,105,72.32
2026-04-17,KXMEDIARELEASEADDTRAILER,yes,1900,1091.03
2026-04-17,KXMEDIARELEASEADDTRAILER,no,1205,643.44
2026-04-17,KXMEDIAGUESTFALLON,yes,1,0.78
2026-04-17,KXMEDIACOVERSI,yes,439,136.3
2026-04-17,KXMEDIACOVERSI,no,1,0.35
2026-04-17,KXMEDIACOVERMADDEN,yes,6716,3040.0
2026-04-17,KXMEDIACOVERMADDEN,no,2595,863.58
2026-04-17,KXMEDATACENTER,yes,301,115.26
2026-04-17,KXMETAHEADCOUNT,no,862,504.5
2026-04-17,KXMEDATACENTER,no,375,246.25
2026-04-17,KXMEASLES,no,3077,35.77
2026-04-17,KXME02D,yes,7,1.82
2026-04-17,KXME02D,no,50,23.5
2026-04-17,KXMCGREGORFIGHTNEXT,yes,207,33.34
2026-04-17,KXMAYORLA,yes,13160,2811.67
2026-04-17,KXMAYORLA,no,3960,3149.88
2026-04-17,KXMARRIAGESWIFTKELCE,yes,106,93.29
2026-04-17,KXMARRIAGESWIFTKELCE,no,1412,182.87
2026-04-17,KXMARATHON,yes,1526,563.83
2026-04-17,KXMANAGERSOUT,yes,12,6.36
2026-04-17,KXRAINCHIM,no,7094,3301.44
2026-04-17,KXMANAGERSOUT,no,8,6.99
2026-04-17,KXMEASLES,yes,365,361.35
2026-04-17,KXNASCARRACE,yes,128308,11083.28
2026-04-17,KXMETAHEADCOUNT,yes,15605,1775.43
2026-04-17,KXMETGALA,yes,4117,2288.19
2026-04-17,KXMLBPLAYEROTM,yes,2522,330.65
2026-04-17,KXMLBPLAYEROTM,no,10,8.8
2026-04-17,KXMLBPITCHEROTM,yes,495,325.41
2026-04-17,KXMLBMENTION,yes,41013,32375.14
2026-04-17,KXMLBMENTION,no,11942,4919.95
2026-04-17,KXMLBKS,yes,577692,271829.8
2026-04-17,KXMLBKS,no,243925,109893.0
2026-04-17,KXMLBHRR,yes,134413,69486.1
2026-04-17,KXMLBHRR,no,50594,4712.92
2026-04-17,KXMLBHR,yes,1509108,208530.46
2026-04-17,KXMLBHR,no,202668,158312.52
2026-04-17,KXMLBHIT,yes,247449,113047.65
2026-04-17,KXMETGALA,no,3878,2185.36
2026-04-17,KXMLBHIT,no,73342,27113.15
2026-04-17,KXMLBGAME,no,7488061,3271083.91
2026-04-17,KXMLBF5TOTAL,yes,148286,97311.45
2026-04-17,KXMLBF5TOTAL,no,149908,82018.85
2026-04-17,KXMLBF5SPREAD,yes,54784,31765.23
2026-04-17,KXMLBF5SPREAD,no,44696,33459.47
2026-04-17,KXMLBF5,yes,244356,123482.77
2026-04-17,KXMLBF5,no,48162,26306.91
2026-04-17,KXMJSCHEDULE,yes,2038,484.88
2026-04-17,KXMJSCHEDULE,no,1218,931.1
2026-04-17,KXMILLSDROPOUT,yes,180,23.4
2026-04-17,KXMILLSDROPOUT,no,1,0.94
2026-04-17,KXMEXCUBOIL,yes,9,5.4
2026-04-17,KXMLBGAME,yes,30901497,14722321.19
2026-04-17,KXNASCARTOP10,no,23,9.2
2026-04-17,KXNASCARTOP10,yes,1932,233.52
2026-04-17,KXNASCARTOP20,no,10,7.8
2026-04-17,KXNBAPLAYOFF,yes,190689,62451.37
2026-04-17,KXNBAPLAYOFF,no,57121,37697.34
2026-04-17,KXNBAPIADVANCE,yes,3085,1192.81
2026-04-17,KXNBAPIADVANCE,no,7871,5386.63
2026-04-17,KXNBAOVERTIME,yes,10,2.1
2026-04-17,KXNBAMVP,yes,407115,51951.25
2026-04-17,KXNBAMVP,no,104105,75859.26
2026-04-17,KXNBAMIMP,yes,32793,4938.95
2026-04-17,KXNBAMIMP,no,3541,1389.3
2026-04-17,KXNBAMENTION,yes,134976,57797.73
2026-04-17,KXNBAMENTION,no,128707,33759.51
2026-04-17,KXNBALOTTERYODDS,yes,22,4.62
2026-04-17,KXNBAPLAYOFFWINS,yes,61,58.9
2026-04-17,KXNBAGAME,yes,40000160,17147976.89
2026-04-17,KXNBAFINMVP,yes,7888,480.83
2026-04-17,KXNBAFINMVP,no,62,39.28
2026-04-17,KXNBAEFINMVP,yes,2872,362.88
2026-04-17,KXNBAEFINMVP,no,296,249.48
2026-04-17,KXNBAEAST,yes,366940,44124.55
2026-04-17,KXNBAEAST,no,412129,397250.49
2026-04-17,KXNBADRAFTTOP,yes,815,417.16
2026-04-17,KXNBADRAFTTOP,no,92,36.94
2026-04-17,KXNBADRAFTPICK,yes,218,30.01
2026-04-17,KXNBADRAFTPICK,no,138,122.29
2026-04-17,KXNBADRAFTCOMP,yes,104,97.76
2026-04-17,KXNBADRAFTCAT,yes,43,20.64
2026-04-17,KXNBAGAME,no,9287040,5094498.04
2026-04-17,KXNBADRAFTCAT,no,39,15.71
2026-04-17,KXNBAPTS,no,166760,64500.63
2026-04-17,KXNBAREB,no,8361,3633.55
2026-04-17,KXNBATOPPICK,no,74,65.38
2026-04-17,KXNBATOP5ROTY,yes,6091,6030.09
2026-04-17,KXNBATOP5ROTY,no,373,7.46
2026-04-17,KXNBATEAMTOTAL,yes,124546,73725.07
2026-04-17,KXNBATEAMTOTAL,no,66271,20836.35
2026-04-17,KXNBASWEEP,yes,411,108.87
2026-04-17,KXNBASWEEP,no,292,52.26
2026-04-17,KXNBASTL,yes,7913,4157.31
2026-04-17,KXNBASTL,no,210,145.85
2026-04-17,KXNBASPREAD,yes,5305697,2507832.1
2026-04-17,KXNBASPREAD,no,5045628,2487743.18
2026-04-17,KXNBASIXTH,yes,33209,8883.52
2026-04-17,KXNBAPTS,yes,704228,303816.73
2026-04-17,KXNBASIXTH,no,9115,4767.41
2026-04-17,KXNBASERIESSPREAD,no,13010,5539.31
2026-04-17,KXNBASERIESSCORE,yes,70483,10413.98
2026-04-17,KXNBASERIESSCORE,no,5239,4227.63
2026-04-17,KXNBASERIESPTSLEADER,yes,2578,750.05
2026-04-17,KXNBASERIESPTSLEADER,no,60,41.9
2026-04-17,KXNBASERIESGAMES,yes,6663,3438.68
2026-04-17,KXNBASERIESGAMES,no,554,263.37
2026-04-17,KXNBASERIES,yes,938369,593259.3
2026-04-17,KXNBASERIES,no,132967,93876.8
2026-04-17,KXNBAROY,yes,258147,106594.54
2026-04-17,KXNBAROY,no,108813,60263.24
2026-04-17,KXNBAREB,yes,76537,39545.22
2026-04-17,KXNBASERIESSPREAD,yes,12593,6670.0
2026-04-17,KXNBATOTAL,no,3232927,1721873.05
2026-04-17,KXNBADRAFT1,yes,1715,479.7
2026-04-17,KXNBADPOY,yes,4775,47.75
2026-04-17,KXNBA1HWINNER,no,42619,13912.12
2026-04-17,KXNBA1HTOTAL,yes,325506,155031.89
2026-04-17,KXNBA1HTOTAL,no,190799,89404.8
2026-04-17,KXNBA1HSPREAD,yes,399389,205190.94
2026-04-17,KXNBA1HSPREAD,no,272350,127637.56
2026-04-17,KXNBA,yes,3046713,280072.47
2026-04-17,KXNBA,no,1006281,938154.89
2026-04-17,KXNATLEMERGENCY,yes,454,46.23
2026-04-17,KXNATLEMERGENCY,no,114,108.86
2026-04-17,KXNATGASW,yes,11002,1251.62
2026-04-17,KXNATGASW,no,1029,583.4
2026-04-17,KXNATGASMON,yes,188,32.16
2026-04-17,KXNBA1HWINNER,yes,356612,140597.05
2026-04-17,KXNATGASMON,no,9,8.25
2026-04-17,KXNATGASD,no,652,456.79
2026-04-17,KXNASDAQ100U,yes,162208,47549.21
2026-04-17,KXNASDAQ100U,no,89658,51870.06
2026-04-17,KXNASDAQ100MINY,yes,4684,4637.16
2026-04-17,KXNASDAQ100MAXY,yes,19973,19723.97
2026-04-17,KXNASDAQ100MAXY,no,31,0.69
2026-04-17,KXNASDAQ100,yes,5663,542.04
2026-04-17,KXNASDAQ100,no,1620,1380.61
2026-04-17,KXNASCARTOP5,yes,830,157.62
2026-04-17,KXNASCARTOP5,no,1,0.92
2026-04-17,KXNASCARTOP3,yes,779,67.57
2026-04-17,KXNASCARTOP20,yes,176,76.83
2026-04-17,KXNATGASD,yes,2825,752.06
2026-04-17,KXNBADRAFT1,no,343,246.85
2026-04-17,KXNBA1STTEAM,no,12390,5381.7
2026-04-17,KXNBA1STTEAMDEF,no,72,30.04
2026-04-17,KXNBADPOY,no,50,0.5
2026-04-17,KXNBACOY,yes,65212,12430.96
2026-04-17,KXNBACOY,no,24718,11209.65
2026-04-17,KXNBACLUTCH,yes,978,39.16
2026-04-17,KXNBABLK,yes,4031,2089.61
2026-04-17,KXNBABLK,no,808,414.71
2026-04-17,KXNBAAST,yes,62467,29890.61
2026-04-17,KXNBAAST,no,6131,3319.57
2026-04-17,KXNBA3RDTEAM,yes,746,372.53
2026-04-17,KXNBA3RDTEAM,no,2083,1155.97
