date,kalshi_category,pnl_gross,pnl_net,fees_taker,fees_maker,contracts_settled
2026-03-21,Other non-sports,22.2,21.04,1.16,0.0,78
2026-03-21,Parlays,105823.93,-434335.65,540159.58,0.0,76255746
2026-03-21,Politics,-2646.36,-3159.77,513.41,0.0,130900
2026-03-21,Science and Technology,-106.54,-473.79,367.25,11.1,127181
2026-03-22,Climate and Weather,-4191.23,-7606.68,3415.45,0.0,1265021
2026-03-22,Companies,134.74,113.61,21.13,0.29,3562
2026-03-22,Crypto,-77545.29,-331743.48,254198.19,0.0,23694610
2026-03-22,Economics,-902.72,-1167.37,264.65,6.7,20946
2026-03-22,Elections,3212.47,2886.35,326.12,0.0,33803
2026-03-22,Entertainment,-24655.85,-27066.79,2410.94,0.0,441560
2026-03-22,Financials,-2078.86,-2131.23,52.37,0.0,13610
2026-03-22,Mentions,-17839.14,-22899.1,5059.96,0.0,1348186
2026-03-22,Non-parlay sports,-5285690.28,-9692903.16,4407212.88,878691.67,383849893
2026-03-22,Parlays,-3310980.25,-3835877.35,524897.1,0.0,70630217
2026-03-22,Politics,-3458.02,-4548.79,1090.77,0.0,212944
2026-03-22,Science and Technology,-557.6,-616.03,58.43,13.17,18057
2026-03-23,Climate and Weather,-657.5,-3685.98,3028.48,0.0,976900
2026-03-23,Companies,34.89,22.33,12.56,0.0,1931
2026-03-23,Crypto,-9047.95,-259730.75,250682.8,0.0,24301885
2026-03-23,Economics,1046.62,722.62,324.0,8.47,23334
2026-03-23,Elections,5229.23,4802.54,426.69,0.0,52586
2026-03-23,Entertainment,-18542.46,-20964.78,2422.32,0.0,752315
2026-03-23,Financials,-1231.83,-1486.67,254.84,0.0,66498
2026-03-23,Mentions,-25324.18,-39496.07,14171.89,0.0,2632635
2026-03-23,Non-parlay sports,-5070334.18,-7486447.82,2416113.64,402059.1,216088744
2026-03-23,Parlays,-1877231.87,-2159343.87,282112.0,0.0,52952417
2026-03-23,Politics,-3037.99,-4228.49,1190.5,0.0,204505
2026-03-23,Science and Technology,25.22,-32.25,57.47,5.99,15773
2026-03-24,Climate and Weather,-1613.83,-4385.24,2771.41,0.0,817256
2026-03-24,Companies,109.29,96.58,12.71,0.0,1957
2026-03-24,Crypto,-39795.9,-291693.44,251897.54,0.0,23580396
2026-03-24,Economics,51.01,-133.88,184.89,4.76,13809
2026-03-24,Elections,48849.91,47345.53,1504.38,0.0,232078
2026-03-24,Entertainment,-4597.93,-5971.08,1373.15,0.0,509632
2026-03-24,Financials,3417.08,3109.56,307.52,0.0,56403
2026-03-24,Mentions,34873.26,8398.64,26474.62,0.0,4284310
2026-03-24,Non-parlay sports,-1724780.9,-3598699.87,1873918.97,316783.27,173252399
2026-03-24,Other non-sports,0.01,0.0,0.01,0.0,1
2026-03-24,Parlays,1382295.49,1150042.26,232253.23,0.0,32148462
2026-03-24,Politics,10030.33,6405.05,3625.28,0.0,690746
2026-03-24,Science and Technology,-402.25,-450.76,48.51,8.73,17369
2026-03-25,Climate and Weather,-1362.95,-4644.84,3281.89,0.0,868213
2026-03-25,Companies,622.75,539.31,83.44,0.35,11930
2026-03-25,Crypto,-41706.34,-298076.96,256370.62,0.0,24027695
2026-03-25,Economics,1105.59,924.97,180.62,7.1,17936
2026-03-25,Elections,380.78,174.93,205.85,0.0,31551
2026-03-25,Entertainment,-17152.83,-18893.82,1740.99,0.0,661306
2026-03-25,Financials,-1763.26,-1996.54,233.28,0.0,54342
2026-03-25,Mentions,-131733.25,-163993.82,32260.57,0.0,5156290
2026-03-25,Non-parlay sports,-2319636.2,-4481351.15,2161714.95,410369.09,187789394
2026-03-25,Other non-sports,-33.2,-35.51,2.31,0.0,1102
2026-03-25,Parlays,544243.47,248154.17,296089.3,0.0,43311784
2026-03-25,Politics,3743.63,1192.1,2551.53,0.0,345981
2026-03-25,Science and Technology,-427.28,-544.68,117.4,19.89,53753
2026-03-26,Climate and Weather,-2507.15,-6765.21,4258.06,0.0,938337
2026-03-26,Companies,-142.22,-161.3,19.08,0.28,4598
2026-03-26,Crypto,-43820.61,-289888.6,246067.99,0.0,21769480
2026-03-26,Economics,1716.49,1461.88,254.61,12.35,24517
2026-03-26,Elections,-4045.33,-4355.36,310.03,0.0,38825
2026-03-26,Entertainment,-14789.08,-16384.02,1594.94,0.0,702795
2026-03-26,Financials,-4679.3,-5155.67,476.37,0.0,91858
2026-03-26,Mentions,14177.39,-9653.28,23830.67,0.0,3186324
2026-03-26,Non-parlay sports,-3356970.96,-6149713.76,2792742.8,504889.61,246606356
2026-03-26,Other non-sports,-31.81,-33.9,2.09,0.0,460
2026-03-26,Parlays,-1832173.9,-2238312.34,406138.44,0.0,56609610
2026-03-26,Politics,20260.84,14091.8,6169.04,0.0,634255
2026-03-26,Science and Technology,955.31,852.19,103.12,12.18,44868
2026-03-27,Climate and Weather,-12212.77,-15864.28,3651.51,0.0,1517526
2026-03-27,Companies,195.84,171.07,24.77,0.2,10399
2026-03-27,Crypto,-96098.24,-384375.76,288277.52,0.0,25776282
2026-03-27,Economics,-1105.21,-1264.62,159.41,8.22,12161
2026-03-27,Elections,-1083.88,-1393.07,309.19,0.0,29693
2026-03-27,Entertainment,-13051.1,-14301.52,1250.42,0.0,716468
2026-03-27,Financials,2779.28,1956.75,822.53,0.0,189774
2026-03-27,Mentions,42079.11,17121.84,24957.27,0.0,3578916
2026-03-27,Non-parlay sports,-396828.35,-3480882.5,3084054.15,563069.1,264536760
2026-03-27,Other non-sports,-51.32,-54.04,2.72,0.0,214
2026-03-27,Parlays,192845.26,-239912.19,432757.45,0.0,62005325
2026-03-27,Politics,-16927.98,-32280.82,15352.84,0.0,1920685
2026-03-27,Science and Technology,-1847.81,-1923.93,76.12,9.58,61253
2026-03-28,Climate and Weather,-10760.75,-13947.7,3186.95,0.0,922336
2026-03-28,Companies,88.86,77.02,11.84,0.26,1861
2026-03-28,Crypto,34893.47,-190156.6,225050.07,0.0,19733658
2026-03-28,Economics,-4768.11,-4940.9,172.79,2.96,15808
2026-03-28,Elections,908.28,797.88,110.4,0.0,7868
2026-03-28,Entertainment,-9994.64,-11440.73,1446.09,0.0,481001
2026-03-28,Financials,19.81,-142.23,162.04,0.0,14129
2026-03-28,Mentions,20.03,-10971.97,10992.0,0.0,1642699
2026-03-28,Non-parlay sports,2046042.15,-1526924.89,3572967.04,620472.66,314238941
2026-03-28,Other non-sports,1.14,1.06,0.08,0.0,114
2026-03-28,Parlays,1067825.81,551955.41,515870.4,0.0,66670125
2026-03-28,Politics,-2326.84,-2666.09,339.25,0.0,77899
2026-03-28,Science and Technology,127.71,69.82,57.89,9.56,52512
2026-03-29,Climate and Weather,-8751.3,-11598.38,2847.08,0.0,1061444
2026-03-29,Companies,-65.24,-71.94,6.7,0.0,1118
2026-03-29,Crypto,30750.42,-163489.27,194239.69,0.0,18243481
2026-03-29,Economics,829.96,733.35,96.61,7.6,8372
2026-03-29,Elections,-4161.1,-4478.86,317.76,0.0,25212
2026-03-29,Entertainment,-9051.83,-10180.34,1128.51,0.0,462915
2026-03-29,Financials,-2586.4,-2869.41,283.01,0.0,25524
2026-03-29,Mentions,5939.41,-6333.02,12272.43,0.0,2965547
2026-03-29,Non-parlay sports,1155254.4,-1924936.38,3080190.78,578480.21,282447378
2026-03-29,Other non-sports,-0.02,-0.03,0.01,0.0,1
2026-03-29,Parlays,-1786872.96,-2247874.04,461001.08,0.0,59137097
2026-03-29,Politics,6294.47,5367.9,926.57,0.0,329729
2026-03-29,Science and Technology,253.91,208.83,45.08,9.48,13010
2026-03-30,Climate and Weather,-533.79,-4284.24,3750.45,0.0,759615
2026-03-30,Companies,-404.61,-439.47,34.86,0.1,4240
2026-03-30,Crypto,10638.72,-215850.39,226489.11,0.0,21700319
2026-03-30,Economics,-2106.6,-2321.02,214.42,11.31,16177
2026-03-30,Elections,1645.05,895.8,749.25,0.0,119421
2026-03-30,Entertainment,8936.96,6959.98,1976.98,0.0,564333
2026-03-30,Financials,-15963.24,-16966.84,1003.6,0.0,104039
2026-03-30,Mentions,-88944.11,-104325.82,15381.71,0.0,3685292
2026-03-30,Non-parlay sports,-3657901.63,-5904853.69,2246952.06,381291.02,206743978
2026-03-30,Other non-sports,9.18,8.38,0.8,0.0,116
2026-03-30,Parlays,-1471713.44,-1813458.03,341744.59,0.0,47206197
2026-03-30,Politics,-2132.73,-2662.11,529.38,0.0,79564
2026-03-30,Science and Technology,-317.32,-359.34,42.02,7.24,11859
2026-03-31,Climate and Weather,2844.13,-414.2,3258.33,0.0,819810
2026-03-31,Companies,-528.31,-589.49,61.18,0.0,7211
2026-03-31,Crypto,-27762.14,-243915.17,216153.03,0.0,20746185
2026-03-31,Economics,793.89,332.54,461.35,41.84,57382
2026-03-31,Elections,902.6,422.12,480.48,0.0,51832
2026-03-31,Entertainment,1801.08,-81.71,1882.79,0.0,326314
2026-03-31,Financials,-640.78,-1674.61,1033.83,0.0,137651
2026-03-31,Mentions,-65520.88,-87891.69,22370.81,0.0,3612664
2026-03-31,Non-parlay sports,-827978.01,-3299518.4,2471540.39,409989.1,214866020
2026-03-31,Parlays,-957574.89,-1291093.18,333518.29,0.0,49149053
2026-03-31,Politics,-3620.2,-4177.86,557.66,0.0,90518
2026-03-31,Science and Technology,-976.17,-1030.92,54.75,5.82,17731
2026-04-15,Climate and Weather,-1922.29,-4635.41,2713.12,0.0,629024
2026-04-15,Companies,-54.62,-64.82,10.2,0.21,1042
2026-04-15,Crypto,-74006.13,-310862.44,236856.31,0.0,24810571
2026-04-15,Economics,-1865.54,-2254.08,388.54,75.97,41914
2026-04-15,Elections,-25459.04,-29181.76,3722.72,0.0,345443
2026-04-15,Entertainment,-10022.39,-11910.47,1888.08,0.0,413713
2026-04-15,Financials,-170.17,-624.63,454.46,0.0,77277
2026-04-15,Mentions,-22436.37,-35757.67,13321.3,0.0,2558734
2026-04-15,Non-parlay sports,1863448.4,-518417.39,2381865.79,394000.83,194197002
2026-04-15,Other non-sports,-14438.83,-15449.05,1010.22,0.0,85594
2026-04-15,Parlays,47060.7,-356741.04,403801.74,0.0,83938676
2026-04-15,Politics,-2536.53,-5219.28,2682.75,0.0,407545
2026-04-16,Climate and Weather,-8709.83,-11284.34,2574.51,0.0,617319
2026-04-16,Companies,-140.6,-212.88,72.28,1.68,7146
2026-04-16,Crypto,4017.64,-263476.05,267493.69,0.0,27574538
2026-04-16,Economics,147.58,-110.01,257.59,51.49,31637
2026-04-16,Elections,-8724.74,-12190.93,3466.19,0.0,394594
2026-04-16,Entertainment,3605.72,1753.62,1852.1,0.0,429676
2026-04-16,Financials,2345.18,2008.84,336.34,0.0,61814
2026-04-16,Mentions,19199.31,-9245.72,28445.03,0.0,3737173
2026-04-16,Non-parlay sports,155380.76,-2217439.58,2372820.34,365410.55,207454711
2026-04-16,Other non-sports,-6582.37,-7598.62,1016.25,0.0,86488
2026-04-16,Parlays,-1353688.5,-1683925.38,330236.88,0.0,68669357
2026-04-16,Politics,-3639.96,-4844.16,1204.2,0.0,154259
2026-04-17,Climate and Weather,-7921.71,-11034.5,3112.79,0.0,800082
2026-04-17,Companies,67.77,-47.8,115.57,1.36,9688
2026-04-17,Crypto,-84757.03,-409798.39,325041.36,0.0,32143348
2026-04-17,Economics,-4131.79,-4977.71,845.92,106.68,92698
2026-04-17,Elections,-7583.38,-10083.36,2499.98,0.0,318741
2026-04-17,Entertainment,2829.06,676.81,2152.25,0.0,658691
2026-04-17,Financials,18.62,12.06,6.56,0.0,1103
2026-04-17,Mentions,68480.52,45426.17,23054.35,0.0,3281896
2026-04-17,Non-parlay sports,-5106512.0,-7795117.25,2688605.25,459418.5,224556163
2026-04-17,Other non-sports,83.9,-43.09,126.99,0.0,16802
2026-04-17,Parlays,-2405923.0,-2833361.51,427438.51,0.0,102224618
2026-04-17,Politics,-8137.85,-11113.68,2975.83,0.0,406487
2026-04-18,Climate and Weather,-2459.83,-4854.12,2394.29,0.0,970671
2026-04-18,Companies,-737.86,-901.23,163.37,0.04,12135
2026-04-18,Crypto,24027.15,-252198.41,276225.56,0.0,27678576
2026-04-18,Economics,2284.47,2059.03,225.44,33.38,24181
2026-04-18,Elections,-15525.15,-16847.59,1322.44,0.0,217429
2026-04-18,Entertainment,7897.81,6173.44,1724.37,0.0,376822
2026-04-18,Financials,-675.62,-700.63,25.01,0.0,10734
2026-04-18,Mentions,-21352.14,-24606.73,3254.59,0.0,686192
2026-04-18,Non-parlay sports,-703390.67,-3909660.61,3206269.94,588472.68,277837886
2026-04-18,Other non-sports,-1083.55,-1284.7,201.15,0.0,14831
2026-04-18,Parlays,-819464.58,-1387395.9,567931.32,0.0,112530321
2026-04-18,Politics,4431.6,3095.29,1336.31,0.0,199632
2026-04-18,Science and Technology,-2939.32,-3276.55,337.23,37.94,155803
2026-04-19,Climate and Weather,1957.04,-921.42,2878.46,0.0,700040
2026-04-19,Companies,-2668.94,-2803.77,134.83,0.83,10062
2026-04-19,Crypto,-46415.9,-324098.55,277682.65,0.0,26628723
2026-04-19,Economics,3861.42,3219.24,642.18,54.85,69273
2026-04-19,Elections,-11114.73,-12348.02,1233.29,0.0,203321
2026-04-19,Entertainment,2343.56,783.28,1560.28,0.0,326146
2026-04-19,Financials,-1584.65,-1657.04,72.39,0.0,44175
2026-04-19,Mentions,-22190.68,-28378.56,6187.88,0.0,2296065
2026-04-19,Non-parlay sports,-2022932.85,-4933445.85,2910513.0,502850.79,262955140
2026-04-19,Other non-sports,-4094.32,-4372.05,277.73,0.0,19148
2026-04-19,Parlays,-2056989.74,-2639107.78,582118.04,0.0,119145121
2026-04-19,Politics,-6120.78,-7493.38,1372.6,0.0,157075
2026-04-19,Science and Technology,-6720.27,-7623.3,903.03,197.28,191474
2026-04-20,Climate and Weather,-2722.64,-10691.57,7968.93,0.0,1407531
2026-04-20,Companies,-1750.44,-1868.88,118.44,0.23,10449
2026-04-20,Crypto,-70545.73,-338487.45,267941.72,0.0,26834990
2026-04-20,Economics,13066.26,12040.45,1025.81,59.98,97306
2026-04-20,Elections,-27941.62,-30501.49,2559.87,0.0,400040
2026-04-20,Entertainment,-7482.58,-10508.26,3025.68,0.0,650524
2026-04-20,Financials,842.78,490.62,352.16,0.0,84061
2026-04-20,Mentions,2926.88,-5608.34,8535.22,0.0,1486730
2026-04-20,Non-parlay sports,186541.18,-2584254.08,2770795.26,454953.49,240506525
2026-04-20,Other non-sports,-1541.41,-2552.79,1011.38,0.0,103992
2026-04-20,Parlays,-952867.25,-1415054.86,462187.61,0.0,101591651
2026-04-20,Politics,23831.32,21313.47,2517.85,0.0,353041
2026-04-20,Science and Technology,-11087.37,-13044.52,1957.15,478.96,364228
2026-04-21,Climate and Weather,1947.15,-574.55,2521.7,0.0,538008
2026-04-21,Companies,-729.74,-825.51,95.77,0.08,7588
2026-04-21,Crypto,-19841.05,-291017.84,271176.79,0.0,27264710
2026-04-21,Economics,-5489.64,-6440.42,950.78,124.88,97447
2026-04-21,Elections,-12079.93,-22716.8,10636.87,0.0,2662059
2026-04-21,Entertainment,-10281.91,-13775.26,3493.35,0.0,516605
2026-04-21,Financials,-7114.79,-7917.08,802.29,0.0,149990
2026-04-21,Mentions,-56823.02,-81038.47,24215.45,0.0,4753050
2026-04-21,Non-parlay sports,2783537.29,-877645.49,3661182.78,662423.29,307746637
2026-04-21,Other non-sports,922.98,-318.47,1241.45,0.0,121608
2026-04-21,Parlays,-3891414.67,-4473289.08,581874.41,0.0,148224222
2026-04-21,Politics,2544.92,-1382.03,3926.95,0.0,806269
2026-04-21,Science and Technology,2126.56,817.23,1309.33,300.62,285237
2026-04-22,Climate and Weather,-346.16,-5226.76,4880.6,0.0,794156.0
2026-04-22,Companies,-1510.17,-1727.62,217.45,1.09,96475.0
2026-04-22,Crypto,-5448.26,-325514.07,320065.81,0.0,29857384.0
2026-04-22,Economics,2915.26,2213.85,701.41,90.66,95727.0
2026-04-22,Elections,470998.34,467790.85,3207.49,0.0,1989925.0
2026-04-22,Entertainment,-2057.99,-5043.42,2985.43,0.0,757938.0
2026-04-22,Financials,-795.05,-1064.95,269.9,0.0,62691.0
2026-04-22,Mentions,-19596.61,-33958.81,14362.2,0.0,2912852.0
2026-04-22,Non-parlay sports,-4273669.84,-7682804.46,3409134.62,565452.52,307081165.0
2026-04-22,Other non-sports,638.15,-51.98,690.13,0.0,55205.0
2026-04-22,Parlays,-633138.77,-1136807.85,503669.08,0.0,132099806.0
2026-04-22,Politics,3641.87,1298.54,2343.33,0.0,507996.0
2026-04-22,Science and Technology,761.83,-2187.51,2949.34,747.24,452955.0
2026-04-23,Climate and Weather,-517.85,-2909.57,2391.72,0.0,719954.0
2026-04-23,Companies,-99.12,-127.35,28.23,0.0,2808.0
2026-04-23,Crypto,-143359.78,-403257.89,259898.11,0.0,25460190.0
2026-04-23,Economics,12058.71,11324.68,734.03,118.81,90670.0
2026-04-23,Elections,-4891.4,-6900.94,2009.54,0.0,794759.0
2026-04-23,Entertainment,-11532.58,-14057.0,2524.42,0.0,432535.0
2026-04-23,Financials,1344.35,567.73,776.62,0.0,156435.0
2026-04-23,Mentions,201150.58,184666.9,16483.68,0.0,3883310.0
2026-04-23,Non-parlay sports,-4604912.73,-8138035.96,3533123.23,621949.07,306442167.0
2026-04-23,Other non-sports,-393.88,-2676.57,2282.69,0.0,219709.0
2026-04-23,Parlays,-1257998.66,-1770664.53,512665.87,0.0,132831419.0
2026-04-23,Politics,7174.88,4940.12,2234.76,0.0,570826.0
2026-04-23,Science and Technology,4547.31,1424.3,3123.01,780.31,558072.0
2026-04-24,Climate and Weather,-952.99,-4138.43,3185.44,0.0,793333.0
2026-04-24,Companies,-1189.41,-1282.43,93.02,0.0,11872.0
2026-04-24,Crypto,-38047.93,-352228.28,314180.35,0.0,28976346.0
2026-04-24,Economics,-1329.04,-1944.95,615.91,83.79,67770.0
2026-04-24,Elections,1881.07,256.44,1624.63,0.0,692116.0
2026-04-24,Entertainment,-4256.35,-7612.31,3355.96,0.0,513407.0
2026-04-24,Financials,-535.62,-951.87,416.25,0.0,98019.0
2026-04-24,Mentions,-29251.38,-35564.17,6312.79,0.0,1612171.0
2026-04-24,Non-parlay sports,6725583.28,3210809.63,3514773.65,654494.67,298294641.0
2026-04-24,Other non-sports,-20.98,-21.6,0.62,0.0,38.0
2026-04-24,Parlays,2569453.49,2038061.91,531391.58,0.0,145268896.0
2026-04-24,Politics,6968.52,2089.17,4879.35,0.0,1351496.0
2026-04-24,Science and Technology,-3906.39,-4656.4,750.01,178.47,269615.0
2026-04-25,Climate and Weather,-2888.33,-5715.86,2827.53,0.0,720610.0
2026-04-25,Companies,-63.58,-124.46,60.88,0.0,6965.0
2026-04-25,Crypto,-103766.13,-380655.09,276888.96,0.0,25881745.0
2026-04-25,Economics,770.48,668.34,102.14,15.27,13177.0
2026-04-25,Elections,7970.93,7056.24,914.69,0.0,256960.0
2026-04-25,Entertainment,-5255.02,-7349.94,2094.92,0.0,526729.0
2026-04-25,Financials,-130.06,-134.97,4.91,0.0,788.0
2026-04-25,Mentions,-17318.51,-20658.64,3340.13,0.0,1034156.0
2026-04-25,Non-parlay sports,4819193.61,-192033.76,5011227.37,871312.99,437664346.0
2026-04-25,Other non-sports,-8.91,-9.3,0.39,0.0,26.0
2026-04-25,Parlays,-633019.52,-1391469.44,758449.92,0.0,188346733.0
2026-04-25,Politics,-5766.5,-7933.39,2166.89,0.0,824622.0
2026-04-25,Science and Technology,-1679.18,-2020.65,341.47,81.25,175218.0
2026-04-26,Climate and Weather,3218.89,-1007.21,4226.1,0.0,781073.0
2026-04-26,Companies,47.3,-22.24,69.54,1.64,7832.0
2026-04-26,Crypto,44645.48,-273439.76,318085.24,0.0,29627003.0
2026-04-26,Economics,1246.39,1072.67,173.72,26.71,19644.0
2026-04-26,Elections,-7482.9,-8029.68,546.78,0.0,282186.0
2026-04-26,Entertainment,-13527.58,-16104.14,2576.56,0.0,620394.0
2026-04-26,Financials,-191.5,-196.6,5.1,0.0,800.0
2026-04-26,Mentions,-92578.34,-101648.17,9069.83,0.0,3704115.0
2026-04-26,Non-parlay sports,-10045164.4,-14869181.06,4824016.66,878702.48,418223921.0
2026-04-26,Other non-sports,-72.93,-74.75,1.82,0.0,118.0
2026-04-26,Parlays,-3141264.23,-3916623.02,775358.79,0.0,165346873.0
2026-04-26,Politics,5028.99,2874.86,2154.13,0.0,693055.0
2026-04-26,Science and Technology,-1879.08,-2255.91,376.83,95.98,66600.0
2026-04-27,Climate and Weather,-723.4,-3521.49,2798.09,0.0,613075.0
2026-04-27,Companies,-297.49,-341.47,43.98,0.03,4435.0
2026-04-27,Crypto,-142628.59,-416698.21,274069.62,0.0,25549170.0
2026-04-27,Economics,18080.94,15324.01,2756.93,535.94,224241.0
2026-04-27,Elections,12667.72,12185.6,482.12,0.0,236899.0
2026-04-27,Entertainment,-11454.68,-16984.09,5529.41,0.0,899775.0
2026-04-27,Financials,-660.04,-684.43,24.39,0.0,8856.0
2026-04-27,Mentions,-6839.73,-12308.98,5469.25,0.0,1435397.0
2026-04-27,Non-parlay sports,-2072995.94,-3417680.26,1344684.32,180297.31,125000495.0
2026-04-27,Other non-sports,-45.87,-49.41,3.54,0.0,3654.0
2026-04-27,Parlays,-868559.46,-1309283.44,440723.98,0.0,119981497.0
2026-04-27,Politics,-4286.48,-6321.68,2035.2,0.0,380305.0
2026-04-27,Science and Technology,-1223.52,-1693.14,469.62,115.89,169249.0
2026-04-28,Climate and Weather,-46.93,-4344.59,4297.66,0.0,699120.0
2026-04-28,Companies,224.71,151.71,73.0,0.0,5509.0
2026-04-28,Crypto,-151621.18,-412700.74,261079.56,0.0,24624519.0
2026-04-28,Economics,3993.97,2726.79,1267.18,162.07,124728.0
2026-04-28,Elections,23942.82,23190.84,751.98,0.0,421716.0
2026-04-28,Entertainment,-16916.32,-20748.17,3831.85,0.0,734275.0
2026-04-28,Financials,-346.29,-542.39,196.1,0.0,45830.0
2026-04-28,Mentions,-60043.84,-69710.94,9667.1,0.0,2935018.0
2026-04-28,Non-parlay sports,-3760857.41,-6681844.41,2920987.0,487639.79,270521599.0
2026-04-28,Other non-sports,346.49,254.06,92.43,0.0,6158.0
2026-04-28,Parlays,-3584789.69,-4126569.84,541780.15,0.0,152181131.0
2026-04-28,Politics,-21121.85,-25305.72,4183.87,0.0,908739.0
2026-04-28,Science and Technology,-374.05,-447.99,73.94,20.23,51289.0
2026-04-29,Climate and Weather,5649.5,2362.25,3287.25,0.0,735911.0
2026-04-29,Companies,-1052.46,-1152.26,99.8,0.0,7462.0
2026-04-29,Crypto,-4249.51,-276531.91,272282.4,0.0,26107038.0
2026-04-29,Economics,10102.98,9087.77,1015.21,124.23,93603.0
2026-04-29,Elections,22794.59,21180.65,1613.94,0.0,876453.0
2026-04-29,Entertainment,-8562.83,-13186.01,4623.18,0.0,1232826.0
2026-04-29,Financials,4439.09,4136.38,302.71,0.0,51902.0
2026-04-29,Mentions,400.19,-7235.72,7635.91,0.0,1780040.0
2026-04-29,Non-parlay sports,-6331715.14,-9514611.27,3182896.13,525117.09,275260611.0
2026-04-29,Other non-sports,2949.06,2372.96,576.1,0.0,52157.0
2026-04-29,Parlays,-2174954.01,-2695997.71,521043.7,0.0,135743125.0
2026-04-29,Politics,-75649.15,-82551.22,6902.07,0.0,1047612.0
2026-04-29,Science and Technology,-682.66,-744.44,61.78,15.52,47566.0
2026-04-30,Climate and Weather,-4018.82,-7003.64,2984.82,0.0,668424.0
2026-04-30,Companies,-1181.82,-1319.72,137.9,0.0,13012.0
2026-04-30,Crypto,-70448.08,-316512.37,246064.29,0.0,23302039.0
2026-04-30,Economics,17116.81,15738.05,1378.76,185.56,163294.0
2026-04-30,Elections,-13904.47,-15799.69,1895.22,0.0,624935.0
2026-04-30,Entertainment,-13087.18,-17735.04,4647.86,0.0,1522319.0
2026-04-30,Financials,-201.42,-580.79,379.37,0.0,79239.0
2026-04-30,Mentions,-50250.63,-57949.96,7699.33,0.0,2766556.0
2026-04-30,Non-parlay sports,606994.66,-2809305.33,3416299.99,563896.09,302335755.0
2026-04-30,Other non-sports,1921.45,1040.95,880.5,0.0,76842.0
2026-04-30,Parlays,-3670358.02,-4210284.32,539926.3,0.0,116827108.0
2026-04-30,Politics,-30267.43,-35157.83,4890.4,0.0,800891.0
2026-04-30,Science and Technology,-554.68,-628.75,74.07,17.95,58961.0
2026-05-01,Climate and Weather,-9458.22,-12154.19,2695.97,0.0,1173718.0
2026-05-01,Companies,-1213.21,-1584.8,371.59,0.04,32617.0
2026-05-01,Crypto,-38282.99,-353694.23,315411.24,0.0,29283797.0
2026-05-01,Economics,4613.95,3401.46,1212.49,176.42,202119.0
2026-05-01,Elections,-9358.8,-10278.55,919.75,0.0,285594.0
2026-05-01,Entertainment,-3537.47,-7781.5,4244.03,0.0,1040393.0
2026-05-01,Financials,4290.86,3765.21,525.65,0.0,114284.0
2026-05-01,Mentions,5453.85,-17239.89,22693.74,0.0,3889864.0
2026-05-01,Non-parlay sports,6054499.06,2122382.91,3932116.15,574143.29,338210325.0
2026-05-01,Other non-sports,1448.81,1054.29,394.52,0.0,28158.0
2026-05-01,Parlays,-872788.12,-1390703.89,517915.77,0.0,145762286.0
2026-05-01,Politics,-3610.7,-9858.43,6247.73,0.0,1177194.0
2026-05-01,Science and Technology,-851.24,-918.69,67.45,15.16,71017.0
2026-05-02,Climate and Weather,-8473.39,-10619.25,2145.86,0.0,947808.0
2026-05-02,Companies,442.57,265.46,177.11,0.07,19500.0
2026-05-02,Crypto,-44968.34,-310050.65,265082.31,0.0,25783401.0
2026-05-02,Economics,-1450.73,-1910.48,459.75,55.49,63322.0
2026-05-02,Elections,-2551.13,-3642.56,1091.43,0.0,160905.0
2026-05-02,Entertainment,-457.53,-4374.64,3917.11,0.0,848042.0
2026-05-02,Financials,-535.87,-560.35,24.48,0.0,12297.0
2026-05-02,Mentions,-21587.94,-29817.36,8229.42,0.0,1540231.0
2026-05-02,Non-parlay sports,3085615.23,-796388.97,3882004.2,551334.69,333509654.0
2026-05-02,Other non-sports,313.78,-108.72,422.5,0.0,27543.0
2026-05-02,Parlays,2419026.81,1879474.17,539552.64,0.0,138891152.0
2026-05-02,Politics,-24595.67,-29075.45,4479.78,0.0,1178195.0
2026-05-02,Science and Technology,-1210.68,-1319.6,108.92,25.41,91992.0
2026-05-03,Climate and Weather,-364.01,-2353.61,1989.6,0.0,518392.0
2026-05-03,Companies,-668.77,-768.92,100.15,0.0,11454.0
2026-05-03,Crypto,-225499.59,-477574.61,252075.02,0.0,25820383.0
2026-05-03,Economics,13326.1,12671.95,654.15,109.63,55123.0
2026-05-03,Elections,1452.95,707.62,745.33,0.0,148459.0
2026-05-03,Entertainment,-11849.16,-16158.16,4309.0,0.0,892076.0
2026-05-03,Financials,-1303.73,-1361.63,57.9,0.0,34774.0
2026-05-03,Mentions,-39521.4,-49950.31,10428.91,0.0,2798733.0
2026-05-03,Non-parlay sports,-3333162.53,-6845256.37,3512093.84,476274.86,315224767.0
2026-05-03,Other non-sports,3949.61,3355.31,594.3,0.0,43887.0
2026-05-03,Parlays,2158604.29,1551471.98,607132.31,0.0,149582135.0
2026-05-03,Politics,-9093.14,-11861.47,2768.33,0.0,782659.0
2026-05-03,Science and Technology,-566.94,-636.62,69.68,17.24,50391.0
2026-05-04,Climate and Weather,2986.38,542.6,2443.78,0.0,610506.0
2026-05-04,Companies,-2524.24,-2805.69,281.45,1.3,26741.0
2026-05-04,Crypto,-186077.51,-454163.07,268085.56,0.0,28396853.0
2026-05-04,Economics,-1855.52,-2541.05,685.53,93.87,87461.0
2026-05-04,Elections,-6859.78,-7837.43,977.65,0.0,179290.0
2026-05-04,Entertainment,-12176.57,-23592.41,11415.84,0.0,2621410.0
