date,report_ticker,contracts_settled,notional_settled
2026-05-01,KXNCAAMLAXGAME,47975,24396.85
2026-05-01,KXNDALR,297,17.82
2026-05-01,KXNE2D,396,124.09
2026-05-01,KXNEPRIMARY,100,13.0
2026-05-01,KXNETFLIXRANKMOVIE,7128,2185.55
2026-05-01,KXNETFLIXRANKMOVIEGLOBAL,1763,353.24
2026-05-01,KXNETFLIXRANKMOVIEGLOBAL2,392,369.27
2026-05-01,KXNETFLIXRANKMOVIERUNNERUP,4716,1990.25
2026-05-01,KXNETFLIXRANKSHOW,46742,17140.55
2026-05-01,KXNETFLIXRANKSHOWGLOBAL,7367,4836.79
2026-05-01,KXNETFLIXRANKSHOWGLOBAL2,248,130.11
2026-05-01,KXNETFLIXRANKSHOWRUNNERUP,5366,2541.04
2026-05-01,KXNETFLIXTOPVIEWSTV,3110,526.91
2026-05-01,KXNEWDEAL,12,7.92
2026-05-01,KXNEWSOMENDORSE,94,32.78
2026-05-01,KXNEWTARIFFS,5188,3484.7
2026-05-01,KXNEXTHUNGARYPM,13668,10800.96
2026-05-01,KXNEXTLEVELCHEF,959,682.41
2026-05-01,KXNEXTMANAGEREPL,78,23.15
2026-05-01,KXNEXTMANAGERLALIGA,1040,338.47
2026-05-01,KXNEXTMANAGERMANU,985,350.73
2026-05-01,KXNEXTNBACOACH,1062,212.67
2026-05-01,KXNEXTTEAMNBA,4687,1502.2
2026-05-01,KXNEXTTEAMNFL,13030,1175.68
2026-05-01,KXNFLTRADE,3,0.03
2026-05-01,KXNHLADAMS,2748,1659.06
2026-05-01,KXNY17D,56,24.03
2026-05-01,KXPGATOP5,138276,76235.78
2026-05-01,KXNYCRENTFREEZE,657,176.54
2026-05-01,KXPREMCHAMP,70,2.8
2026-05-01,KXPREMDARTS,172,63.83
2026-05-01,KXPREMIERLEAGUE,17855,8903.62
2026-05-01,KXPRESSBRIEFINGCOUNT,59,23.14
2026-05-01,KXPRIMARYMOV,20130,10646.64
2026-05-01,KXPRIMARYPLACE,5242,3138.93
2026-05-01,KXPRIMARYTURNOUT,435,274.25
2026-05-01,KXPSASQUASH,773,409.2
2026-05-01,KXPSKY,139,52.92
2026-05-01,KXPSL,572,357.32
2026-05-01,KXPSLGAME,1274216,643390.76
2026-05-01,KXPUREALBUMS,16455,12758.95
2026-05-01,KXQUADRUPLEDOUBLE,8146,2483.65
2026-05-01,KXRACE,376,134.15
2026-05-01,KXRAINAUSM,5608,4841.61
2026-05-01,KXRAINCHIM,1314,743.39
2026-05-01,KXRAINDALM,3109,1872.12
2026-05-01,KXRAINDENM,6776,3269.99
2026-05-01,KXRAINHOUM,16713,10918.63
2026-05-01,KXRAINLAXM,9272,6602.93
2026-05-01,KXRAINMIAM,3189,2218.82
2026-05-01,KXRAINNYC,4489,2426.42
2026-05-01,KXRAINNYCM,3649,1807.17
2026-05-01,KXRAINSEAM,3796,1897.38
2026-05-01,KXRAINSFOM,7326,5049.46
2026-05-01,KXRANKLIST1SONG,18104,1564.48
2026-05-01,KXNCAABASEBALL,37852,11791.91
2026-05-01,KXRANKLISTSONGSPOTGLOBAL,64579,48914.88
2026-05-01,KXRANKLISTSONGSPOTUSA,474092,78253.42
2026-05-01,KXPLTR,1182,578.88
2026-05-01,KXPLNT,283,159.34
2026-05-01,KXPLAYWC,109,99.19
2026-05-01,KXPGATOUR,9527534,1910997.46
2026-05-01,KXNYTHEAD,167,102.13
2026-05-01,KXNZNBLGAME,61351,33639.49
2026-05-01,KXOH9R,9828,4775.89
2026-05-01,KXOHPRIMARY,6461,4425.39
2026-05-01,KXORPRIMARY,1279,1254.6
2026-05-01,KXOWGAME,4211,2151.6
2026-05-01,KXPA07D,5,0.95
2026-05-01,KXPA3D,4911,2498.97
2026-05-01,KXPARDONSTRUMP,29,28.42
2026-05-01,KXPAYROLLS,25148,14644.44
2026-05-01,KXPCECORE,58,40.7
2026-05-01,KXPERLIGA1GAME,390,182.03
2026-05-01,KXPERSONPUBLIC,330,197.9
2026-05-01,KXPERUCONGRESS,11,11.0
2026-05-01,KXNY7D,43,27.15
2026-05-01,KXPERUPRES,6796,3741.97
2026-05-01,KXPERUPRES1RMOV,648,148.78
2026-05-01,KXPERUPRES2ND,1767,1239.68
2026-05-01,KXPERUPRESMATCHUP,493,330.05
2026-05-01,KXPGAH2H,442959,260788.17
2026-05-01,KXPGAHOLEINONE,9516,3083.0
2026-05-01,KXPGAMAJORTOP10,711,305.45
2026-05-01,KXPGAMAJORWIN,5771,3105.84
2026-05-01,KXPGAPLAYOFF,3299,704.08
2026-05-01,KXPGAR1LEAD,16312,3386.26
2026-05-01,KXPGAR2LEAD,1080140,238379.75
2026-05-01,KXPGAR3LEAD,28948,12848.77
2026-05-01,KXPGAROUNDSCORE,276489,135881.03
2026-05-01,KXPGATOP10,152819,76277.33
2026-05-01,KXPGATOP20,525782,241539.09
2026-05-01,KXPERUPRES1R,3,2.97
2026-05-01,KXNBAWFINMVP,6687,2293.74
2026-05-01,KXMVECROSSCATEGORY,64824298,7517250.18
2026-05-01,KXNBAUPSET,10331,5412.71
2026-05-01,KXMLBF5TOTAL,291706,160847.0
2026-05-01,KXMLBGAME,37744122,17578193.2
2026-05-01,KXMLBHIT,227791,115384.93
2026-05-01,KXMLBHR,1397886,310911.98
2026-05-01,KXMLBHRR,147532,68464.32
2026-05-01,KXMLBKS,620730,325697.55
2026-05-01,KXMLBMENTION,24927,18226.81
2026-05-01,KXMLBPITCHEROTM,122,98.72
2026-05-01,KXMLBPLAYEROTM,2083,1300.18
2026-05-01,KXMLBRFI,978072,502109.64
2026-05-01,KXMLBSPREAD,5341347,2746134.5
2026-05-01,KXMLBSTATCOUNT,48,32.69
2026-05-01,KXMLBTB,115200,48506.77
2026-05-01,KXMLBTEAMTOTAL,205474,102916.0
2026-05-01,KXMLBTOTAL,8190147,4297649.93
2026-05-01,KXMLSBTTS,318,184.78
2026-05-01,KXMLSGAME,48916,21755.3
2026-05-01,KXMLSSPREAD,6617,1307.62
2026-05-01,KXMLSTOTAL,5614,2792.64
2026-05-01,KXMNDAYCARECHARGE,130,38.53
2026-05-01,KXMONSANTODURNELL,522,160.7
2026-05-01,KXMOVIEDELAYODYSSEY,143,88.22
2026-05-01,KXMOVNJ11SPECIAL,36179,5774.54
2026-05-01,KXMOVVAREDISTRICT,180915,152263.72
2026-05-01,KXMRBEASTMENTION,12943,5839.82
2026-05-01,KXMTCH,157,52.05
2026-05-01,KXMTN,362,190.01
2026-05-01,KXMUSKOAI,48371,24768.55
2026-05-01,KXMUSKTRILLION,375,110.87
2026-05-01,KXMLBF5SPREAD,82451,54990.28
2026-05-01,KXMLBF5,290820,153902.21
2026-05-01,KXMJSCHEDULE,17266,6674.94
2026-05-01,KXMEXCUBOIL,22,12.74
2026-05-01,KXLOWTSEA,8366,5739.88
2026-05-01,KXRANKLISTSONGTOP10,3275,2677.62
2026-05-01,KXLOWTSFO,4158,3124.87
2026-05-01,KXLPGATOUR,123483,44246.66
2026-05-01,KXLTGOVGANOMD,88,45.28
2026-05-01,KXLTGOVGANOMR,95,19.0
2026-05-01,KXLTGOVOKNOMR,278,27.92
2026-05-01,KXLUTNICKOUT,1989,575.91
2026-05-01,KXLYFT,1846,268.53
2026-05-01,KXMADMEN,42941,23910.13
2026-05-01,KXMADWOMEN,7541,4136.76
2026-05-01,KXMAJORPROTEST,1123,168.45
2026-05-01,KXMAMDANIEO,4372,3773.27
2026-05-01,KXMAMDANIMENTION,20892,6656.34
2026-05-01,KXMUSKWEALTH,1532,975.15
2026-05-01,KXMANAGERSOUT,201,100.62
2026-05-01,KXMARRIAGESWIFTKELCE,22447,8256.97
2026-05-01,KXMAYORLA,143068,45068.16
2026-05-01,KXMCGREGORFIGHTNEXT,1036,977.9
2026-05-01,KXMD06D,73,30.24
2026-05-01,KXMDPRIMARY,30,3.0
2026-05-01,KXME02D,7,2.9
2026-05-01,KXMEASLES,138,85.21
2026-05-01,KXMEDIACOVERMADDEN,5360,2550.68
2026-05-01,KXMEDIACOVERSI,801,443.62
2026-05-01,KXMEDIARELEASEADDTRAILER,1241,692.71
2026-05-01,KXMEDIARELEASEICEMAN,620,341.34
2026-05-01,KXMENWORLDCUP,627739,90391.78
2026-05-01,KXMETGALA,151988,81726.8
2026-05-01,KXMETGALAFITS,1814,1218.89
2026-05-01,KXMAR,3695,851.27
2026-05-01,KXNBAWEST,799930,168114.18
2026-05-01,KXMVENBASINGLEGAME,48823,14881.45
2026-05-01,KXNASCARCUPSERIES,31,0.93
2026-05-01,KXNBAEFINMVP,17798,4259.21
2026-05-01,KXNBAFINMVP,47855,11338.56
2026-05-01,KXNBAGAME,99926266,45985627.76
2026-05-01,KXNBAGAME7,3482,2830.29
2026-05-01,KXNBALOTTERY,723,216.49
2026-05-01,KXNBALOTTERYODDS,313,18.78
2026-05-01,KXNBAMENTION,240966,87947.45
2026-05-01,KXNBAMVP,635866,428635.62
2026-05-01,KXNBAOVERTIME,48119,5467.53
2026-05-01,KXNBAPIADVANCE,13764,7712.3
2026-05-01,KXNBAPLAYOFF3D,1181,593.1
2026-05-01,KXNBAPLAYOFFPTS,1844,1092.94
2026-05-01,KXNBAPLAYOFFWINS,19659,11895.31
2026-05-01,KXNBAPTS,1047811,509334.51
2026-05-01,KXNBAPTSLEADER,6372,1317.78
2026-05-01,KXNBAREB,304647,166012.77
2026-05-01,KXNBARETURN,31253,20709.65
2026-05-01,KXNBASERIES,3813416,1506691.82
2026-05-01,KXNBASERIESGAMES,25376,13062.26
2026-05-01,KXNBASERIESPTSLEADER,3469,1830.64
2026-05-01,KXNBASERIESROADWIN,7466,2975.81
2026-05-01,KXNBASERIESSCORE,163145,72875.18
2026-05-01,KXNBASERIESSPREAD,3369,2620.75
2026-05-01,KXNBASPREAD,15787771,7801395.73
2026-05-01,KXNBASTL,17117,11940.13
2026-05-01,KXNBASWEEP,2001,804.43
2026-05-01,KXNBATEAMTOTAL,735878,367862.09
2026-05-01,KXNBATOPPICK,4965,877.42
2026-05-01,KXNBATOTAL,10959882,5478880.79
2026-05-01,KXNBAEAST,1510024,500997.67
2026-05-01,KXNBADRAFTTOP,1311,698.52
2026-05-01,KXNBADRAFTPICK,1356,400.66
2026-05-01,KXNBADRAFTCAT,832,525.8
2026-05-01,KXNASCARFASTLAP,1064,94.89
2026-05-01,KXNASCARRACE,550050,143006.39
2026-05-01,KXNASCARTOP10,9571,7208.0
2026-05-01,KXNASCARTOP20,1765,756.93
2026-05-01,KXNASCARTOP3,34490,14590.21
2026-05-01,KXNASCARTOP5,598,159.61
2026-05-01,KXNASDAQ100,27988,10108.57
2026-05-01,KXNASDAQ100MAXY,13103,11194.97
2026-05-01,KXNASDAQ100U,119186,68596.66
2026-05-01,KXNATGASD,10586,5444.43
2026-05-01,KXNATGASW,14885,8278.73
2026-05-01,KXNATIONALIZESPACEX,72,71.28
2026-05-01,KXNBA,4908733,749487.07
2026-05-01,KXNBA1HSPREAD,1138586,511270.36
2026-05-01,KXMVESPORTSMULTIGAMEEXTENDED,80889165,5934913.49
2026-05-01,KXNBA1HTOTAL,739731,326289.24
2026-05-01,KXNBA1STTEAM,6785,2192.22
2026-05-01,KXNBA2D,88448,28888.42
2026-05-01,KXNBA2HSPREAD,102781,43813.06
2026-05-01,KXNBA2HTOTAL,23852,14050.86
2026-05-01,KXNBA2HWINNER,364844,93970.37
2026-05-01,KXNBA2NDTEAM,123,70.59
2026-05-01,KXNBA2NDTEAMDEF,190,116.77
2026-05-01,KXNBA3D,45866,6743.15
2026-05-01,KXNBA3PT,267638,116214.77
2026-05-01,KXNBA3RDTEAM,11,4.84
2026-05-01,KXNBAAST,135416,63535.27
2026-05-01,KXNBABLK,20995,11711.93
2026-05-01,KXNBACOY,124702,39197.63
2026-05-01,KXNBADRAFT1,755,394.28
2026-05-01,KXNBA1HWINNER,702929,268918.08
2026-05-01,KXRECCOUNT,6,5.6
2026-05-01,KXTRUMPDELETE,1820,329.01
2026-05-01,KXRIVN,622,81.33
2026-05-01,KXU3,13232,6189.99
2026-05-01,KXUAL,26,10.35
2026-05-01,KXUAPFILES,2780,1257.58
2026-05-01,KXUBERTRIPS,5455,2064.2
2026-05-01,KXUCL,140043,31951.43
2026-05-01,KXUCL1H,652,216.99
2026-05-01,KXUCLBTTS,2800,2102.91
2026-05-01,KXUCLFINALIST,6475,2493.92
2026-05-01,KXUCLGAME,175830,62047.7
2026-05-01,KXUCLSPREAD,1520,479.1
2026-05-01,KXZELENSKYYOUT,37,35.89
2026-05-01,KXUCLW,299,88.55
2026-05-01,KXUCLWGAME,3974,817.59
2026-05-01,KXUE,948,322.23
2026-05-01,KXUECL,568,235.01
2026-05-01,KXUEL,3404,1759.65
2026-05-01,KXUELBTTS,1010,520.65
2026-05-01,KXUELGAME,1299,471.5
2026-05-01,KXUFCDISTANCE,12791,4783.92
2026-05-01,KXUFCFIGHT,726781,340686.9
2026-05-01,KXUFCMOF,314,142.93
2026-05-01,KXUFCMOV,101190,38399.82
2026-05-01,KXUFCROUNDS,4629,2210.77
2026-05-01,KXUFCVICROUND,16044,3252.72
2026-05-01,KXUFCWHITEHOUSE,491,39.28
2026-05-01,KXUFLCHAMP,10,4.1
2026-05-01,KXUFLGAME,69096,36643.77
2026-05-01,KXUKGDPMOM,2,1.74
2026-05-01,KXUSAEXPANDTERRITORY,10,9.7
2026-05-01,KXTXSENCOMBO,1217,603.34
2026-05-01,KXUSAIRANAGREEMENT,70920,16334.13
2026-05-01,KXTXRUNOFFENDORSE,234,47.57
2026-05-01,KXTXPRIMARY,4358,806.92
2026-05-01,KXTRUMPATTEND,206,110.25
2026-05-01,KXTRUMPCHINA,40486,22207.44
2026-05-01,KXTRUMPCOUNTRIES,3290,2690.79
2026-05-01,KXTRUMPENDORSE,7725,5331.69
2026-05-01,KXTRUMPENDORSEMENTS,895,621.77
2026-05-01,KXTRUMPIRAN,8861,4090.39
2026-05-01,KXTRUMPMEET,2503,867.38
2026-05-01,KXTRUMPMEETING,274,165.94
2026-05-01,KXTRUMPMENTION,2164478,663750.32
2026-05-01,KXTRUMPMENTIONB,690671,127735.9
2026-05-01,KXTRUMPNUMSTATES,1911,1873.48
2026-05-01,KXTRUMPPHOTO,597607,447924.36
2026-05-01,KXTRUMPSAY,212578,26640.85
2026-05-01,KXTRUMPSAYMONTH,74527,17828.82
2026-05-01,KXTRUMPSAYNICKNAME,4569,497.21
2026-05-01,KXTRUMPSAYTRUMP,98,41.94
2026-05-01,KXTRUMPSLAUGHTERVOTE,234,231.06
2026-05-01,KXTRUMPSUE,33,0.58
2026-05-01,KXTRUMPTIME,15533,3152.9
2026-05-01,KXTRUMPVSLAUGHTER,89,33.79
2026-05-01,KXTRUTHSOCIAL,21233,12452.96
2026-05-01,KXTRYFIREPOWELL,7874,2354.66
2026-05-01,KXTSAW,1651,578.55
2026-05-01,KXTSLA,5502,2846.46
2026-05-01,KXTSWIFTTOYSTORY,2281,1158.94
2026-05-01,KXTVSEASONRELEASEOUTBANKS,63,20.63
2026-05-01,KXTVSHOW,435,176.47
2026-05-01,KXTX18D,370,73.94
2026-05-01,KXTX33D,129,77.96
2026-05-01,KXTXRSENRUNOFFMOV,17576,3533.45
2026-05-01,KXUSDEBTMON,8105,3741.22
2026-05-01,KXUSDJPY,3,2.59
2026-05-01,KXUSGASCPI,136,112.23
2026-05-01,KXWCSQUAD,2502,1325.1
2026-05-01,KXWHEATW,2513,1513.96
2026-05-01,KXWISUPRTURNOUT,2707,1687.38
2026-05-01,KXWNBACCUP,72,9.95
2026-05-01,KXWNBADELAY,20984,11069.53
2026-05-01,KXWNBAGAME,91171,47416.6
2026-05-01,KXWNBAGAMESPLAYED,1031,10.31
2026-05-01,KXWNBASPREAD,3277,1280.92
2026-05-01,KXWNBATOTAL,3085,1398.97
2026-05-01,KXWORLDCUPHALFTIME,3825,1563.89
2026-05-01,KXWSOPENTRANTS,36,17.14
2026-05-01,KXWTACHALLENGERMATCH,12070812,5917100.58
2026-05-01,KXWTAGRANDSLAM,67,9.38
2026-05-01,KXWTAMATCH,71202,38616.86
2026-05-01,KXWTASERENA,19,7.79
2026-05-01,KXWTASETWINNER,113,57.58
2026-05-01,KXWTI,820039,441861.39
2026-05-01,KXWTIMIN,1146,672.19
2026-05-01,KXWTIW,181484,104912.34
2026-05-01,KXXRP,15610,6351.12
2026-05-01,KXXRP15M,408741,265687.3
2026-05-01,KXXRPD,17322,11648.99
2026-05-01,KXXRPMAXMON,6505,1718.11
2026-05-01,KXXRPMINMON,2200,1321.52
2026-05-01,KXYTUBESUBSBEAST,28,25.76
2026-05-01,KXZECMAXMON,3085,2367.1
2026-05-01,KXZECMINMON,269,125.64
2026-05-01,KXZELENSKYPUTIN,2302,1874.43
2026-05-01,KXLOWTSATX,9251,5398.86
2026-05-01,KXWCROUND,4824,1465.44
2026-05-01,KXWCMESSIRONALDO,58,32.39
2026-05-01,KXWCIRAN,1879,631.1
2026-05-01,KXWCGROUPWIN,6189,4051.11
2026-05-01,KXUSISMSERV,1107,263.33
2026-05-01,KXUSLGAME,2749,1199.39
2026-05-01,KXUSMCA,6,0.48
2026-05-01,KXUSMICHCSP,2,1.1
2026-05-01,KXUSNFP,1310,594.13
2026-05-01,KXUSPPIYOY,418,379.49
2026-05-01,KXUSRETAIL,15,6.45
2026-05-01,KXUSTURNOUT,9560,2788.52
2026-05-01,KXUT1D,100,26.15
2026-05-01,KXUTPRIMARY,379,154.64
2026-05-01,KXVALORANTGAME,755697,379346.47
2026-05-01,KXVALORANTMAP,345732,187269.0
2026-05-01,KXVANCEMENTION,335240,3352.4
2026-05-01,KXVANCEPAKISTAN,4422,2222.13
2026-05-01,KXTRUMPADMINLEAVE,3906,1655.49
2026-05-01,KXVENEZUELALEADER2,5243,3832.53
2026-05-01,KXVISITGREENLAND,29,8.76
2026-05-01,KXVISITIRAN,13321,6830.59
2026-05-01,KXVISITNYC,373,290.56
2026-05-01,KXVISITVENEZUELA,4645,1242.73
2026-05-01,KXVOTEFEDCHAIR,15,0.75
2026-05-01,KXVOTEHUBTRUMPUPDOWN,2426,1274.4
2026-05-01,KXVOTEPRIMARY,10233,3582.16
2026-05-01,KXVTBGAME,95,82.95
2026-05-01,KXWALESPARLIAMENT,13,9.62
2026-05-01,KXWATSONRNC,366,270.47
2026-05-01,KXWCCONTINENT,7,5.13
2026-05-01,KXWCGAME,2773,1166.9
2026-05-01,KXWCGOALLEADER,1638,216.57
2026-05-01,KXWCGROUPQUAL,216,165.59
2026-05-01,KXVENFUTVEGAME,156,70.2
2026-05-01,KXTRUMPACT,12471,9604.62
2026-05-01,KXTRUFTSA,1839,869.77
2026-05-01,KXTRUFPDEBT,57,14.53
2026-05-01,KXSENATESCR,577,489.62
2026-05-01,KXSENATETXR,20437,9938.15
2026-05-01,KXSENATEVAD,9,0.63
2026-05-01,KXSENATEWVD,208,142.5
2026-05-01,KXSEOULMAYOR,1903,1556.69
2026-05-01,KXSERIEA,365,3.65
2026-05-01,KXSERIEA1H,13220,5809.9
2026-05-01,KXSERIEABTTS,9873,4574.08
2026-05-01,KXSERIEAGAME,947449,452843.55
2026-05-01,KXSERIEARELEGATION,50,4.5
2026-05-01,KXSERIEASPREAD,19995,11881.71
2026-05-01,KXSERIEATOP4,1,0.09
2026-05-01,KXSERIEATOTAL,156211,79255.54
2026-05-01,KXSERIEBGAME,1166831,556809.61
2026-05-01,KXSHELTERCPI,140,137.2
2026-05-01,KXSHIBA,1721,18.19
2026-05-01,KXSHIBAD,38,6.4
2026-05-01,KXSHLGAME,7,4.13
2026-05-01,KXSILVERD,2779,1627.95
2026-05-01,KXSILVERMON,14,9.52
2026-05-01,KXSILVERW,13419,5351.53
2026-05-01,KXSLGREECEGAME,739,255.91
2026-05-01,KXSNLHOST,29801,8054.98
2026-05-01,KXSNLMENTION,32718,12333.19
2026-05-01,KXSNPMAJORITY,664,592.72
2026-05-01,KXSOCCERPLAYCRON,64,62.08
2026-05-01,KXSOCCERPLAYMESSI,204,186.27
2026-05-01,KXSOCCERTRANSFER,910,501.3
2026-05-01,KXSOL15M,448058,267918.83
2026-05-01,KXSENATESCD,1,0.95
2026-05-01,KXSENATEORR,377,369.36
2026-05-01,KXSENATEOKR,126,123.48
2026-05-01,KXSENATEOHSD,42,0.84
2026-05-01,KXROASTSUBJECT,436,237.17
2026-05-01,KXROLEATMETGALA,2427,858.99
2026-05-01,KXRT,212874,68466.85
2026-05-01,KXRTX5090W,6,5.89
2026-05-01,KXRUCRUDEX,92,81.66
2026-05-01,KXRUGBYESLMATCH,351,252.59
2026-05-01,KXRUGBYNRLMATCH,29400,19023.15
2026-05-01,KXSAUDIPLGAME,1537,725.1
2026-05-01,KXSAUDIPLSPREAD,95,29.45
2026-05-01,KXSAUDIPLTOTAL,84,65.52
2026-05-01,KXSAVEAMERICACLOTURE,129816,1674.17
2026-05-01,KXSC01R,16,9.6
2026-05-01,KXSCOTPARLIAMENT,69,1.76
2026-05-01,KXSCOTTISHPREMGAME,135032,67699.27
2026-05-01,KXSOLD,29489,5917.7
2026-05-01,KXSCOTUSMARIJUANAGUN,25,4.75
2026-05-01,KXSECSTATEVISIT,1927,1147.16
2026-05-01,KXSENATEALD,85,68.85
2026-05-01,KXSENATEALR,8711,3863.68
2026-05-01,KXSENATECOD,271,260.49
2026-05-01,KXSENATECOR,40,2.8
2026-05-01,KXSENATEGAR,1261,862.7
2026-05-01,KXSENATEIDR,100,98.0
2026-05-01,KXSENATEKYD,349,63.05
2026-05-01,KXSENATEKYR,20347,16223.69
2026-05-01,KXSENATELAR,7148,3030.08
2026-05-01,KXSENATEMED,89059,4840.93
2026-05-01,KXSENATEMTR,133,117.37
2026-05-01,KXSENATENED,9,6.9
2026-05-01,KXSENATENJR,16,7.84
2026-05-01,KXSCPRIMARY,67,42.94
2026-05-01,KXRECNCH,3611,1884.13
2026-05-01,KXSOLE,2624,666.37
2026-05-01,KXSOLMINMON,3459,2043.38
2026-05-01,KXTARIFFCHECKS,1937,70.18
2026-05-01,KXTARIFFRATECAN,25,4.7
2026-05-01,KXTARIFFRATEEU,1065,279.56
2026-05-01,KXTARIFFRATEPRC,1481,960.26
2026-05-01,KXTAXWAIVE,116,114.84
2026-05-01,KXTAYLORSWIFTWEDDING,501,282.7
2026-05-01,KXTAYLORSWIFTWEDDINGATTEND,93,20.26
2026-05-01,KXTEAMSINNBAEF,15843,4926.26
2026-05-01,KXTEAMSINNBAF,259642,60491.69
2026-05-01,KXTEAMSINNBAWF,25020,5887.11
2026-05-01,KXTEAMSINSC,17057,3033.2
2026-05-01,KXTEAMSINUCL,73256,33625.49
2026-05-01,KXTECHLAYOFF,54,19.63
2026-05-01,KXTECHRANKLISTAICODE,6601,1023.52
2026-05-01,KXTEMPNYCH,11362,5608.73
2026-05-01,KXTHAIL1GAME,75629,36555.45
2026-05-01,KXTNOTEW,6516,3644.11
2026-05-01,KXTOPALBUMRECORD,7,2.87
2026-05-01,KXTOPBBSPOTSDRA,5345,1609.05
2026-05-01,KXTOPCHEF,2397,593.29
2026-05-01,KXTOPMODEL,50517,1584.81
2026-05-01,KXTOPMONTHLY,3164,1459.53
2026-05-01,KXTOPSONG,577,83.14
2026-05-01,KXTORNADO,1825,1056.94
2026-05-01,KXTOUR,31,4.65
2026-05-01,KXTRANSGENDERSPORTSBAN,2,1.92
2026-05-01,KXTRAVISKELCEWEDDING,158,87.12
2026-05-01,KXTRILLIONAIRE,539,502.78
2026-05-01,KXTRUEV,962,569.2
2026-05-01,KXTAIWANLVL4,216,211.68
2026-05-01,KXT20MATCH,74274,31408.65
2026-05-01,KXSWISSLEAGUEGAME,1171,480.11
2026-05-01,KXSWIFTKELCEWEDDINGLOCATION,7504,1405.02
2026-05-01,KXSONGCHARTDRA,89,58.03
2026-05-01,KXSONGRELEASE,470,439.3
2026-05-01,KXSONGRELEASEDATE,459,351.01
2026-05-01,KXSONGRELEASEDATEAG,2784,2004.33
2026-05-01,KXSONGRELEASEDATEPC,431,417.51
2026-05-01,KXSOTHLEAVE,713,128.38
2026-05-01,KXSOYBEANW,2654,1202.24
2026-05-01,KXSP500ADDQ,163,40.21
2026-05-01,KXSPACEXBANKPUBLIC,10494,1921.4
2026-05-01,KXSPACEXCOUNT,90486,18618.58
2026-05-01,KXSPACEXSTARSHIP,12577,7979.55
2026-05-01,KXSPORTSEMMY,3636,554.7
2026-05-01,KXSPOTIFY2D,9688,7874.29
2026-05-01,KXSPOTIFYALBUMRELEASEDATEDRAKE,9505,3396.51
2026-05-01,KXSOLMAXMON,5351,1906.98
2026-05-01,KXSPOTIFYALBUMW,4324,1600.57
2026-05-01,KXSPOTIFYARTISTW,7265,5061.81
2026-05-01,KXSPOTIFYD,19471,13113.74
2026-05-01,KXSPOTIFYGLOBALD,1629,935.71
2026-05-01,KXSPOTIFYW,591,306.59
2026-05-01,KXSTARWARS,2125,1857.55
2026-05-01,KXSTEAMPRICE,277,238.28
2026-05-01,KXSUEPOWELL,1392,1350.78
2026-05-01,KXSUGARW,4874,3635.05
2026-05-01,KXSUMMERHOUSEDRAMA,10,7.02
2026-05-01,KXSUPERLIG,1,0.97
2026-05-01,KXSUPERLIGGAME,613248,284737.81
2026-05-01,KXSURVIVOR,352205,38905.42
2026-05-01,KXSURVIVORELIMINATION,29857,7562.98
2026-05-01,KXSWENCOUNTERS,828,548.92
2026-05-01,KXSPOTIFYARTISTD,975,645.56
2026-05-01,KXLOWTPHX,9791,3983.44
2026-05-01,KXUCLTOTAL,3671,1890.76
2026-05-01,KXLOWTOKC,13326,9207.41
2026-05-01,KXCHESSNORWAY,297,228.41
2026-05-01,KXCHNSLGAME,795119,336432.6
2026-05-01,KXCHOPPEDCASTAWAYS,82,56.49
2026-05-01,KXCHTRADEBAL,255,170.67
2026-05-01,KXCLAUDE,167,48.62
2026-05-01,KXCLAUDE5,94,9.4
2026-05-01,KXCO8D,1086,270.69
2026-05-01,KXCOACHOUTMLB,250,32.0
2026-05-01,KXCOACHOUTNBADATE,2415,1599.61
2026-05-01,KXCOCOAW,1476,1089.56
2026-05-01,KXCODGAME,236197,96557.42
2026-05-01,KXCODMAP,33393,22368.83
2026-05-01,KXCODTOTALMAPS,15652,8117.01
2026-05-01,KXCOFFEEW,5453,4726.6
2026-05-01,KXCOINBASE,390,220.31
2026-05-01,KXCOLOMBIA1R2,1031,376.7
2026-05-01,KXCOLOMBIAPRES,1562,987.15
2026-05-01,KXCOLOMBIAPRES1R,600,62.2
2026-05-01,KXCOLOMBIAPRESR1,77,70.38
2026-05-01,KXCOMPANYACTIONLAYOFF,1117,1098.85
2026-05-01,KXCONCACAFCCUPGAME,159,109.99
2026-05-01,KXCONNSMYTHE,2331,329.54
2026-05-01,KXCOPPAITALIA,11,3.25
2026-05-01,KXCOPPERD,520,263.77
2026-05-01,KXCOPPERMON,3,1.95
2026-05-01,KXCOPPERW,4254,2316.41
2026-05-01,KXCOPRIMARY,25,8.75
2026-05-01,KXCORNW,7999,6854.2
2026-05-01,KXCOST,451,169.92
2026-05-01,KXCHCUTS,9,2.25
2026-05-01,KXCPI,55671,34504.08
2026-05-01,KXCHAMPTOUR,6714,4065.96
2026-05-01,KXCCAPRICE,20,10.6
2026-05-01,KXBUNDESLIGATOTAL,6151,3002.7
2026-05-01,KXCA04PRIMARY,4746,3751.92
2026-05-01,KXCA11PERSON,161,47.76
2026-05-01,KXCA11PRIMARY,168,150.28
2026-05-01,KXCA40PRIMARYADVANCE,2,1.55
2026-05-01,KXCABOUT,1082,428.28
2026-05-01,KXCAGOV2ND,200,140.0
2026-05-01,KXCAGOV3RD,93,54.69
2026-05-01,KXCAGOVMATCHUP,9438,2156.25
