date,report_ticker,contracts_settled,notional_settled
2026-04-15,KX14AMENDCASE,1423,966.14
2026-04-15,KXNHLGAME,6482994,3139942.16
2026-04-15,KXNHLGOAL,37096,22167.04
2026-04-15,KXNHLHART,109450,50066.36
2026-04-15,KXNHLNORRIS,22876,9111.43
2026-04-15,KXNHLPACIFIC,8187,1084.84
2026-04-15,KXNHLPTS,1091,582.49
2026-04-15,KXNHLRICHARD,2115,140.69
2026-04-15,KXNHLROSS,3055,1717.79
2026-04-15,KXNHLSERIES,16134,9005.77
2026-04-15,KXNHLSERIESSCORE,2832,540.32
2026-04-15,KXNHLSERIESSPREAD,312,134.16
2026-04-15,KXNHLSPREAD,360708,174306.1
2026-04-15,KXNHLTOTAL,970597,504089.14
2026-04-15,KXNHLFIRSTGOAL,3834,562.01
2026-04-15,KXNHLVEZINA,9396,6023.96
2026-04-15,KXNHSALES,166,46.27
2026-04-15,KXNICKELMON,40,39.4
2026-04-15,KXNICKELW,20,12.5
2026-04-15,KXNPBGAME,87956,54101.98
2026-04-15,KXNY10D,109,86.52
2026-04-15,KXNY12D,1326,315.49
2026-04-15,KXNY13D,29,9.57
2026-04-15,KXNY17D,1579,790.06
2026-04-15,KXNYCRENTFREEZE,94,20.68
2026-04-15,KXNYTHEAD,215,114.15
2026-04-15,KXOH9R,707,221.12
2026-04-15,KXOHPRIMARY,281,162.71
2026-04-15,KXOMEGA,17,9.69
2026-04-15,KXNHLWEST,35271,9068.96
2026-04-15,KXNHLEAST,100371,46109.71
2026-04-15,KXNHLCALDER,34,0.59
2026-04-15,KXNHLAST,21,9.45
2026-04-15,KXNEWARKMAYOR,100,94.0
2026-04-15,KXNEWDEAL,24,5.04
2026-04-15,KXNEWGLENN,1894,1062.83
2026-04-15,KXNEWROLECEOAPPLE,44,13.98
2026-04-15,KXNEXTHUNGARYPM,41283,16485.54
2026-04-15,KXNEXTLEVELCHEF,365,23.72
2026-04-15,KXNEXTMANAGERMANU,972,449.56
2026-04-15,KXNEXTNBACOACH,2907,906.34
2026-04-15,KXNEXTTEAMNBA,6656,620.2
2026-04-15,KXNEXTTEAMNFL,7724,3737.45
2026-04-15,KXNFLDRAFT1,11467,1305.45
2026-04-15,KXNFLDRAFT1ST,2323,33.17
2026-04-15,KXNFLDRAFTDB,7917,4750.98
2026-04-15,KXNFLDRAFTDT,771,191.41
2026-04-15,KXNFLDRAFTEDGE,787,365.6
2026-04-15,KXNFLDRAFTLB,593,261.86
2026-04-15,KXNFLDRAFTOL,3210,1149.39
2026-04-15,KXNFLDRAFTPICK,163606,60274.04
2026-04-15,KXNFLDRAFTQB,314,179.66
2026-04-15,KXNFLDRAFTRB,993,749.12
2026-04-15,KXNFLDRAFTTE,300,81.13
2026-04-15,KXNFLDRAFTTEAM,40889,9417.48
2026-04-15,KXNFLDRAFTTOP,52901,23818.13
2026-04-15,KXNFLDRAFTWR,6621,3617.62
2026-04-15,KXNFLTEAM1POS,1873,940.39
2026-04-15,KXNFLTRADE,6,3.0
2026-04-15,KXNGUARDAIR,2,1.98
2026-04-15,KXNHL,648821,277572.47
2026-04-15,KXNHLADAMS,3478,713.82
2026-04-15,KXORPRIMARY,36,18.12
2026-04-15,KXNETFLIXTOPVIEWSMOVIE,480,412.3
2026-04-15,KXOWGAME,1256,245.82
2026-04-15,KXPAPRIMARY,1901,133.93
2026-04-15,KXPSASQUASH,71483,25894.16
2026-04-15,KXPSKY,41,32.48
2026-04-15,KXPSL,5,1.9
2026-04-15,KXPSLGAME,577811,289279.59
2026-04-15,KXQUADRUPLEDOUBLE,3915,2599.77
2026-04-15,KXR6GAME,41888,23480.13
2026-04-15,KXR6MAP,17628,12926.62
2026-04-15,KXRACE,19454,13885.49
2026-04-15,KXRAINAUSM,1419,986.36
2026-04-15,KXRAINCHIM,13999,7782.91
2026-04-15,KXRAINDALM,297,124.34
2026-04-15,KXRAINDENM,5848,3377.63
2026-04-15,KXRAINHOUM,2048,839.31
2026-04-15,KXPSAKIMENTION,10736,107.36
2026-04-15,KXRAINLAXM,1560,1105.16
2026-04-15,KXRAINNYC,2860,1596.5
2026-04-15,KXRAINNYCM,1412,711.9
2026-04-15,KXRAINSEAM,1534,651.27
2026-04-15,KXRAINSFOM,5327,3346.96
2026-04-15,KXRANKLIST1SONG,72768,1776.15
2026-04-15,KXRANKLISTSONGSPOTGLOBAL,12340,10055.62
2026-04-15,KXRANKLISTSONGSPOTUSA,11574,4993.97
2026-04-15,KXRANKLISTSONGTOP10,1073,1019.96
2026-04-15,KXRBLX,1288,1141.24
2026-04-15,KXRBWSTRIKE,3253,1403.7
2026-04-15,KXRECBILL,600,476.0
2026-04-15,KXRECCOUNT,555,471.75
2026-04-15,KXRECNCH,6,3.66
2026-04-15,KXRAINMIAM,1604,885.04
2026-04-15,KXPRIMARYMOV,545,76.3
2026-04-15,KXPRESSBRIEFINGCOUNT,502,246.66
2026-04-15,KXPREMIERLEAGUE,37598,19024.81
2026-04-15,KXPAYROLLS,1500,700.98
2026-04-15,KXPCECORE,3109,603.15
2026-04-15,KXPERSONMENTION,2753,1449.38
2026-04-15,KXPERSONPUBLIC,15,5.55
2026-04-15,KXPERUCONGRESS,1197,1171.59
2026-04-15,KXPERUPRES,426442,246958.4
2026-04-15,KXPERUPRES1R,5899,414.68
2026-04-15,KXPERUPRES1RMOV,3520,2189.12
2026-04-15,KXPERUPRES2ND,100913,50412.99
2026-04-15,KXPERUPRESMATCHUP,31480,20409.55
2026-04-15,KXPGAH2H,39212,19364.63
2026-04-15,KXPGAHOLEINONE,7115,2481.89
2026-04-15,KXPGAMAJORTOP10,3733,1314.23
2026-04-15,KXPGAMAJORWIN,3407,1184.04
2026-04-15,KXPGAPLAYOFF,5425,1038.31
2026-04-15,KXPGAR1LEAD,437547,19308.61
2026-04-15,KXPGAR1TOP10,12070,3863.94
2026-04-15,KXPGAR1TOP5,1172,284.16
2026-04-15,KXPGAR2LEAD,4871,825.35
2026-04-15,KXPGAR3LEAD,156,16.46
2026-04-15,KXPGAROUNDSCORE,10863,5777.35
2026-04-15,KXPGATOP10,139971,37615.15
2026-04-15,KXPGATOP20,293266,118163.72
2026-04-15,KXPGATOP5,129296,33670.23
2026-04-15,KXPGATOUR,6290074,348150.06
2026-04-15,KXPLTR,16234,11529.27
2026-04-15,KXPM,29616,16038.26
2026-04-15,KXPOLITICSMENTION,217262,83039.91
2026-04-15,KXPREMDARTS,343,294.02
2026-04-15,KXPA3D,6103,3341.4
2026-04-15,KXRFKMENTION,5967,3854.68
2026-04-15,KXNETFLIXRANKSHOWRUNNERUP,3759,522.92
2026-04-15,KXNETFLIXRANKSHOWGLOBAL,378,13.11
2026-04-15,KXMOVVAREDISTRICT,109841,20959.24
2026-04-15,KXMOVWISUPREMECOURT,276,275.06
2026-04-15,KXMRBEASTMENTION,8580,3541.98
2026-04-15,KXMT01D,1819,684.87
2026-04-15,KXMTCH,22039,11515.41
2026-04-15,KXMUSKNW,1361,523.11
2026-04-15,KXMUSKOAI,1335,623.76
2026-04-15,KXMUSKTRILLION,261,202.48
2026-04-15,KXMUSKWEALTH,805,506.81
2026-04-15,KXMVECROSSCATEGORY,35000334,4489858.81
2026-04-15,KXMVENBASINGLEGAME,311810,42515.21
2026-04-15,KXMVESPORTSMULTIGAMEEXTENDED,51792771,5324562.12
2026-04-15,KXNASCARCUPSERIES,11886,300.75
2026-04-15,KXMOVNJ11SPECIAL,17377,4723.25
2026-04-15,KXNASCARRACE,87872,8138.69
2026-04-15,KXNASCARTOP20,1794,741.71
2026-04-15,KXNASCARTOP3,470,87.6
2026-04-15,KXNASCARTOP5,1878,559.76
2026-04-15,KXNASDAQ100,8405,2209.31
2026-04-15,KXNASDAQ100MAXY,18029,14792.52
2026-04-15,KXNASDAQ100MINY,69,0.69
2026-04-15,KXNASDAQ100U,73563,36302.0
2026-04-15,KXNATGASD,7552,2724.11
2026-04-15,KXNATGASMON,1136,506.57
2026-04-15,KXNATGASW,1324,602.66
2026-04-15,KXNATLEMERGENCY,4,0.56
2026-04-15,KXNBA,2832087,839881.01
2026-04-15,KXNBA1HSPREAD,341923,175264.99
2026-04-15,KXNASCARTOP10,11442,4056.7
2026-04-15,KXMOVILSENATED,783,95.18
2026-04-15,KXMOVIL9DNOM,39,3.12
2026-04-15,KXMOVIEDELAYODYSSEY,114,33.63
2026-04-15,KXMEDIARELEASEICEMAN,61,23.18
2026-04-15,KXMELANIAMENTION,268895,93240.75
2026-04-15,KXMENWORLDCUP,468642,146592.92
2026-04-15,KXMETAHEADCOUNT,79399,35368.56
2026-04-15,KXMETGALA,7492,4310.15
2026-04-15,KXMEXCUBOIL,555,205.65
2026-04-15,KXMJSCHEDULE,230,194.61
2026-04-15,KXMLBF5,300137,146352.64
2026-04-15,KXMLBF5SPREAD,108601,62945.12
2026-04-15,KXMLBF5TOTAL,418375,229890.75
2026-04-15,KXMLBGAME,36244723,17723494.06
2026-04-15,KXMLBHIT,162813,89864.28
2026-04-15,KXMLBHR,1073525,220367.48
2026-04-15,KXMLBHRR,109760,57208.4
2026-04-15,KXMLBKS,603431,295625.22
2026-04-15,KXMLBMENTION,35884,18204.55
2026-04-15,KXMLBPLAYEROTW,32,20.68
2026-04-15,KXMLBRFI,1025977,514523.92
2026-04-15,KXMLBSPREAD,4249081,2127620.45
2026-04-15,KXMLBSTATCOUNT,24,4.95
2026-04-15,KXMLBTB,113525,53351.74
2026-04-15,KXMLBTEAMTOTAL,173497,90120.46
2026-04-15,KXMLBTOTAL,7423981,3853112.74
2026-04-15,KXMLSBTTS,174,75.59
2026-04-15,KXMLSGAME,15512,6438.4
2026-04-15,KXMLSSPREAD,729,645.12
2026-04-15,KXMNDAYCARECHARGE,41,23.79
2026-04-15,KXMOCTRUMP25,281,161.89
2026-04-15,KXMOVGA14SWISCOTUS,3819,38.19
2026-04-15,KXNBA1HTOTAL,618593,267174.62
2026-04-15,KXNETFLIXRANKSHOWGLOBAL2,64,53.12
2026-04-15,KXNBA1HWINNER,496428,207481.72
2026-04-15,KXNBA1STTEAMDEF,1886,717.91
2026-04-15,KXNBASERIES,389000,149906.73
2026-04-15,KXNBASERIESGAMES,3195,1741.38
2026-04-15,KXNBASERIESPTSLEADER,464,195.87
2026-04-15,KXNBASERIESSCORE,43595,8129.42
2026-04-15,KXNBASERIESSPREAD,6271,3468.94
2026-04-15,KXNBASIXTH,10377,6197.27
2026-04-15,KXNBASPREAD,7897862,4002308.92
2026-04-15,KXNBASTL,8985,6241.77
2026-04-15,KXNBASWEEP,1235,212.0
2026-04-15,KXNBATEAMTOTAL,119813,62102.91
2026-04-15,KXNBATOP5ROTY,84,83.16
2026-04-15,KXNBATOPPICK,4166,341.37
2026-04-15,KXNBATOTAL,7926753,4088954.66
2026-04-15,KXNBAROY,580980,236231.06
2026-04-15,KXNBAUPSET,1070,659.09
2026-04-15,KXNBAWFINMVP,7371,598.24
2026-04-15,KXNCAABASEBALL,29112,7506.25
2026-04-15,KXNCAABBGAME,136241,80427.94
2026-04-15,KXNCAABBGS,20,1.8
2026-04-15,KXNCAALAXFINAL,5804,1217.95
2026-04-15,KXNCAAMLAXGAME,2763,1152.8
2026-04-15,KXNDALR,5,0.25
2026-04-15,KXNE2D,726,387.77
2026-04-15,KXNETFLIXRANKMOVIE,22666,3212.07
2026-04-15,KXNETFLIXRANKMOVIEGLOBAL,1981,398.62
2026-04-15,KXNETFLIXRANKMOVIEGLOBAL2,746,18.08
2026-04-15,KXNETFLIXRANKMOVIERUNNERUP,4779,468.15
2026-04-15,KXNETFLIXRANKSHOW,8180,874.55
2026-04-15,KXNBAWEST,180818,30217.97
2026-04-15,KXNBAREB,108128,60308.91
2026-04-15,KXNBAPTS,669267,300674.16
2026-04-15,KXNBAPLAYOFFWINS,10,9.9
2026-04-15,KXNBA2D,62628,11666.93
2026-04-15,KXNBA2HSPREAD,2163,717.77
2026-04-15,KXNBA2HTOTAL,1740,1428.21
2026-04-15,KXNBA2HWINNER,33258,15524.31
2026-04-15,KXNBA2NDTEAM,7373,565.3
2026-04-15,KXNBA2NDTEAMDEF,733,340.3
2026-04-15,KXNBA3D,15533,1586.67
2026-04-15,KXNBA3PT,159294,78147.62
2026-04-15,KXNBA3RDTEAM,15,9.12
2026-04-15,KXNBAAST,88332,45224.99
2026-04-15,KXNBABLK,6035,3116.48
2026-04-15,KXNBACLUTCH,1858,701.07
2026-04-15,KXNBACOY,140554,40033.26
2026-04-15,KXNBADPOY,3735,37.35
2026-04-15,KXNBADRAFT1,2237,585.57
2026-04-15,KXNBADRAFTCAT,51,5.79
2026-04-15,KXNBADRAFTCOMP,12,1.68
2026-04-15,KXNBADRAFTPICK,349,97.67
2026-04-15,KXNBADRAFTTOP,3312,1146.84
2026-04-15,KXNBAEAST,361876,107734.66
2026-04-15,KXNBAEFINMVP,10740,900.93
2026-04-15,KXNBAFINMVP,10013,937.87
2026-04-15,KXNBAGAME,55735145,26193518.08
2026-04-15,KXNBAMATCHUP,5871,4486.37
2026-04-15,KXNBAMENTION,372013,137291.53
2026-04-15,KXNBAMIMP,97977,18597.48
2026-04-15,KXNBAMVP,610959,315216.97
2026-04-15,KXNBAPIADVANCE,895,469.72
2026-04-15,KXNBAPLAYOFF,217066,103067.15
2026-04-15,KXNBA1STTEAM,16199,6633.33
2026-04-15,KXMEDIARELEASEADDTRAILER,1855,862.98
2026-04-15,KXROCKANDROLLHALLOFFAME,2130,53.32
2026-04-15,KXROLLINGSTONECOVER,16,8.64
2026-04-15,KXU3,71,49.53
2026-04-15,KXUAPFILES,4383,2131.17
2026-04-15,KXUBERTRIPS,28773,15168.54
2026-04-15,KXUCL,558846,163193.24
2026-04-15,KXUCL1H,96358,35687.43
2026-04-15,KXUCLADVANCE,1642105,493957.06
2026-04-15,KXUCLBTTS,79692,46262.79
2026-04-15,KXUCLCORNERS,41880,24130.59
2026-04-15,KXUCLFINALIST,38890,19183.99
2026-04-15,KXUCLFIRSTGOAL,12807,1507.3
2026-04-15,KXUCLGAME,16925885,6969353.63
2026-04-15,KXUCLGOAL,36352,12725.19
2026-04-15,KXUCLRO4,272232,97459.27
2026-04-15,KXTXSENOUTCOME,55,9.0
2026-04-15,KXUCLSPREAD,646674,265863.85
2026-04-15,KXUCLTOTAL,1208472,603427.99
2026-04-15,KXUCLW,255,187.23
2026-04-15,KXUE,13606,11634.11
2026-04-15,KXUECL,830,163.68
2026-04-15,KXUECLADVANCE,3076,317.63
2026-04-15,KXUECLGAME,319764,134289.61
2026-04-15,KXUEFAMENTION,55103,28634.56
2026-04-15,KXUEL,9123,1307.34
2026-04-15,KXUELADVANCE,2344,547.44
2026-04-15,KXUELGAME,107727,57244.21
2026-04-15,KXUELSPREAD,2634,579.63
2026-04-15,KXUELTOTAL,4493,2974.55
2026-04-15,KXUFCFIGHT,71355,32780.68
2026-04-15,KXUCLTCORNERS,42573,24352.46
2026-04-15,KXTXSENCOMBO,4860,2747.65
2026-04-15,KXTXRUNOFFENDORSE,184,106.43
2026-04-15,KXTXRSENRUNOFFMOV,602,187.86
2026-04-15,KXTRUMPCHINA,8828,4161.74
2026-04-15,KXTRUMPCOUNTRIES,1167,305.21
2026-04-15,KXTRUMPCRYPTOCONF,1302,649.98
2026-04-15,KXTRUMPDELETE,6865,3443.41
2026-04-15,KXTRUMPDOLLAR,1417,775.56
2026-04-15,KXTRUMPENDORSE,72,28.24
2026-04-15,KXTRUMPENDORSELOSS,161,15.32
2026-04-15,KXTRUMPENDORSEMENTS,1444,121.53
2026-04-15,KXTRUMPIRAN,3314,965.25
2026-04-15,KXTRUMPMEET,3424,1284.6
2026-04-15,KXTRUMPMEETING,2700,2285.64
2026-04-15,KXTRUMPMENTION,823047,220790.59
2026-04-15,KXTRUMPNUMSTATES,1810,1690.17
2026-04-15,KXTRUMPPHOTO,4070,106.97
2026-04-15,KXTRUMPSAY,66534,24105.35
2026-04-15,KXTRUMPSAYMONTH,8674,2679.61
2026-04-15,KXTRUMPSAYNICKNAME,1969,1084.74
2026-04-15,KXTRUMPSAYTRUMP,3089,2870.8
2026-04-15,KXTRUMPSTATES,5,3.3
2026-04-15,KXTRUMPSUE,2588,389.12
2026-04-15,KXTRUMPTIME,6294,4348.1
2026-04-15,KXTRUTHSOCIAL,9831,5221.81
2026-04-15,KXTRYFIREPOWELL,5074,1193.29
2026-04-15,KXTSAW,1909,840.19
2026-04-15,KXTSLA,5220,2433.66
2026-04-15,KXTVSEASONRELEASEOUTBANKS,56,12.02
2026-04-15,KXTX18D,898,616.57
2026-04-15,KXTX33D,1527,418.14
2026-04-15,KXTXPRIMARY,421,195.52
2026-04-15,KXUFCWHITEHOUSE,3921,743.7
2026-04-15,KXTRUMPATTEND,100,36.03
2026-04-15,KXUFLGAME,3146,1807.35
2026-04-15,KXUKRETAIL,573,342.98
2026-04-15,KXWCGROUPQUAL,312,117.83
2026-04-15,KXWCGROUPWIN,3571,1184.89
2026-04-15,KXWCIRAN,2468,1704.03
2026-04-15,KXWCMESSIRONALDO,7,2.73
2026-04-15,KXWCROUND,4318,2327.17
2026-04-15,KXWCSQUAD,477,263.2
2026-04-15,KXWEEKSNUM1,181,68.33
2026-04-15,KXWHCDATTEND,148,118.6
2026-04-15,KXWHEATMON,1832,1126.69
2026-04-15,KXWHVISIT,24,8.8
2026-04-15,KXWISUPRTURNOUT,61,32.85
2026-04-15,KXWNBADELAY,35230,8632.36
2026-04-15,KXWNBAGAMESPLAYED,6152,73.52
2026-04-15,KXWCGOALLEADER,2445,195.43
2026-04-15,KXWSOPENTRANTS,6,3.24
2026-04-15,KXWTAMATCH,21578873,10937632.54
2026-04-15,KXWTI,699011,341450.34
2026-04-15,KXWTIMIN,835,459.61
2026-04-15,KXWTIMINM,1254,528.13
2026-04-15,KXWTIW,294130,137975.61
2026-04-15,KXXRP,5514,1832.47
2026-04-15,KXXRP15M,540132,322481.42
2026-04-15,KXXRPD,10862,4869.62
2026-04-15,KXXRPMAXMON,5874,1696.74
2026-04-15,KXXRPMINMON,480,74.92
2026-04-15,KXYTUBESUBSBEAST,48,23.1
2026-04-15,KXZECMINMON,52,5.2
2026-04-15,KXZELENSKYPUTIN,3769,1041.32
2026-04-15,KXWTACHALLENGERMATCH,671386,357472.48
2026-04-15,KXWCGAME,5308,2562.41
2026-04-15,KXWATSONRNC,656,378.19
2026-04-15,KXWALESPARLIAMENT,428,311.86
2026-04-15,KXURYPDGAME,301,96.19
2026-04-15,KXUSAEXPANDTERRITORY,386,106.52
2026-04-15,KXUSAIRANAGREEMENT,72578,38374.34
2026-04-15,KXUSDIRR,2819,2225.24
2026-04-15,KXUSDJPY,1033,318.57
2026-04-15,KXUSEDCARCPI,538,434.34
2026-04-15,KXUSFLYCAN,278,38.0
2026-04-15,KXUSGASCPI,94,35.45
2026-04-15,KXUSGBEEF,31,9.99
2026-04-15,KXUSLGAME,320,192.25
2026-04-15,KXUSPPIYOY,1,0.98
2026-04-15,KXUSRETAIL,497,282.81
2026-04-15,KXUSTURNOUT,1902,1300.71
2026-04-15,KXUT1D,2396,1272.46
2026-04-15,KXVALORANTGAME,328006,163624.62
2026-04-15,KXVALORANTMAP,72267,37501.07
2026-04-15,KXVENEZUELALEADER2,41532,22015.97
2026-04-15,KXVIRGINIAREDISTRICTING,101967,31043.05
2026-04-15,KXVISITGREENLAND,4,3.96
2026-04-15,KXVISITIRAN,5517,1851.75
2026-04-15,KXVISITNYC,4130,3007.5
2026-04-15,KXVISITVENEZUELA,9527,6686.29
2026-04-15,KXVOTEFEDCHAIR,3252,1363.14
2026-04-15,KXVOTEHUBTRUMPUPDOWN,4977,3127.28
2026-04-15,KXVOTEPRIMARY,11788,994.77
2026-04-15,KXVOTESAVEAMERICA,415,259.2
2026-04-15,KXVPBREAKS,2,0.04
2026-04-15,KXVRASCOTUSVOTE,518,22.56
2026-04-15,KXVTBGAME,102003,49968.08
2026-04-15,KXUKCPIYOY,207,99.85
2026-04-15,KXROLEX,436,294.33
2026-04-15,KXTRUMPAPPROVALBELOW,1693,1630.73
2026-04-15,KXTRUMPACT,52808,37979.4
2026-04-15,KXSENATETXR,21444,11513.06
2026-04-15,KXSENATEWVD,1220,352.49
2026-04-15,KXSENATEWVR,2,1.98
2026-04-15,KXSEOULMAYOR,3731,1340.53
2026-04-15,KXSERIEA,1328,528.35
2026-04-15,KXSERIEAGAME,7390,3106.58
2026-04-15,KXSERIEARELEGATION,23,2.11
2026-04-15,KXSERIEASPREAD,236,4.74
2026-04-15,KXSERIEATOP4,12,6.02
2026-04-15,KXSERIEATOTAL,59,33.26
2026-04-15,KXSHELTERCPI,37,14.49
2026-04-15,KXSHIBA,7110,456.06
2026-04-15,KXSHIBAD,2268,549.37
2026-04-15,KXSENATESDR,4,0.12
2026-04-15,KXSHLGAME,3519,2654.64
2026-04-15,KXSILVERMON,1462,687.49
2026-04-15,KXSILVERW,2022,957.21
2026-04-15,KXSLGREECE,19,5.92
2026-04-15,KXSLOVENIAPM,203,128.83
2026-04-15,KXSNLHOST,15856,435.43
2026-04-15,KXSNPMAJORITY,2,0.54
2026-04-15,KXSOCCERPLAYCRON,114,10.26
2026-04-15,KXSOL15M,532819,322942.62
2026-04-15,KXSOLD,66522,17623.5
2026-04-15,KXSOLE,8316,5250.64
2026-04-15,KXSOLMAXMON,1516,733.17
2026-04-15,KXSOLMINMON,885,298.77
2026-04-15,KXSONGRELEASEDATEAG,209,144.2
2026-04-15,KXSILVERD,26779,16880.59
2026-04-15,KXSENATESCR,5290,1542.62
2026-04-15,KXSENATESCD,303,282.82
2026-04-15,KXSENATEOHSR,1215,12.15
2026-04-15,KXRT,49151,23984.69
2026-04-15,KXRTX5090MON,251,139.13
2026-04-15,KXRTX5090W,19,13.69
2026-04-15,KXRUCRUDEX,43,30.12
2026-04-15,KXRUGBYNRLMATCH,300,160.71
2026-04-15,KXRUPAULDRAGRACE,998,346.83
2026-04-15,KXSAUDIPLGAME,228963,96745.0
2026-04-15,KXSAUDIPLSPREAD,18703,9964.57
2026-04-15,KXSAUDIPLTOTAL,34114,21587.83
2026-04-15,KXSAVEAMERICACLOTURE,4855,2156.34
2026-04-15,KXSC01D,63,15.75
2026-04-15,KXSC01R,204,113.16
2026-04-15,KXSCHUMEROUT,19,0.76
2026-04-15,KXSCOTPARLIAMENT,13,12.67
2026-04-15,KXSCOTUSMARIJUANAGUN,183,164.94
2026-04-15,KXSCOTUSVRA2,81,33.08
2026-04-15,KXSCOTUSVRARELEASE,873,584.88
2026-04-15,KXSECPRESSMENTION,1179395,309951.05
2026-04-15,KXSENATEALR,1951,327.52
2026-04-15,KXSENATECONFIRM,50,38.46
2026-04-15,KXSENATECOR,102,7.14
2026-04-15,KXSENATEGAR,305,261.3
2026-04-15,KXSENATEKYD,526,443.19
2026-04-15,KXSENATEKYR,1035,826.55
2026-04-15,KXSENATELAD,102,36.45
2026-04-15,KXSENATELAR,3132,2212.2
2026-04-15,KXSENATEMED,2191,373.16
2026-04-15,KXSENATEMTD,100,3.0
2026-04-15,KXSENATENJR,1,0.53
2026-04-15,KXSOTHLEAVE,1089,994.47
2026-04-15,KXTRUMPADMINLEAVE,3738,1766.59
2026-04-15,KXSOYBEANMON,260,101.61
2026-04-15,KXSP500ADDQ,3024,243.34
2026-04-15,KXTAYLORSWIFTWEDDINGATTEND,403,161.7
2026-04-15,KXTEAMSINNBAEF,5076,1252.37
2026-04-15,KXTEAMSINNBAF,92730,23197.31
2026-04-15,KXTEAMSINNBAWF,2915,1186.0
2026-04-15,KXTEAMSINSC,3308,444.15
2026-04-15,KXTEAMSINUCL,35007,12725.63
2026-04-15,KXTECHRANKLISTAICODE,8007,660.39
2026-04-15,KXTEMPNYCH,19059,8520.23
2026-04-15,KXTISZASEATS,8534,5611.0
2026-04-15,KXTNOTED,2700,907.71
2026-04-15,KXTNOTEW,487,113.95
2026-04-15,KXTOBACCPI,1,0.93
2026-04-15,KXTOPALBUM,14405,339.89
2026-04-15,KXTAYLORSWIFTWEDDING,816,367.29
2026-04-15,KXTOPCHEF,2600,1088.66
2026-04-15,KXTOPMONTHLY,2816,562.33
2026-04-15,KXTOPSONG,2849,1644.3
2026-04-15,KXTORNADO,1775,778.21
2026-04-15,KXTOUR,415,285.37
2026-04-15,KXTOURNAMENTOFCHAMPIONS,4255,1799.33
2026-04-15,KXTRADEDEALCUBA,29,4.57
2026-04-15,KXTRAVISKELCEWEDDING,120,50.22
2026-04-15,KXTRILLIONAIRE,436,387.81
2026-04-15,KXTRUEV,11612,11224.11
2026-04-15,KXTRUFAIDP,5000,4950.0
2026-04-15,KXTRUFDEAD,6803,6734.49
2026-04-15,KXTRUFEGGS,2296,2203.9
2026-04-15,KXTRUFPDEBT,20,11.0
2026-04-15,KXTOPMODEL,53319,21279.21
2026-04-15,KXTAXWAIVE,1924,228.6
2026-04-15,KXTARIFFRATEPRC,78,48.93
2026-04-15,KXTARIFFCHECKS,2758,1117.47
2026-04-15,KXSPACEXBANKPUBLIC,160,45.07
2026-04-15,KXSPACEXCOUNT,28835,14896.71
2026-04-15,KXSPACEXSTARSHIP,5668,3431.44
2026-04-15,KXSPOTIFY2D,1363,664.26
2026-04-15,KXSPOTIFYALBUMRELEASEDATEDRAKE,19829,10013.78
2026-04-15,KXSPOTIFYARTISTD,44,23.92
2026-04-15,KXSPOTIFYARTISTW,335,93.04
2026-04-15,KXSPOTIFYD,2974,1748.96
2026-04-15,KXSPOTIFYGLOBALD,1389,961.52
2026-04-15,KXSPOTIFYMAU,15070,10939.32
2026-04-15,KXSPOTIFYW,862,521.2
2026-04-15,KXSPOTSTREAMGLOBAL,169,8.45
2026-04-15,KXSPOTSTREAMSUSA,257,84.61
2026-04-15,KXSTARMERMENTIONB,121105,62348.53
2026-04-15,KXSTARWARS,937,415.82
2026-04-15,KXSTEAMPRICE,494,178.94
2026-04-15,KXSUEPOWELL,151,6.04
2026-04-15,KXSUGARMON,947,394.8
2026-04-15,KXSUGARW,1033,719.55
2026-04-15,KXSUPERLIG,15,9.45
2026-04-15,KXSUPERLIGGAME,917,655.86
2026-04-15,KXSURVIVOR,276818,50355.78
2026-04-15,KXSURVIVORELIMINATION,113798,24350.64
2026-04-15,KXSURVIVORMENTION,289210,132896.85
2026-04-15,KXSWIFTKELCEWEDDINGLOCATION,12331,3680.56
2026-04-15,KXSWISSLEAGUEGAME,18,14.58
2026-04-15,KXT20MATCH,120255,61419.87
2026-04-15,KXTAIWANLVL4,88,23.07
2026-04-15,KXTARIFFBILL,51,49.47
2026-04-15,KXSOYBEANW,921,385.82
2026-04-15,KXMEDIACOVERSI,439,137.83
2026-04-15,KXROASTSUBJECT,661,83.11
2026-04-15,KXMEDATACENTER,1233,476.35
2026-04-15,KXCONMEBOLLIBGAME,1127720,463245.23
2026-04-15,KXCONMEBOLSUDGAME,1405071,588322.76
2026-04-15,KXCONNSMYTHE,463,94.48
2026-04-15,KXCOPADELREY,328,220.01
2026-04-15,KXCOPADELREYGAME,1779,846.66
2026-04-15,KXCOPPAITALIA,235,97.51
2026-04-15,KXCOPPERD,8600,6296.72
2026-04-15,KXCOPPERMON,6378,5202.53
2026-04-15,KXCOPRIMARY,2318,1246.0
2026-04-15,KXCORNMON,4806,1633.69
2026-04-15,KXCORNW,733,411.42
2026-04-15,KXCOST,895,374.53
2026-04-15,KXCPI,15153,9713.19
2026-04-15,KXCONGRESSTESTIFY,2,1.9
2026-04-15,KXCPICORE,2359,950.85
2026-04-15,KXCPIYOY,19828,7061.3
2026-04-15,KXCREDITC,549,340.38
2026-04-15,KXCRICKETODIMATCH,1829,938.85
2026-04-15,KXCRITICALITY,165,66.84
2026-04-15,KXCRYPTOSTRUCTURE,6468,952.79
2026-04-15,KXCS2GAME,2300053,1136012.7
