platform,date,segment_type,segment,size_bucket,bucket_order,trade_count,contracts,max_trade_size,avg_trade_size
Kalshi,2023-12-13,Category,Unknown,10-99,2,11,293.0,70.0,26.6363636363636
Kalshi,2023-12-13,Category,Unknown,100-999,3,4,940.0,360.0,235.0
Kalshi,2023-12-13,Category,Unknown,1k-9k,4,1,1409.0,1409.0,1409.0
Kalshi,2023-12-13,Category,World,1-9,1,1,2.0,2.0,2.0
Kalshi,2023-12-13,Category,World,10-99,2,1,50.0,50.0,50.0
Kalshi,2023-12-13,Category,World,100-999,3,1,100.0,100.0,100.0
Kalshi,2023-12-13,Sports split,Non-sports,1-9,1,1028,3815.0,9.0,3.71108949416342
Kalshi,2023-12-13,Sports split,Non-sports,10-99,2,2691,123986.0,99.0,46.0743218134523
Kalshi,2023-12-13,Sports split,Non-sports,100-999,3,2598,530552.0,999.0,204.215550423403
Kalshi,2023-12-13,Sports split,Non-sports,1k-9k,4,131,340651.0,9000.0,2600.3893129771
Kalshi,2023-12-13,Sports split,Non-sports,10k-49k,5,3,35000.0,15000.0,11666.6666666667
Kalshi,2023-12-13,Sports split,Sports,1-9,1,1,2.0,2.0,2.0
Kalshi,2023-12-14,All,All,1-9,1,1506,5980.0,9.0,3.97078353253652
Kalshi,2023-12-14,All,All,10-99,2,2137,96602.0,99.0,45.2044922788957
Kalshi,2023-12-14,All,All,100-999,3,2091,436927.0,999.0,208.95600191296
Kalshi,2023-12-14,All,All,1k-9k,4,100,237880.0,8000.0,2378.8
Kalshi,2023-12-14,All,All,10k-49k,5,2,25000.0,15000.0,12500.0
Kalshi,2023-12-14,Category,Climate and Weather,1-9,1,111,226.0,9.0,2.03603603603604
Kalshi,2023-12-14,Category,Climate and Weather,10-99,2,190,7320.0,99.0,38.5263157894737
Kalshi,2023-12-14,Category,Climate and Weather,100-999,3,43,5543.0,300.0,128.906976744186
Kalshi,2023-12-14,Category,Commodities,1-9,1,4,14.0,5.0,3.5
Kalshi,2023-12-14,Category,Commodities,10-99,2,9,404.0,75.0,44.8888888888889
Kalshi,2023-12-14,Category,Commodities,100-999,3,10,1625.0,500.0,162.5
Kalshi,2023-12-14,Category,Companies,1-9,1,4,14.0,5.0,3.5
Kalshi,2023-12-14,Category,Companies,10-99,2,4,40.0,10.0,10.0
Kalshi,2023-12-14,Category,Companies,100-999,3,3,517.0,200.0,172.333333333333
Kalshi,2023-12-14,Category,Economics,1-9,1,59,288.0,9.0,4.88135593220339
Kalshi,2023-12-14,Category,Economics,10-99,2,91,2862.0,97.0,31.4505494505495
Kalshi,2023-12-14,Category,Economics,100-999,3,148,50729.0,980.0,342.763513513514
Kalshi,2023-12-14,Category,Economics,1k-9k,4,40,74101.0,6789.0,1852.525
Kalshi,2023-12-14,Category,Entertainment,1-9,1,20,122.0,9.0,6.1
Kalshi,2023-12-14,Category,Entertainment,10-99,2,20,468.0,80.0,23.4
Kalshi,2023-12-14,Category,Entertainment,100-999,3,4,1173.0,500.0,293.25
Kalshi,2023-12-14,Category,Entertainment,1k-9k,4,1,1000.0,1000.0,1000.0
Kalshi,2023-12-14,Category,Financials,1-9,1,1183,4815.0,9.0,4.07016060862215
Kalshi,2023-12-14,Category,Financials,10-99,2,1669,80846.0,99.0,48.4397843019772
Kalshi,2023-12-14,Category,Financials,100-999,3,1839,367732.0,999.0,199.963023382273
Kalshi,2023-12-14,Category,Financials,1k-9k,4,56,158279.0,8000.0,2826.41071428571
Kalshi,2023-12-14,Category,Financials,10k-49k,5,2,25000.0,15000.0,12500.0
Kalshi,2023-12-14,Category,Health,1-9,1,1,3.0,3.0,3.0
Kalshi,2023-12-14,Category,Politics,1-9,1,116,468.0,9.0,4.03448275862069
Kalshi,2023-12-14,Category,Politics,10-99,2,145,4249.0,99.0,29.3034482758621
Kalshi,2023-12-14,Category,Politics,100-999,3,39,8670.0,500.0,222.307692307692
Kalshi,2023-12-14,Category,Politics,1k-9k,4,3,4500.0,2500.0,1500.0
Kalshi,2023-12-14,Category,Science and Technology,1-9,1,5,19.0,8.0,3.8
Kalshi,2023-12-14,Category,Science and Technology,10-99,2,4,189.0,80.0,47.25
Kalshi,2023-12-14,Category,Unknown,1-9,1,1,5.0,5.0,5.0
Kalshi,2023-12-14,Category,Unknown,10-99,2,2,154.0,94.0,77.0
Kalshi,2023-12-14,Category,Unknown,100-999,3,4,818.0,400.0,204.5
Kalshi,2023-12-14,Category,World,1-9,1,2,6.0,3.0,3.0
Kalshi,2023-12-14,Category,World,10-99,2,3,70.0,50.0,23.3333333333333
Kalshi,2023-12-14,Category,World,100-999,3,1,120.0,120.0,120.0
Kalshi,2023-12-14,Sports split,Non-sports,1-9,1,1506,5980.0,9.0,3.97078353253652
Kalshi,2023-12-14,Sports split,Non-sports,10-99,2,2137,96602.0,99.0,45.2044922788957
Kalshi,2023-12-14,Sports split,Non-sports,100-999,3,2091,436927.0,999.0,208.95600191296
Kalshi,2023-12-14,Sports split,Non-sports,1k-9k,4,100,237880.0,8000.0,2378.8
Kalshi,2023-12-14,Sports split,Non-sports,10k-49k,5,2,25000.0,15000.0,12500.0
Kalshi,2023-12-15,All,All,1-9,1,1216,4610.0,9.0,3.79111842105263
Kalshi,2023-12-15,All,All,10-99,2,2248,106987.0,99.0,47.5920818505338
Kalshi,2023-12-15,All,All,100-999,3,1997,457535.0,995.0,229.111166750125
Kalshi,2023-12-15,All,All,1k-9k,4,70,185230.0,9000.0,2646.14285714286
Kalshi,2023-12-15,All,All,10k-49k,5,3,32000.0,12000.0,10666.6666666667
Kalshi,2023-12-15,Category,Climate and Weather,1-9,1,110,324.0,8.0,2.94545454545455
Kalshi,2023-12-15,Category,Climate and Weather,10-99,2,311,10802.0,97.0,34.7331189710611
Kalshi,2023-12-15,Category,Climate and Weather,100-999,3,36,5528.0,400.0,153.555555555556
Kalshi,2023-12-15,Category,Commodities,1-9,1,4,16.0,5.0,4.0
Kalshi,2023-12-15,Category,Commodities,10-99,2,11,420.0,75.0,38.1818181818182
Kalshi,2023-12-15,Category,Commodities,100-999,3,7,1031.0,228.0,147.285714285714
Kalshi,2023-12-15,Category,Companies,1-9,1,4,10.0,4.0,2.5
Kalshi,2023-12-15,Category,Companies,10-99,2,7,170.0,50.0,24.2857142857143
Kalshi,2023-12-15,Category,Companies,100-999,3,2,346.0,200.0,173.0
Kalshi,2023-12-15,Category,Economics,1-9,1,21,48.0,8.0,2.28571428571429
Kalshi,2023-12-15,Category,Economics,10-99,2,32,1224.0,93.0,38.25
Kalshi,2023-12-15,Category,Economics,100-999,3,53,23724.0,987.0,447.622641509434
Kalshi,2023-12-15,Category,Economics,1k-9k,4,22,40479.0,4000.0,1839.95454545455
Kalshi,2023-12-15,Category,Entertainment,1-9,1,21,75.0,9.0,3.57142857142857
Kalshi,2023-12-15,Category,Entertainment,10-99,2,22,754.0,99.0,34.2727272727273
Kalshi,2023-12-15,Category,Entertainment,100-999,3,3,417.0,200.0,139.0
Kalshi,2023-12-15,Category,Entertainment,1k-9k,4,1,1970.0,1970.0,1970.0
Kalshi,2023-12-15,Category,Financials,1-9,1,971,3802.0,9.0,3.91555097837281
Kalshi,2023-12-15,Category,Financials,10-99,2,1651,87102.0,99.0,52.7571168988492
Kalshi,2023-12-15,Category,Financials,100-999,3,1859,418379.0,995.0,225.055944055944
Kalshi,2023-12-15,Category,Financials,1k-9k,4,44,139381.0,9000.0,3167.75
Kalshi,2023-12-15,Category,Financials,10k-49k,5,3,32000.0,12000.0,10666.6666666667
Kalshi,2023-12-15,Category,Health,1-9,1,2,3.0,2.0,1.5
Kalshi,2023-12-15,Category,Health,10-99,2,1,25.0,25.0,25.0
Kalshi,2023-12-15,Category,Health,100-999,3,1,138.0,138.0,138.0
Kalshi,2023-12-15,Category,Politics,1-9,1,65,293.0,9.0,4.50769230769231
Kalshi,2023-12-15,Category,Politics,10-99,2,199,6043.0,97.0,30.3668341708543
Kalshi,2023-12-15,Category,Politics,100-999,3,33,7222.0,584.0,218.848484848485
Kalshi,2023-12-15,Category,Politics,1k-9k,4,2,2000.0,1000.0,1000.0
Kalshi,2023-12-15,Category,Science and Technology,1-9,1,4,10.0,5.0,2.5
Kalshi,2023-12-15,Category,Science and Technology,10-99,2,7,343.0,85.0,49.0
Kalshi,2023-12-15,Category,Transportation,1-9,1,1,5.0,5.0,5.0
Kalshi,2023-12-15,Category,Transportation,10-99,2,1,10.0,10.0,10.0
Kalshi,2023-12-15,Category,Transportation,100-999,3,1,100.0,100.0,100.0
Kalshi,2023-12-15,Category,Unknown,1-9,1,13,24.0,4.0,1.84615384615385
Kalshi,2023-12-15,Category,Unknown,10-99,2,5,84.0,30.0,16.8
Kalshi,2023-12-15,Category,Unknown,100-999,3,2,650.0,400.0,325.0
Kalshi,2023-12-15,Category,Unknown,1k-9k,4,1,1400.0,1400.0,1400.0
Kalshi,2023-12-15,Category,World,10-99,2,1,10.0,10.0,10.0
Kalshi,2023-12-15,Sports split,Non-sports,1-9,1,1216,4610.0,9.0,3.79111842105263
Kalshi,2023-12-15,Sports split,Non-sports,10-99,2,2247,106967.0,99.0,47.6043613707165
Kalshi,2023-12-15,Sports split,Non-sports,100-999,3,1993,456535.0,995.0,229.069242348219
Kalshi,2023-12-15,Sports split,Non-sports,1k-9k,4,70,185230.0,9000.0,2646.14285714286
Kalshi,2023-12-15,Sports split,Non-sports,10k-49k,5,3,32000.0,12000.0,10666.6666666667
Kalshi,2023-12-15,Sports split,Sports,10-99,2,1,20.0,20.0,20.0
Kalshi,2023-12-15,Sports split,Sports,100-999,3,4,1000.0,250.0,250.0
Kalshi,2023-12-16,All,All,1-9,1,139,449.0,9.0,3.23021582733813
Kalshi,2023-12-16,All,All,10-99,2,325,11527.0,99.0,35.4676923076923
Kalshi,2023-12-16,All,All,100-999,3,143,38694.0,999.0,270.587412587413
Kalshi,2023-12-16,All,All,1k-9k,4,47,117204.0,8900.0,2493.70212765958
Kalshi,2023-12-16,All,All,10k-49k,5,1,11493.0,11493.0,11493.0
Kalshi,2023-12-16,Category,Climate and Weather,1-9,1,71,181.0,7.0,2.54929577464789
Kalshi,2023-12-16,Category,Climate and Weather,10-99,2,181,6684.0,99.0,36.9281767955801
Kalshi,2023-12-16,Category,Climate and Weather,100-999,3,27,4311.0,572.0,159.666666666667
Kalshi,2023-12-16,Category,Companies,1-9,1,2,4.0,3.0,2.0
Kalshi,2023-12-16,Category,Companies,10-99,2,4,90.0,39.0,22.5
Kalshi,2023-12-16,Category,Economics,1-9,1,19,70.0,9.0,3.68421052631579
Kalshi,2023-12-16,Category,Economics,10-99,2,42,1440.0,91.0,34.2857142857143
Kalshi,2023-12-16,Category,Economics,100-999,3,44,14767.0,840.0,335.613636363636
Kalshi,2023-12-16,Category,Economics,1k-9k,4,19,34700.0,2800.0,1826.31578947368
Kalshi,2023-12-16,Category,Entertainment,1-9,1,7,15.0,5.0,2.14285714285714
Kalshi,2023-12-16,Category,Entertainment,10-99,2,32,1252.0,99.0,39.125
Kalshi,2023-12-16,Category,Entertainment,100-999,3,3,661.0,400.0,220.333333333333
Kalshi,2023-12-16,Category,Entertainment,1k-9k,4,1,1903.0,1903.0,1903.0
Kalshi,2023-12-16,Category,Financials,1-9,1,16,71.0,9.0,4.4375
Kalshi,2023-12-16,Category,Financials,10-99,2,14,725.0,99.0,51.7857142857143
Kalshi,2023-12-16,Category,Financials,100-999,3,52,13921.0,999.0,267.711538461538
Kalshi,2023-12-16,Category,Financials,1k-9k,4,26,79601.0,8900.0,3061.57692307692
Kalshi,2023-12-16,Category,Financials,10k-49k,5,1,11493.0,11493.0,11493.0
Kalshi,2023-12-16,Category,Health,10-99,2,1,10.0,10.0,10.0
Kalshi,2023-12-16,Category,Politics,1-9,1,22,102.0,8.0,4.63636363636364
Kalshi,2023-12-16,Category,Politics,10-99,2,47,1229.0,93.0,26.1489361702128
Kalshi,2023-12-16,Category,Politics,100-999,3,14,4185.0,750.0,298.928571428571
Kalshi,2023-12-16,Category,Science and Technology,1-9,1,2,6.0,5.0,3.0
Kalshi,2023-12-16,Category,Science and Technology,10-99,2,1,10.0,10.0,10.0
Kalshi,2023-12-16,Category,Science and Technology,100-999,3,1,199.0,199.0,199.0
Kalshi,2023-12-16,Category,Transportation,10-99,2,3,87.0,46.0,29.0
Kalshi,2023-12-16,Category,Unknown,100-999,3,1,250.0,250.0,250.0
Kalshi,2023-12-16,Category,Unknown,1k-9k,4,1,1000.0,1000.0,1000.0
Kalshi,2023-12-16,Category,World,100-999,3,1,400.0,400.0,400.0
Kalshi,2023-12-16,Sports split,Non-sports,1-9,1,139,449.0,9.0,3.23021582733813
Kalshi,2023-12-16,Sports split,Non-sports,10-99,2,325,11527.0,99.0,35.4676923076923
Kalshi,2023-12-16,Sports split,Non-sports,100-999,3,143,38694.0,999.0,270.587412587413
Kalshi,2023-12-16,Sports split,Non-sports,1k-9k,4,47,117204.0,8900.0,2493.70212765958
Kalshi,2023-12-16,Sports split,Non-sports,10k-49k,5,1,11493.0,11493.0,11493.0
Kalshi,2023-12-17,All,All,1-9,1,238,807.0,9.0,3.39075630252101
Kalshi,2023-12-17,All,All,10-99,2,272,8254.0,99.0,30.3455882352941
Kalshi,2023-12-17,All,All,100-999,3,96,24353.0,994.0,253.677083333333
Kalshi,2023-12-17,All,All,1k-9k,4,22,64827.0,8850.0,2946.68181818182
Kalshi,2023-12-17,All,All,10k-49k,5,5,56011.0,13366.0,11202.2
Kalshi,2023-12-17,Category,Climate and Weather,1-9,1,108,264.0,9.0,2.44444444444444
Kalshi,2023-12-17,Category,Climate and Weather,10-99,2,82,3635.0,98.0,44.3292682926829
Kalshi,2023-12-17,Category,Climate and Weather,100-999,3,34,5395.0,715.0,158.676470588235
Kalshi,2023-12-17,Category,Companies,1-9,1,1,6.0,6.0,6.0
Kalshi,2023-12-17,Category,Companies,10-99,2,5,92.0,23.0,18.4
Kalshi,2023-12-17,Category,Economics,1-9,1,13,35.0,7.0,2.69230769230769
Kalshi,2023-12-17,Category,Economics,10-99,2,11,559.0,95.0,50.8181818181818
Kalshi,2023-12-17,Category,Economics,100-999,3,17,5969.0,960.0,351.117647058824
Kalshi,2023-12-17,Category,Economics,1k-9k,4,8,15352.0,3200.0,1919.0
Kalshi,2023-12-17,Category,Entertainment,1-9,1,9,52.0,9.0,5.77777777777778
Kalshi,2023-12-17,Category,Entertainment,10-99,2,19,559.0,80.0,29.421052631579
Kalshi,2023-12-17,Category,Entertainment,100-999,3,4,680.0,193.0,170.0
Kalshi,2023-12-17,Category,Financials,1-9,1,40,168.0,9.0,4.2
Kalshi,2023-12-17,Category,Financials,10-99,2,22,741.0,90.0,33.6818181818182
Kalshi,2023-12-17,Category,Financials,100-999,3,28,8974.0,900.0,320.5
Kalshi,2023-12-17,Category,Financials,1k-9k,4,12,45456.0,8850.0,3788.0
Kalshi,2023-12-17,Category,Financials,10k-49k,5,5,56011.0,13366.0,11202.2
Kalshi,2023-12-17,Category,Health,1-9,1,1,7.0,7.0,7.0
Kalshi,2023-12-17,Category,Health,10-99,2,1,25.0,25.0,25.0
Kalshi,2023-12-17,Category,Politics,1-9,1,59,256.0,9.0,4.33898305084746
Kalshi,2023-12-17,Category,Politics,10-99,2,128,2525.0,99.0,19.7265625
Kalshi,2023-12-17,Category,Politics,100-999,3,8,1853.0,994.0,231.625
Kalshi,2023-12-17,Category,Politics,1k-9k,4,2,4019.0,2500.0,2009.5
Kalshi,2023-12-17,Category,Science and Technology,1-9,1,5,14.0,6.0,2.8
Kalshi,2023-12-17,Category,Science and Technology,10-99,2,3,58.0,25.0,19.3333333333333
Kalshi,2023-12-17,Category,Science and Technology,100-999,3,1,132.0,132.0,132.0
Kalshi,2023-12-17,Category,Transportation,10-99,2,1,60.0,60.0,60.0
Kalshi,2023-12-17,Category,Unknown,100-999,3,3,1050.0,800.0,350.0
Kalshi,2023-12-17,Category,World,1-9,1,2,5.0,3.0,2.5
Kalshi,2023-12-17,Category,World,100-999,3,1,300.0,300.0,300.0
Kalshi,2023-12-17,Sports split,Non-sports,1-9,1,236,792.0,9.0,3.35593220338983
Kalshi,2023-12-17,Sports split,Non-sports,10-99,2,270,8216.0,99.0,30.4296296296296
Kalshi,2023-12-17,Sports split,Non-sports,100-999,3,96,24353.0,994.0,253.677083333333
Kalshi,2023-12-17,Sports split,Non-sports,1k-9k,4,22,64827.0,8850.0,2946.68181818182
Kalshi,2023-12-17,Sports split,Non-sports,10k-49k,5,5,56011.0,13366.0,11202.2
Kalshi,2023-12-17,Sports split,Sports,1-9,1,2,15.0,8.0,7.5
Kalshi,2023-12-17,Sports split,Sports,10-99,2,2,38.0,23.0,19.0
Kalshi,2023-12-18,All,All,1-9,1,742,2691.0,9.0,3.6266846361186
Kalshi,2023-12-18,All,All,10-99,2,1917,71826.0,99.0,37.4679186228482
Kalshi,2023-12-18,All,All,100-999,3,1232,265606.0,999.0,215.589285714286
Kalshi,2023-12-18,All,All,1k-9k,4,47,107502.0,5000.0,2287.27659574468
Kalshi,2023-12-18,All,All,10k-49k,5,2,20000.0,10000.0,10000.0
Kalshi,2023-12-18,Category,Climate and Weather,1-9,1,70,228.0,9.0,3.25714285714286
Kalshi,2023-12-18,Category,Climate and Weather,10-99,2,180,7112.0,95.0,39.5111111111111
Kalshi,2023-12-18,Category,Climate and Weather,100-999,3,52,8727.0,800.0,167.826923076923
Kalshi,2023-12-18,Category,Companies,1-9,1,1,6.0,6.0,6.0
Kalshi,2023-12-18,Category,Economics,1-9,1,47,203.0,9.0,4.31914893617021
Kalshi,2023-12-18,Category,Economics,10-99,2,100,4113.0,93.0,41.13
Kalshi,2023-12-18,Category,Economics,100-999,3,59,21275.0,989.0,360.593220338983
Kalshi,2023-12-18,Category,Economics,1k-9k,4,12,16365.0,3000.0,1363.75
Kalshi,2023-12-18,Category,Entertainment,1-9,1,26,112.0,7.0,4.30769230769231
Kalshi,2023-12-18,Category,Entertainment,10-99,2,26,840.0,94.0,32.3076923076923
Kalshi,2023-12-18,Category,Entertainment,100-999,3,16,3695.0,400.0,230.9375
Kalshi,2023-12-18,Category,Entertainment,1k-9k,4,1,1228.0,1228.0,1228.0
Kalshi,2023-12-18,Category,Financials,1-9,1,536,1914.0,9.0,3.57089552238806
Kalshi,2023-12-18,Category,Financials,10-99,2,1464,57077.0,99.0,38.9870218579235
Kalshi,2023-12-18,Category,Financials,100-999,3,1084,228036.0,999.0,210.365313653137
Kalshi,2023-12-18,Category,Financials,1k-9k,4,34,89909.0,5000.0,2644.38235294118
Kalshi,2023-12-18,Category,Financials,10k-49k,5,2,20000.0,10000.0,10000.0
Kalshi,2023-12-18,Category,Health,100-999,3,3,683.0,333.0,227.666666666667
Kalshi,2023-12-18,Category,Politics,1-9,1,41,184.0,9.0,4.48780487804878
Kalshi,2023-12-18,Category,Politics,10-99,2,132,2223.0,96.0,16.8409090909091
Kalshi,2023-12-18,Category,Politics,100-999,3,13,2053.0,298.0,157.923076923077
Kalshi,2023-12-18,Category,Science and Technology,1-9,1,3,9.0,5.0,3.0
Kalshi,2023-12-18,Category,Transportation,1-9,1,2,11.0,6.0,5.5
Kalshi,2023-12-18,Category,Transportation,10-99,2,12,360.0,60.0,30.0
Kalshi,2023-12-18,Category,Transportation,100-999,3,4,719.0,200.0,179.75
Kalshi,2023-12-18,Category,Unknown,1-9,1,16,24.0,3.0,1.5
Kalshi,2023-12-18,Category,Unknown,10-99,2,3,101.0,75.0,33.6666666666667
Kalshi,2023-12-18,Category,Unknown,100-999,3,1,418.0,418.0,418.0
Kalshi,2023-12-18,Sports split,Non-sports,1-9,1,742,2691.0,9.0,3.6266846361186
Kalshi,2023-12-18,Sports split,Non-sports,10-99,2,1917,71826.0,99.0,37.4679186228482
Kalshi,2023-12-18,Sports split,Non-sports,100-999,3,1232,265606.0,999.0,215.589285714286
Kalshi,2023-12-18,Sports split,Non-sports,1k-9k,4,47,107502.0,5000.0,2287.27659574468
Kalshi,2023-12-18,Sports split,Non-sports,10k-49k,5,2,20000.0,10000.0,10000.0
Kalshi,2023-12-19,All,All,1-9,1,1200,4626.0,9.0,3.855
Kalshi,2023-12-19,All,All,10-99,2,1766,75079.0,99.0,42.5135900339751
Kalshi,2023-12-19,All,All,100-999,3,1782,343743.0,995.0,192.897306397306
Kalshi,2023-12-19,All,All,1k-9k,4,42,78719.0,5005.0,1874.26190476191
Kalshi,2023-12-19,Category,Climate and Weather,1-9,1,26,126.0,9.0,4.84615384615385
Kalshi,2023-12-19,Category,Climate and Weather,10-99,2,198,7852.0,97.0,39.6565656565657
Kalshi,2023-12-19,Category,Climate and Weather,100-999,3,49,7497.0,734.0,153.0
Kalshi,2023-12-19,Category,Commodities,1-9,1,1,3.0,3.0,3.0
Kalshi,2023-12-19,Category,Commodities,10-99,2,8,342.0,75.0,42.75
Kalshi,2023-12-19,Category,Commodities,100-999,3,3,365.0,165.0,121.666666666667
Kalshi,2023-12-19,Category,Companies,1-9,1,16,47.0,8.0,2.9375
Kalshi,2023-12-19,Category,Companies,10-99,2,21,986.0,94.0,46.952380952381
Kalshi,2023-12-19,Category,Companies,100-999,3,13,3214.0,400.0,247.230769230769
Kalshi,2023-12-19,Category,Economics,1-9,1,28,117.0,9.0,4.17857142857143
Kalshi,2023-12-19,Category,Economics,10-99,2,90,3569.0,99.0,39.6555555555556
Kalshi,2023-12-19,Category,Economics,100-999,3,81,26684.0,995.0,329.432098765432
Kalshi,2023-12-19,Category,Economics,1k-9k,4,20,30193.0,3909.0,1509.65
Kalshi,2023-12-19,Category,Entertainment,1-9,1,18,89.0,9.0,4.94444444444445
Kalshi,2023-12-19,Category,Entertainment,10-99,2,53,1864.0,94.0,35.1698113207547
Kalshi,2023-12-19,Category,Entertainment,100-999,3,11,4367.0,869.0,397.0
Kalshi,2023-12-19,Category,Entertainment,1k-9k,4,1,1000.0,1000.0,1000.0
Kalshi,2023-12-19,Category,Financials,1-9,1,1032,3924.0,9.0,3.80232558139535
Kalshi,2023-12-19,Category,Financials,10-99,2,1238,56202.0,99.0,45.3974151857835
Kalshi,2023-12-19,Category,Financials,100-999,3,1571,287009.0,953.0,182.691915977085
Kalshi,2023-12-19,Category,Financials,1k-9k,4,21,47526.0,5005.0,2263.14285714286
Kalshi,2023-12-19,Category,Health,1-9,1,8,11.0,3.0,1.375
Kalshi,2023-12-19,Category,Health,10-99,2,7,159.0,50.0,22.7142857142857
Kalshi,2023-12-19,Category,Health,100-999,3,2,312.0,156.0,156.0
Kalshi,2023-12-19,Category,Politics,1-9,1,71,309.0,9.0,4.35211267605634
Kalshi,2023-12-19,Category,Politics,10-99,2,137,3394.0,99.0,24.7737226277372
Kalshi,2023-12-19,Category,Politics,100-999,3,42,11978.0,900.0,285.190476190476
Kalshi,2023-12-19,Category,Transportation,10-99,2,3,50.0,20.0,16.6666666666667
Kalshi,2023-12-19,Category,Unknown,10-99,2,10,642.0,90.0,64.2
Kalshi,2023-12-19,Category,Unknown,100-999,3,9,2000.0,700.0,222.222222222222
Kalshi,2023-12-19,Category,World,10-99,2,1,19.0,19.0,19.0
Kalshi,2023-12-19,Category,World,100-999,3,1,317.0,317.0,317.0
Kalshi,2023-12-19,Sports split,Non-sports,1-9,1,1199,4623.0,9.0,3.8557130942452
Kalshi,2023-12-19,Sports split,Non-sports,10-99,2,1766,75079.0,99.0,42.5135900339751
Kalshi,2023-12-19,Sports split,Non-sports,100-999,3,1782,343743.0,995.0,192.897306397306
Kalshi,2023-12-19,Sports split,Non-sports,1k-9k,4,42,78719.0,5005.0,1874.26190476191
Kalshi,2023-12-19,Sports split,Sports,1-9,1,1,3.0,3.0,3.0
Kalshi,2023-12-20,All,All,1-9,1,1645,5575.0,9.0,3.38905775075988
Kalshi,2023-12-20,All,All,10-99,2,2636,116687.0,99.0,44.2666919575114
Kalshi,2023-12-20,All,All,100-999,3,2680,512333.0,972.0,191.169029850746
Kalshi,2023-12-20,All,All,1k-9k,4,60,158960.0,9885.0,2649.33333333333
Kalshi,2023-12-20,Category,Climate and Weather,1-9,1,201,456.0,8.0,2.26865671641791
Kalshi,2023-12-20,Category,Climate and Weather,10-99,2,302,12717.0,97.0,42.1092715231788
Kalshi,2023-12-20,Category,Climate and Weather,100-999,3,64,9287.0,932.0,145.109375
Kalshi,2023-12-20,Category,Climate and Weather,1k-9k,4,3,3068.0,1068.0,1022.66666666667
Kalshi,2023-12-20,Category,Commodities,10-99,2,20,712.0,94.0,35.6
Kalshi,2023-12-20,Category,Commodities,100-999,3,7,1325.0,250.0,189.285714285714
Kalshi,2023-12-20,Category,Companies,1-9,1,32,154.0,8.0,4.8125
Kalshi,2023-12-20,Category,Companies,10-99,2,58,1469.0,80.0,25.3275862068966
Kalshi,2023-12-20,Category,Companies,100-999,3,14,3342.0,400.0,238.714285714286
Kalshi,2023-12-20,Category,Economics,1-9,1,33,88.0,8.0,2.66666666666667
Kalshi,2023-12-20,Category,Economics,10-99,2,60,2163.0,79.0,36.05
Kalshi,2023-12-20,Category,Economics,100-999,3,37,11702.0,935.0,316.27027027027
Kalshi,2023-12-20,Category,Economics,1k-9k,4,6,13222.0,3235.0,2203.66666666667
Kalshi,2023-12-20,Category,Entertainment,1-9,1,20,78.0,9.0,3.9
Kalshi,2023-12-20,Category,Entertainment,10-99,2,52,1283.0,99.0,24.6730769230769
Kalshi,2023-12-20,Category,Entertainment,100-999,3,13,3477.0,662.0,267.461538461538
Kalshi,2023-12-20,Category,Entertainment,1k-9k,4,2,3000.0,1600.0,1500.0
Kalshi,2023-12-20,Category,Financials,1-9,1,1277,4440.0,9.0,3.47689898198904
Kalshi,2023-12-20,Category,Financials,10-99,2,1982,94774.0,99.0,47.8173562058527
Kalshi,2023-12-20,Category,Financials,100-999,3,2505,474751.0,972.0,189.521357285429
Kalshi,2023-12-20,Category,Financials,1k-9k,4,48,136616.0,9885.0,2846.16666666667
Kalshi,2023-12-20,Category,Health,1-9,1,3,20.0,8.0,6.66666666666667
Kalshi,2023-12-20,Category,Health,10-99,2,9,300.0,50.0,33.3333333333333
Kalshi,2023-12-20,Category,Health,100-999,3,2,395.0,270.0,197.5
Kalshi,2023-12-20,Category,Politics,1-9,1,67,297.0,9.0,4.43283582089552
Kalshi,2023-12-20,Category,Politics,10-99,2,130,2571.0,92.0,19.7769230769231
Kalshi,2023-12-20,Category,Politics,100-999,3,32,7177.0,696.0,224.28125
Kalshi,2023-12-20,Category,Politics,1k-9k,4,1,3054.0,3054.0,3054.0
Kalshi,2023-12-20,Category,Science and Technology,1-9,1,7,21.0,5.0,3.0
Kalshi,2023-12-20,Category,Science and Technology,10-99,2,12,302.0,50.0,25.1666666666667
Kalshi,2023-12-20,Category,Science and Technology,100-999,3,4,621.0,200.0,155.25
Kalshi,2023-12-20,Category,Transportation,1-9,1,1,5.0,5.0,5.0
Kalshi,2023-12-20,Category,Transportation,10-99,2,5,140.0,50.0,28.0
Kalshi,2023-12-20,Category,Unknown,1-9,1,1,1.0,1.0,1.0
Kalshi,2023-12-20,Category,Unknown,10-99,2,2,153.0,93.0,76.5
Kalshi,2023-12-20,Category,World,1-9,1,3,15.0,6.0,5.0
Kalshi,2023-12-20,Category,World,10-99,2,4,103.0,42.0,25.75
Kalshi,2023-12-20,Category,World,100-999,3,2,256.0,136.0,128.0
Kalshi,2023-12-20,Sports split,Non-sports,1-9,1,1645,5575.0,9.0,3.38905775075988
Kalshi,2023-12-20,Sports split,Non-sports,10-99,2,2636,116687.0,99.0,44.2666919575114
Kalshi,2023-12-20,Sports split,Non-sports,100-999,3,2680,512333.0,972.0,191.169029850746
Kalshi,2023-12-20,Sports split,Non-sports,1k-9k,4,60,158960.0,9885.0,2649.33333333333
Kalshi,2023-12-21,All,All,1-9,1,889,2988.0,9.0,3.36107986501687
