table,metric,rank,date,ticker_name,market_key,report_ticker,kalshi_category,is_sports,contracts_traded,price,taker_side,one_party_stake,taker_stake,market_total_contracts,pct_of_market
small_market,one_party_stake,22,2026-05-31,KXBTCMAX150-25-26JUL31-149999.99,KXBTCMAX150-25-26JUL31,KXBTCMAX150,Crypto,FALSE,185341,1,no,183487.59,183487.59,868985,0.213284464058643
small_market,one_party_stake,49,2025-06-28,KXUFCFIGHT-25JUN28AMIDEL-AMI,KXUFCFIGHT-25JUN28AMIDEL,KXUFCFIGHT,Sports,TRUE,109173,1,"",108081.27,,479429,0.227714635535189
small_market,one_party_stake,35,2025-10-26,KXNFLTOTAL-25OCT26CHIBAL-38,KXNFLTOTAL-25OCT26CHIBAL,KXNFLTOTAL,Sports,TRUE,199982,72,"",143987.04,,748471,0.267187372657057
small_market,one_party_stake,42,2025-10-25,KXNFLSPREAD-25OCT26MIAATL-ATL3,KXNFLSPREAD-25OCT26MIAATL,KXNFLSPREAD,Sports,TRUE,200000,64,"",128000,,899017,0.222465203661332
small_market,one_party_stake,16,2026-01-08,KXNHLGAME-26JAN08OTTCOL-OTT,KXNHLGAME-26JAN08OTTCOL,KXNHLGAME,Sports,TRUE,297767,29,yes,211414.57,86352.43,1202886,0.247543823770499
small_market,one_party_stake,3,2025-11-08,KXNCAAFGAME-25NOV08LTDEL-LT,KXNCAAFGAME-25NOV08LTDEL,KXNCAAFGAME,Sports,TRUE,958639,99,"",949052.61,,3855006,0.248673802323524
small_market,one_party_stake,8,2026-01-09,KXNCAAWBGAME-26JAN11CONNCREI-CREI,KXNCAAWBGAME-26JAN11CONNCREI,KXNCAAWBGAME,Sports,TRUE,355821,1,yes,352262.79,3558.21,1130989,0.314610486927813
small_market,one_party_stake,21,2026-01-08,KXHIGHCHI-26JAN07-B42.5,KXHIGHCHI-26JAN07,KXHIGHCHI,Climate and Weather,FALSE,187879,1,yes,186000.21,1878.79,649053,0.289466345583489
small_market,one_party_stake,9,2026-07-11,KXWCFIRSTGOAL-26JUL11ARGSUI-ARGLMESSI10,KXWCFIRSTGOAL-26JUL11ARGSUI,KXWCFIRSTGOAL,Sports,TRUE,481464,28,no,346654.08,346654.08,1460312,0.329699406702129
small_market,one_party_stake,36,2026-03-23,KXNBAGAME-26MAR23HOUCHI-HOU,KXNBAGAME-26MAR23HOUCHI,KXNBAGAME,Sports,TRUE,147492,3,yes,143067.24,4424.76,350513,0.420788957898851
small_market,one_party_stake,5,2025-11-06,KXNCAAMBGAME-25NOV06MHULCHI-L-IL,KXNCAAMBGAME-25NOV06MHULCHI,KXNCAAMBGAME,Sports,TRUE,500000,98,"",490000,,1391637,0.35928909622265
small_market,one_party_stake,50,2026-06-24,KXCS2GAME-26JUN240800VSCLARGA-LARGA,KXCS2GAME-26JUN240800VSCLARGA,KXCS2GAME,Sports,TRUE,150000,72,yes,108000,108000,187235,0.801132266937271
small_market,one_party_stake,20,2026-03-13,KXNCAAMBGAME-26MAR13MISSALA-ALA,KXNCAAMBGAME-26MAR13MISSALA,KXNCAAMBGAME,Sports,TRUE,200000,1,yes,198000,2000,951555,0.210182280582835
small_market,one_party_stake,30,2026-04-06,KXNHLGAME-26APR06SEAWPG-WPG,KXNHLGAME-26APR06SEAWPG,KXNHLGAME,Sports,TRUE,251094,61,yes,153167.34,153167.34,706743,0.355283320811101
small_market,one_party_stake,45,2025-10-24,KXNCAAFSPREAD-25OCT25BYUISU-ISU2,KXNCAAFSPREAD-25OCT25BYUISU,KXNCAAFSPREAD,Sports,TRUE,250000,50,"",125000,,448065,0.557954761027976
small_market,one_party_stake,47,2026-01-18,KXRAINNYC-26JAN18-T0,KXRAINNYC-26JAN18,KXRAINNYC,Climate and Weather,FALSE,117227,99,no,116054.73,1172.27,395351,0.296513730836649
small_market,one_party_stake,7,2026-04-18,KXMLBRFI-26APR181605TBPIT,KXMLBRFI-26APR181605TBPIT,KXMLBRFI,Sports,TRUE,369298,99,yes,365605.02,365605.02,769764,0.479754833949107
small_market,one_party_stake,27,2025-10-22,KXNFLSPREAD-25OCT26SFHOU-HOU2,KXNFLSPREAD-25OCT26SFHOU,KXNFLSPREAD,Sports,TRUE,300000,47,"",159000,,1446739,0.207362903744214
small_market,one_party_stake,39,2025-10-16,KXNCAAFTOTAL-25OCT18SMUCLEM-55,KXNCAAFTOTAL-25OCT18SMUCLEM,KXNCAAFTOTAL,Sports,TRUE,250000,48,"",130000,,354976,0.704272964932841
small_market,one_party_stake,34,2025-02-02,KXGRAMBPS-67-E,KXGRAMBPS-67,KXGRAMBPS,Entertainment,FALSE,150000,99,"",148500,,185224,0.809830259577593
small_market,taker_stake,9,2026-04-28,KXHOOD-26APRGOLDSUBS-4500000,KXHOOD-26APRGOLDSUBS,KXHOOD,Companies,FALSE,168888,1,no,167199.12,167199.12,629467,0.268303183486982
small_market,taker_stake,36,2026-03-10,KXLOWTPHIL-26MAR10-B45.5,KXLOWTPHIL-26MAR10,KXLOWTPHIL,Climate and Weather,FALSE,240928,1,yes,238518.72,2409.28,343423,0.701548818803633
small_market,taker_stake,15,2026-06-19,KXMLBGAME-26JUN192015STLKC-KC,KXMLBGAME-26JUN192015STLKC,KXMLBGAME,Sports,TRUE,100000,99,yes,99000,99000,151155,0.661572557970295
small_market,taker_stake,35,2026-01-04,KXNCAAMBGAME-26JAN04WASHIND-WASH,KXNCAAMBGAME-26JAN04WASHIND,KXNCAAMBGAME,Sports,TRUE,274964,1,yes,272214.36,2749.64,1000459,0.274837849427113
small_market,taker_stake,13,2026-05-17,KXNBAUNBEATEN-26OKC-1,KXNBAUNBEATEN-26OKC,KXNBAUNBEATEN,Sports,TRUE,103876,4,no,99720.96,99720.96,492841,0.2107698020254
small_market,taker_stake,20,2026-07-16,GOVPARTYGA-26-D,GOVPARTYGA-26,GOVPARTYGA,Elections,FALSE,100000,50,yes,50000,50000,420083,0.238048195237608
small_market,taker_stake,24,2026-02-10,KXINXU-26FEB10H1600-T6949.9999,KXINXU-26FEB10H1600,KXINXU,Financials,FALSE,100000,62,no,62000,38000,316289,0.316166543888659
small_market,taker_stake,2,2026-05-22,KXLALIGARELEGATION-26-OSA,KXLALIGARELEGATION-26,KXLALIGARELEGATION,Sports,TRUE,3480000,16,yes,2923200,556800,7256402,0.479576517398016
small_market,taker_stake,1,2026-05-22,KXLALIGARELEGATION-26-OSA,KXLALIGARELEGATION-26,KXLALIGARELEGATION,Sports,TRUE,3480000,17,yes,2888400,591600,7256402,0.479576517398016
small_market,taker_stake,40,2026-06-19,KXWCTEAMGOALS-26USA-5,KXWCTEAMGOALS-26USA,KXWCTEAMGOALS,Sports,TRUE,125000,99,no,123750,1250,250181,0.499638261898386
small_market,taker_stake,22,2026-01-23,KXINXU-26JAN23H1600-T6924.9999,KXINXU-26JAN23H1600,KXINXU,Financials,FALSE,100000,57,no,57000,43000,355148,0.28157275276786
small_market,taker_stake,6,2026-06-09,KXCAPRIMARY-0626-LTOM,KXCAPRIMARY-0626,KXCAPRIMARY,Elections,FALSE,200000,0.1,no,199800,199800,682926,0.29285749846982
small_market,taker_stake,5,2026-06-09,KXCAPRIMARY-0626-MGUE,KXCAPRIMARY-0626,KXCAPRIMARY,Elections,FALSE,200000,0.1,no,199800,199800,682926,0.29285749846982
small_market,taker_stake,21,2026-02-06,KXNASDAQ100U-26FEB06H1600-T24999.99,KXNASDAQ100U-26FEB06H1600,KXNASDAQ100U,Financials,FALSE,100000,55,no,55000,45000,142088,0.703789201058499
small_market,taker_stake,39,2026-03-04,KXHIGHTBOS-26MAR04-B49.5,KXHIGHTBOS-26MAR04,KXHIGHTBOS,Climate and Weather,FALSE,150000,1,yes,148500,1500,608157,0.246646836261031
small_market,taker_stake,34,2026-01-11,KXNCAAMBSPREAD-26JAN10BYUUTAH-BYU4,KXNCAAMBSPREAD-26JAN10BYUUTAH,KXNCAAMBSPREAD,Sports,TRUE,344077,99,no,340636.23,3440.77,1289711,0.266786124953575
small_market,taker_stake,11,2026-05-18,KXCCAPRICE-26MAY47-27.94,KXCCAPRICE-26MAY47,KXCCAPRICE,Financials,FALSE,250000,40,no,150000,150000,514938,0.485495341186706
small_market,taker_stake,14,2026-07-08,KXITFMATCH-26JUL08CHAION-CHA,KXITFMATCH-26JUL08CHAION,KXITFMATCH,Sports,TRUE,100000,99,yes,99000,99000,379352,0.263607414749362
small_market,taker_stake,28,2026-06-03,KXINXU-26JUN03H1600-T7599.9999,KXINXU-26JUN03H1600,KXINXU,Financials,FALSE,100000,17,yes,83000,17000,277913,0.359824837269217
small_market,taker_stake,26,2026-01-29,KXNASDAQ100U-26JAN29H1600-T25699.99,KXNASDAQ100U-26JAN29H1600,KXNASDAQ100U,Financials,FALSE,100000,76,no,76000,24000,130718,0.765005584540767
small_market,taker_stake,19,2026-03-25,KXNBAGAME-26MAR25SASMEM-MEM,KXNBAGAME-26MAR25SASMEM,KXNBAGAME,Sports,TRUE,865056,7,yes,804502.08,60553.92,3058144,0.282869609802547
small_market,taker_stake,8,2026-05-01,KXBTCMAX150-25-26JUN30-149999.99,KXBTCMAX150-25-26JUN30,KXBTCMAX150,Crypto,FALSE,171597,1,no,169881.03,169881.03,424468,0.404263690077933
small_market,taker_stake,31,2026-02-24,KXNCAAMBGAME-26FEB24DUKEND-ND,KXNCAAMBGAME-26FEB24DUKEND,KXNCAAMBGAME,Sports,TRUE,400000,1,yes,396000,4000,1595029,0.250779139438844
small_market,taker_stake,7,2026-05-31,KXBTCMAX150-25-26JUL31-149999.99,KXBTCMAX150-25-26JUL31,KXBTCMAX150,Crypto,FALSE,185341,1,no,183487.59,183487.59,868985,0.213284464058643
small_market,taker_stake,18,2026-03-22,KXSERIEAGAME-26MAR22BFCLAZ-BFC,KXSERIEAGAME-26MAR22BFCLAZ,KXSERIEAGAME,Sports,TRUE,166265,45,yes,91445.75,74819.25,667925,0.248927649062395
small_market,taker_stake,32,2026-03-26,KXINXU-26MAR26H1600-T6574.9999,KXINXU-26MAR26H1600,KXINXU,Financials,FALSE,100000,4,yes,96000,4000,358695,0.278788385675853
small_market,taker_stake,16,2026-01-04,KXNHLGAME-26JAN04PITCBJ-PIT,KXNHLGAME-26JAN04PITCBJ,KXNHLGAME,Sports,TRUE,200000,47,yes,106000,94000,965297,0.207190118688859
small_market,taker_stake,17,2026-01-08,KXNHLGAME-26JAN08OTTCOL-OTT,KXNHLGAME-26JAN08OTTCOL,KXNHLGAME,Sports,TRUE,297767,29,yes,211414.57,86352.43,1202886,0.247543823770499
small_market,taker_stake,33,2026-01-09,KXNCAAWBGAME-26JAN11CONNCREI-CREI,KXNCAAWBGAME-26JAN11CONNCREI,KXNCAAWBGAME,Sports,TRUE,355821,1,yes,352262.79,3558.21,1130989,0.314610486927813
small_market,taker_stake,38,2026-01-08,KXHIGHCHI-26JAN07-B42.5,KXHIGHCHI-26JAN07,KXHIGHCHI,Climate and Weather,FALSE,187879,1,yes,186000.21,1878.79,649053,0.289466345583489
small_market,taker_stake,4,2026-07-11,KXWCFIRSTGOAL-26JUL11ARGSUI-ARGLMESSI10,KXWCFIRSTGOAL-26JUL11ARGSUI,KXWCFIRSTGOAL,Sports,TRUE,481464,28,no,346654.08,346654.08,1460312,0.329699406702129
small_market,taker_stake,30,2026-03-23,KXNBAGAME-26MAR23HOUCHI-HOU,KXNBAGAME-26MAR23HOUCHI,KXNBAGAME,Sports,TRUE,147492,3,yes,143067.24,4424.76,350513,0.420788957898851
small_market,taker_stake,29,2026-07-13,KXATP-26USO-DJO,KXATP-26USO,KXATP,Sports,TRUE,100000,7,yes,93000,7000,453988,0.220270139298836
small_market,taker_stake,12,2026-06-24,KXCS2GAME-26JUN240800VSCLARGA-LARGA,KXCS2GAME-26JUN240800VSCLARGA,KXCS2GAME,Sports,TRUE,150000,72,yes,108000,108000,187235,0.801132266937271
small_market,taker_stake,23,2026-07-18,SENATEIA-26-R,SENATEIA-26,SENATEIA,Elections,FALSE,100000,61,no,61000,39000,434797,0.229992387251982
small_market,taker_stake,37,2026-03-13,KXNCAAMBGAME-26MAR13MISSALA-ALA,KXNCAAMBGAME-26MAR13MISSALA,KXNCAAMBGAME,Sports,TRUE,200000,1,yes,198000,2000,951555,0.210182280582835
small_market,taker_stake,10,2026-04-06,KXNHLGAME-26APR06SEAWPG-WPG,KXNHLGAME-26APR06SEAWPG,KXNHLGAME,Sports,TRUE,251094,61,yes,153167.34,153167.34,706743,0.355283320811101
small_market,taker_stake,27,2026-03-13,KXNCAAMBGAME-26MAR13KUHOU-KU,KXNCAAMBGAME-26MAR13KUHOU,KXNCAAMBGAME,Sports,TRUE,100000,20,yes,80000,20000,159875,0.625488663017983
small_market,taker_stake,41,2026-01-18,KXRAINNYC-26JAN18-T0,KXRAINNYC-26JAN18,KXRAINNYC,Climate and Weather,FALSE,117227,99,no,116054.73,1172.27,395351,0.296513730836649
small_market,taker_stake,25,2026-07-15,KXNCAAFWINS-26SCAR-8,KXNCAAFWINS-26SCAR,KXNCAAFWINS,Sports,TRUE,100000,27,yes,73000,27000,103679,0.964515475650807
small_market,taker_stake,3,2026-04-18,KXMLBRFI-26APR181605TBPIT,KXMLBRFI-26APR181605TBPIT,KXMLBRFI,Sports,TRUE,369298,99,yes,365605.02,365605.02,769764,0.479754833949107
small_market,taker_stake,42,2026-04-29,KXEUROLEAGUEGAME-26APR291445HTARMA-RMA,KXEUROLEAGUEGAME-26APR291445HTARMA,KXEUROLEAGUEGAME,Sports,TRUE,105000,99,no,103950,1050,464477,0.22606070914168
