date,report_ticker,pnl_gross,pnl_net,fees_taker,fees_maker,contracts_settled
2026-04-15,KX14AMENDCASE,52.86,44.46,8.4,0.0,1423
2026-04-15,KXNETFLIXRANKSHOWGLOBAL2,-53.12,-53.76,0.64,0.0,64
2026-04-15,KXNETFLIXRANKSHOWRUNNERUP,283.08,266.06,17.02,0.0,3759
2026-04-15,KXNETFLIXTOPVIEWSMOVIE,-2.3,-3.02,0.72,0.0,480
2026-04-15,KXNEWARKMAYOR,6.0,5.6,0.4,0.0,100
2026-04-15,KXNEXTLEVELCHEF,-7.72,-8.73,1.01,0.0,365
2026-04-15,KXNEXTMANAGERMANU,-2.56,-17.97,15.41,0.0,972
2026-04-15,KXNEXTNBACOACH,180.02,171.35,8.67,0.0,563
2026-04-15,KXNEXTTEAMNFL,421.65,332.21,89.44,0.0,7236
2026-04-15,KXNFLTRADE,-3.0,-3.11,0.11,0.0,6
2026-04-15,KXNETFLIXRANKSHOWGLOBAL,-13.11,-13.95,0.84,0.0,378
2026-04-15,KXNHL,-21860.47,-24177.27,2316.8,584.74,648821
2026-04-15,KXNHLAST,-9.45,-9.82,0.37,0.0,21
2026-04-15,KXNHLCALDER,-0.59,-0.64,0.05,0.0,34
2026-04-15,KXNHLEAST,-2268.71,-3229.79,961.08,241.54,100371
2026-04-15,KXNHLFIRSTGOAL,-294.01,-315.97,21.96,0.0,3834
2026-04-15,KXNHLGAME,-659307.16,-746823.94,87516.78,22039.63,6482994
2026-04-15,KXNHLGOAL,-3372.04,-3652.07,280.03,0.0,37096
2026-04-15,KXNHLHART,-42926.36,-44551.74,1625.38,0.0,109450
2026-04-15,KXNHLNORRIS,-233.43,-363.72,130.29,0.0,22876
2026-04-15,KXNHLPTS,-456.49,-473.23,16.74,0.0,1091
2026-04-15,KXNHLADAMS,-446.82,-455.02,8.2,0.0,3478
2026-04-15,KXNHLSERIES,199.65,182.68,16.97,4.36,1030
2026-04-15,KXNETFLIXRANKSHOW,121.45,99.09,22.36,0.0,8180
2026-04-15,KXNETFLIXRANKMOVIEGLOBAL2,-18.08,-19.35,1.27,0.0,746
2026-04-15,KXNBASERIESSCORE,-2099.76,-2272.88,173.12,0.0,16284
2026-04-15,KXNBASERIESSPREAD,-1463.68,-1546.55,82.87,0.0,5892
2026-04-15,KXNBASPREAD,16530.08,-104169.53,120699.61,30347.39,7897862
2026-04-15,KXNBASTL,-975.77,-1053.02,77.25,0.0,8985
2026-04-15,KXNBASWEEP,-34.58,-43.1,8.52,0.0,851
2026-04-15,KXNBATEAMTOTAL,-4788.91,-6373.45,1584.54,0.0,119813
2026-04-15,KXNBATOPPICK,-311.37,-332.65,21.28,0.0,4166
2026-04-15,KXNBATOTAL,-181210.66,-290643.14,109432.48,27528.02,7926753
2026-04-15,KXNBAUPSET,-57.53,-59.58,2.05,0.0,122
2026-04-15,KXNETFLIXRANKMOVIERUNNERUP,75.85,55.58,20.27,0.0,4779
2026-04-15,KXNBAWEST,15218.03,14341.35,876.68,221.49,180818
2026-04-15,KXNCAABASEBALL,-1166.25,-1292.52,126.27,0.0,29112
2026-04-15,KXNCAABBGAME,1627.06,1308.86,318.2,0.0,136241
2026-04-15,KXNCAABBGS,-1.8,-1.92,0.12,0.0,20
2026-04-15,KXNCAALAXFINAL,-924.95,-970.96,46.01,0.0,5804
2026-04-15,KXNCAAMLAXGAME,123.2,85.98,37.22,0.0,2763
2026-04-15,KXNDALR,-0.25,-0.28,0.03,0.0,5
2026-04-15,KXNE2D,-159.77,-169.79,10.02,0.0,726
2026-04-15,KXNETFLIXRANKMOVIE,-860.07,-922.74,62.67,0.0,22666
2026-04-15,KXNETFLIXRANKMOVIEGLOBAL,-37.62,-41.25,3.63,0.0,1981
2026-04-15,KXNBAWFINMVP,-11.24,-43.08,31.84,0.0,7371
2026-04-15,KXNBASERIESPTSLEADER,-114.87,-121.43,6.56,0.0,464
2026-04-15,KXNHLSERIESSCORE,-284.9,-310.35,25.45,0.0,2392
2026-04-15,KXNHLSPREAD,12708.9,8120.52,4588.38,0.0,360708
2026-04-15,KXPGAH2H,-739.63,-1416.63,677.0,0.0,39212
2026-04-15,KXPGAHOLEINONE,-1660.89,-1746.46,85.57,0.0,7115
2026-04-15,KXPGAMAJORTOP10,-777.23,-828.17,50.94,0.0,3733
2026-04-15,KXPGAPLAYOFF,4374.69,4316.16,58.53,0.0,5425
2026-04-15,KXPGAR1LEAD,-9168.61,-9972.94,804.33,0.0,437547
2026-04-15,KXPGAR1TOP10,-2403.94,-2578.15,174.21,0.0,12070
2026-04-15,KXPGAR1TOP5,-90.16,-104.83,14.67,0.0,1172
2026-04-15,KXPGAR2LEAD,-784.35,-818.45,34.1,0.0,4871
2026-04-15,KXPGAR3LEAD,19.54,18.5,1.04,0.0,156
2026-04-15,KXPERUPRESMATCHUP,834.45,468.55,365.9,0.0,31480
2026-04-15,KXPGAROUNDSCORE,2056.65,1869.5,187.15,0.0,10863
2026-04-15,KXPGATOP20,-21801.72,-25893.2,4091.48,0.0,293266
2026-04-15,KXPGATOP5,-1585.23,-2575.75,990.52,0.0,129296
2026-04-15,KXPGATOUR,-4022.25,-4361.84,339.59,86.66,243572
2026-04-15,KXPM,-24.0,-24.68,0.68,0.0,40
2026-04-15,KXPOLITICSMENTION,29009.09,27629.21,1379.88,0.0,217262
2026-04-15,KXPREMDARTS,7.98,6.56,1.42,0.0,343
2026-04-15,KXPREMIERLEAGUE,423.19,-204.51,627.7,0.0,37598
2026-04-15,KXPRESSBRIEFINGCOUNT,1.76,1.65,0.11,0.0,11
2026-04-15,KXPRIMARYMOV,-75.3,-79.87,4.57,0.0,545
2026-04-15,KXPGATOP10,-13054.15,-14638.34,1584.19,0.0,139971
2026-04-15,KXNHLSERIESSPREAD,-134.16,-139.53,5.37,0.0,312
2026-04-15,KXPERUPRES2ND,-1836.99,-3113.63,1276.64,0.0,100913
2026-04-15,KXPERUPRES1R,-26.68,-29.49,2.81,0.0,5899
2026-04-15,KXNHLTOTAL,-43146.14,-55999.46,12853.32,0.0,970597
2026-04-15,KXNHLVEZINA,702.04,653.25,48.79,0.0,9396
2026-04-15,KXNHLWEST,-4055.96,-4409.32,353.36,89.21,35271
2026-04-15,KXNICKELMON,0.6,0.54,0.06,0.0,40
2026-04-15,KXNICKELW,-7.5,-7.81,0.31,0.0,20
2026-04-15,KXNPBGAME,2354.02,1304.69,1049.33,0.0,87956
2026-04-15,KXNY10D,13.48,12.45,1.03,0.0,109
2026-04-15,KXNY12D,-75.49,-90.71,15.22,0.0,1326
2026-04-15,KXNY13D,17.43,16.98,0.45,0.0,29
2026-04-15,KXPERUPRES1RMOV,-809.12,-860.63,51.51,0.0,3520
2026-04-15,KXNY17D,-67.06,-91.73,24.67,0.0,1579
2026-04-15,KXORPRIMARY,17.88,17.3,0.58,0.0,36
2026-04-15,KXOWGAME,-164.82,-174.77,9.95,0.0,1256
2026-04-15,KXPA3D,-1859.4,-1950.25,90.85,0.0,6103
2026-04-15,KXPAPRIMARY,-132.93,-141.63,8.7,0.0,1901
2026-04-15,KXPAYROLLS,7.49,7.24,0.25,0.1,16
2026-04-15,KXPCECORE,-3.81,-4.0,0.19,0.0,14
2026-04-15,KXPERSONMENTION,-383.38,-427.88,44.5,0.0,2753
2026-04-15,KXPERUCONGRESS,11.41,10.53,0.88,0.0,1197
2026-04-15,KXPERUPRES,-95.25,-1559.12,1463.87,0.0,225901
2026-04-15,KXNYCRENTFREEZE,-20.68,-21.83,1.15,0.0,94
2026-04-15,KXNBASERIESGAMES,149.14,141.31,7.83,0.0,537
2026-04-15,KXNBASERIES,847.82,500.84,346.98,87.2,63638
2026-04-15,KXNBAREB,-9034.91,-10369.06,1334.15,0.0,108128
2026-04-15,KXMLBGAME,597005.99,427562.37,169443.62,42615.14,13461147
2026-04-15,KXMLBHIT,-5776.28,-7371.79,1595.51,0.0,162813
2026-04-15,KXMLBHR,54210.52,46119.85,8090.67,0.0,1073525
2026-04-15,KXMLBHRR,3711.6,2049.83,1661.77,0.0,109760
2026-04-15,KXMLBKS,57539.78,49207.05,8332.73,0.0,603431
2026-04-15,KXMLBMENTION,-706.76,-914.48,207.72,0.0,34231
2026-04-15,KXMLBPLAYEROTW,-20.68,-21.21,0.53,0.0,32
2026-04-15,KXMLBRFI,27809.26,20983.95,6825.31,0.0,442282
2026-04-15,KXMLBSPREAD,335712.55,276597.02,59115.53,0.0,4249081
2026-04-15,KXMLBF5TOTAL,-17447.75,-22283.15,4835.4,0.0,418375
2026-04-15,KXMLBSTATCOUNT,-3.11,-3.29,0.18,0.0,16
2026-04-15,KXMLBTEAMTOTAL,7402.54,5140.81,2261.73,0.0,173497
2026-04-15,KXMLBTOTAL,-204127.74,-311793.37,107665.63,0.0,7423981
2026-04-15,KXMLSGAME,-71.5,-74.34,2.84,0.0,169
2026-04-15,KXMNDAYCARECHARGE,-9.79,-10.43,0.64,0.0,41
2026-04-15,KXMOVGA14SWISCOTUS,-38.19,-40.84,2.65,0.0,3819
2026-04-15,KXMOVNJ11SPECIAL,1591.75,1483.12,108.63,0.0,17377
2026-04-15,KXMOVVAREDISTRICT,-13652.24,-14599.63,947.39,0.0,109841
2026-04-15,KXMOVWISUPREMECOURT,0.94,0.76,0.18,0.0,276
2026-04-15,KXMT01D,-475.87,-496.3,20.43,0.0,1819
2026-04-15,KXMLBTB,12434.26,10932.16,1502.1,0.0,113525
2026-04-15,KXMUSKOAI,-224.76,-247.09,22.33,0.0,1335
2026-04-15,KXMLBF5SPREAD,7593.88,6748.81,845.07,0.0,108601
2026-04-15,KXMJSCHEDULE,21.39,19.79,1.6,0.0,230
2026-04-15,KXLOWTSATX,-48.16,-107.88,59.72,0.0,18970
2026-04-15,KXLOWTSEA,196.96,114.38,82.58,0.0,11127
2026-04-15,KXLOWTSFO,368.63,306.24,62.39,0.0,17560
2026-04-15,KXLPGATOUR,4.5,4.17,0.33,0.0,350
2026-04-15,KXLUTNICKANNOUNCEOUT,86.79,82.47,4.32,0.0,300
2026-04-15,KXLUTNICKFTNMENTION,-305.83,-321.94,16.11,0.0,985
2026-04-15,KXLUTNICKOUT,-33.51,-39.28,5.77,0.0,383
2026-04-15,KXMAMDANIEO,72.58,68.45,4.13,0.0,334
2026-04-15,KXMAMDANIMENTION,-1508.16,-2300.2,792.04,0.0,50545
2026-04-15,KXMLBF5,6642.36,2708.81,3933.55,0.0,300137
2026-04-15,KXMAYORLA,-3473.15,-3739.81,266.66,0.0,37291
2026-04-15,KXMDPRIMARY,-20.0,-21.26,1.26,0.0,200
2026-04-15,KXMEASLES,-3.08,-3.31,0.23,0.0,154
2026-04-15,KXMEDIACOVERMADDEN,-628.32,-754.3,125.98,0.0,15659
2026-04-15,KXMEDIACOVERSI,301.17,295.85,5.32,0.0,439
2026-04-15,KXMEDIARELEASEADDTRAILER,-522.98,-555.01,32.03,0.0,1855
2026-04-15,KXMELANIAMENTION,-898.75,-2405.33,1506.58,0.0,268895
2026-04-15,KXMENWORLDCUP,-93.52,-543.41,449.89,112.95,265662
2026-04-15,KXMETGALA,244.85,137.87,106.98,0.0,7492
2026-04-15,KXMEXCUBOIL,348.35,339.3,9.05,0.0,555
2026-04-15,KXMD06D,-118.62,-123.99,5.37,0.0,333
2026-04-15,KXMUSKTRILLION,42.52,39.67,2.85,0.0,261
2026-04-15,KXMUSKWEALTH,282.19,270.52,11.67,0.0,805
2026-04-15,KXMVECROSSCATEGORY,55877.97,-131166.52,187044.49,0.0,33827156
2026-04-15,KXNBA2NDTEAMDEF,299.7,287.76,11.94,0.0,733
2026-04-15,KXNBA3D,-863.67,-921.21,57.54,0.0,15533
2026-04-15,KXNBA3PT,33876.38,31886.5,1989.88,0.0,159294
2026-04-15,KXNBA3RDTEAM,5.88,5.62,0.26,0.0,15
2026-04-15,KXNBAAST,-1449.99,-2655.25,1205.26,0.0,88332
2026-04-15,KXNBABLK,-603.48,-668.24,64.76,0.0,6035
2026-04-15,KXNBACOY,-5866.26,-6488.62,622.36,156.95,140554
2026-04-15,KXNBADRAFT1,-241.57,-260.76,19.19,0.0,2237
2026-04-15,KXNBADRAFTCAT,-5.79,-6.16,0.37,0.0,51
2026-04-15,KXNBA2NDTEAM,-444.3,-473.48,29.18,0.0,7373
2026-04-15,KXNBADRAFTCOMP,-1.68,-1.79,0.11,0.0,12
2026-04-15,KXNBADRAFTTOP,-187.84,-207.33,19.49,0.0,3312
2026-04-15,KXNBAEAST,75781.34,73050.03,2731.31,685.98,361876
2026-04-15,KXNBAEFINMVP,-481.93,-520.66,38.73,0.0,10740
2026-04-15,KXNBAFINMVP,-534.87,-587.0,52.13,0.0,10013
2026-04-15,KXNBAGAME,2741695.92,1986322.93,755372.99,189561.23,55735145
2026-04-15,KXNBAMENTION,-9006.53,-11437.97,2431.44,0.0,372013
2026-04-15,KXNBAMVP,-5271.97,-6118.16,846.19,215.4,610959
2026-04-15,KXNBAPLAYOFFWINS,0.1,0.09,0.01,0.0,10
2026-04-15,KXNBAPTS,61648.84,52458.7,9190.14,0.0,669267
2026-04-15,KXNBADRAFTPICK,-20.67,-23.29,2.62,0.0,349
2026-04-15,KXNBA2HWINNER,-770.31,-1194.83,424.52,0.0,33258
2026-04-15,KXNBA2HTOTAL,38.79,27.78,11.01,0.0,1740
2026-04-15,KXNBA2HSPREAD,-239.77,-256.66,16.89,0.0,2163
2026-04-15,KXMVENBASINGLEGAME,-2094.21,-4060.83,1966.62,0.0,311810
2026-04-15,KXMVESPORTSMULTIGAMEEXTENDED,-6139.12,-220930.98,214791.86,0.0,49800312
2026-04-15,KXNASCARCUPSERIES,-300.75,-321.32,20.57,0.0,11886
2026-04-15,KXNASCARRACE,-4292.69,-4755.48,462.79,0.0,87872
2026-04-15,KXNASCARTOP10,735.3,578.98,156.32,0.0,11442
2026-04-15,KXNASCARTOP20,71.29,44.57,26.72,0.0,1794
2026-04-15,KXNASCARTOP3,-55.6,-59.81,4.21,0.0,470
2026-04-15,KXNASCARTOP5,-202.76,-226.75,23.99,0.0,1878
2026-04-15,KXNASDAQ100,960.45,939.74,20.71,0.0,4146
2026-04-15,KXNASDAQ100MAXY,2810.48,2631.84,178.64,0.0,18029
2026-04-15,KXNASDAQ100U,848.0,441.11,406.89,0.0,73563
2026-04-15,KXNATGASD,-991.11,-1048.0,56.89,0.0,7552
2026-04-15,KXNATGASMON,-103.08,-112.09,9.01,0.0,782
2026-04-15,KXNATGASW,-36.66,-46.4,9.74,0.0,1324
2026-04-15,KXNBA,-348715.01,-372029.52,23314.51,5849.37,2832087
2026-04-15,KXNBA1HSPREAD,16859.01,11716.2,5142.81,0.0,341923
2026-04-15,KXNBA1HTOTAL,48576.38,41079.95,7496.43,0.0,618593
2026-04-15,KXNBA1HWINNER,-6387.72,-13024.72,6637.0,0.0,496428
2026-04-15,KXNBA1STTEAM,1739.67,1545.93,193.74,0.0,16199
2026-04-15,KXNBA1STTEAMDEF,274.09,248.59,25.5,0.0,1886
2026-04-15,KXNBA2D,-7675.93,-8206.02,530.09,0.0,62628
2026-04-15,KXPSAKIMENTION,-107.36,-114.97,7.61,0.0,10736
2026-04-15,KXLOWTPHX,544.82,503.82,41.0,0.0,8777
2026-04-15,KXPSASQUASH,-1276.16,-1772.61,496.45,0.0,71483
2026-04-15,KXR6GAME,-3008.13,-3443.86,435.73,0.0,41888
2026-04-15,KXTX18D,61.43,54.25,7.18,0.0,898
2026-04-15,KXTX33D,118.21,110.11,8.1,0.0,592
2026-04-15,KXTXPRIMARY,6.48,4.86,1.62,0.0,421
2026-04-15,KXTXRUNOFFENDORSE,-33.43,-36.24,2.81,0.0,184
2026-04-15,KXTXSENCOMBO,808.35,728.09,80.26,0.0,4860
2026-04-15,KXTXSENOUTCOME,-9.0,-9.52,0.52,0.0,55
2026-04-15,KXUCL,-10731.24,-16161.71,5430.47,1369.39,558846
2026-04-15,KXUCLADVANCE,-229989.06,-247282.68,17293.62,0.0,1642105
2026-04-15,KXUCLCORNERS,-6583.59,-7235.34,651.75,0.0,41880
2026-04-15,KXTVSEASONRELEASEOUTBANKS,-11.02,-11.66,0.64,0.0,56
2026-04-15,KXUCLFIRSTGOAL,-1432.3,-1521.83,89.53,0.0,12807
2026-04-15,KXUCLGOAL,-717.19,-1213.98,496.79,0.0,36352
2026-04-15,KXUCLTCORNERS,-16874.46,-17565.76,691.3,0.0,42573
2026-04-15,KXUCLTOTAL,-31975.82,-37181.35,5205.53,0.0,418225
2026-04-15,KXUCLW,25.77,22.79,2.98,0.0,255
2026-04-15,KXUE,214.03,195.8,18.23,0.0,4458
2026-04-15,KXUECL,-149.68,-158.32,8.64,0.0,830
2026-04-15,KXUECLADVANCE,30.37,19.03,11.34,0.0,3076
2026-04-15,KXUECLGAME,-95658.61,-100504.38,4845.77,0.0,319764
2026-04-15,KXUEFAMENTION,199.44,-52.25,251.69,0.0,55103
2026-04-15,KXUCLGAME,-8220.33,-8799.57,579.24,146.92,34149
2026-04-15,KXUEL,-309.34,-354.75,45.41,0.0,9123
2026-04-15,KXTSAW,209.81,191.38,18.43,0.0,1909
2026-04-15,KXTRUMPTIME,380.9,353.02,27.88,0.0,6294
2026-04-15,KXTRUEV,222.89,207.07,15.82,0.0,11612
2026-04-15,KXTRUFAIDP,50.0,46.52,3.48,0.0,5000
2026-04-15,KXTRUFDEAD,68.51,63.72,4.79,0.0,6803
2026-04-15,KXTRUFEGGS,68.1,64.37,3.73,0.0,2296
2026-04-15,KXTRUFPDEBT,9.0,8.65,0.35,0.0,20
2026-04-15,KXTRUMPACT,2211.6,2078.05,133.55,0.0,52808
2026-04-15,KXTRUMPADMINLEAVE,-724.53,-758.97,34.44,0.0,1971
2026-04-15,KXTRUMPCHINA,243.2,184.3,58.9,0.0,5174
2026-04-15,KXTRUMPCOUNTRIES,-84.69,-90.45,5.76,0.0,779
2026-04-15,KXTRYFIREPOWELL,-1041.29,-1099.32,58.03,0.0,5074
2026-04-15,KXTRUMPDELETE,31.59,16.68,14.91,0.0,6865
2026-04-15,KXTRUMPENDORSELOSS,-15.32,-16.3,0.98,0.0,161
2026-04-15,KXTRUMPENDORSEMENTS,373.47,367.02,6.45,0.0,1444
2026-04-15,KXTRUMPMEETING,128.36,117.19,11.17,0.0,2700
2026-04-15,KXTRUMPMENTION,-32832.59,-37832.84,5000.25,0.0,823047
2026-04-15,KXTRUMPPHOTO,-78.97,-84.63,5.66,0.0,4070
2026-04-15,KXTRUMPSAY,-1790.35,-2246.82,456.47,0.0,66534
2026-04-15,KXTRUMPSAYNICKNAME,220.26,193.39,26.87,0.0,1969
2026-04-15,KXTRUMPSAYTRUMP,-40.46,-43.2,2.74,0.0,162
2026-04-15,KXTRUMPSTATES,1.7,1.62,0.08,0.0,5
2026-04-15,KXTRUMPENDORSE,-14.04,-14.81,0.77,0.0,64
2026-04-15,KXTRILLIONAIRE,31.19,28.94,2.25,0.0,436
2026-04-15,KXUELADVANCE,-463.44,-483.89,20.45,0.0,2344
2026-04-15,KXUFCWHITEHOUSE,-479.7,-512.04,32.34,0.0,3921
2026-04-15,KXWCGROUPQUAL,27.17,24.29,2.88,0.0,312
2026-04-15,KXWCGROUPWIN,205.11,172.03,33.08,0.0,3571
2026-04-15,KXWCIRAN,575.97,540.63,35.34,0.0,2468
2026-04-15,KXWCROUND,127.12,99.46,27.66,0.0,1934
2026-04-15,KXWCSQUAD,106.8,98.89,7.91,0.0,477
2026-04-15,KXWEEKSNUM1,-18.33,-19.51,1.18,0.0,181
2026-04-15,KXWHCDATTEND,16.4,15.22,1.18,0.0,148
2026-04-15,KXWHEATMON,-234.96,-252.27,17.31,0.0,1315
2026-04-15,KXWHVISIT,0.8,0.75,0.05,0.0,4
2026-04-15,KXWCGAME,-55.41,-113.52,58.11,0.0,5308
2026-04-15,KXWISUPRTURNOUT,0.15,0.09,0.06,0.0,61
2026-04-15,KXWTAMATCH,35294.26,-122799.17,158093.43,39749.16,14516754
2026-04-15,KXWTI,-5124.34,-12812.53,7688.19,0.0,699011
2026-04-15,KXWTIMIN,85.8,77.01,8.79,0.0,672
2026-04-15,KXWTIW,-2394.61,-4522.56,2127.95,0.0,294130
2026-04-15,KXXRP,-539.47,-588.71,49.24,0.0,5514
2026-04-15,KXXRP15M,-847.42,-5366.0,4518.58,0.0,540132
2026-04-15,KXXRPD,462.38,347.69,114.69,0.0,10862
2026-04-15,KXYTUBESUBSBEAST,-1.1,-1.41,0.31,0.0,48
2026-04-15,KXZELENSKYPUTIN,-189.32,-207.88,18.56,0.0,3769
2026-04-15,KXWTACHALLENGERMATCH,1349.52,-4443.81,5793.33,0.0,671386
2026-04-15,KXUFCFIGHT,106.31,98.31,8.0,0.0,468
2026-04-15,KXWATSONRNC,-145.19,-154.77,9.58,0.0,656
2026-04-15,KXVOTEPRIMARY,-413.69,-437.14,23.45,0.0,2041
2026-04-15,KXUKCPIYOY,107.15,103.53,3.62,0.0,207
2026-04-15,KXURYPDGAME,-96.19,-100.78,4.59,0.0,301
2026-04-15,KXUSAEXPANDTERRITORY,-5.52,-6.36,0.84,0.0,386
2026-04-15,KXUSAIRANAGREEMENT,1718.66,744.28,974.38,0.0,72578
2026-04-15,KXUSDJPY,-60.57,-71.73,11.16,0.0,1033
2026-04-15,KXUSEDCARCPI,67.66,62.92,4.74,0.0,538
2026-04-15,KXUSFLYCAN,237.0,235.52,1.48,0.0,278
2026-04-15,KXUSGASCPI,-25.45,-26.81,1.36,0.0,94
2026-04-15,KXUSGBEEF,19.01,18.55,0.46,0.0,31
2026-04-15,KXVTBGAME,-1045.29,-1420.01,374.72,0.0,50417
2026-04-15,KXUSLGAME,78.75,73.66,5.09,0.0,320
2026-04-15,KXUSRETAIL,-88.97,-92.82,3.85,0.0,220
2026-04-15,KXUSTURNOUT,-300.71,-325.73,25.02,0.0,1902
2026-04-15,KXUT1D,1.54,-28.59,30.13,0.0,2396
2026-04-15,KXVALORANTGAME,-1249.09,-2758.81,1509.72,0.0,108293
2026-04-15,KXVALORANTMAP,4390.88,3624.34,766.54,0.0,65064
2026-04-15,KXVENEZUELALEADER2,8366.03,7850.57,515.46,0.0,41532
2026-04-15,KXVISITIRAN,-165.75,-188.33,22.58,0.0,5517
2026-04-15,KXVISITNYC,210.5,180.31,30.19,0.0,4130
2026-04-15,KXVOTEFEDCHAIR,1333.86,1283.14,50.72,0.0,3252
2026-04-15,KXUSPPIYOY,0.02,0.01,0.01,0.0,1
2026-04-15,KXTOUR,11.38,9.7,1.68,0.0,332
2026-04-15,KXTOPSONG,5.7,2.56,3.14,0.0,2849
2026-04-15,KXTOPMONTHLY,-27.3,-29.05,1.75,0.0,274
2026-04-15,KXSENATEKYR,163.45,153.55,9.9,0.0,1035
2026-04-15,KXSENATELAD,-11.45,-12.72,1.27,0.0,102
2026-04-15,KXSENATELAR,449.8,417.21,32.59,0.0,3132
2026-04-15,KXSENATEMED,-224.16,-239.98,15.82,0.0,2191
2026-04-15,KXSENATEMTD,97.0,96.79,0.21,0.0,100
2026-04-15,KXSENATENJR,0.47,0.45,0.02,0.0,1
2026-04-15,KXSENATESCD,20.18,18.84,1.34,0.0,303
2026-04-15,KXSENATESCR,-511.62,-550.79,39.17,0.0,5290
2026-04-15,KXSENATESDR,-0.12,-0.13,0.01,0.0,4
2026-04-15,KXSENATEKYD,82.81,77.89,4.92,0.0,526
2026-04-15,KXSENATETXR,2149.94,1791.07,358.87,0.0,21444
2026-04-15,KXSENATEWVR,0.02,0.0,0.02,0.0,2
2026-04-15,KXSEOULMAYOR,1242.47,1216.53,25.94,0.0,3731
2026-04-15,KXSERIEAGAME,-0.19,-0.25,0.06,0.02,3
2026-04-15,KXSERIEARELEGATION,-0.11,-0.14,0.03,0.0,23
2026-04-15,KXSERIEATOP4,-6.02,-6.24,0.22,0.0,12
2026-04-15,KXSHELTERCPI,22.51,21.97,0.54,0.0,37
2026-04-15,KXSHIBA,-385.06,-407.6,22.54,0.0,7110
2026-04-15,KXSHIBAD,-129.37,-144.46,15.09,0.0,2268
2026-04-15,KXSHLGAME,20.36,4.83,15.53,0.0,3519
2026-04-15,KXSENATEWVD,-173.49,-188.47,14.98,0.0,1220
2026-04-15,KXSILVERD,-3647.59,-3976.64,329.05,0.0,26779
2026-04-15,KXSENATEGAR,7.7,6.95,0.75,0.0,305
2026-04-15,KXSENATEALR,-312.52,-330.98,18.46,0.0,1951
2026-04-15,KXR6MAP,294.38,155.37,139.01,0.0,17628
2026-04-15,KXRAINNYC,-174.5,-209.29,34.79,0.0,2860
2026-04-15,KXRANKLIST1SONG,-81.05,-88.99,7.94,0.0,7371
2026-04-15,KXRANKLISTSONGSPOTUSA,313.6,295.2,18.4,0.0,1785
2026-04-15,KXRANKLISTSONGTOP10,48.04,44.57,3.47,0.0,1073
2026-04-15,KXRBLX,104.76,96.28,8.48,0.0,1288
2026-04-15,KXRECBILL,124.0,117.08,6.92,0.0,600
2026-04-15,KXRECCOUNT,83.25,78.28,4.97,0.0,555
2026-04-15,KXRECNCH,2.34,2.22,0.12,0.0,6
2026-04-15,KXSENATECOR,-7.14,-7.61,0.47,0.0,102
2026-04-15,KXRFKMENTION,-599.68,-676.83,77.15,0.0,5967
2026-04-15,KXROLLINGSTONECOVER,7.36,7.08,0.28,0.0,16
2026-04-15,KXRT,-199.41,-205.65,6.24,0.0,1023
2026-04-15,KXRTX5090W,5.31,5.02,0.29,0.0,19
2026-04-15,KXRUCRUDEX,-30.12,-30.8,0.68,0.0,43
2026-04-15,KXSC01D,-15.75,-16.59,0.84,0.0,63
2026-04-15,KXSC01R,8.84,6.11,2.73,0.0,204
2026-04-15,KXSCHUMEROUT,-0.76,-0.82,0.06,0.0,19
2026-04-15,KXSCOTUSMARIJUANAGUN,18.06,16.89,1.17,0.0,183
2026-04-15,KXSECPRESSMENTION,-7783.28,-9167.0,1383.72,0.0,361767
2026-04-15,KXROASTSUBJECT,-14.11,-15.35,1.24,0.0,661
2026-04-15,KXSILVERMON,-151.1,-157.78,6.68,0.0,401
2026-04-15,KXSILVERW,672.79,639.78,33.01,0.0,2022
2026-04-15,KXSLGREECE,-5.92,-6.24,0.32,0.0,19
2026-04-15,KXSUGARMON,83.87,75.12,8.75,0.0,510
2026-04-15,KXSUGARW,-104.55,-111.7,7.15,0.0,1033
2026-04-15,KXSUPERLIG,5.55,5.3,0.25,0.0,15
2026-04-15,KXSUPERLIGGAME,-433.86,-445.56,11.7,0.0,917
2026-04-15,KXSURVIVOR,-7479.78,-8544.03,1064.25,0.0,276818
2026-04-15,KXT20MATCH,6440.13,5266.7,1173.43,0.0,120255
2026-04-15,KXTAIWANLVL4,-4.07,-4.46,0.39,0.0,88
2026-04-15,KXTARIFFBILL,1.53,1.41,0.12,0.0,51
2026-04-15,KXTARIFFCHECKS,-18.47,-24.28,5.81,0.0,2385
2026-04-15,KXSUEPOWELL,-6.04,-6.46,0.42,0.0,151
2026-04-15,KXTARIFFRATEPRC,11.07,10.37,0.7,0.0,78
2026-04-15,KXTEAMSINNBAF,-1994.87,-2125.9,131.03,0.0,28445
2026-04-15,KXTEAMSINNBAWF,619.58,592.16,27.42,0.0,1654
2026-04-15,KXTEAMSINSC,-52.72,-64.6,11.88,0.0,1486
2026-04-15,KXTEMPNYCH,408.77,279.62,129.15,0.0,19059
2026-04-15,KXTNOTED,243.29,204.53,38.76,0.0,2700
2026-04-15,KXTNOTEW,98.05,91.96,6.09,0.0,487
2026-04-15,KXTOBACCPI,0.07,0.06,0.01,0.0,1
2026-04-15,KXTOPALBUM,-1.87,-2.03,0.16,0.0,188
2026-04-15,KXTOPCHEF,-54.66,-71.23,16.57,0.0,2600
2026-04-15,KXTEAMSINNBAEF,56.3,51.6,4.7,0.0,1029
