market_key,market_name,kalshi_category,contracts,fees_total,n_outcomes,winner,winner_ticker,report_ticker,is_sports,top_outcome,i.market_name,i.fees_total,i.winner,i.winner_ticker
PRES-2024,Presidency,Elections,537684497,0,2,:: or another Republican,PRES-2024-DJT,PRES,FALSE,PRES-2024-KH,Presidency,5637110.29000186,:: or another Republican,PRES-2024-DJT
KXPGATOUR-MAST26,Masters Tournament,Sports,317085741,2103429.30000004,20,,,KXPGATOUR,TRUE,KXPGATOUR-MAST26-SSCH,Masters Tournament,2099688.95000004,"",""
KXSB-26,2026 Pro Football Championship,Sports,304418898,4396822.36000377,8,"",KXSB-26-SEA,KXSB,TRUE,KXSB-26-NE,2026 Pro Football Championship,3511038.30000139,"",KXSB-26-SEA
KXMARMAD-26,College Basketball National Championship,Sports,241735118,2087305.59000026,16,,,KXMARMAD,TRUE,KXMARMAD-26-CONN,College Basketball National Championship,2055042.91000027,"",""
KXFEDCHAIRNOM-29,KXFEDCHAIRNOM-29,Politics,208506993,778317.409999994,7,"",KXFEDCHAIRNOM-29-KW,KXFEDCHAIRNOM,FALSE,KXFEDCHAIRNOM-29-JS,KXFEDCHAIRNOM-29,778317.409999994,"",KXFEDCHAIRNOM-29-KW
KXMAYORNYCPARTY-25,NYC Mayor race in 2025,Politics,113438928,638846.149999983,3,:: Democratic Nominee,KXMAYORNYCPARTY-25-D,KXMAYORNYCPARTY,FALSE,KXMAYORNYCPARTY-25-AC,NYC Mayor race in 2025,638846.149999983,:: Democratic Nominee,KXMAYORNYCPARTY-25-D
KXNCAAF-26,College Football Playoff National Championship,Sports,100650811,1619621.23999993,3,"",KXNCAAF-26-IND,KXNCAAF,TRUE,KXNCAAF-26-MIA,College Football Playoff National Championship,1294028.81000009,"",KXNCAAF-26-IND
KXNFLNFCCHAMP-25,KXNFLNFCCHAMP-25,Sports,97789665,1699381.47000005,2,"",KXNFLNFCCHAMP-25-SEA,KXNFLNFCCHAMP,TRUE,KXNFLNFCCHAMP-25-LA,KXNFLNFCCHAMP-25,1358099.10000001,"",KXNFLNFCCHAMP-25-SEA
KXNBA-25,NBA Finals,Sports,93793244,1548629.31000004,2,"",KXNBA-25-OKC,KXNBA,TRUE,KXNBA-25-IND,NBA Finals,1221622.99000004,"",KXNBA-25-OKC
KXFEDDECISION-25SEP,KXFEDDECISION-25SEP,Economics,90116790,669605.209999994,3,Cut 25bps,KXFEDDECISION-25SEP-C25,KXFEDDECISION,FALSE,KXFEDDECISION-25SEP-H0,KXFEDDECISION-25SEP,535376.86999999,Cut 25bps,KXFEDDECISION-25SEP-C25
POPVOTEMOV-24-R-B,,Elections,89274383,0,5,,,POPVOTEMOV,FALSE,POPVOTEMOV-24-R-B-2.5,"",508524.28,"",""
KXNFLGAME-26JAN10GBCHI,KXNFLGAME-26JAN10GBCHI,Sports,83841787,996225.630000069,2,"",KXNFLGAME-26JAN10GBCHI-CHI,KXNFLGAME,TRUE,KXNFLGAME-26JAN10GBCHI-CHI,KXNFLGAME-26JAN10GBCHI,996225.630000069,"",KXNFLGAME-26JAN10GBCHI-CHI
KXNFLGAME-26JAN17BUFDEN,KXNFLGAME-26JAN17BUFDEN,Sports,82591388,1267108.38000009,2,"",KXNFLGAME-26JAN17BUFDEN-DEN,KXNFLGAME,TRUE,KXNFLGAME-26JAN17BUFDEN-BUF,KXNFLGAME-26JAN17BUFDEN,1267108.38000009,"",KXNFLGAME-26JAN17BUFDEN-DEN
POPVOTE-24,Popular vote,Politics,82368078,0,2,:: Or another Republican,POPVOTE-24-R,POPVOTE,FALSE,POPVOTE-24-D,Popular vote,624060.689999992,:: Or another Republican,POPVOTE-24-R
KXNFLGAME-26JAN18LACHI,KXNFLGAME-26JAN18LACHI,Sports,81774498,1145840.72000015,2,"",KXNFLGAME-26JAN18LACHI-LA,KXNFLGAME,TRUE,KXNFLGAME-26JAN18LACHI-CHI,KXNFLGAME-26JAN18LACHI,1145840.72000015,"",KXNFLGAME-26JAN18LACHI-LA
KXFIRSTSUPERBOWLSONG-26FEB09,KXFIRSTSUPERBOWLSONG-26FEB09,Entertainment,80087432,520630.799999992,8,"",KXFIRSTSUPERBOWLSONG-26FEB09-TIT,KXFIRSTSUPERBOWLSONG,FALSE,KXFIRSTSUPERBOWLSONG-26FEB09-TIT,KXFIRSTSUPERBOWLSONG-26FEB09,520630.799999992,"",KXFIRSTSUPERBOWLSONG-26FEB09-TIT
KXBOXING-25DEC19JPAUAJOS,KXBOXING-25DEC19JPAUAJOS,Sports,74787852,564382.870000023,2,"",KXBOXING-25DEC19JPAUAJOS-AJOS,KXBOXING,TRUE,KXBOXING-25DEC19JPAUAJOS-JPAU,KXBOXING-25DEC19JPAUAJOS,564382.870000023,"",KXBOXING-25DEC19JPAUAJOS-AJOS
POPVOTEMOVSMALL-24-R,,Elections,71821216,0,5,,,POPVOTEMOVSMALL,FALSE,POPVOTEMOVSMALL-24-R-B1.4,"",571067.029999997,"",""
KXNFLGAME-26JAN18SFSEA,KXNFLGAME-26JAN18SFSEA,Sports,69988803,669204.720000059,2,"",KXNFLGAME-26JAN18SFSEA-SEA,KXNFLGAME,TRUE,KXNFLGAME-26JAN18SFSEA-SF,KXNFLGAME-26JAN18SFSEA,669204.720000059,"",KXNFLGAME-26JAN18SFSEA-SEA
KXNFLGAME-25SEP28GBDAL,KXNFLGAME-25SEP28GBDAL,Sports,68390667,999153.410000061,2,,,KXNFLGAME,TRUE,KXNFLGAME-25SEP28GBDAL-DAL,KXNFLGAME-25SEP28GBDAL,999153.410000061,"",""
KXNFLAFCCHAMP-25,KXNFLAFCCHAMP-25,Sports,68371131,1307211.03000007,2,"",KXNFLAFCCHAMP-25-NE,KXNFLAFCCHAMP,TRUE,KXNFLAFCCHAMP-25-NE,KXNFLAFCCHAMP-25,1044644.52000002,"",KXNFLAFCCHAMP-25-NE
KXMLB-25,Pro Baseball Championship,Sports,66554667,1319900.47000009,2,"",KXMLB-25-LAD,KXMLB,TRUE,KXMLB-25-LAD,Pro Baseball Championship,1053284.92,"",KXMLB-25-LAD
KXNFLGAME-25OCT02SFLA,KXNFLGAME-25OCT02SFLA,Sports,64826508,952391.080000029,2,"",KXNFLGAME-25OCT02SFLA-SF,KXNFLGAME,TRUE,KXNFLGAME-25OCT02SFLA-SF,KXNFLGAME-25OCT02SFLA,952391.080000029,"",KXNFLGAME-25OCT02SFLA-SF
KXNFLGAME-26JAN11SFPHI,KXNFLGAME-26JAN11SFPHI,Sports,64353350,924865.580000083,2,"",KXNFLGAME-26JAN11SFPHI-SF,KXNFLGAME,TRUE,KXNFLGAME-26JAN11SFPHI-SF,KXNFLGAME-26JAN11SFPHI,924865.580000083,"",KXNFLGAME-26JAN11SFPHI-SF
KXGOVSHUT,,Politics,60576426,647934.760000243,1,,,KXGOVSHUT,FALSE,KXGOVSHUT-26JAN31,"",647934.760000243,"",""
KXNFLGAME-25OCT06KCJAC,KXNFLGAME-25OCT06KCJAC,Sports,59022099,823083.460000045,2,"",KXNFLGAME-25OCT06KCJAC-JAC,KXNFLGAME,TRUE,KXNFLGAME-25OCT06KCJAC-KC,KXNFLGAME-25OCT06KCJAC,823083.460000045,"",KXNFLGAME-25OCT06KCJAC-JAC
KXMASTERS-25,Masters,Sports,58666687,685411.489999993,4,"",KXMASTERS-25-RM,KXMASTERS,TRUE,KXMASTERS-25-RM,Masters,685411.489999993,"",KXMASTERS-25-RM
KXNCAAFGAME-26JAN01MISSUGA,KXNCAAFGAME-26JAN01MISSUGA,Sports,57936005,740307.340000024,2,"",KXNCAAFGAME-26JAN01MISSUGA-MISS,KXNCAAFGAME,TRUE,KXNCAAFGAME-26JAN01MISSUGA-UGA,KXNCAAFGAME-26JAN01MISSUGA,740307.340000024,"",KXNCAAFGAME-26JAN01MISSUGA-MISS
KXMARMAD-25,March Madness,Sports,54116564,1048244.82000004,3,"",KXMARMAD-25-FL,KXMARMAD,TRUE,KXMARMAD-25-FL,March Madness,859019.579999968,"",KXMARMAD-25-FL
KXNFLGAME-25DEC08PHILAC,KXNFLGAME-25DEC08PHILAC,Sports,53747537,843383.420000033,2,"",KXNFLGAME-25DEC08PHILAC-LAC,KXNFLGAME,TRUE,KXNFLGAME-25DEC08PHILAC-PHI,KXNFLGAME-25DEC08PHILAC,843383.420000033,"",KXNFLGAME-25DEC08PHILAC-LAC
KXNFLGAME-25DEC29LAATL,KXNFLGAME-25DEC29LAATL,Sports,53676293,671709.709999993,2,"",KXNFLGAME-25DEC29LAATL-ATL,KXNFLGAME,TRUE,KXNFLGAME-25DEC29LAATL-LA,KXNFLGAME-25DEC29LAATL,671709.709999993,"",KXNFLGAME-25DEC29LAATL-ATL
KXNFLGAME-25DEC21NEBAL,KXNFLGAME-25DEC21NEBAL,Sports,52404002,756714.800000032,2,"",KXNFLGAME-25DEC21NEBAL-NE,KXNFLGAME,TRUE,KXNFLGAME-25DEC21NEBAL-NE,KXNFLGAME-25DEC21NEBAL,756714.800000032,"",KXNFLGAME-25DEC21NEBAL-NE
KXNFLGAME-25DEC18LASEA,KXNFLGAME-25DEC18LASEA,Sports,51829015,751606.620000007,2,"",KXNFLGAME-25DEC18LASEA-SEA,KXNFLGAME,TRUE,KXNFLGAME-25DEC18LASEA-LA,KXNFLGAME-25DEC18LASEA,751606.620000007,"",KXNFLGAME-25DEC18LASEA-SEA
KXNFLGAME-25OCT05NEBUF,KXNFLGAME-25OCT05NEBUF,Sports,51765332,713478.90000002,2,"",KXNFLGAME-25OCT05NEBUF-NE,KXNFLGAME,TRUE,KXNFLGAME-25OCT05NEBUF-BUF,KXNFLGAME-25OCT05NEBUF,713478.90000002,"",KXNFLGAME-25OCT05NEBUF-NE
KXKHAMENEIOUT-AKHA,KXKHAMENEIOUT-AKHA,Politics,50240737,450626.539999993,3,,,KXKHAMENEIOUT,FALSE,KXKHAMENEIOUT-AKHA-26MAR01,KXKHAMENEIOUT-AKHA,450626.539999993,"",""
KXNFLGAME-26JAN10LACAR,KXNFLGAME-26JAN10LACAR,Sports,49874366,537997.64999999,2,"",KXNFLGAME-26JAN10LACAR-LA,KXNFLGAME,TRUE,KXNFLGAME-26JAN10LACAR-CAR,KXNFLGAME-26JAN10LACAR,537997.64999999,"",KXNFLGAME-26JAN10LACAR-LA
KXNFLGAME-25SEP22DETBAL,KXNFLGAME-25SEP22DETBAL,Sports,49513133,694369.260000011,2,"",KXNFLGAME-25SEP22DETBAL-DET,KXNFLGAME,TRUE,KXNFLGAME-25SEP22DETBAL-DET,KXNFLGAME-25SEP22DETBAL,694369.260000011,"",KXNFLGAME-25SEP22DETBAL-DET
KXNFLGAME-26JAN04BALPIT,KXNFLGAME-26JAN04BALPIT,Sports,49029199,673190.980000013,2,"",KXNFLGAME-26JAN04BALPIT-PIT,KXNFLGAME,TRUE,KXNFLGAME-26JAN04BALPIT-PIT,KXNFLGAME-26JAN04BALPIT,673190.980000013,"",KXNFLGAME-26JAN04BALPIT-PIT
KXNFLGAME-25NOV27KCDAL,KXNFLGAME-25NOV27KCDAL,Sports,48703350,657619.490000031,2,"",KXNFLGAME-25NOV27KCDAL-DAL,KXNFLGAME,TRUE,KXNFLGAME-25NOV27KCDAL-DAL,KXNFLGAME-25NOV27KCDAL,657619.490000031,"",KXNFLGAME-25NOV27KCDAL-DAL
KXNFLGAME-26JAN12HOUPIT,KXNFLGAME-26JAN12HOUPIT,Sports,48418428,677205.870000049,2,"",KXNFLGAME-26JAN12HOUPIT-HOU,KXNFLGAME,TRUE,KXNFLGAME-26JAN12HOUPIT-PIT,KXNFLGAME-26JAN12HOUPIT,677205.870000049,"",KXNFLGAME-26JAN12HOUPIT-HOU
KXFEDDECISION-25JUL,KXFEDDECISION-25JUL,Economics,47328249,224625.629999988,3,Hike 0bps,KXFEDDECISION-25JUL-H0,KXFEDDECISION,FALSE,KXFEDDECISION-25JUL-C25,KXFEDDECISION-25JUL,175247.39,Hike 0bps,KXFEDDECISION-25JUL-H0
KXNCAAFGAME-26JAN08MIAMISS,KXNCAAFGAME-26JAN08MIAMISS,Sports,46939642,681776.730000032,2,"",KXNCAAFGAME-26JAN08MIAMISS-MIA,KXNCAAFGAME,TRUE,KXNCAAFGAME-26JAN08MIAMISS-MISS,KXNCAAFGAME-26JAN08MIAMISS,681776.730000032,"",KXNCAAFGAME-26JAN08MIAMISS-MIA
KXNFLGAME-25DEC07HOUKC,KXNFLGAME-25DEC07HOUKC,Sports,46648749,617471.600000017,2,"",KXNFLGAME-25DEC07HOUKC-HOU,KXNFLGAME,TRUE,KXNFLGAME-25DEC07HOUKC-KC,KXNFLGAME-25DEC07HOUKC,617471.600000017,"",KXNFLGAME-25DEC07HOUKC-HOU
KXNFLGAME-25OCT09PHINYG,KXNFLGAME-25OCT09PHINYG,Sports,45963324,581765.400000029,2,"",KXNFLGAME-25OCT09PHINYG-NYG,KXNFLGAME,TRUE,KXNFLGAME-25OCT09PHINYG-PHI,KXNFLGAME-25OCT09PHINYG,581765.400000029,"",KXNFLGAME-25OCT09PHINYG-NYG
KXNFLGAME-26JAN11LACNE,KXNFLGAME-26JAN11LACNE,Sports,45254815,567440.04000001,2,"",KXNFLGAME-26JAN11LACNE-NE,KXNFLGAME,TRUE,KXNFLGAME-26JAN11LACNE-LAC,KXNFLGAME-26JAN11LACNE,567440.04000001,"",KXNFLGAME-26JAN11LACNE-NE
KXNFLGAME-25NOV27CINBAL,KXNFLGAME-25NOV27CINBAL,Sports,44498369,510679.060000023,2,"",KXNFLGAME-25NOV27CINBAL-CIN,KXNFLGAME,TRUE,KXNFLGAME-25NOV27CINBAL-CIN,KXNFLGAME-25NOV27CINBAL,510679.060000023,"",KXNFLGAME-25NOV27CINBAL-CIN
KXNCAAMBGAME-26APR04MICHARIZ,KXNCAAMBGAME-26APR04MICHARIZ,Sports,44363064,731090.000000095,2,"If Michigan wins the Michigan at Arizona men's college basketball game originally scheduled for Apr 4, 2026, then the market resolves to Yes.",KXNCAAMBGAME-26APR04MICHARIZ-MICH,KXNCAAMBGAME,TRUE,KXNCAAMBGAME-26APR04MICHARIZ-ARIZ,KXNCAAMBGAME-26APR04MICHARIZ,731090.000000095,"If Michigan wins the Michigan at Arizona men's college basketball game originally scheduled for Apr 4, 2026, then the market resolves to Yes.",KXNCAAMBGAME-26APR04MICHARIZ-MICH
KXNCAAFGAME-25DEC31MIAOSU,KXNCAAFGAME-25DEC31MIAOSU,Sports,43323207,601880.610000011,2,"",KXNCAAFGAME-25DEC31MIAOSU-MIA,KXNCAAFGAME,TRUE,KXNCAAFGAME-25DEC31MIAOSU-OSU,KXNCAAFGAME-25DEC31MIAOSU,601880.610000011,"",KXNCAAFGAME-25DEC31MIAOSU-MIA
KXNCAAMBGAME-26MAR22IOWAFLA,KXNCAAMBGAME-26MAR22IOWAFLA,Sports,43179036,687330.480000003,2,"The following market refers to the team who wins the Iowa at Florida men's college basketball game originally scheduled for Mar 22, 2026. If this game is postponed or delayed, the market will remain open and close after the rescheduled game has finished (within two weeks). If the cancelled game is not played or is rescheduled further than two weeks out, the market will resolve to a fair price for each team in accordance with the rules. Kalshi is not affiliated,  associated,  authorized, endorsed by, or in any way officially connected with the NCAA. All trademarks, logos, and brand names are the property of their respective owners.",KXNCAAMBGAME-26MAR22IOWAFLA-IOWA,KXNCAAMBGAME,TRUE,KXNCAAMBGAME-26MAR22IOWAFLA-FLA,KXNCAAMBGAME-26MAR22IOWAFLA,687330.480000003,"The following market refers to the team who wins the Iowa at Florida men's college basketball game originally scheduled for Mar 22, 2026. If this game is postponed or delayed, the market will remain open and close after the rescheduled game has finished (within two weeks). If the cancelled game is not played or is rescheduled further than two weeks out, the market will resolve to a fair price for each team in accordance with the rules. Kalshi is not affiliated,  associated,  authorized, endorsed by, or in any way officially connected with the NCAA. All trademarks, logos, and brand names are the property of their respective owners.",KXNCAAMBGAME-26MAR22IOWAFLA-IOWA
KXNFLGAME-25NOV30DENWAS,KXNFLGAME-25NOV30DENWAS,Sports,43111134,543550.29,2,"",KXNFLGAME-25NOV30DENWAS-DEN,KXNFLGAME,TRUE,KXNFLGAME-25NOV30DENWAS-DEN,KXNFLGAME-25NOV30DENWAS,543550.29,"",KXNFLGAME-25NOV30DENWAS-DEN
KXSUPERBOWLAD-SB2026,KXSUPERBOWLAD-SB2026,Companies,42849424,634198.239999988,2,:: Google AI model,KXSUPERBOWLAD-SB2026-GEMI,KXSUPERBOWLAD,FALSE,KXSUPERBOWLAD-SB2026-ANTHROPIC,KXSUPERBOWLAD-SB2026,634198.239999988,:: Google AI model,KXSUPERBOWLAD-SB2026-GEMI
KXNCAAMBGAME-26MAR19SIEDUKE,KXNCAAMBGAME-26MAR19SIEDUKE,Sports,42436402,334519.300000047,2,"The following market refers to the team who wins the Siena at Duke men's college basketball game originally scheduled for Mar 19, 2026. If this game is postponed or delayed, the market will remain open and close after the rescheduled game has finished (within two weeks). If the cancelled game is not played or is rescheduled further than two weeks out, the market will resolve to a fair price for each team in accordance with the rules. Kalshi is not affiliated,  associated,  authorized, endorsed by, or in any way officially connected with the NCAA. All trademarks, logos, and brand names are the property of their respective owners.",KXNCAAMBGAME-26MAR19SIEDUKE-DUKE,KXNCAAMBGAME,TRUE,KXNCAAMBGAME-26MAR19SIEDUKE-SIE,KXNCAAMBGAME-26MAR19SIEDUKE,334519.300000047,"The following market refers to the team who wins the Siena at Duke men's college basketball game originally scheduled for Mar 19, 2026. If this game is postponed or delayed, the market will remain open and close after the rescheduled game has finished (within two weeks). If the cancelled game is not played or is rescheduled further than two weeks out, the market will resolve to a fair price for each team in accordance with the rules. Kalshi is not affiliated,  associated,  authorized, endorsed by, or in any way officially connected with the NCAA. All trademarks, logos, and brand names are the property of their respective owners.",KXNCAAMBGAME-26MAR19SIEDUKE-DUKE
KXNFLGAME-25OCT20TBDET,KXNFLGAME-25OCT20TBDET,Sports,42247895,407511.730000023,2,"",KXNFLGAME-25OCT20TBDET-DET,KXNFLGAME,TRUE,KXNFLGAME-25OCT20TBDET-TB,KXNFLGAME-25OCT20TBDET,407511.730000023,"",KXNFLGAME-25OCT20TBDET-DET
KXNFLGAME-25OCT16PITCIN,KXNFLGAME-25OCT16PITCIN,Sports,41953050,576512.040000033,2,"",KXNFLGAME-25OCT16PITCIN-CIN,KXNFLGAME,TRUE,KXNFLGAME-25OCT16PITCIN-CIN,KXNFLGAME-25OCT16PITCIN,576512.040000033,"",KXNFLGAME-25OCT16PITCIN-CIN
KXNFLGAME-25DEC04DALDET,KXNFLGAME-25DEC04DALDET,Sports,41671919,493057.969999999,2,"",KXNFLGAME-25DEC04DALDET-DET,KXNFLGAME,TRUE,KXNFLGAME-25DEC04DALDET-DAL,KXNFLGAME-25DEC04DALDET,493057.969999999,"",KXNFLGAME-25DEC04DALDET-DET
KXNFLGAME-25NOV03ARIDAL,KXNFLGAME-25NOV03ARIDAL,Sports,41433781,527905.080000008,2,"",KXNFLGAME-25NOV03ARIDAL-ARI,KXNFLGAME,TRUE,KXNFLGAME-25NOV03ARIDAL-DAL,KXNFLGAME-25NOV03ARIDAL,527905.080000008,"",KXNFLGAME-25NOV03ARIDAL-ARI
KXNFLGAME-25DEC28CHISF,KXNFLGAME-25DEC28CHISF,Sports,41367592,629146.099999996,2,"",KXNFLGAME-25DEC28CHISF-SF,KXNFLGAME,TRUE,KXNFLGAME-25DEC28CHISF-CHI,KXNFLGAME-25DEC28CHISF,629146.099999996,"",KXNFLGAME-25DEC28CHISF-SF
KXNFLGAME-25NOV10PHIGB,KXNFLGAME-25NOV10PHIGB,Sports,41300747,551290.690000016,2,"",KXNFLGAME-25NOV10PHIGB-PHI,KXNFLGAME,TRUE,KXNFLGAME-25NOV10PHIGB-PHI,KXNFLGAME-25NOV10PHIGB,551290.690000016,"",KXNFLGAME-25NOV10PHIGB-PHI
KXNFLGAME-25DEC25DENKC,KXNFLGAME-25DEC25DENKC,Sports,40934072,397030.969999985,2,"",KXNFLGAME-25DEC25DENKC-DEN,KXNFLGAME,TRUE,KXNFLGAME-25DEC25DENKC-KC,KXNFLGAME-25DEC25DENKC,397030.969999985,"",KXNFLGAME-25DEC25DENKC-DEN
KXNFLGAME-25SEP25SEAARI,KXNFLGAME-25SEP25SEAARI,Sports,40251133,515169.199999966,2,"",KXNFLGAME-25SEP25SEAARI-SEA,KXNFLGAME,TRUE,KXNFLGAME-25SEP25SEAARI-SEA,KXNFLGAME-25SEP25SEAARI,515169.199999966,"",KXNFLGAME-25SEP25SEAARI-SEA
KXNCAAFGAME-25SEP26FSUUVA,KXNCAAFGAME-25SEP26FSUUVA,Sports,40218823,562199.920000017,2,"",KXNCAAFGAME-25SEP26FSUUVA-UVA,KXNCAAFGAME,TRUE,KXNCAAFGAME-25SEP26FSUUVA-FSU,KXNCAAFGAME-25SEP26FSUUVA,562199.920000017,"",KXNCAAFGAME-25SEP26FSUUVA-UVA
KXNFLGAME-25SEP08MINCHI,KXNFLGAME-25SEP08MINCHI,Sports,40151386,477036.639999988,2,"",KXNFLGAME-25SEP08MINCHI-MIN,KXNFLGAME,TRUE,KXNFLGAME-25SEP08MINCHI-MIN,KXNFLGAME-25SEP08MINCHI,477036.639999988,"",KXNFLGAME-25SEP08MINCHI-MIN
KXFEDDECISION-25DEC,KXFEDDECISION-25DEC,Economics,39559747,305738.290000006,3,Cut 25bps,KXFEDDECISION-25DEC-C25,KXFEDDECISION,FALSE,KXFEDDECISION-25DEC-H0,KXFEDDECISION-25DEC,244416.949999999,Cut 25bps,KXFEDDECISION-25DEC-C25
KXFEDDECISION-25OCT,KXFEDDECISION-25OCT,Economics,38742095,147143.089999999,3,Cut 25bps,KXFEDDECISION-25OCT-C25,KXFEDDECISION,FALSE,KXFEDDECISION-25OCT-H0,KXFEDDECISION-25OCT,117606.809999999,Cut 25bps,KXFEDDECISION-25OCT-C25
KXFEDDECISION-25MAY,KXFEDDECISION-25MAY,Economics,38594197,322361.860000002,3,Hike 0bps,KXFEDDECISION-25MAY-H0,KXFEDDECISION,FALSE,KXFEDDECISION-25MAY-C25,KXFEDDECISION-25MAY,218714.79,Hike 0bps,KXFEDDECISION-25MAY-H0
KXNFLGAME-25SEP18MIABUF,KXNFLGAME-25SEP18MIABUF,Sports,38373962,309387.32999998,2,"",KXNFLGAME-25SEP18MIABUF-BUF,KXNFLGAME,TRUE,KXNFLGAME-25SEP18MIABUF-MIA,KXNFLGAME-25SEP18MIABUF,309387.32999998,"",KXNFLGAME-25SEP18MIABUF-BUF
KXNFLGAME-25DEC20GBCHI,KXNFLGAME-25DEC20GBCHI,Sports,38333755,551819.729999993,2,"",KXNFLGAME-25DEC20GBCHI-CHI,KXNFLGAME,TRUE,KXNFLGAME-25DEC20GBCHI-CHI,KXNFLGAME-25DEC20GBCHI,551819.729999993,"",KXNFLGAME-25DEC20GBCHI-CHI
KXNFLGAME-25OCT13BUFATL,KXNFLGAME-25OCT13BUFATL,Sports,38221406,514722.110000025,2,"",KXNFLGAME-25OCT13BUFATL-ATL,KXNFLGAME,TRUE,KXNFLGAME-25OCT13BUFATL-BUF,KXNFLGAME-25OCT13BUFATL,514722.110000025,"",KXNFLGAME-25OCT13BUFATL-ATL
KXNCAAMBGAME-26APR04ILLCONN,KXNCAAMBGAME-26APR04ILLCONN,Sports,38178639,654083.470000099,2,"If UConn wins the Illinois at UConn men's college basketball game originally scheduled for Apr 4, 2026, then the market resolves to Yes.",KXNCAAMBGAME-26APR04ILLCONN-CONN,KXNCAAMBGAME,TRUE,KXNCAAMBGAME-26APR04ILLCONN-ILL,KXNCAAMBGAME-26APR04ILLCONN,654083.470000099,"If UConn wins the Illinois at UConn men's college basketball game originally scheduled for Apr 4, 2026, then the market resolves to Yes.",KXNCAAMBGAME-26APR04ILLCONN-CONN
KXNFLGAME-25NOV20BUFHOU,KXNFLGAME-25NOV20BUFHOU,Sports,37961496,530857.449999997,2,"",KXNFLGAME-25NOV20BUFHOU-HOU,KXNFLGAME,TRUE,KXNFLGAME-25NOV20BUFHOU-BUF,KXNFLGAME-25NOV20BUFHOU,530857.449999997,"",KXNFLGAME-25NOV20BUFHOU-HOU
KXNFLGAME-25SEP21KCNYG,KXNFLGAME-25SEP21KCNYG,Sports,37494203,401634.210000005,2,"",KXNFLGAME-25SEP21KCNYG-KC,KXNFLGAME,TRUE,KXNFLGAME-25SEP21KCNYG-NYG,KXNFLGAME-25SEP21KCNYG,401634.210000005,"",KXNFLGAME-25SEP21KCNYG-KC
KXNFLGAME-25DEC25DETMIN,KXNFLGAME-25DEC25DETMIN,Sports,36955282,482593.899999993,2,"",KXNFLGAME-25DEC25DETMIN-MIN,KXNFLGAME,TRUE,KXNFLGAME-25DEC25DETMIN-DET,KXNFLGAME-25DEC25DETMIN,482593.899999993,"",KXNFLGAME-25DEC25DETMIN-MIN
KXNCAAFGAME-25DEC24CALHAW,KXNCAAFGAME-25DEC24CALHAW,Sports,36940443,480591.93999998,2,"",KXNCAAFGAME-25DEC24CALHAW-HAW,KXNCAAFGAME,TRUE,KXNCAAFGAME-25DEC24CALHAW-HAW,KXNCAAFGAME-25DEC24CALHAW,480591.93999998,"",KXNCAAFGAME-25DEC24CALHAW-HAW
KXNFLGAME-25SEP15TBHOU,KXNFLGAME-25SEP15TBHOU,Sports,36673345,540326.879999982,2,"",KXNFLGAME-25SEP15TBHOU-TB,KXNFLGAME,TRUE,KXNFLGAME-25SEP15TBHOU-TB,KXNFLGAME-25SEP15TBHOU,540326.879999982,"",KXNFLGAME-25SEP15TBHOU-TB
KXNCAAMBGAME-26MAR29CONNDUKE,KXNCAAMBGAME-26MAR29CONNDUKE,Sports,36587499,382461.409999998,2,"The following market refers to the team who wins the UConn at Duke men's college basketball game originally scheduled for Mar 29, 2026. If this game is postponed or delayed, the market will remain open and close after the rescheduled game has finished (within two weeks). If the cancelled game is not played or is rescheduled further than two weeks out, the market will resolve to a fair price for each team in accordance with the rules. Kalshi is not affiliated,  associated,  authorized, endorsed by, or in any way officially connected with the NCAA. All trademarks, logos, and brand names are the property of their respective owners.",KXNCAAMBGAME-26MAR29CONNDUKE-CONN,KXNCAAMBGAME,TRUE,KXNCAAMBGAME-26MAR29CONNDUKE-CONN,KXNCAAMBGAME-26MAR29CONNDUKE,382461.409999998,"The following market refers to the team who wins the UConn at Duke men's college basketball game originally scheduled for Mar 29, 2026. If this game is postponed or delayed, the market will remain open and close after the rescheduled game has finished (within two weeks). If the cancelled game is not played or is rescheduled further than two weeks out, the market will resolve to a fair price for each team in accordance with the rules. Kalshi is not affiliated,  associated,  authorized, endorsed by, or in any way officially connected with the NCAA. All trademarks, logos, and brand names are the property of their respective owners.",KXNCAAMBGAME-26MAR29CONNDUKE-CONN
KXNFLGAME-25OCT26GBPIT,KXNFLGAME-25OCT26GBPIT,Sports,36170361,508963.980000011,2,"",KXNFLGAME-25OCT26GBPIT-GB,KXNFLGAME,TRUE,KXNFLGAME-25OCT26GBPIT-GB,KXNFLGAME-25OCT26GBPIT,508963.980000011,"",KXNFLGAME-25OCT26GBPIT-GB
KXNFLGAME-25DEC11ATLTB,KXNFLGAME-25DEC11ATLTB,Sports,36143767,431977.579999985,2,"",KXNFLGAME-25DEC11ATLTB-ATL,KXNFLGAME,TRUE,KXNFLGAME-25DEC11ATLTB-ATL,KXNFLGAME-25DEC11ATLTB,431977.579999985,"",KXNFLGAME-25DEC11ATLTB-ATL
KXNFLGAME-25SEP07BALBUF,KXNFLGAME-25SEP07BALBUF,Sports,35998374,412952.910000003,2,"",KXNFLGAME-25SEP07BALBUF-BUF,KXNFLGAME,TRUE,KXNFLGAME-25SEP07BALBUF-BUF,KXNFLGAME-25SEP07BALBUF,412952.910000003,"",KXNFLGAME-25SEP07BALBUF-BUF
