market_key,market_name,kalshi_category,contracts,fees_total,n_outcomes,winner,winner_ticker,report_ticker,is_sports,top_outcome,i.market_name,i.fees_total,i.winner,i.winner_ticker
KXNCAAFGAME-25DEC06BYUTTU,KXNCAAFGAME-25DEC06BYUTTU,Sports,16073448,156213.800000001,2,"",KXNCAAFGAME-25DEC06BYUTTU-TTU,KXNCAAFGAME,TRUE,KXNCAAFGAME-25DEC06BYUTTU-BYU,KXNCAAFGAME-25DEC06BYUTTU,156213.800000001,"",KXNCAAFGAME-25DEC06BYUTTU-TTU
KXNCAAMBGAME-26MAR20IOWACLEM,KXNCAAMBGAME-26MAR20IOWACLEM,Sports,16045661,237638.129999997,2,"The following market refers to the team who wins the Iowa at Clemson men's college basketball game originally scheduled for Mar 20, 2026. If this game is postponed or delayed, the market will remain open and close after the rescheduled game has finished (within two weeks). If the cancelled game is not played or is rescheduled further than two weeks out, the market will resolve to a fair price for each team in accordance with the rules. Kalshi is not affiliated,  associated,  authorized, endorsed by, or in any way officially connected with the NCAA. All trademarks, logos, and brand names are the property of their respective owners.",KXNCAAMBGAME-26MAR20IOWACLEM-IOWA,KXNCAAMBGAME,TRUE,KXNCAAMBGAME-26MAR20IOWACLEM-IOWA,KXNCAAMBGAME-26MAR20IOWACLEM,237638.129999997,"The following market refers to the team who wins the Iowa at Clemson men's college basketball game originally scheduled for Mar 20, 2026. If this game is postponed or delayed, the market will remain open and close after the rescheduled game has finished (within two weeks). If the cancelled game is not played or is rescheduled further than two weeks out, the market will resolve to a fair price for each team in accordance with the rules. Kalshi is not affiliated,  associated,  authorized, endorsed by, or in any way officially connected with the NCAA. All trademarks, logos, and brand names are the property of their respective owners.",KXNCAAMBGAME-26MAR20IOWACLEM-IOWA
KXNFLGAME-25NOV30LACAR,KXNFLGAME-25NOV30LACAR,Sports,16044900,184151.859999999,2,"",KXNFLGAME-25NOV30LACAR-CAR,KXNFLGAME,TRUE,KXNFLGAME-25NOV30LACAR-CAR,KXNFLGAME-25NOV30LACAR,184151.859999999,"",KXNFLGAME-25NOV30LACAR-CAR
KXNBAGAME-26JAN30DETGSW,KXNBAGAME-26JAN30DETGSW,Sports,15959582,219442.089999999,2,"",KXNBAGAME-26JAN30DETGSW-DET,KXNBAGAME,TRUE,KXNBAGAME-26JAN30DETGSW-DET,KXNBAGAME-26JAN30DETGSW,175373.669999999,"",KXNBAGAME-26JAN30DETGSW-DET
KXNBAGAME-26APR09BOSNYK,KXNBAGAME-26APR09BOSNYK,Sports,15945339,280517.349999998,2,"",KXNBAGAME-26APR09BOSNYK-NYK,KXNBAGAME,TRUE,KXNBAGAME-26APR09BOSNYK-NYK,KXNBAGAME-26APR09BOSNYK,280517.349999998,"",KXNBAGAME-26APR09BOSNYK-NYK
KXNCAAMBGAME-26MAR22MIAPUR,KXNCAAMBGAME-26MAR22MIAPUR,Sports,15931426,201759.789999994,2,"The following market refers to the team who wins the Miami (FL) at Purdue men's college basketball game originally scheduled for Mar 22, 2026. If this game is postponed or delayed, the market will remain open and close after the rescheduled game has finished (within two weeks). If the cancelled game is not played or is rescheduled further than two weeks out, the market will resolve to a fair price for each team in accordance with the rules. Kalshi is not affiliated,  associated,  authorized, endorsed by, or in any way officially connected with the NCAA. All trademarks, logos, and brand names are the property of their respective owners.",KXNCAAMBGAME-26MAR22MIAPUR-PUR,KXNCAAMBGAME,TRUE,KXNCAAMBGAME-26MAR22MIAPUR-MIA,KXNCAAMBGAME-26MAR22MIAPUR,201759.789999994,"The following market refers to the team who wins the Miami (FL) at Purdue men's college basketball game originally scheduled for Mar 22, 2026. If this game is postponed or delayed, the market will remain open and close after the rescheduled game has finished (within two weeks). If the cancelled game is not played or is rescheduled further than two weeks out, the market will resolve to a fair price for each team in accordance with the rules. Kalshi is not affiliated,  associated,  authorized, endorsed by, or in any way officially connected with the NCAA. All trademarks, logos, and brand names are the property of their respective owners.",KXNCAAMBGAME-26MAR22MIAPUR-PUR
KXNFLGAME-25SEP07PITNYJ,KXNFLGAME-25SEP07PITNYJ,Sports,15834199,247513.259999997,2,"",KXNFLGAME-25SEP07PITNYJ-PIT,KXNFLGAME,TRUE,KXNFLGAME-25SEP07PITNYJ-PIT,KXNFLGAME-25SEP07PITNYJ,247513.259999997,"",KXNFLGAME-25SEP07PITNYJ-PIT
KXNBAGAME-26MAR16SASLAC,KXNBAGAME-26MAR16SASLAC,Sports,15795731,145961.809999999,2,"If San Antonio wins the San Antonio at Los Angeles C professional basketball game originally scheduled for Mar 16, 2026, then the market resolves to Yes.",KXNBAGAME-26MAR16SASLAC-SAS,KXNBAGAME,TRUE,KXNBAGAME-26MAR16SASLAC-SAS,KXNBAGAME-26MAR16SASLAC,145961.809999999,"If San Antonio wins the San Antonio at Los Angeles C professional basketball game originally scheduled for Mar 16, 2026, then the market resolves to Yes.",KXNBAGAME-26MAR16SASLAC-SAS
KXNBAGAME-25MAY31NYKIND,KXNBAGAME-25MAY31NYKIND,Sports,15744487,228170.49,2,"",KXNBAGAME-25MAY31NYKIND-IND,KXNBAGAME,TRUE,KXNBAGAME-25MAY31NYKIND-IND,KXNBAGAME-25MAY31NYKIND,188701.529999997,"",KXNBAGAME-25MAY31NYKIND-IND
GOVPARTYNJ-25,2025 New Jersey gubernatorial election,Politics,15632529,180401.5,1,:: Democratic Party,GOVPARTYNJ-25-D,GOVPARTYNJ,FALSE,GOVPARTYNJ-25-R,2025 New Jersey gubernatorial election,180401.5,:: Democratic Party,GOVPARTYNJ-25-D
KXNFLGAME-25SEP28INDLA,KXNFLGAME-25SEP28INDLA,Sports,15587455,232051.470000002,2,"",KXNFLGAME-25SEP28INDLA-LA,KXNFLGAME,TRUE,KXNFLGAME-25SEP28INDLA-IND,KXNFLGAME-25SEP28INDLA,232051.470000002,"",KXNFLGAME-25SEP28INDLA-LA
KXNCAAFGAME-25AUG30LSUCLEM,KXNCAAFGAME-25AUG30LSUCLEM,Sports,15510791,214037.660000002,2,"",KXNCAAFGAME-25AUG30LSUCLEM-LSU,KXNCAAFGAME,TRUE,KXNCAAFGAME-25AUG30LSUCLEM-LSU,KXNCAAFGAME-25AUG30LSUCLEM,214037.660000002,"",KXNCAAFGAME-25AUG30LSUCLEM-LSU
KXNBAGAME-25MAY26OKCMIN,KXNBAGAME-25MAY26OKCMIN,Sports,15462155,241616.770000008,2,"",KXNBAGAME-25MAY26OKCMIN-OKC,KXNBAGAME,TRUE,KXNBAGAME-25MAY26OKCMIN-MIN,KXNBAGAME-25MAY26OKCMIN,202855.770000001,"",KXNBAGAME-25MAY26OKCMIN-OKC
KXNBAGAME-25NOV17CHIDEN,KXNBAGAME-25NOV17CHIDEN,Sports,15456752,222759.22,2,"",KXNBAGAME-25NOV17CHIDEN-CHI,KXNBAGAME,TRUE,KXNBAGAME-25NOV17CHIDEN-DEN,KXNBAGAME-25NOV17CHIDEN,178050.040000001,"",KXNBAGAME-25NOV17CHIDEN-CHI
KXNBAGAME-26MAR04OKCNYK,KXNBAGAME-26MAR04OKCNYK,Sports,15371191,230943.659999996,2,"",KXNBAGAME-26MAR04OKCNYK-OKC,KXNBAGAME,TRUE,KXNBAGAME-26MAR04OKCNYK-NYK,KXNBAGAME-26MAR04OKCNYK,230943.659999996,"",KXNBAGAME-26MAR04OKCNYK-OKC
KXNFLGAME-25SEP21DALCHI,KXNFLGAME-25SEP21DALCHI,Sports,15314091,298351.459999986,1,"",KXNFLGAME-25SEP21DALCHI-CHI,KXNFLGAME,TRUE,KXNFLGAME-25SEP21DALCHI-DAL,KXNFLGAME-25SEP21DALCHI,298351.459999986,"",KXNFLGAME-25SEP21DALCHI-CHI
KXNFLGAME-25OCT26CHIBAL,KXNFLGAME-25OCT26CHIBAL,Sports,15257454,301963.659999985,1,"",KXNFLGAME-25OCT26CHIBAL-BAL,KXNFLGAME,TRUE,KXNFLGAME-25OCT26CHIBAL-CHI,KXNFLGAME-25OCT26CHIBAL,301963.659999985,"",KXNFLGAME-25OCT26CHIBAL-BAL
KXMAYORNYCNOMD-25,KXMAYORNYCNOMD-25,Politics,15205658,159938.889999998,2,"",KXMAYORNYCNOMD-25-ZM,KXMAYORNYCNOMD,FALSE,KXMAYORNYCNOMD-25-ZM,KXMAYORNYCNOMD-25,159938.889999998,"",KXMAYORNYCNOMD-25-ZM
KXNBAGAME-26JAN16MINHOU,KXNBAGAME-26JAN16MINHOU,Sports,15199081,271086.189999996,2,"",KXNBAGAME-26JAN16MINHOU-HOU,KXNBAGAME,TRUE,KXNBAGAME-26JAN16MINHOU-HOU,KXNBAGAME-26JAN16MINHOU,216693.159999995,"",KXNBAGAME-26JAN16MINHOU-HOU
KXNFLGAME-25NOV09NYGCHI,KXNFLGAME-25NOV09NYGCHI,Sports,15147200,197741.839999998,2,"",KXNFLGAME-25NOV09NYGCHI-CHI,KXNFLGAME,TRUE,KXNFLGAME-25NOV09NYGCHI-CHI,KXNFLGAME-25NOV09NYGCHI,197741.839999998,"",KXNFLGAME-25NOV09NYGCHI-CHI
KXNBAGAME-25OCT23OKCIND,KXNBAGAME-25OCT23OKCIND,Sports,15100863,266443.679999991,2,"",KXNBAGAME-25OCT23OKCIND-OKC,KXNBAGAME,TRUE,KXNBAGAME-25OCT23OKCIND-OKC,KXNBAGAME-25OCT23OKCIND,212984.259999997,"",KXNBAGAME-25OCT23OKCIND-OKC
KXNFLGAME-25SEP07HOULA,KXNFLGAME-25SEP07HOULA,Sports,15034657,214386.979999997,2,"",KXNFLGAME-25SEP07HOULA-LA,KXNFLGAME,TRUE,KXNFLGAME-25SEP07HOULA-HOU,KXNFLGAME-25SEP07HOULA,214386.979999997,"",KXNFLGAME-25SEP07HOULA-LA
KXNFLGAME-25OCT05MIACAR,KXNFLGAME-25OCT05MIACAR,Sports,14961414,208545.64,2,"",KXNFLGAME-25OCT05MIACAR-CAR,KXNFLGAME,TRUE,KXNFLGAME-25OCT05MIACAR-CAR,KXNFLGAME-25OCT05MIACAR,208545.64,"",KXNFLGAME-25OCT05MIACAR-CAR
KXNCAAMBGAME-26MAR17TEXNCST,KXNCAAMBGAME-26MAR17TEXNCST,Sports,14931710,249176.66,2,"The following market refers to the team who wins the Texas at NC St. men's college basketball game originally scheduled for Mar 17, 2026. If this game is postponed or delayed, the market will remain open and close after the rescheduled game has finished (within two weeks). If the cancelled game is not played or is rescheduled further than two weeks out, the market will resolve to a fair price for each team in accordance with the rules. Kalshi is not affiliated,  associated,  authorized, endorsed by, or in any way officially connected with the NCAA. All trademarks, logos, and brand names are the property of their respective owners.",KXNCAAMBGAME-26MAR17TEXNCST-TEX,KXNCAAMBGAME,TRUE,KXNCAAMBGAME-26MAR17TEXNCST-NCST,KXNCAAMBGAME-26MAR17TEXNCST,249176.66,"The following market refers to the team who wins the Texas at NC St. men's college basketball game originally scheduled for Mar 17, 2026. If this game is postponed or delayed, the market will remain open and close after the rescheduled game has finished (within two weeks). If the cancelled game is not played or is rescheduled further than two weeks out, the market will resolve to a fair price for each team in accordance with the rules. Kalshi is not affiliated,  associated,  authorized, endorsed by, or in any way officially connected with the NCAA. All trademarks, logos, and brand names are the property of their respective owners.",KXNCAAMBGAME-26MAR17TEXNCST-TEX
KXNBAGAME-26MAR08CHAPHX,KXNBAGAME-26MAR08CHAPHX,Sports,14929365,218949.959999998,2,"",KXNBAGAME-26MAR08CHAPHX-PHX,KXNBAGAME,TRUE,KXNBAGAME-26MAR08CHAPHX-PHX,KXNBAGAME-26MAR08CHAPHX,218949.959999998,"",KXNBAGAME-26MAR08CHAPHX-PHX
KXMLBGAME-25OCT15TORSEA,KXMLBGAME-25OCT15TORSEA,Sports,14883669,238817.339999997,2,"",KXMLBGAME-25OCT15TORSEA-TOR,KXMLBGAME,TRUE,KXMLBGAME-25OCT15TORSEA-SEA,KXMLBGAME-25OCT15TORSEA,190939.979999995,"",KXMLBGAME-25OCT15TORSEA-TOR
KXMLBGAME-25OCT29TORLAD,KXMLBGAME-25OCT29TORLAD,Sports,14774445,238229.459999997,2,"",KXMLBGAME-25OCT29TORLAD-TOR,KXMLBGAME,TRUE,KXMLBGAME-25OCT29TORLAD-LAD,KXMLBGAME-25OCT29TORLAD,190445.069999997,"",KXMLBGAME-25OCT29TORLAD-TOR
KXNBAGAME-26FEB25BOSDEN,KXNBAGAME-26FEB25BOSDEN,Sports,14750392,251124.019999994,2,"",KXNBAGAME-26FEB25BOSDEN-DEN,KXNBAGAME,TRUE,KXNBAGAME-26FEB25BOSDEN-BOS,KXNBAGAME-26FEB25BOSDEN,200735.099999996,"",KXNBAGAME-26FEB25BOSDEN-DEN
KXNBAGAME-26MAR05GSWHOU,KXNBAGAME-26MAR05GSWHOU,Sports,14624545,245467.579999994,2,"",KXNBAGAME-26MAR05GSWHOU-GSW,KXNBAGAME,TRUE,KXNBAGAME-26MAR05GSWHOU-HOU,KXNBAGAME-26MAR05GSWHOU,245467.579999994,"",KXNBAGAME-26MAR05GSWHOU-GSW
KXNBAGAME-26FEB26MINLAC,KXNBAGAME-26FEB26MINLAC,Sports,14590847,231997.269999998,2,"",KXNBAGAME-26FEB26MINLAC-MIN,KXNBAGAME,TRUE,KXNBAGAME-26FEB26MINLAC-LAC,KXNBAGAME-26FEB26MINLAC,185434.86,"",KXNBAGAME-26FEB26MINLAC-MIN
KXWBCGAME-26MAR152000USADOM,KXWBCGAME-26MAR152000USADOM,Sports,14526653,223795.529999997,2,"If USA wins the USA vs Dominican Republic professional baseball game originally scheduled for Mar 15, 2026 at 8:00 PM EDT, then the market resolves to Yes.",KXWBCGAME-26MAR152000USADOM-USA,KXWBCGAME,FALSE,KXWBCGAME-26MAR152000USADOM-USA,KXWBCGAME-26MAR152000USADOM,223795.529999997,"If USA wins the USA vs Dominican Republic professional baseball game originally scheduled for Mar 15, 2026 at 8:00 PM EDT, then the market resolves to Yes.",KXWBCGAME-26MAR152000USADOM-USA
KXALIENS,,Science and Technology,14454753,176717.130000002,1,,,KXALIENS,FALSE,KXALIENS-27,"",176717.130000002,"",""
KXNFLGAME-25DEC21BUFCLE,KXNFLGAME-25DEC21BUFCLE,Sports,14413389,115744.149999999,2,"",KXNFLGAME-25DEC21BUFCLE-BUF,KXNFLGAME,TRUE,KXNFLGAME-25DEC21BUFCLE-BUF,KXNFLGAME-25DEC21BUFCLE,115744.149999999,"",KXNFLGAME-25DEC21BUFCLE-BUF
KXNFLGAME-25OCT19INDLAC,KXNFLGAME-25OCT19INDLAC,Sports,14320077,157482.899999996,2,"",KXNFLGAME-25OCT19INDLAC-IND,KXNFLGAME,TRUE,KXNFLGAME-25OCT19INDLAC-IND,KXNFLGAME-25OCT19INDLAC,157482.899999996,"",KXNFLGAME-25OCT19INDLAC-IND
KXNCAAFGAME-25SEP20TTUUTAH,KXNCAAFGAME-25SEP20TTUUTAH,Sports,14275103,209052.489999996,2,"",KXNCAAFGAME-25SEP20TTUUTAH-TTU,KXNCAAFGAME,TRUE,KXNCAAFGAME-25SEP20TTUUTAH-TTU,KXNCAAFGAME-25SEP20TTUUTAH,209052.489999996,"",KXNCAAFGAME-25SEP20TTUUTAH-TTU
KXNBAGAME-25OCT21GSWLAL,KXNBAGAME-25OCT21GSWLAL,Sports,13953565,206407.289999996,2,"",KXNBAGAME-25OCT21GSWLAL-GSW,KXNBAGAME,TRUE,KXNBAGAME-25OCT21GSWLAL-GSW,KXNBAGAME-25OCT21GSWLAL,164998.859999999,"",KXNBAGAME-25OCT21GSWLAL-GSW
KXNFLGAME-25NOV23TBLA,KXNFLGAME-25NOV23TBLA,Sports,13816999,139885.509999995,1,"",KXNFLGAME-25NOV23TBLA-LA,KXNFLGAME,TRUE,KXNFLGAME-25NOV23TBLA-TB,KXNFLGAME-25NOV23TBLA,139885.509999995,"",KXNFLGAME-25NOV23TBLA-LA
KXNFLSPREAD-26FEB08SEANE,KXNFLSPREAD-26FEB08SEANE,Sports,13772209,612925.130000002,1,"",KXNFLSPREAD-26FEB08SEANE-SEA5,KXNFLSPREAD,TRUE,KXNFLSPREAD-26FEB08SEANE-SEA4,KXNFLSPREAD-26FEB08SEANE,612925.130000002,"",KXNFLSPREAD-26FEB08SEANE-SEA5
KXNFLGAME-25SEP29CINDEN,KXNFLGAME-25SEP29CINDEN,Sports,13331202,182454.140000005,1,"",KXNFLGAME-25SEP29CINDEN-DEN,KXNFLGAME,TRUE,KXNFLGAME-25SEP29CINDEN-CIN,KXNFLGAME-25SEP29CINDEN,182454.140000005,"",KXNFLGAME-25SEP29CINDEN-DEN
KXNFLGAME-25OCT26DALDEN,KXNFLGAME-25OCT26DALDEN,Sports,13036779,219030.279999992,1,"",KXNFLGAME-25OCT26DALDEN-DEN,KXNFLGAME,TRUE,KXNFLGAME-25OCT26DALDEN-DAL,KXNFLGAME-25OCT26DALDEN,219030.279999992,"",KXNFLGAME-25OCT26DALDEN-DEN
KXNBAGAME-26MAR02LACGSW,KXNBAGAME-26MAR02LACGSW,Sports,12543032,316545.29,1,"",KXNBAGAME-26MAR02LACGSW-LAC,KXNBAGAME,TRUE,KXNBAGAME-26MAR02LACGSW-LAC,KXNBAGAME-26MAR02LACGSW,316530.04,"",KXNBAGAME-26MAR02LACGSW-LAC
KXNCAAMBGAME-26MAR21HPARK,KXNCAAMBGAME-26MAR21HPARK,Sports,12542695,226389.299999998,1,"If Arkansas wins the High Point at Arkansas men's college basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes.",KXNCAAMBGAME-26MAR21HPARK-ARK,KXNCAAMBGAME,TRUE,KXNCAAMBGAME-26MAR21HPARK-HP,KXNCAAMBGAME-26MAR21HPARK,226389.299999998,"If Arkansas wins the High Point at Arkansas men's college basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes.",KXNCAAMBGAME-26MAR21HPARK-ARK
KXNFLGAME-25DEC15MIAPIT,KXNFLGAME-25DEC15MIAPIT,Sports,12464743,236502.750000002,1,"",KXNFLGAME-25DEC15MIAPIT-PIT,KXNFLGAME,TRUE,KXNFLGAME-25DEC15MIAPIT-MIA,KXNFLGAME-25DEC15MIAPIT,236502.750000002,"",KXNFLGAME-25DEC15MIAPIT-PIT
KXNCAAFGAME-25OCT04TEXFLA,KXNCAAFGAME-25OCT04TEXFLA,Sports,12347294,220000.61,1,"",KXNCAAFGAME-25OCT04TEXFLA-FLA,KXNCAAFGAME,TRUE,KXNCAAFGAME-25OCT04TEXFLA-TEX,KXNCAAFGAME-25OCT04TEXFLA,220000.61,"",KXNCAAFGAME-25OCT04TEXFLA-FLA
KXNCAAFGAME-25OCT11OKLATEX,KXNCAAFGAME-25OCT11OKLATEX,Sports,12342866,255876.419999997,1,"",KXNCAAFGAME-25OCT11OKLATEX-TEX,KXNCAAFGAME,TRUE,KXNCAAFGAME-25OCT11OKLATEX-OKLA,KXNCAAFGAME-25OCT11OKLATEX,255876.419999997,"",KXNCAAFGAME-25OCT11OKLATEX-TEX
KXNCAAFGAME-25NOV15OKLAALA,KXNCAAFGAME-25NOV15OKLAALA,Sports,12264042,289467.069999995,1,"",KXNCAAFGAME-25NOV15OKLAALA-OKLA,KXNCAAFGAME,TRUE,KXNCAAFGAME-25NOV15OKLAALA-ALA,KXNCAAFGAME-25NOV15OKLAALA,289467.069999995,"",KXNCAAFGAME-25NOV15OKLAALA-OKLA
KXNFLGAME-26JAN04SEASF,KXNFLGAME-26JAN04SEASF,Sports,12148488,215081.92,1,"",KXNFLGAME-26JAN04SEASF-SEA,KXNFLGAME,TRUE,KXNFLGAME-26JAN04SEASF-SF,KXNFLGAME-26JAN04SEASF,215081.92,"",KXNFLGAME-26JAN04SEASF-SEA
KXNFLGAME-25NOV09LASF,KXNFLGAME-25NOV09LASF,Sports,11902363,147150.399999993,1,"",KXNFLGAME-25NOV09LASF-LA,KXNFLGAME,TRUE,KXNFLGAME-25NOV09LASF-SF,KXNFLGAME-25NOV09LASF,147150.399999993,"",KXNFLGAME-25NOV09LASF-LA
KXNCAAMBGAME-26MAR19PENNILL,KXNCAAMBGAME-26MAR19PENNILL,Sports,11873712,42176.2600000007,1,"The following market refers to the team who wins the Penn at Illinois men's college basketball game originally scheduled for Mar 19, 2026. If this game is postponed or delayed, the market will remain open and close after the rescheduled game has finished (within two weeks). If the cancelled game is not played or is rescheduled further than two weeks out, the market will resolve to a fair price for each team in accordance with the rules. Kalshi is not affiliated,  associated,  authorized, endorsed by, or in any way officially connected with the NCAA. All trademarks, logos, and brand names are the property of their respective owners.",KXNCAAMBGAME-26MAR19PENNILL-ILL,KXNCAAMBGAME,TRUE,KXNCAAMBGAME-26MAR19PENNILL-PENN,KXNCAAMBGAME-26MAR19PENNILL,42176.2600000007,"The following market refers to the team who wins the Penn at Illinois men's college basketball game originally scheduled for Mar 19, 2026. If this game is postponed or delayed, the market will remain open and close after the rescheduled game has finished (within two weeks). If the cancelled game is not played or is rescheduled further than two weeks out, the market will resolve to a fair price for each team in accordance with the rules. Kalshi is not affiliated,  associated,  authorized, endorsed by, or in any way officially connected with the NCAA. All trademarks, logos, and brand names are the property of their respective owners.",KXNCAAMBGAME-26MAR19PENNILL-ILL
KXNFLGAME-25OCT26SFHOU,KXNFLGAME-25OCT26SFHOU,Sports,11704672,197288.459999995,1,"",KXNFLGAME-25OCT26SFHOU-HOU,KXNFLGAME,TRUE,KXNFLGAME-25OCT26SFHOU-SF,KXNFLGAME-25OCT26SFHOU,197288.459999995,"",KXNFLGAME-25OCT26SFHOU-HOU
KXNBAGAME-26JAN05DENPHI,KXNBAGAME-26JAN05DENPHI,Sports,11539340,257680.689999997,1,"",KXNBAGAME-26JAN05DENPHI-DEN,KXNBAGAME,TRUE,KXNBAGAME-26JAN05DENPHI-DEN,KXNBAGAME-26JAN05DENPHI,205943.18,"",KXNBAGAME-26JAN05DENPHI-DEN
KXNFLGAME-26JAN04LACDEN,KXNFLGAME-26JAN04LACDEN,Sports,11533262,83399.3999999992,1,"",KXNFLGAME-26JAN04LACDEN-DEN,KXNFLGAME,TRUE,KXNFLGAME-26JAN04LACDEN-LAC,KXNFLGAME-26JAN04LACDEN,83399.3999999992,"",KXNFLGAME-26JAN04LACDEN-DEN
KXNBAGAME-26JAN22LALLAC,KXNBAGAME-26JAN22LALLAC,Sports,11524742,229015.939999997,1,"",KXNBAGAME-26JAN22LALLAC-LAC,KXNBAGAME,TRUE,KXNBAGAME-26JAN22LALLAC-LAL,KXNBAGAME-26JAN22LALLAC,183049.059999999,"",KXNBAGAME-26JAN22LALLAC-LAC
KXNBAGAME-26APR07HOUPHX,KXNBAGAME-26APR07HOUPHX,Sports,11328474,306813.849999996,1,"If Houston wins the Houston at Phoenix professional basketball game originally scheduled for Apr 7, 2026, then the market resolves to Yes.",KXNBAGAME-26APR07HOUPHX-HOU,KXNBAGAME,TRUE,KXNBAGAME-26APR07HOUPHX-HOU,KXNBAGAME-26APR07HOUPHX,306813.849999996,"If Houston wins the Houston at Phoenix professional basketball game originally scheduled for Apr 7, 2026, then the market resolves to Yes.",KXNBAGAME-26APR07HOUPHX-HOU
KXNCAAFGAME-25OCT17UNCCAL,KXNCAAFGAME-25OCT17UNCCAL,Sports,11300680,176986.829999999,1,"",KXNCAAFGAME-25OCT17UNCCAL-CAL,KXNCAAFGAME,TRUE,KXNCAAFGAME-25OCT17UNCCAL-UNC,KXNCAAFGAME-25OCT17UNCCAL,176986.829999999,"",KXNCAAFGAME-25OCT17UNCCAL-CAL
KXNBAGAME-26APR08PORSAS,KXNBAGAME-26APR08PORSAS,Sports,11222216,192994.339999998,1,"",KXNBAGAME-26APR08PORSAS-SAS,KXNBAGAME,TRUE,KXNBAGAME-26APR08PORSAS-SAS,KXNBAGAME-26APR08PORSAS,192994.339999998,"",KXNBAGAME-26APR08PORSAS-SAS
KXNBAGAME-26APR12DENSAS,KXNBAGAME-26APR12DENSAS,Sports,11133663,257234.629999999,1,"",KXNBAGAME-26APR12DENSAS-DEN,KXNBAGAME,TRUE,KXNBAGAME-26APR12DENSAS-DEN,KXNBAGAME-26APR12DENSAS,257234.629999999,"",KXNBAGAME-26APR12DENSAS-DEN
KXNBAGAME-26APR02LALOKC,KXNBAGAME-26APR02LALOKC,Sports,11086796,120396.52,1,"",KXNBAGAME-26APR02LALOKC-OKC,KXNBAGAME,TRUE,KXNBAGAME-26APR02LALOKC-LAL,KXNBAGAME-26APR02LALOKC,120396.52,"",KXNBAGAME-26APR02LALOKC-OKC
KXMLBGAME-25OCT24LADTOR,KXMLBGAME-25OCT24LADTOR,Sports,11038160,248145.949999996,1,"",KXMLBGAME-25OCT24LADTOR-TOR,KXMLBGAME,TRUE,KXMLBGAME-25OCT24LADTOR-LAD,KXMLBGAME-25OCT24LADTOR,198351.959999999,"",KXMLBGAME-25OCT24LADTOR-TOR
KXNCAAFGAME-25OCT11UGAAUB,KXNCAAFGAME-25OCT11UGAAUB,Sports,11002524,239979.099999998,1,"",KXNCAAFGAME-25OCT11UGAAUB-UGA,KXNCAAFGAME,TRUE,KXNCAAFGAME-25OCT11UGAAUB-UGA,KXNCAAFGAME-25OCT11UGAAUB,239979.099999998,"",KXNCAAFGAME-25OCT11UGAAUB-UGA
KXSECHHS-26DEC31,KXSECHHS-26DEC31,Politics,10941800,146089.350000001,1,Robert F. Kennedy Jr.,KXSECHHS-26DEC31-RFK,KXSECHHS,FALSE,KXSECHHS-26DEC31-RFK,KXSECHHS-26DEC31,146089.350000001,Robert F. Kennedy Jr.,KXSECHHS-26DEC31-RFK
KXNBAGAME-25MAY29INDNYK,KXNBAGAME-25MAY29INDNYK,Sports,10884622,218760.34,1,"",KXNBAGAME-25MAY29INDNYK-NYK,KXNBAGAME,TRUE,KXNBAGAME-25MAY29INDNYK-IND,KXNBAGAME-25MAY29INDNYK,180880.239999996,"",KXNBAGAME-25MAY29INDNYK-NYK
KXNCAAFGAME-25DEC13ARMYNAVY,KXNCAAFGAME-25DEC13ARMYNAVY,Sports,10882548,243248.209999995,1,"",KXNCAAFGAME-25DEC13ARMYNAVY-NAVY,KXNCAAFGAME,TRUE,KXNCAAFGAME-25DEC13ARMYNAVY-NAVY,KXNCAAFGAME-25DEC13ARMYNAVY,243248.209999995,"",KXNCAAFGAME-25DEC13ARMYNAVY-NAVY
KXNFLGAME-25OCT19PHIMIN,KXNFLGAME-25OCT19PHIMIN,Sports,10850697,212102.660000001,1,"",KXNFLGAME-25OCT19PHIMIN-PHI,KXNFLGAME,TRUE,KXNFLGAME-25OCT19PHIMIN-PHI,KXNFLGAME-25OCT19PHIMIN,212102.660000001,"",KXNFLGAME-25OCT19PHIMIN-PHI
KXBTCMAXY-25-DEC31,,Crypto,10844274,291771.020000001,1,,,KXBTCMAXY,FALSE,KXBTCMAXY-25-DEC31-129999.99,"",291771.020000001,"",""
KXNCAAFGAME-25SEP27LSUMISS,KXNCAAFGAME-25SEP27LSUMISS,Sports,10777228,221134.009999998,1,"",KXNCAAFGAME-25SEP27LSUMISS-MISS,KXNCAAFGAME,TRUE,KXNCAAFGAME-25SEP27LSUMISS-LSU,KXNCAAFGAME-25SEP27LSUMISS,221134.009999998,"",KXNCAAFGAME-25SEP27LSUMISS-MISS
KXNBAGAME-26APR14PORPHX,KXNBAGAME-26APR14PORPHX,Sports,10762133,325692.7,1,"",KXNBAGAME-26APR14PORPHX-POR,KXNBAGAME,TRUE,KXNBAGAME-26APR14PORPHX-PHX,KXNBAGAME-26APR14PORPHX,325692.7,"",KXNBAGAME-26APR14PORPHX-POR
