date,symbol,category,market_type,status,open_interest,trade_volume,high_price,low_price,last_price,maturity_datetime
2026-07-16,KBO-MOVY-FG-01DIP5Q8TLSP9H8-DORS000-GTE-P00015,Baseball,Spread,Settled,0,87,0.37,0.37,0,08/15/26 05:30 AM EDT
2026-07-16,NPB-TRUNS-FG-01DIP5RDTLSP8J0-GTE-P00095,Baseball,Total,Settled,0,87,0.26,0.17,0,08/15/26 12:00 AM EDT
2026-07-16,KBO-MOVY-FG-01DIP5Q8TLSP9H8-DORS000-GTE-P00005,Baseball,Spread,Settled,0,81,0.53,0.53,0,08/15/26 05:30 AM EDT
2026-07-16,KBO-TRUNS-FG-00C5A7UBKUS915G-GTE-P00115,Baseball,Total,Open,74,74,0.52,0.51,0.52,08/16/26 05:00 AM EDT
2026-07-16,KBO-TRUNS-FG-00C5A7OQKUS9038-GTE-P00105,Baseball,Total,Open,72,72,0.53,0.53,0.53,08/16/26 05:00 AM EDT
2026-07-16,NPB-MOVY-FG-01DIP5RDTLSP8J0-HORS000-GTE-P00065,Baseball,Spread,Settled,0,72,0.08,0.06,0,08/15/26 12:00 AM EDT
2026-07-16,NASCAR-WIN-RCE-005723QH0200P26FSBIK0O3T4N5P22N1UCOUUJKS40JDP4MU27NGOQN5FR90-TYBS002,Other,Moneyline,Open,71,71,0.06,0.06,0.06,08/18/26 07:00 PM EDT
2026-07-16,NPB-MOVY-FG-01DIP5RDTLSP8J0-HORS000-GTE-P00075,Baseball,Spread,Settled,0,71,0.06,0.06,0,08/15/26 12:00 AM EDT
2026-07-16,NASCAR-WIN-RCE-005723QH0200P26FSBIK0O3T4N5P22N1UCOUUJKS40JDP4MU27NGOQN5FR90-KYON007,Other,Moneyline,Open,271,66,0.14,0.14,0.14,08/18/26 07:00 PM EDT
2026-07-16,NPB-WIN-FG-00C5BGINKUS75UG-HIRP000,Baseball,Moneyline,Open,66,66,0.39,0.37,0.37,08/16/26 05:00 AM EDT
2026-07-16,NPB-TRUNS-FG-01DIO0RQTLSIM28-GTE-P00095,Baseball,Total,Settled,0,63,0.79,0.79,1,08/15/26 05:00 AM EDT
2026-07-16,NASCAR-WIN-RCE-005723QH0200P26FSBIK0O3T4N5P22N1UCOUUJKS40JDP4MU27NGOQN5FR90-RYEY002,Other,Moneyline,Open,59,54,0.17,0.17,0.17,08/18/26 07:00 PM EDT
2026-07-16,NPB-MOVY-FG-01DIP5RDTLSP8J0-HORS000-GTE-P00025,Baseball,Spread,Settled,0,54,0.31,0.26,0,08/15/26 12:00 AM EDT
2026-07-16,NPB-TRUNS-FG-01DIO0RQTLSIM28-GTE-P00065,Baseball,Total,Settled,0,53,0.58,0.5,1,08/15/26 05:00 AM EDT
2026-07-16,KBO-WIN-FG-00C5A7OQKUS9038-HAES000,Baseball,Moneyline,Open,51,51,0.67,0.65,0.67,08/16/26 05:00 AM EDT
2026-07-16,KBO-TRUNS-FG-00C5A7P5KUS90E0-GTE-P00085,Baseball,Total,Open,50,50,0.5,0.5,0.5,08/16/26 05:00 AM EDT
2026-07-16,KBO-WIN-FG-00C5A7SVKUS91N0-SANS000,Baseball,Moneyline,Open,50,50,0.69,0.65,0.69,08/16/26 05:00 AM EDT
2026-07-16,NPB-WIN-FG-00C5BGN1KUS74CG-TOWS000,Baseball,Moneyline,Open,47,47,0.48,0.47,0.47,08/16/26 05:00 AM EDT
2026-07-16,NPB-MOVY-FG-01DIO0RBTLSINV0-CHNS000-GTE-P00015,Baseball,Spread,Settled,0,47,0.41,0.38,0,08/15/26 05:00 AM EDT
2026-07-16,KBO-TRUNS-FG-01DIP5T3TLSP9FO-GTE-P00055,Baseball,Total,Settled,0,45,0.58,0.58,1,08/15/26 05:30 AM EDT
2026-07-16,NPB-MOVY-FG-00C5BGJRKUS75QO-YOTS000-GTE-P00005,Baseball,Spread,Open,43,43,0.56,0.56,0.56,08/16/26 05:00 AM EDT
2026-07-16,NPB-TRUNS-FG-01DIO0RQTLSIM28-GTE-P00085,Baseball,Total,Settled,0,42,0.31,0.31,1,08/15/26 05:00 AM EDT
2026-07-16,KBO-MOVY-FG-01DIP5QMTLSP9E0-KIES000-GTE-P00075,Baseball,Spread,Settled,0,36,0.53,0.53,1,08/15/26 05:30 AM EDT
2026-07-16,KBO-MOVY-FG-01DIP5THTLSP9JG-LOTS001-GTE-P00005,Baseball,Spread,Settled,0,34,0.4,0.4,0,08/15/26 05:30 AM EDT
2026-07-16,KBO-TRUNS-FG-01DIP5T3TLSP9FO-GTE-P00125,Baseball,Total,Settled,0,34,0.44,0.44,0,08/15/26 05:30 AM EDT
2026-07-16,KBO-TRUNS-FG-01DIP5TLTLSP87G-GTE-P00085,Baseball,Total,Settled,0,34,0.44,0.44,0,08/15/26 05:30 AM EDT
2026-07-16,KBO-TRUNS-FG-01DIP5QMTLSP9E0-GTE-P00065,Baseball,Total,Settled,0,33,0.72,0.72,1,08/15/26 05:30 AM EDT
2026-07-16,NPB-MOVY-FG-01DIP5RDTLSP8J0-FUKS000-GTE-P00055,Baseball,Spread,Settled,0,30,0.25,0.11,0,08/15/26 12:00 AM EDT
2026-07-16,KBO-TRUNS-FG-00C5A7SVKUS91N0-GTE-P00095,Baseball,Total,Open,27,27,0.53,0.53,0.53,08/16/26 05:00 AM EDT
2026-07-16,NWSL-DWIN-FG-00N3K1KVPJIV2K8-HOHW001,Other,Dwin,Open,26,26,0.36,0.36,0.36,08/17/26 08:00 PM EDT
2026-07-16,KBO-MOVY-FG-01DIP5TLTLSP87G-SSRS000-GTE-P00015,Baseball,Spread,Settled,0,25,0.37,0.37,1,08/15/26 05:30 AM EDT
2026-07-16,KBO-TRUNS-FG-01DIP5Q8TLSP9H8-GTE-P00095,Baseball,Total,Settled,0,21,0.54,0.46,0,08/15/26 05:30 AM EDT
2026-07-16,KBO-TRUNS-FG-00C5A7QAKUS90KO-GTE-P00105,Baseball,Total,Open,18,18,0.53,0.53,0.53,08/16/26 05:00 AM EDT
2026-07-16,KBO-WIN-FG-00C5A7OQKUS9038-KIES000,Baseball,Moneyline,Open,17,17,0.36,0.35,0.35,08/16/26 05:00 AM EDT
2026-07-16,NPB-MOVY-FG-01DIO0TNTLSIMOO-CHES000-GTE-P00015,Baseball,Spread,Settled,0,17,0.59,0.49,0,08/15/26 05:00 AM EDT
2026-07-16,NPB-MOVY-FG-01DIO0TNTLSIMOO-SANS002-GTE-P00005,Baseball,Spread,Settled,0,17,0.54,0.54,0,08/15/26 05:00 AM EDT
2026-07-16,NPB-TRUNS-FG-01DIO0RBTLSINV0-GTE-P00095,Baseball,Total,Settled,0,17,0.27,0.27,0,08/15/26 05:00 AM EDT
2026-07-16,KBO-MOVY-FG-00C5A7SVKUS91N0-SANS000-GTE-P00015,Baseball,Spread,Open,14,14,0.53,0.52,0.53,08/16/26 05:00 AM EDT
2026-07-16,NPB-TRUNS-FG-01DIO0RBTLSINV0-GTE-P00085,Baseball,Total,Settled,0,13,0.36,0.36,0,08/15/26 05:00 AM EDT
2026-07-16,NPB-TRUNS-FG-01DIO0RBTLSINV0-GTE-P00075,Baseball,Total,Settled,0,12,0.54,0.44,0,08/15/26 05:00 AM EDT
2026-07-16,KBO-MOVY-FG-01DIP5T3TLSP9FO-LGNS000-GTE-P00015,Baseball,Spread,Settled,0,11,0.44,0.44,0,08/15/26 05:30 AM EDT
2026-07-16,KBO-TRUNS-FG-00C5A7OQKUS9038-GTE-P00095,Baseball,Total,Open,10,10,0.55,0.55,0.55,08/16/26 05:00 AM EDT
2026-07-16,KBO-MOVY-FG-01DIP5T3TLSP9FO-LGNS000-GTE-P00035,Baseball,Spread,Settled,0,10,0.04,0.04,0,08/15/26 05:30 AM EDT
2026-07-16,NPB-MOVY-FG-01DIP5RDTLSP8J0-HORS000-GTE-P00055,Baseball,Spread,Settled,0,10,0.03,0.03,0,08/15/26 12:00 AM EDT
2026-07-16,NPB-TRUNS-FG-00C5BGINKUS75UG-GTE-P00055,Baseball,Total,Open,8,8,0.58,0.58,0.58,08/16/26 05:00 AM EDT
2026-07-16,NPB-TRUNS-FG-00C5BGJRKUS75QO-GTE-P00065,Baseball,Total,Open,8,8,0.42,0.42,0.42,08/16/26 05:00 AM EDT
2026-07-16,KBO-MOVY-FG-01DIP5Q8TLSP9H8-NCOS000-GTE-P00055,Baseball,Spread,Settled,0,8,0.21,0.21,0,08/15/26 05:30 AM EDT
2026-07-16,KBO-TRUNS-FG-01DIP5Q8TLSP9H8-GTE-P00105,Baseball,Total,Settled,0,8,0.39,0.39,0,08/15/26 05:30 AM EDT
2026-07-16,NPB-TRUNS-FG-00C5BGINKUS75UG-GTE-P00075,Baseball,Total,Open,7,7,0.36,0.36,0.36,08/16/26 05:00 AM EDT
2026-07-16,NPB-WIN-FG-00C5BGJRKUS75QO-CHNS000,Baseball,Moneyline,Open,6,6,0.46,0.46,0.46,08/16/26 05:00 AM EDT
2026-07-16,KBO-MOVY-FG-00C5A7QAKUS90KO-NCOS000-GTE-P00005,Baseball,Spread,Open,5,5,0.45,0.45,0.45,08/16/26 05:00 AM EDT
2026-07-16,KBO-MOVY-FG-00C5A7UBKUS915G-KIRS000-GTE-P00005,Baseball,Spread,Open,5,5,0.55,0.55,0.55,08/16/26 05:00 AM EDT
2026-07-16,NPB-MOVY-FG-01DIP5RDTLSP8J0-HORS000-GTE-P00045,Baseball,Spread,Settled,0,5,0.05,0.05,0,08/15/26 12:00 AM EDT
2026-07-16,KBO-MOVY-FG-00C5A7UBKUS915G-SSRS000-GTE-P00005,Baseball,Spread,Open,4,4,0.42,0.42,0.42,08/16/26 05:00 AM EDT
2026-07-16,KBO-MOVY-FG-01DIP5Q8TLSP9H8-NCOS000-GTE-P00065,Baseball,Spread,Settled,0,3,0.14,0.14,0,08/15/26 05:30 AM EDT
2026-07-16,KBO-MOVY-FG-01DIP5THTLSP9JG-LOTS001-GTE-P00015,Baseball,Spread,Settled,0,3,0.17,0.17,0,08/15/26 05:30 AM EDT
2026-07-16,KBO-WIN-FG-00C5A7UBKUS915G-SSRS000,Baseball,Moneyline,Open,2,2,0.48,0.48,0.48,08/16/26 05:00 AM EDT
2026-07-16,KBO-MOVY-FG-01DIP5Q8TLSP9H8-NCOS000-GTE-P00035,Baseball,Spread,Settled,0,1,0.52,0.52,0,08/15/26 05:30 AM EDT
2026-07-16,NPB-TRUNS-FG-01DIO0PMTLSIM7O-GTE-P00055,Baseball,Total,Settled,0,1,0.39,0.39,0,08/15/26 05:00 AM EDT
2026-07-16,NPB-TRUNS-FG-01DIO0PMTLSIM7O-GTE-P00085,Baseball,Total,Settled,0,1,0.49,0.49,0,08/15/26 05:00 AM EDT
2026-07-16,NASCAR-WIN-RCE-005723QH0200P26FSBIK0O3T4N5P22N1UCOUUJKS40JDP4MU27NGOQN5FR90-ROIN005,Other,Moneyline,Open,200,0,,,0.04,08/18/26 07:00 PM EDT
2026-07-16,NASCAR-WIN-RCE-005723QH0200P26FSBIK0O3T4N5P22N1UCOUUJKS40JDP4MU27NGOQN5FR90-CHOE001,Other,Moneyline,Open,100,0,,,0.07,08/18/26 07:00 PM EDT
2026-07-16,MLB-WIN-IT5-00UCIDVFF48U54G-HOOS000,Baseball,Moneyline,Open,88,0,,,0.39,07/26/26 08:08 AM EDT
2026-07-16,NASCAR-WIN-RCE-005723QH0200P26FSBIK0O3T4N5P22N1UCOUUJKS40JDP4MU27NGOQN5FR90-BUCE001,Other,Moneyline,Open,16,0,,,0.05,08/18/26 07:00 PM EDT
2026-07-17,KBO-WIN-FG-00C5A7QAKUS90KO-NCOS000,Baseball,Moneyline,Settled,0,16078,0.58,0.06,0,08/16/26 05:00 AM EDT
2026-07-17,MLB-WIN-IT5-0006B94SI5BRDLO-NYES000,Baseball,Moneyline,Settled,0,15299,0.66,0.52,1,08/16/26 07:05 PM EDT
2026-07-17,KBO-WIN-FG-00C5A7UBKUS915G-KIRS000,Baseball,Moneyline,Settled,0,13598,0.97,0.47,1,08/16/26 05:00 AM EDT
2026-07-17,MLB-TRUNS-IT5-0006BE79I5BKUF0-GTE-P00045,Baseball,Total,Settled,0,10969,0.52,0.02,0,08/16/26 01:35 PM EDT
2026-07-17,NPB-TRUNS-FG-00C5BGINKUS75UG-GTE-P00065,Baseball,Total,Settled,0,10795,0.54,0.4,0,08/16/26 05:00 AM EDT
2026-07-17,MLB-TRUNS-IT5-0006BE79I5BKUF0-GTE-P00035,Baseball,Total,Settled,0,10398,0.6,0.01,0,08/16/26 01:35 PM EDT
2026-07-17,MLB-TRUNS-IT5-0002OVP1I7J963G-GTE-P00045,Baseball,Total,Settled,0,9052,0.98,0.41,1,08/16/26 07:15 PM EDT
2026-07-17,NPB-TRUNS-FG-00NBT8P1PJ654K0-GTE-P00065,Baseball,Total,Open,8874,8874,0.46,0.45,0.45,08/17/26 01:00 AM EDT
2026-07-17,MLB-WIN-IT5-0006BE79I5BKUF0-TBYS000,Baseball,Moneyline,Settled,0,8465,0.55,0.08,0,08/16/26 01:35 PM EDT
2026-07-17,KBO-WIN-FG-00C5A7QAKUS90KO-DORS000,Baseball,Moneyline,Settled,0,6537,0.96,0.41,1,08/16/26 05:00 AM EDT
2026-07-17,NPB-TRUNS-FG-00C5BGJRKUS75QO-GTE-P00055,Baseball,Total,Settled,0,6518,0.59,0.03,0,08/16/26 05:00 AM EDT
2026-07-17,MLB-TRUNS-IT5-0002OSTVI7JF3E0-GTE-P00035,Baseball,Total,Settled,0,6323,0.79,0.34,0,08/16/26 08:10 PM EDT
2026-07-17,MLB-MOVY-IT5-0006BE79I5BKUF0-BOOX000-GTE-P00005,Baseball,Spread,Settled,0,6103,0.48,0.39,1,08/16/26 01:35 PM EDT
2026-07-17,MLB-TRUNS-IT5-0002P36NI7J0IV8-GTE-P00005,Baseball,Total,Settled,0,5862,0.99,0.31,1,08/16/26 10:10 PM EDT
2026-07-17,MLB-TRUNS-IT5-0002OVQHI7J974O-GTE-P00045,Baseball,Total,Settled,0,5833,0.99,0.52,1,08/16/26 07:10 PM EDT
2026-07-17,MLB-TRUNS-IT5-0002OPQMI7J5K00-GTE-P00055,Baseball,Total,Settled,0,5791,0.54,0.01,0,08/16/26 09:40 PM EDT
2026-07-17,KBO-WIN-FG-00C5A7OQKUS9038-KIES000,Baseball,Moneyline,Settled,0,5063,0.84,0.29,1,08/16/26 05:00 AM EDT
2026-07-17,KBO-WIN-FG-00C5A7OQKUS9038-HAES000,Baseball,Moneyline,Settled,0,5014,0.68,0.15,0,08/16/26 05:00 AM EDT
2026-07-17,NPB-MOVY-FG-00NBT8P1PJ654K0-YOTS000-GTE-P00005,Baseball,Spread,Open,5000,5000,0.56,0.54,0.56,08/17/26 01:00 AM EDT
2026-07-17,KBO-WIN-FG-00C5A7P5KUS90E0-LGNS000,Baseball,Moneyline,Settled,0,4965,0.67,0.05,0,08/16/26 05:00 AM EDT
2026-07-17,MLB-MOVY-IT5-0002OVQHI7J974O-BOOX000-GTE-P00005,Baseball,Spread,Settled,0,4864,0.65,0.41,1,08/16/26 07:10 PM EDT
2026-07-17,NPB-MOVY-FG-00NBT8P1PJ654K0-YOTS000-GTE-P00015,Baseball,Spread,Open,4725,4725,0.37,0.36,0.37,08/17/26 01:00 AM EDT
2026-07-17,MLB-WIN-IT5-0002OSTVI7JF3E0-HOOS000,Baseball,Moneyline,Settled,0,4540,0.72,0.52,1,08/16/26 08:10 PM EDT
2026-07-17,NPB-WIN-FG-00C5BGJRKUS75QO-YOTS000,Baseball,Moneyline,Settled,0,4486,0.98,0.52,1,08/16/26 05:00 AM EDT
2026-07-17,MLB-TRUNS-IT5-0002OVUBI7J966O-GTE-P00045,Baseball,Total,Settled,0,4450,0.49,0.06,0,08/16/26 07:40 PM EDT
2026-07-17,MLB-TRUNS-IT5-0002P33FI7J0JD0-GTE-P00055,Baseball,Total,Settled,0,4403,0.52,0.43,1,08/16/26 09:40 PM EDT
2026-07-17,MLB-WIN-IT5-0002ONGKI7JC9I0-SDES000,Baseball,Moneyline,Settled,0,4371,0.85,0.11,1,08/16/26 08:10 PM EDT
2026-07-17,MLB-TRUNS-IT5-0002ONJII7JC83G-GTE-P00045,Baseball,Total,Settled,0,4329,0.55,0.46,0,08/16/26 09:38 PM EDT
2026-07-17,NPB-MOVY-FG-00C5BGINKUS75UG-HARS001-GTE-P00015,Baseball,Spread,Settled,0,4283,0.9,0.41,1,08/16/26 05:00 AM EDT
2026-07-17,MLB-TRUNS-IT5-0006B94SI5BRDLO-GTE-P00045,Baseball,Total,Settled,0,4256,0.57,0.05,0,08/16/26 07:05 PM EDT
2026-07-17,MLB-WIN-IT5-0002OVQHI7J974O-BOOX000,Baseball,Moneyline,Settled,0,4231,0.73,0.51,1,08/16/26 07:10 PM EDT
2026-07-17,MLB-TRUNS-IT5-0002OSTVI7JF3E0-GTE-P00045,Baseball,Total,Settled,0,4107,0.54,0.03,0,08/16/26 08:10 PM EDT
2026-07-17,MLB-TRUNS-IT5-0002OVTEI7J974G-GTE-P00045,Baseball,Total,Settled,0,4086,0.99,0.48,1,08/16/26 07:15 PM EDT
2026-07-17,MLB-MOVY-IT5-0006B94SI5BRDLO-NYES000-GTE-P00005,Baseball,Spread,Settled,0,4080,0.81,0.39,1,08/16/26 07:05 PM EDT
2026-07-17,MLB-WIN-IT5-0006B94SI5BRDLO-LARS000,Baseball,Moneyline,Settled,0,4021,0.51,0.12,0,08/16/26 07:05 PM EDT
2026-07-17,MLB-TRUNS-IT5-0002ONNAI7JC8GG-GTE-P00065,Baseball,Total,Settled,0,4007,0.54,0.45,0,08/16/26 08:40 PM EDT
2026-07-17,MLB-TRUNS-IT5-0002OVP1I7J963G-GTE-P00035,Baseball,Total,Settled,0,3959,0.74,0.4,1,08/16/26 07:15 PM EDT
2026-07-17,MLB-TRUNS-IT5-0006B94SI5BRDLO-GTE-P00055,Baseball,Total,Settled,0,3873,0.46,0.44,0,08/16/26 07:05 PM EDT
2026-07-17,MLB-WIN-IT5-0002P36NI7J0IV8-SERS000,Baseball,Moneyline,Settled,0,3849,0.66,0.59,0,08/16/26 10:10 PM EDT
2026-07-17,NPB-TRUNS-FG-00NBT8P1PJ654K0-GTE-P00055,Baseball,Total,Open,3790,3790,0.55,0.55,0.55,08/17/26 01:00 AM EDT
2026-07-17,MLB-WIN-IT5-0002ONJII7JC83G-LALS000,Baseball,Moneyline,Settled,0,3716,0.51,0.5,1,08/16/26 09:38 PM EDT
2026-07-17,MLB-WIN-IT5-0002OSTVI7JF3E0-BAES000,Baseball,Moneyline,Settled,0,3683,0.45,0.19,0,08/16/26 08:10 PM EDT
2026-07-17,KBO-WIN-FG-00C5A7SVKUS91N0-SANS000,Baseball,Moneyline,Open,2474,3517,0.7,0.42,0.47,08/16/26 05:00 AM EDT
2026-07-17,KBO-MOVY-FG-00C5A7UBKUS915G-KIRS000-GTE-P00015,Baseball,Spread,Settled,0,3431,0.69,0.37,1,08/16/26 05:00 AM EDT
2026-07-17,MLB-MOVY-IT5-0002OVP1I7J963G-ATES000-GTE-P00005,Baseball,Spread,Settled,0,3405,0.95,0.52,1,08/16/26 07:15 PM EDT
2026-07-17,MLB-WIN-IT5-0002OVQHI7J974O-TBYS000,Baseball,Moneyline,Settled,0,3337,0.7,0.07,0,08/16/26 07:10 PM EDT
2026-07-17,MLB-WIN-IT5-0006BE79I5BKUF0-BOOX000,Baseball,Moneyline,Settled,0,3317,0.93,0.52,1,08/16/26 01:35 PM EDT
2026-07-17,NWSL-DWIN-FG-01O39N0UVVTMH4O-SACW009,Other,Dwin,Settled,0,3281,0.63,0.05,0,08/16/26 08:00 PM EDT
2026-07-17,MLB-WIN-IT5-0002ONJII7JC83G-DERS000,Baseball,Moneyline,Settled,0,3270,0.54,0.03,0,08/16/26 09:38 PM EDT
2026-07-17,MLB-TRUNS-IT5-0002P36NI7J0IV8-GTE-P00035,Baseball,Total,Settled,0,3208,0.55,0.27,0,08/16/26 10:10 PM EDT
2026-07-17,MLB-MOVY-IT5-0002P33FI7J0JD0-WALS000-GTE-P00005,Baseball,Spread,Settled,0,3199,0.89,0.42,1,08/16/26 09:40 PM EDT
2026-07-17,MLB-WIN-IT5-0002OECNI7J8EIO-CHBS000,Baseball,Moneyline,Settled,0,3092,0.58,0.37,0,08/16/26 08:05 PM EDT
2026-07-17,NPB-TRUNS-FG-00C5BGJRKUS75QO-GTE-P00035,Baseball,Total,Settled,0,3008,0.73,0.38,1,08/16/26 05:00 AM EDT
2026-07-17,MLB-TRUNS-IT5-0006B94SI5BRDLO-GTE-P00035,Baseball,Total,Settled,0,2988,0.57,0.04,0,08/16/26 07:05 PM EDT
2026-07-17,MLB-TRUNS-IT5-0002ONGKI7JC9I0-GTE-P00055,Baseball,Total,Settled,0,2829,0.49,0.45,0,08/16/26 08:10 PM EDT
2026-07-17,MLB-MOVY-IT5-0002ONGKI7JC9I0-KCLS000-GTE-P00005,Baseball,Spread,Settled,0,2806,0.69,0.45,0,08/16/26 08:10 PM EDT
2026-07-17,MLB-TRUNS-IT5-0002P36NI7J0IV8-GTE-P00025,Baseball,Total,Settled,0,2766,0.59,0.22,0,08/16/26 10:10 PM EDT
2026-07-17,KBO-TRUNS-FG-00C5A7P5KUS90E0-GTE-P00095,Baseball,Total,Settled,0,2640,0.69,0.1,0,08/16/26 05:00 AM EDT
2026-07-17,KBO-WIN-FG-00C5A7UBKUS915G-SSRS000,Baseball,Moneyline,Settled,0,2550,0.55,0.04,0,08/16/26 05:00 AM EDT
2026-07-17,NWSL-DWIN-FG-01O39N0UVVTMH4O-KATW001,Other,Dwin,Settled,0,2379,0.89,0.04,0,08/16/26 08:00 PM EDT
2026-07-17,MLB-WIN-IT5-0002ONGKI7JC9I0-KCLS000,Baseball,Moneyline,Settled,0,2261,0.73,0.2,0,08/16/26 08:10 PM EDT
2026-07-17,MLB-TRUNS-IT5-0002P33FI7J0JD0-GTE-P00105,Baseball,Total,Settled,0,2202,0.32,0.04,0,08/16/26 09:40 PM EDT
2026-07-17,NPB-TRUNS-FG-00C5BGN1KUS74CG-GTE-P00155,Baseball,Total,Settled,0,2197,0.73,0.24,1,08/16/26 05:00 AM EDT
2026-07-17,MLB-MOVY-IT5-0006BE79I5BKUF0-BOOX000-GTE-P00025,Baseball,Spread,Settled,0,2191,0.82,0.32,1,08/16/26 01:35 PM EDT
2026-07-17,NPB-WIN-FG-00C5BGINKUS75UG-HIRP000,Baseball,Moneyline,Settled,0,2144,0.44,0.02,0,08/16/26 05:00 AM EDT
2026-07-17,NPB-WIN-FG-00NBT8P1PJ654K0-YOTS000,Baseball,Moneyline,Open,1972,2140,0.58,0.55,0.56,08/17/26 01:00 AM EDT
2026-07-17,MLB-WIN-IT5-0002P33FI7J0JD0-WALS000,Baseball,Moneyline,Settled,0,2099,0.98,0.46,1,08/16/26 09:40 PM EDT
2026-07-17,MLB-TRUNS-IT5-0002ONGKI7JC9I0-GTE-P00025,Baseball,Total,Settled,0,2097,0.71,0.38,1,08/16/26 08:10 PM EDT
2026-07-17,NPB-WIN-FG-00C5BGN1KUS74CG-TOWS000,Baseball,Moneyline,Settled,0,2092,0.48,0.06,0,08/16/26 05:00 AM EDT
2026-07-17,MLB-MOVY-IT5-0002P33FI7J0JD0-WALS000-GTE-P00025,Baseball,Spread,Settled,0,2025,0.86,0.26,1,08/16/26 09:40 PM EDT
2026-07-17,MLB-TRUNS-IT5-0002OVTEI7J974G-GTE-P00105,Baseball,Total,Settled,0,1931,0.6,0.09,1,08/16/26 07:15 PM EDT
2026-07-17,MLB-MOVY-IT5-0002OSTVI7JF3E0-HOOS000-GTE-P00005,Baseball,Spread,Settled,0,1898,0.64,0.43,1,08/16/26 08:10 PM EDT
2026-07-17,MLB-TRUNS-IT5-0002OPQMI7J5K00-GTE-P00045,Baseball,Total,Settled,0,1877,0.55,0.54,1,08/16/26 09:40 PM EDT
2026-07-17,MLB-TRUNS-IT5-0006B94SI5BRDLO-GTE-P00015,Baseball,Total,Settled,0,1842,0.47,0.05,0,08/16/26 07:05 PM EDT
2026-07-17,KBO-TRUNS-FG-00C5A7UBKUS915G-GTE-P00115,Baseball,Total,Settled,0,1831,0.54,0.02,0,08/16/26 05:00 AM EDT
2026-07-17,MLB-TRUNS-IT5-0002ONGKI7JC9I0-GTE-P00015,Baseball,Total,Settled,0,1766,0.98,0.48,1,08/16/26 08:10 PM EDT
2026-07-17,MLB-TRUNS-IT5-0002OVTEI7J974G-GTE-P00065,Baseball,Total,Settled,0,1759,0.94,0.28,1,08/16/26 07:15 PM EDT
2026-07-17,NPB-WIN-FG-00C5BGJRKUS75QO-CHNS000,Baseball,Moneyline,Settled,0,1752,0.49,0.22,0,08/16/26 05:00 AM EDT
2026-07-17,MLB-TRUNS-IT5-0002ONGKI7JC9I0-GTE-P00065,Baseball,Total,Settled,0,1698,0.19,0.14,0,08/16/26 08:10 PM EDT
2026-07-17,MLB-WIN-IT5-0002OECNI7J8EIO-MINS000,Baseball,Moneyline,Settled,0,1673,0.92,0.45,1,08/16/26 08:05 PM EDT
2026-07-17,NPB-TRUNS-FG-00C5BGINKUS75UG-GTE-P00045,Baseball,Total,Settled,0,1672,0.67,0.51,1,08/16/26 05:00 AM EDT
2026-07-17,MLB-TRUNS-IT5-0002OVQHI7J974O-GTE-P00085,Baseball,Total,Settled,0,1652,0.63,0.31,0,08/16/26 07:10 PM EDT
2026-07-17,MLB-TRUNS-IT5-0006B94SI5BRDLO-GTE-P00005,Baseball,Total,Settled,0,1646,0.67,0.53,1,08/16/26 07:05 PM EDT
2026-07-17,KBO-TRUNS-FG-00C5A7UBKUS915G-GTE-P00105,Baseball,Total,Settled,0,1626,0.69,0.23,0,08/16/26 05:00 AM EDT
2026-07-17,MLB-TRUNS-IT5-0002OSTVI7JF3E0-GTE-P00055,Baseball,Total,Settled,0,1623,0.45,0.21,0,08/16/26 08:10 PM EDT
2026-07-17,KBO-WIN-FG-00C5A7P5KUS90E0-KTON000,Baseball,Moneyline,Settled,0,1548,0.98,0.33,1,08/16/26 05:00 AM EDT
2026-07-17,MLB-TRUNS-IT5-0002ONGKI7JC9I0-GTE-P00035,Baseball,Total,Settled,0,1543,0.5,0.43,0,08/16/26 08:10 PM EDT
2026-07-17,NPB-WIN-FG-00C5BGINKUS75UG-HARS001,Baseball,Moneyline,Settled,0,1534,0.96,0.63,1,08/16/26 05:00 AM EDT
2026-07-17,MLB-MOVY-IT5-0002OECNI7J8EIO-MINS000-GTE-P00025,Baseball,Spread,Settled,0,1466,0.73,0.53,1,08/16/26 08:05 PM EDT
2026-07-17,MLB-WIN-IT5-0002OVUBI7J966O-MIRS000,Baseball,Moneyline,Settled,0,1432,0.59,0.55,0.5,08/16/26 07:40 PM EDT
2026-07-17,MLB-TRUNS-IT5-0002OVUBI7J966O-GTE-P00055,Baseball,Total,Settled,0,1413,0.34,0.06,0,08/16/26 07:40 PM EDT
2026-07-17,KBO-MOVY-FG-00C5A7OQKUS9038-HAES000-GTE-P00015,Baseball,Spread,Settled,0,1410,0.54,0.12,0,08/16/26 05:00 AM EDT
2026-07-17,MLB-MOVY-IT5-0002OVTEI7J974G-TOYS000-GTE-P00025,Baseball,Spread,Settled,0,1391,0.3,0.04,0,08/16/26 07:15 PM EDT
2026-07-17,MLB-MOVY-IT5-0002OVUBI7J966O-MIRS000-GTE-P00005,Baseball,Spread,Settled,0,1385,0.52,0.17,0,08/16/26 07:40 PM EDT
2026-07-17,MLB-WIN-IT5-0002OVP1I7J963G-TERS000,Baseball,Moneyline,Settled,0,1321,0.39,0.07,0,08/16/26 07:15 PM EDT
2026-07-17,MLB-MOVY-IT5-0002OECNI7J8EIO-CHBS000-GTE-P00015,Baseball,Spread,Settled,0,1301,0.39,0.37,0,08/16/26 08:05 PM EDT
