report_ticker,is_sports,days_active,trades,contracts,yes_side_notional_volume,fees
KXSYNTHETIXTRADINGCOMP,TRUE,35,2466,896986,106478.43,3423.47
KXNBAALLSTARS,TRUE,75,9580,893531,323326.49,7072.66
KXTRUEV,FALSE,37,17164,893397,471865.53,2964.87
KXOSCARDOCU,FALSE,126,12715,891776,308606.31,8841.34
KXGOVNJNOMD,FALSE,180,5288,889299,310005.41,4532.28
KXFEDERALCHARGE,FALSE,184,17247,888061,314088.8,10755.57
KXNBAWINS-OKC,TRUE,178,9161,887862,265621.69,7717.31
KXRTPRIMATE,FALSE,20,7301,886833,200548.53,4362.96
KXPGAPLAYOFF,TRUE,94,12774,886271,242420.33,10422.18
KXNEXTNBACOACH,TRUE,52,7278,884735,212383.53,3886.17
KX14AMENDCASE,FALSE,387,7770,884527,94041.39,5665.92
KXINXMINY,FALSE,326,12222,883067,413370.66,5925.03
KXWOSKIJUMP,TRUE,13,5615,878474,269928.38,7355.33
KXINAUGVIEWS,FALSE,11,7422,875597,403677.15,10683.39
KXCORPTAXCUT,FALSE,536,10617,874797,122289.44,5355.73
KXUNMENTION,FALSE,7,13068,873592,275325.55,4326.68
KXSP500ADDQ,FALSE,171,19597,873360,217391.33,6947.94
KXWTADOUBLES,TRUE,10,12025,873079,419453,6864.16
KXFEATUREASAPROCKY,FALSE,25,13945,871920,256043.64,3566.64
KXNBATOPPICK,TRUE,84,4696,871132,62242.81,3471.66
KXFISAEXTEND,FALSE,64,7168,867550,628855.06,7344.86
KXPERFORMGRAMMYS,FALSE,135,14217,867212,319878.35,8669.88
KXTRUMPKIDSSOTUCOMBO,FALSE,8,9329,866739,759118.94,4010.62
KXNGUARDCITY,FALSE,278,13503,866334,450719.14,10701.05
KXNFLMOSTRSHYDS,TRUE,12,8734,865163,180298.58,6701.24
KXRTJWBALLERINA,FALSE,46,4695,862626,334061.76,7536.73
KXSECCHAIR,FALSE,95,3652,861996,368888.08,7088.74
KXPGAWINNINGSCORE,TRUE,15,15447,861793,196152.12,7996.76
KXENDORSEMAM,FALSE,128,7511,861775,428573.12,8632.2
KXHOUSEEPSTEIN,FALSE,6,5602,859885,293876.64,2548
KXDEMVASWEEP,FALSE,32,4859,858232,451941.51,11584.11
KXRAINNOSB,FALSE,10,6232,857668,741374.8,5668.95
GOVPARTYCA,FALSE,249,8312,856395,270856.47,6678.84
KXBORDERBILL,FALSE,76,7095,852101,246796.43,7478.08
KXMLBNLWEST,TRUE,334,6107,851480,293058.71,5204.78
KXHMONTHRANGE,FALSE,566,14769,850678,255339.92,7203.79
KXATPMAD,TRUE,8,5688,848228,476080.86,10432.46
KXNFLNONQBPASS,TRUE,11,13870,847714,288484.93,13000.87
KXBIDENMENTION,FALSE,8,13200,847196,374003.53,5720.38
KXSECENERGY,FALSE,69,3914,841124,287938.63,8595.83
KXTOPARTISTTHIRD,FALSE,144,3629,841069,354514.67,5278.1
KXPGATOP40,TRUE,13,9600,839969,353004.83,9753.23
KXEREDIVISIETOTAL,TRUE,21,11496,839955,337841.73,9054.17
KXNASCAR,TRUE,56,7245,839790,159578.72,7393.03
KXNBA1STTEAM,TRUE,58,5820,839073,421556.59,8317.24
KXRTTHEAMATEUR,FALSE,43,9140,838303,324670.45,7955.6
KXSPOTIFYBILLIONS,FALSE,192,7634,836574,186557.05,2657.23
PAYROLLS,FALSE,233,3466,836030,433055.38,10205.02
FBUSTER,FALSE,209,1419,835731,724944.18,3699.93
KXLOWTATL,FALSE,64,30422,835261,290984.17,3176.92
KXDIAZOUT,FALSE,152,11457,834377,194972.05,8741.73
KXRTNAKEDGUN,FALSE,33,6087,831178,319965.55,6048.87
KXCOPADELREYADVANCE,TRUE,16,11674,831128,358085,9153.69
KXRUGBYNRLMATCH,TRUE,105,15495,829453,472782.54,7166.41
KXNBAEFINMVP,TRUE,213,7530,829357,161492.14,5064.42
KXNFL1QTOTAL,TRUE,18,9350,829289,346456.18,10168.17
KXRTSONIC3,FALSE,13,3940,828883,476020.44,7155.56
KXRTWEAPONS,FALSE,40,6300,827996,321050.59,5333.34
KXMLBWINS,TRUE,54,10230,823962,380567.74,11357.58
KXOSCARSOUND,FALSE,184,14149,823241,281317.61,6638.04
KXRAINDALM,FALSE,200,13189,819522,376756.34,5838.81
KXNEXTUKPM,FALSE,309,5610,819232,126029.06,6405.09
KXNEWOUTBREAK,FALSE,383,7735,819217,101463.14,6054.92
KXLEBRONMENTION,FALSE,2,6960,819179,416525.26,6917.71
KXR6MAP,TRUE,33,13499,818974,426940.65,6932.33
KXNEWTARIFFS,FALSE,111,11678,817767,576346.53,5564.52
KXNBAMENTION-ALLSTARGAME,TRUE,1,13778,817516,221028.05,5575.26
KXRTDENOFTHIEVES,FALSE,32,5435,816513,419713.98,8739.92
KXKBOGAME,FALSE,1,17043,815596,432507.99,10758.74
INXZ,FALSE,174,19486,815097,424482.64,11427.63
KXDJTFLAK,FALSE,53,2225,814184,194521.36,6236.46
KXRAINSEAM,FALSE,198,11593,808974,400650.78,5826.4
KXPGAMASTERS,TRUE,17,4603,807770,83172.28,2627.08
KXCHNSLGAME,FALSE,1,11294,807543,384738.37,7930.89
KXRTFLIGHTRISK,FALSE,32,5053,806207,332439.48,7292.43
KXUSTURNOUT,FALSE,42,2773,805125,563762.2,3149.24
KXNCAAMBSBELT,TRUE,8,6492,804663,319145.78,7686.61
KXGOLDW,FALSE,86,30920,804243,362927.29,8007.96
OAIAGI,FALSE,692,6523,801625,187717.67,8617.9
KXRTWAROFTHEROHIRRIM,FALSE,32,3488,801419,298257.74,7465.59
KXFLPRIMARY,FALSE,62,7599,797789,159812.79,4695.16
KXSENATEMID,FALSE,346,8616,797525,303132.14,11474.44
KXSOLMAXMON-SOL,FALSE,94,9632,796964,199450.88,7389.13
KXLEAVEPOWELLGOV,FALSE,242,8892,792559,413547.47,10970.74
KXRTHEARTEYES,FALSE,32,5294,791130,352227.92,6616.72
KXSECAGRO,FALSE,71,3611,789351,181742.33,5490.1
KXGTA6ONTIME,FALSE,382,6221,788702,61920.95,2275.84
KXSPEAKERVOTE,FALSE,1,2014,786547,248861.68,3919.16
KXNHLAST,TRUE,143,17657,784209,348060.21,5681.18
KXSTATEDEEPKH,FALSE,55,4470,779468,120677.05,6505.62
KXDJTHANNITY,FALSE,4,12469,778773,394622.42,7122.93
ADAMS,FALSE,172,11644,778453,133608.29,6945.19
KXUSACOMPANYSTAKE,FALSE,176,14106,777697,184339.94,8013.84
KXOSCARCASTING,FALSE,52,10900,777390,278204.89,6272.75
KXMRBEAST100M,FALSE,72,6400,775370,145871.14,6647.31
KXKIRKMENTION,FALSE,26,9030,773967,143221.74,3379.59
KXTRUMPUFC322,FALSE,19,3391,773160,59076.17,3296.59
KXNBACELEBRITY3PT,TRUE,3,5056,773025,231674.2,3664.93
KXCLOSEST2025,FALSE,66,3289,772971,311352.62,4304.02
KXEARNINGSMENTIONINTC,FALSE,52,15016,772960,382308.63,5541.76
KXTOPALBUMTHEROMANTIC,FALSE,60,12009,771203,706863.02,3567.27
KXTALARICOMENTION,FALSE,17,9843,770487,169622.31,3110.78
KXMOVNJ11SPECIAL,FALSE,66,6002,767788,154842.06,2716.51
KXBOXINGROUNDS,TRUE,8,6427,766371,284758.16,9558.49
KXRLGAME,TRUE,11,13909,765722,204863.22,3869.86
KXNFLDRAFTCAT,TRUE,5,15411,764790,401528.43,7128.36
KXMARMADSEEDROUND,TRUE,22,6309,756990,342851.47,7967.62
KXHORMUZTRAFFIC,FALSE,28,13767,756713,263628.8,6086.29
KXNFLDSTTD,TRUE,11,13702,754104,226102.04,10684.06
VAROMIC,FALSE,119,5011,753618,535130.86,6535.5
KXBARRMENTION,FALSE,8,12109,753318,209877.89,3255.65
KXMISSIONIMPOSSIBLE,FALSE,60,5848,753022,172992.59,4975.59
KXMAMDANINYC,FALSE,54,7068,752438,294843.43,8167.12
KXTNOTEW,FALSE,179,6104,752335,230045.36,6623.51
KXFACUPADVANCE,TRUE,28,9409,750547,414643.08,8909.17
KXTESTMATCH,TRUE,7,9198,748390,475707.96,3539.42
KXGRAMBRA,FALSE,171,9494,748014,226918.86,6585.04
KXFEDMEET,FALSE,481,6535,747923,91692.99,5123.45
KXRTHOWTOTRAINYOURDRAGON,FALSE,46,5233,746546,264933.01,6806.43
KXNFLTEAM1POS,TRUE,23,23447,746347,242134.62,5787.16
KXEXPELSWALWELLVOTES,FALSE,46,2334,745997,16025.19,1048.95
OSCARNOMPIC,FALSE,310,6792,741628,334480.3,8152.69
KXTOPSONGSPOTIFYUSA,FALSE,237,5599,740607,326064.5,2604.06
KXUSOPENCUPGAME,TRUE,5,13481,739576,278136.36,7849.4
SNOWNYM,FALSE,342,9212,738424,330211.61,6619.93
KXGTAPRICE,FALSE,464,15338,737925,271129.52,9033.36
KXNBASERIESROADWIN,TRUE,37,8238,736685,174052.29,6363.91
KXTARIFFSNEW,FALSE,76,11829,736368,86806.46,4896.59
KXODIMATCH,FALSE,1,3993,734540,183443.77,5017.63
KXEARNINGSMENTIONWMT,FALSE,41,13709,733929,298611.89,5445.66
KXFEATUREJCOLE,FALSE,25,19262,732881,253821.2,3794.21
CASE7D,FALSE,148,8561,731886,415408.32,7099.45
KXPFAPOY,TRUE,255,11526,731718,218599.34,8352.93
PRESPARTYOH,FALSE,59,2274,731026,282157.85,2883.58
OSCARPIC,FALSE,255,4698,730440,183565.48,3811.42
KXRTREDONE,FALSE,26,4506,730396,230084.31,6759.96
KXPGAR1TOP10,TRUE,45,9065,730082,260796.03,8873.26
KXUBERTRIPS,FALSE,161,13190,728716,169040.61,3222.37
KXVOTESHUTDOWNS,FALSE,133,3868,727730,279025.28,5090.53
KXTATUMRETURN,TRUE,22,5569,726892,507208.04,5774.49
KXVOTECHAVEZDEREMER,FALSE,18,10086,724223,359878.39,6009.4
KXWCGROUPWIN,TRUE,174,9263,722965,241507.49,8653.87
FRM,FALSE,706,14170,720835,366703.94,6796.2
KXSENATELAR,FALSE,211,6450,718932,318084.17,5993.63
KXRAINCHIM,FALSE,211,12399,718533,299626.04,5903.86
KXBOXINGKNOCKOUT,TRUE,7,4715,714676,460656.86,8440.88
KXUSDJPYH,FALSE,74,6871,713567,293422.99,5118.99
KXACASUBSIDYBILL,FALSE,110,5434,712598,311816.64,5360.77
KXNCAABBREG,TRUE,10,19515,712397,267744.62,7484.77
KXRTTHUNDERBOLTS,FALSE,45,5553,711628,318430.18,5059.64
KXNEXTCOACHOUTNFL,TRUE,88,10837,710102,155314.45,4884.77
KXGOVSDNOMR,FALSE,147,11004,710026,252687.2,9130.15
KXOSCARCOSTUME,FALSE,273,8635,709582,201705.07,3401.88
KXTONYAWARDS,FALSE,30,11528,709247,273207.38,7977.14
KXBUNDESLIGA1H,TRUE,57,15114,707810,342339.87,8480.24
KXNCAAMBNEC,TRUE,9,4708,707097,381416.51,7475.64
KXEARNINGSMENTIONUBER,FALSE,112,10864,706722,341259.65,4313.02
KXMOSTSTREAMEDICE,FALSE,8,6593,703866,185662.57,2449.02
KXPGAMAJORWIN,TRUE,166,9360,701362,165551.06,6985.88
KXMIASNOWM,FALSE,125,2370,698370,10568.44,734.96
KXRTSINNERS,FALSE,46,6464,697124,353571.34,4894.72
KXNHLMENTION,TRUE,33,15909,696398,417179.57,3119.05
KXTIPTAX,FALSE,253,10335,696353,531918.03,7978.37
KXARKCOACH,TRUE,35,4027,695762,245522.82,7235.03
KXETHATH,FALSE,101,2992,695053,280347.98,7024.02
KXTNOTED,FALSE,225,9395,694328,164734.96,5877.07
KXMAMDANISWEARING,FALSE,57,8286,694097,295960.95,4772.52
KXSECREG,TRUE,128,9300,690085,104630.95,4134.62
KXRTONEBATTLEAFTERANOTHER,FALSE,45,4304,689444,250933.29,3190.86
KXWBCHR,TRUE,3,9802,688301,138024.45,6709.5
KXCROCKETTMENTION,FALSE,14,6960,687277,99065.52,1742.46
KXSHLGAME,TRUE,102,19375,686863,333661.22,5289.29
KXSENATEGAR,FALSE,281,8800,685858,350450.13,6938.25
KXEARNINGSMENTIONUAL,FALSE,33,9563,684998,210949.71,3780.22
KXLOVEISLMENTION,FALSE,7,12800,684175,208022.43,2441.98
KXGRAMBPDGP,FALSE,136,7363,683703,172328.39,4155.55
KXBTC2026250,FALSE,221,2886,683627,44863.62,2907.69
PRESPARTYHI,FALSE,51,1789,682579,169230.18,1472.96
KXAPPLEMENTION,FALSE,9,8700,682509,283533.35,5433.27
KXUSAEXPANDTERRITORY,FALSE,149,8566,682404,110824.56,5374.69
KXTALARICOPRIMARYCOUNTIES,FALSE,26,3104,681136,73693.47,2544.48
KXCRYPTOSUMMIT,FALSE,3,8106,680486,265018.72,6394.52
KXRTLILOANDSTITCH,FALSE,46,5533,679813,251116.67,5619.42
KXDARTSMATCH,TRUE,79,10770,679615,365046.63,5785.49
KXJFKFILES,FALSE,89,4887,676971,634679.96,2506.85
KXDFBPOKALTOTAL,TRUE,6,4963,674504,304259.52,8793.25
KXCFBMENTION,TRUE,8,11823,672421,431222.16,4142.99
KXNBAMENTION-KXNBACELEBRITYGAME,TRUE,1,9198,671888,238446.52,3003.68
KXRTFNAF2,FALSE,27,4525,670038,105245.9,2912.25
KXEARNINGSMENTIONHD,FALSE,17,11091,669630,225658.05,5269.95
KXWBCROUND,TRUE,19,8426,668890,294907.82,8981.82
RAINNYC,FALSE,323,18259,668838,323150.92,4785.32
KXPGARYDERCUPD2,TRUE,2,1161,667965,386014.89,7424.77
KXRANKLISTIGN,FALSE,58,5939,667430,209080.54,4232.51
PRESPARTYAK,FALSE,64,2049,667046,406164.04,2219.28
KXSPOTIFYSONGRELEASETS,FALSE,54,7697,666378,76287.66,4145.2
KXRTANACONDA,FALSE,40,4226,665770,259874.58,5687
KXBILLBOARDRUNNERUPALBUM,FALSE,289,9186,664328,188887.65,3365.05
KXEARNINGSMENTIONAVGO,FALSE,24,7351,663758,309524.04,3293.41
KXLBJRETIRE,TRUE,307,7355,662966,179300.27,8642.86
KXLOWTOKC,FALSE,64,28822,662608,210628.25,3011.43
KXSECLABOR,FALSE,96,1971,661551,521329.19,3360.07
KXLIGUE1BTTS,TRUE,114,10219,661549,387259.59,9057.02
KXJULYCHARTER26,FALSE,27,5988,661389,645074.56,1128.86
KXPRIMARYPLACE,FALSE,51,7645,659431,280890.8,7826.19
KXU3MAX,FALSE,229,7572,659219,166984.77,7789.69
KXSBVIEWER,FALSE,12,12737,659062,374725.05,6299.47
KXTARIFFREFUND,FALSE,256,7177,657652,362213.44,6948.2
KXGOVTSPEND,FALSE,317,6147,656708,328242.67,5379.2
VAXX,FALSE,273,8640,655896,291110.53,5780.5
DEFAULT,FALSE,295,1704,655856,39956.98,2535.71
KXBILLBOARDRUNNERUPSONG,FALSE,325,10362,655461,211514.41,4273.96
KXTBPNMENTION,FALSE,14,7669,655357,198583.28,2384.18
KXDJTCPAC,FALSE,3,4529,653576,249825.25,3075.11
KXPREEMPT,FALSE,40,7702,652115,366063.9,10253.81
KXTRUMPTIME,FALSE,53,5946,651501,138186.87,2262.48
KXSPOTIFYARTISTD,FALSE,387,12716,650920,323473.4,3663.32
KXHOOD,FALSE,39,2623,650632,72491.13,2302.02
KXIPOOPENAI,FALSE,244,6898,650222,180331.85,5451.16
RATEHIKE,FALSE,216,2928,650200,180230.45,2671.28
KXSIXNATIONSMATCH,TRUE,37,10418,649485,287986.52,6415.14
KXLAXSNOWM,FALSE,119,2230,649340,10620.1,740.16
KXROMANIAMOV,FALSE,9,2245,648464,131275.77,5250.66
KXMAMDANIBOROUGHS,FALSE,112,5419,648373,409324.19,4017.12
KXCOACHOUTOLEMISS,TRUE,13,4154,647207,268377.01,5692.08
KXCOPADELREYSPREAD,TRUE,7,10620,644883,249150.36,7818.65
KXNCAAMBNAISMITH,TRUE,159,5464,643813,177284.23,2822.94
KXRT28YEARSLATER,FALSE,35,3629,642997,271670.56,5587.77
KXLOWTDAL,FALSE,64,29687,642886,210602.12,2871.54
KXGOVTFUNDSVOTES,FALSE,17,5489,640883,103763.46,3913.68
KXUECLTOTAL,TRUE,9,5537,637596,245185.51,8271.24
KXETHMINMON-ETH,FALSE,58,4190,635768,196529.67,6180.78
KXEMMYDACTO,FALSE,120,3383,635507,249431.11,4270.64
KXMEDIARELEASEJIMMYKIMMEL,FALSE,8,4979,635257,373570.11,5823.82
KXNCAAMBMEAC,TRUE,10,4877,634818,257545.21,3357.9
KXEARNINGSMENTIONDIS,FALSE,52,9255,634320,225787.03,3490.99
KXNYSECIRCUIT,FALSE,442,5434,633844,76656.06,4183.01
KXSAGAWARDENSEMBLE,FALSE,140,9985,633233,182231.59,6307.95
KXBONGINOMENTION,FALSE,9,6622,632277,145257.76,1809.02
KXDJTFRENCHREP,FALSE,1,4357,628428,335651.41,3905.21
KXCOACHONDATE,TRUE,41,4916,628003,371413.65,7015.63
KXALTMANMENTION,FALSE,20,8554,620444,167429.62,3668.44
KXXRPMAXMON-XRP,FALSE,86,10130,619724,154949.87,6302.64
KXTXPRIMARY,FALSE,113,9221,619050,250442.6,4473.27
KXNEWROLEX,FALSE,305,8390,616338,36422.53,2283.96
KXNCAAMBPAT,TRUE,10,4655,614769,308655.09,7639.91
KXARTISTSTREAMSU,FALSE,58,17289,614458,386777.97,3054.42
KXNFLLEADCHANGE,TRUE,12,5085,614315,67743.33,3636.55
KXTRUMPCOUNTRIES,FALSE,185,13034,612229,369988.28,6091.41
KXUELBTTS,TRUE,9,5963,611802,302308.89,10070.02
KXEARNINGSMENTIONMETA,FALSE,107,12340,611391,306004.52,4302.6
KXPGABOGEYFREE,TRUE,6,5067,610604,94888.02,3620.04
KXSNPMAJORITY,FALSE,56,506,610349,38586.7,579.75
KXOSCARSCORE,FALSE,100,5911,607290,203326.86,2141.12
KXPRESCHILER1,FALSE,63,2122,605575,287437.13,2069.41
KXVANCE,FALSE,71,4725,599534,166496.03,5822.57
KXLOWTPHX,FALSE,64,22437,599098,224104.11,2688.12
KXSPANBERGERMENTION,FALSE,3,7273,598939,119302.47,1956.86
KXSAGAWARDACTO,FALSE,124,12790,597925,232885.77,4878.39
KXUSLGAME,FALSE,1,12766,597912,302627.14,5903.46
KXRTTHESMASHINGMACHINE,FALSE,35,5374,597882,176855.67,3513.54
PRESPARTYCO,FALSE,55,1818,597686,245400.33,1658.44
RECSS,FALSE,301,3886,597086,400898.19,3383.85
PRESPARTYIL,FALSE,58,2089,596451,179564.3,1334
KXRTF1,FALSE,36,4635,596236,178751.78,3299.59
KXRTTHEWOMANINTHEYARD,FALSE,40,4741,595927,249780.03,5930.91
KXTX33D,FALSE,148,7530,595753,286870.16,4771.16
KXNBAWINS-LAL,TRUE,177,5164,595562,150581.74,4023.59
KXTEAMSINNBAWF,TRUE,40,5772,595558,188460.15,3689.47
KXXRPMAXMON,FALSE,54,8096,595230,79878.94,3895.61
KXTEXASGOP1ROUND,FALSE,50,2007,595133,86322.53,4692.7
KXLIGUE11H,TRUE,55,11600,594715,251656.3,6846.71
KXPGAR1TOP5,TRUE,46,6404,594500,148098.54,5720.77
KXEARNINGSMENTIONNKE,FALSE,38,8192,594074,259472.78,3423.78
KXVACCINERECS,FALSE,372,9689,591323,118355.1,5186.78
KXAFCONADVANCE,TRUE,12,6703,591097,341507.2,6820.91
MOON,FALSE,957,9964,590254,54575.08,3298.89
KXLOWTSEA,FALSE,64,29932,589843,197046.09,2471.62
KXNBAPREPACK2ML,TRUE,4,1659,589142,168174.47,7163.69
KXVISITIRAN,FALSE,95,7565,589066,44156.33,2716.99
KXMARALAGO,FALSE,451,9048,588680,342969.25,3877.99
CASESURGE,FALSE,277,3555,587788,149498.61,6188.04
KXVISITVENEZUELA,FALSE,119,7662,587022,166352.71,5824.94
KXEARNINGSMENTIONFDX,FALSE,41,8989,586594,247057.44,4541.08
KXNCAAMBOV,TRUE,7,2502,585974,203391.51,6619.82
KXGRAMBPS,FALSE,158,6426,584011,267875.77,2844.44
KXTOP10BILLBOARDSPOTSBB,FALSE,34,4443,581250,79894.17,1729.75
KX2028DRUN,FALSE,408,10109,581151,270476.28,8301.28
KXSPOTIFYSONGSTFOO,FALSE,33,4178,581001,278134.64,2994.52
KXECONSTATCPICORE,FALSE,145,2727,579517,158931.46,5188.76
KXSTATEFLIPKH,FALSE,63,5402,579461,162028.95,6940.34
KXDJTCONF,FALSE,6,7839,579327,314871.02,4124
KXPHILIPRIVERSNFL,TRUE,7,3931,579024,497540.12,4477.11
KXPA3D,FALSE,117,7059,578759,267592.49,6986.7
KXTOPALBUMSTYLES,FALSE,60,4176,577602,561471.42,1063.2
KXDHOUSESEATS,FALSE,151,5891,576373,59927.8,3619.29
KXCANADAPARTY,FALSE,166,3668,576147,318425,5674.86
KXIPLPLAYOFF,TRUE,28,8101,576014,264486.36,4695.12
KXEARNINGSMENTIONJPM,FALSE,46,10043,575234,262067.24,3988.91
KXWTAFINALS,TRUE,6,3127,575173,226432.47,7641.26
KXMAXWELLPARDON,FALSE,24,1320,573024,13392.37,917.99
KXCOVVC,FALSE,321,11456,572790,56185.56,3425.47
KXRTSEVERANCES2,FALSE,16,3087,572639,128883.62,3397
KXUCLFINALIST,TRUE,150,7404,572062,243351.97,7645.31
KXWTAMAD,TRUE,8,4324,571367,314622.77,6080.68
KXCPICOMBO,FALSE,78,6453,570825,186889.14,6065.63
KXEMERCUTS,FALSE,427,4542,569936,242809.88,3643.18
KXLOWTSATX,FALSE,64,23751,569631,199535.27,2850.38
KXLOWTMIN,FALSE,64,27425,569140,202568.96,2877.88
KXNBARETURN,TRUE,44,6383,568884,192833.58,3844.47
KXLEAVITTMENTIONDURATION,FALSE,29,5848,566991,153450.56,1887.21
DEBATE,FALSE,3,9941,566815,328251.88,6271.93
KXEARNINGSMENTIONPYPL,FALSE,47,7428,563294,190550.68,3218.34
KXHURCTOTMAJ,FALSE,268,4682,562912,341948.06,5731.76
WTIW,FALSE,422,9754,562443,137756.96,5481.22
KXASIACUPCRICKET,TRUE,23,6962,562298,288827.63,4867.69
KXTOPALBUMRECORD,FALSE,44,7497,562088,103230.04,3085.64
KXEARNINGSMENTIONDELL,FALSE,53,12256,560753,219722.35,5460.02
KXUSDBRLMAX,FALSE,114,854,559658,144972.45,5040.5
KXNYCFINALMARGIN,FALSE,57,4839,559622,206823.38,5114.95
KXTWITCHSUBSKAICENAT,FALSE,69,4847,558691,445964.85,5562.89
KXNETFLIXTOPVIEWSMOVIE,FALSE,136,7411,557849,317249.67,2885.54
KXEARNINGSMENTIONKO,FALSE,33,11250,557673,183421.18,3747.96
KXSECHUD,FALSE,66,2875,557495,156730.6,5675.16
KXUCLCORNERS,TRUE,16,10331,556811,323103.86,7491.23
KXAFDPERCENT,FALSE,64,4121,555637,154270.56,4164.43
KXSECCOM,FALSE,77,1682,554923,284362.2,4396.66
KXBOSSNOWM,FALSE,121,9798,554060,276479.45,5618.97
KXTARIFFRATEPRC,FALSE,282,7863,553610,147829.81,4678.65
KXDALSNOWM,FALSE,126,9795,553187,243229.17,4598.85
KXVOTEFUNDING,FALSE,35,5680,552471,299612.09,2866.77
KXNYSEOPEN,FALSE,2,680,552441,540442.69,786.54
KXHURCTOT,FALSE,273,5027,549829,142164.55,3057.88
KXRTFDBLOODLINES,FALSE,46,4185,549012,380460.85,4451.01
KXVLADTENEVMENTION,FALSE,25,8739,548581,202890.17,3616.71
KXNCAASOFTBALL,TRUE,9,11812,547814,193134.27,6903.89
KXLOVEISBLINDMARRIAGE,FALSE,35,10142,545148,151217.78,3243.52
PRESPARTYNE2,FALSE,52,1231,544827,242322.77,2925.65
KXLIUSAELIMINATION,FALSE,6,6627,543768,30730.81,1305.46
KXALEAGUESPREAD,TRUE,58,7936,543737,140663.03,4485.96
KXBTCMAXW,FALSE,9,3277,542090,411685.48,2762.67
KXNASCARTOP5,TRUE,86,9682,540373,174466.68,6289.62
KXNFL2HWINNER,TRUE,7,5139,539808,236484.7,7122.11
KXSWINGSWEEP24,FALSE,43,2416,538948,314212.1,5031.48
KXLIIGAGAME,TRUE,78,16472,538574,282723.22,4429.75
KXGAPRIMARY,FALSE,73,5030,538031,199939.34,4428.92
KXMEDIACONSUMPTIONTSWIFT,FALSE,9,5358,537620,286848.58,4797.79
KXTRUMPACT,FALSE,107,9894,537335,358181.54,3080.48
KXEARNINGSMENTIONHOOD,FALSE,65,10697,536632,294270.73,4188.67
KXRTTRONARES,FALSE,46,6483,536555,237090.99,3675.44
KXFDA,FALSE,90,2794,536389,106550.4,4499.89
KXJAN6PARDON,FALSE,41,5171,535646,406099.34,5938.41
KXCANAL,FALSE,481,9190,535541,186336.24,8313.48
KXNBAMENTION-KXNBARISINGSTARS,TRUE,2,4116,534122,97717.72,1284.04
SENATEMD,FALSE,102,1584,533627,215412.34,2081.61
KXNFCAFCSB,TRUE,163,12541,533541,275692.48,8148.54
KXTOPALBUMBYTAYLORSWIFT,FALSE,107,4559,533239,512345.12,1315.05
KXTARIFFDECISIONRELEASE,FALSE,42,7518,533040,183132.4,4885.58
RAINSEA,FALSE,349,19510,532588,248875.84,5145.22
KXRTBLACKPHONE2,FALSE,29,5092,532357,203791.96,3400.21
KXWNBADELAY,TRUE,77,5630,529149,21721.88,1300.42
KXNBATOP5ROTY,TRUE,79,250,527567,521650.61,406.47
KXACOOPERMENTION,FALSE,11,4171,526203,91554.45,2277.64
KXGLASERMENTION,FALSE,4,13617,526157,203180.49,5801.39
KXETHMAXMON,FALSE,53,5450,526147,100725.65,4018.93
KXEARNINGSMENTIONGS,FALSE,38,7236,524957,226093.52,3043.28
KXEURUSDH,FALSE,72,8030,524850,227964.61,3712.96
KXMUSKTRILLION,FALSE,347,12169,524542,330740.73,6217.37
KXLOWTBOS,FALSE,64,24599,523213,187622.25,2154.98
KXPGAEAGLE,TRUE,9,5951,522682,183135.26,4450.51
KXNBASHOOTINGSTARS,TRUE,2,5125,522546,201711.27,6879.85
KXHUNGARYPARLIPARTY,FALSE,69,2371,522219,278794.09,5674.28
KXCOPPERD,FALSE,65,25092,521761,259973.44,5649.6
KXLOWTDC,FALSE,64,22680,521544,179698.25,2220.1
KXLEAVEBONDI,FALSE,176,4854,518300,93991.62,5136.76
KXNFL2PTCONV,TRUE,11,7335,518138,105152.52,5632.47
KXRTCONJURING,FALSE,32,4583,517976,179867.52,3919.91
KXDETSNOWM,FALSE,122,7423,516136,233835.47,5368.32
KXCCAPRICE,FALSE,26,231,514938,271470.37,8110.38
KXNETFLIXRANKMOVIEGLOBAL2,FALSE,155,9998,514476,156876.74,2747.35
KXTOPARTISTUSA,FALSE,192,11239,512664,129773.05,3861.54
KXEARNINGSMENTIONORCL,FALSE,59,7811,512537,271082.74,3848.17
KXLIVR1LEAD,TRUE,32,2883,511158,59533.1,2298.89
KXBBCHARTPOSITIONALBUM,FALSE,34,5592,511086,59148.77,1127.39
KXWOSTRACK,TRUE,9,4530,509401,131537.92,2911.38
KXLOWTLV,FALSE,64,21226,509328,181135.03,2184.01
KXIPOANTHROPIC,FALSE,63,2732,509221,85983.97,3313.75
KXWO-SILVER,TRUE,34,6070,508663,173266.67,3797.04
KXPERUPRESMATCHUP,FALSE,36,4053,507610,96252.24,3196.41
KXCS2,TRUE,63,9246,507504,164336.39,4891.46
KXRTNIGHTBITCH,FALSE,37,1977,506034,177314.01,4181.24
KXNFLDRAFTQB,TRUE,32,11648,505530,168180.57,3524.65
OIL,FALSE,173,5163,504874,145955.24,4154.9
KXRTM3GAN2,FALSE,36,3829,504351,239936,4281.75
KXNPBGAME,FALSE,1,10655,503520,287519.73,5687.57
KXNBERRECESSQ,FALSE,373,3557,503431,47361.37,2822.96
KXALBUMTRACKSBRUNO,FALSE,51,10131,502917,68075.59,2339.94
