report_ticker,is_sports,days_active,trades,contracts,yes_side_notional_volume,fees
KXNBAGAME,TRUE,303,39064988,11109596988,5262901631.38,159238413.57
KXMVESPORTSMULTIGAMEEXTENDED,TRUE,199,21214603,9607885992,809519680.3,37404327.69
KXNCAAMBGAME,TRUE,159,32139753,5936924987,2772523670.73,78141790.45
KXNFLGAME,TRUE,261,15597143,5246233650,2513770479.92,65635338.63
KXMVECROSSCATEGORY,TRUE,98,9848274,4172924481,498494574.92,22001728.59
KXNCAAFGAME,TRUE,210,12175475,4020168189,1939966171.24,47133103.06
KXMLBGAME,TRUE,302,17533151,3771836342,1905380060.48,59104200.04
KXATPMATCH,TRUE,302,13962080,3239368063,1653610577.25,45244958.42
KXBTCD,FALSE,588,30965592,3124322525,1526573110.85,33396304.22
KXBTC15M,FALSE,177,51006429,2670177162,1327454560.73,27928051.19
KXATPCHALLENGERMATCH,TRUE,144,18354012,2496952749,1285180931.14,27289857.46
KXPGATOUR,TRUE,363,4090931,1997987483,202517739.1,10265128.5
KXWTAMATCH,TRUE,292,8645335,1913242974,1005090926.07,26314489.98
KXNBASPREAD,TRUE,225,8872004,1520748497,723088064.31,27714778.84
KXNHLGAME,TRUE,298,9530211,1483309829,739041469.85,24458026.59
KXNBATOTAL,TRUE,225,8028760,1293947663,665389314.77,22434538.46
KXIPLGAME,TRUE,67,2620697,1047786863,504599916.58,12085528.53
KXNCAAMBSPREAD,TRUE,155,6786473,971784193,461298380.79,17726048.63
KXNFLSPREAD,TRUE,174,2477237,770243508,353441635.95,11357584.18
KXNCAAMBTOTAL,TRUE,155,5401889,731561736,358802445.9,12427750.2
KXMARMAD,TRUE,295,2298982,698866809,250246455.33,7917908.36
KXNCAAWBGAME,TRUE,133,5793146,688845806,298623567.06,5373745.63
KXEPLGAME,TRUE,300,3441915,628504803,282232652.45,7729261.14
KXMLBTOTAL,TRUE,108,4086983,584845998,286984867.23,8368512.13
KXUFCFIGHT,TRUE,296,4653016,576474918,268786443.6,7019471.29
PRES,FALSE,109,504425,537986877,259970747.36,0
KXUCLGAME,TRUE,229,2427091,435308501,180021567.25,5333512.84
KXITFWMATCH,TRUE,55,5744550,420003926,206503903.17,4386563.85
KXSB,TRUE,496,1542234,418665693,116632083.94,4867995.47
KXFEDDECISION,FALSE,582,548880,410534662,124994416.6,2291283.98
KXNFLTOTAL,TRUE,173,1502322,409558860,205226806.72,5795310.2
KXMVENFLSINGLEGAME,TRUE,108,1233383,389987165,31951035.26,1629575.21
KXNBA,TRUE,479,803380,388472397,82231314.18,3839612.67
KXMLBSPREAD,TRUE,108,2805489,371448566,165633236.59,5139943.97
KXWTACHALLENGERMATCH,TRUE,106,2414207,367737473,189401564.95,3959618.81
KXNBASERIES,TRUE,67,944167,338082565,146985860.19,4452106.93
KXBTC,FALSE,584,3615577,332771145,94617500.61,3347730.92
KXNCAAFSPREAD,TRUE,134,1448200,321287540,158504119.62,4768013.36
KXLALIGAGAME,TRUE,274,2070705,311879904,138560165.05,3788057.11
KXITFMATCH,TRUE,55,4262624,296074580,144573086.08,3112275.9
KXFEDCHAIRNOM,FALSE,313,205085,216970761,43296891.44,778317.41
KXWNBAGAME,TRUE,175,1481610,216058021,107843350.02,2327207.74
KXETH15M,FALSE,177,7932086,206396464,102190593.9,2030839.43
KXSERIEAGAME,TRUE,267,1299297,197454138,86407007.37,2254909.87
KXNCAAFTOTAL,TRUE,134,953042,194956078,97381874.44,2684870.85
KXNHLTOTAL,TRUE,210,1765257,194084115,98624112.93,2595877.34
KXINXU,FALSE,546,1140532,174982006,86461091.83,1007742.1
KXCS2GAME,TRUE,145,2619813,174018776,87683268.27,2105244.97
KXETHD,FALSE,584,1781959,169445171,81417097.12,1796530.54
KXTRUMPMENTION,FALSE,283,2377979,166430317,62560825.16,1178509.95
KXT20MATCH,TRUE,116,870872,158354363,76704052.68,1532400.55
KXPGAR1LEAD,TRUE,98,427160,151483295,10599237.01,487191.92
KXNBAWEST,TRUE,427,495468,146621054,57736495.74,2222373.13
KXNCAAF,TRUE,455,479664,145457933,40432358.56,1635916.44
KXBOXING,TRUE,190,657005,142619498,48510627.84,1336742.41
KXBUNDESLIGAGAME,TRUE,256,888439,142114457,63747278.57,1570882.18
POPVOTEMOV,FALSE,102,138532,135758025,21442287.1,0
KXNFLANYTD,TRUE,155,1001842,128868339,38010133.73,1344493.18
KXMLSGAME,TRUE,273,1278801,126736130,54478561.99,1350314.89
KXMVENFLMULTIGAMEEXTENDED,TRUE,44,307424,124332075,8884024.62,440269.53
KXMAYORNYCPARTY,FALSE,282,111243,121452244,49028219.25,638846.15
KXPRESNOMD,FALSE,576,166786,120833287,4667317.59,284486.39
KXGOVSHUTLENGTH,FALSE,208,537832,119537371,44776047.14,791723.35
KXFIRSTSUPERBOWLSONG,FALSE,31,448199,113517455,13897633.41,520630.8
KXHIGHNY,FALSE,589,2330972,113427566,29580126.87,697723.05
KXLOLGAME,TRUE,150,1660116,112384776,58721516.34,1261196.15
KXMLB,TRUE,431,376157,111293225,33249644.02,1410681.62
KXNFLNFCCHAMP,TRUE,391,445467,111166952,46463427.14,1714348.38
KXWMARMAD,TRUE,175,361385,110106143,55494257.49,1110505.9
KXEUROLEAGUEGAME,TRUE,171,1184485,108926769,59280948.98,1138497.75
KXLIGAMXGAME,TRUE,149,1349743,105481299,40945743.77,1176199.83
KXHIGHLAX,FALSE,517,2131046,104987276,22860840.5,559179.75
KXINTLFRIENDLYGAME,TRUE,57,887155,101623320,41958277.61,991041.43
KXLIGUE1GAME,TRUE,263,672077,97805511,45504242.89,1113539.64
KXNBAPTS,TRUE,196,1334812,95742843,47702309.79,1239568.47
KXMLBRFI,TRUE,91,776662,89286134,40232943.68,1395895.26
KXHIGHCHI,FALSE,589,1664154,87562243,21898002.3,475585.7
ECMOV,FALSE,97,103907,87011325,11122632.86,0
KXMASTERS,TRUE,62,204657,86824128,19644247.21,685411.49
KXNHLSPREAD,TRUE,211,982794,85634055,33478074.58,1145173.62
POPVOTEMOVSMALL,FALSE,61,62214,84757997,17616653.75,0
KXETH,FALSE,584,781624,84233326,31486652.68,1025005.21
KXSOL15M,FALSE,148,3901775,83124034,41185474.6,767360.46
KXMLBHR,TRUE,74,918105,82915863,13262061.26,602500.12
POPVOTE,FALSE,92,80422,82368078,42169469.01,0
KXNFLPREPACKSGP,TRUE,67,387659,82139794,24413799.32,1031078.91
KXNFLAFCCHAMP,TRUE,367,371960,81277880,34647736.32,1316986.41
KXCBAGAME,TRUE,146,1064442,79513777,40548556,758274.82
KXHIGHMIA,FALSE,589,1457403,77723118,20057925.78,398115.01
KXNASCARRACE,TRUE,181,589776,77602992,9297201.18,385068.18
KXNASDAQ100U,FALSE,532,430925,76913475,38967304.77,445973.32
KXMENWORLDCUP,TRUE,385,107173,75503976,3042679.8,241610.26
KXSUPERBOWLAD,FALSE,130,499498,72200453,20168439.95,634198.24
KXUSOPEN,TRUE,117,121700,70977560,9500007.58,449537.58
KXNHL,TRUE,399,208985,70304372,10985898.3,612797.77
KXGOVSHUT,FALSE,99,255225,67372379,50558840.34,647934.76
KXHIGHAUS,FALSE,589,1447591,66391662,18237372.69,462977.77
KXMLBSERIES,TRUE,17,180941,65358833,32700917.48,928052.44
INXD,FALSE,898,566688,64740834,13224771.72,495195.94
KXXRP15M,FALSE,114,2823242,63963196,30691631.63,559466.01
KXWBCGAME,TRUE,15,513928,63840492,31320359.4,725385.05
KXSAUDIPLGAME,TRUE,135,808679,63627175,27134932.47,591021.48
KXTRUMPMENTIONB,FALSE,108,970878,63232058,23172295.51,416433.16
KXNBAEAST,TRUE,425,150463,61400378,18111113.25,707116.97
KXMVENBASINGLEGAME,TRUE,147,365001,60724855,11101074.71,503127.11
KXMLBSTGAME,TRUE,34,1241572,59969362,31538572.26,670731.5
KXNFLMENTION,TRUE,125,1075292,59957224,32408760.48,383112.84
KXUELGAME,TRUE,111,454264,59771915,24314328.21,627035.47
KXUFCMOV,TRUE,51,690854,58189926,13734543.88,519007.1
KXVALORANTGAME,TRUE,154,1030562,57882537,28635644.31,708904.46
KXMAYORLA,FALSE,250,187985,57721781,15447361.27,680063.17
KXAAAGASM,FALSE,549,318198,57037523,26571708.35,636140.13
KXNBAMENTION,TRUE,186,1316882,56452611,30292196.29,352304.29
KXEFLCHAMPIONSHIPGAME,TRUE,185,506307,56043786,24454211.03,520781.94
KXMVECBCHAMPIONSHIP,TRUE,22,84065,54526683,1257932.82,70656.17
KXKHAMENEIOUT,FALSE,52,116948,54513052,9484775.46,450626.54
KXWTI,FALSE,152,1090315,53385212,27103780.49,573309.65
KXFOMEN,TRUE,132,128931,52574351,14236638.2,437439.19
KXNFLSBMVP,TRUE,31,274190,52221340,8544881.08,293807.24
NASDAQ100D,FALSE,577,601860,50707005,11771805.03,476173.16
KXNFLFIRSTTD,TRUE,156,320371,49677887,5306108.66,213920.87
KXNBA1HSPREAD,TRUE,108,555670,49533057,24133546.06,692653.59
KXLOLMAP,TRUE,156,847496,49356702,26647855.76,589097.7
KXTRUMPSAY,FALSE,302,684482,47675106,27840099.62,160547.27
KXWMENSINGLES,TRUE,120,94206,47405128,17181779.67,551960.3
KXPERFORMSUPERBOWLB,FALSE,209,338495,47345216,19047090.6,603730.14
KXNBA1HTOTAL,TRUE,109,493978,47253181,24405539.89,611204.12
INX,FALSE,264,236703,47170128,10344231.95,390140.86
KXEPLTOTAL,TRUE,192,318111,46786570,22009683.79,620145.26
KXAFCONGAME,TRUE,30,396919,46372539,19690591.66,477642.4
KXLLM1,FALSE,566,317069,46130076,12019949.25,341238.82
KXBRASILEIROGAME,TRUE,168,573417,45944388,19156862.1,445111.3
KXTHEOPEN,TRUE,118,91101,45866107,12083786.13,312238.5
KXCS2MAP,TRUE,150,713111,45399159,23374759.95,510766.42
KXPRESNOMR,FALSE,574,88101,45392401,2860461.02,145977.07
KXHIGHDEN,FALSE,563,1157245,45164824,12455582.6,328073.13
KXUCL,TRUE,262,215576,44879567,16567252.52,729204.28
KXARGPREMDIVGAME,TRUE,131,550306,44486259,17444211.28,423089.91
KXALEAGUEGAME,TRUE,149,484920,43966117,19004099.99,493256.46
KXIPL,TRUE,95,124152,43102059,14514968.01,345220.79
KXFIFAGAME,TRUE,36,391685,43075421,17489260.85,413730.71
KXJLEAGUEGAME,TRUE,111,471167,42798035,17564717.51,389999.27
KXNBA1HWINNER,TRUE,110,422248,42597600,17817964.36,487145.24
KXGOVCA,FALSE,321,91566,41931256,4145336.29,176389.89
KXNBAMVP,TRUE,295,112501,41513673,6954900.5,208919.1
KXPRESPERSON,FALSE,389,82975,41213802,2433283.56,146198.97
FED,FALSE,1471,125646,41130710,24749443.81,295352.02
KXF1RACE,TRUE,225,268463,40474011,11165789.99,378608.08
KXSBGUESTS,FALSE,120,360405,40270790,11204720.16,397033.44
KXLIGAPORTUGALGAME,TRUE,170,371472,40125103,17625824.23,328918.14
KXNHLSERIES,TRUE,67,173982,39773134,19803668.46,615718.28
KXMLBKS,TRUE,74,509714,38955297,18901593.01,521393.05
KXPGAR2LEAD,TRUE,77,144625,38523156,6956631.2,222207.83
KXPGATOP20,TRUE,142,317964,38168028,15091612.04,462686.55
KXNCAAFPREPACKSGP,TRUE,31,182988,37943771,11740915.74,456137.03
POPVOTEMOVSMALLER,FALSE,52,28607,37209372,6377351.55,0
KXAAAGASW,FALSE,578,350579,37008367,11756387.96,196610.27
KXHIGHPHIL,FALSE,563,819868,36623693,10238280.39,204261.51
KXSUPERLIGGAME,TRUE,151,333422,35974550,15866593.05,322137.04
KXBTCMAXY,FALSE,577,204299,35961124,9560260.39,333519.39
KXFACUPGAME,TRUE,55,285939,35805594,14970830.92,352493.07
SENATEAZ,FALSE,255,32342,35527760,14011783.64,8.25
KXUSOMENSINGLES,TRUE,152,71532,35449419,13274079.22,403881.03
KXPGA,TRUE,70,65496,35227767,6186688.41,196084.86
KXJBLEAGUEGAME,TRUE,77,577194,35094663,18778951.87,364449.12
KXSURVIVOR,FALSE,211,115529,35022109,5755672.86,98291.41
KXBTCMAX150,FALSE,517,197529,34596896,4264035.9,271133.34
KXNBLGAME,TRUE,112,376241,34429013,17495958.77,376636.3
KXNFLMVP,TRUE,350,103709,33409883,5831392.58,248378.18
KXMLBWORLD,TRUE,272,160899,33109649,11939789.08,389319.18
KXOSCARPIC,FALSE,382,184430,32130065,6518473.16,188375.56
NASDAQ100,FALSE,253,130952,31927396,6692934.58,263906.91
KXLAYOFFSYINFO,FALSE,331,61251,31860621,26853924.51,0
KXFOMENSINGLES,TRUE,111,56919,31812214,13288414.24,372873.64
KXMLBF5,TRUE,74,494433,31135412,15127881.93,415382.02
KXATPSETWINNER,TRUE,120,355901,30879205,16719316.96,363732.21
KXLALIGATOTAL,TRUE,173,243464,30693709,13940518.41,392536.95
KXNFL2TD,TRUE,154,182458,30417435,4596290.26,196291.74
KXCPIYOY,FALSE,578,168971,30415659,13616376.03,372764.07
KXWOHOCKEY,TRUE,25,181543,30292794,14461316.4,431288
KXNCAABBGAME,TRUE,108,421183,30201719,14175753.67,170062.56
KXGOVTSHUTDOWN,FALSE,9,66713,29962958,28513904,86934.3
KXKBLGAME,TRUE,101,414133,29919039,16345710.85,325579.1
KXNBATEAMTOTAL,TRUE,112,342349,29917264,17018604.03,390377.05
KXUNITEDCUPMATCH,TRUE,12,198681,29675472,14787782.2,336661.79
PRESPARTYFULL,FALSE,90,42121,29014254,8831655.99,0
POWER,FALSE,491,53255,28989370,7844204.71,202684.68
KXALIENS,FALSE,499,123454,28733136,5005763.47,274876.14
KXRAINNYC,FALSE,497,77106,28332699,26334943.7,33765.54
KXHEISMAN,TRUE,281,64055,28312813,3741841.11,172340.43
KXNFLRSHYDS,TRUE,123,242890,28157852,14105743.84,377603.1
NASDAQ100Y,FALSE,710,27868,28060766,1389677.69,80923.95
KXDIMAYORGAME,TRUE,98,363349,27801747,11228273.42,263907.27
KXWOMHOCKEY,TRUE,18,167544,27713248,14619655.35,240555.47
KXCOPADELREYGAME,TRUE,37,241835,27587724,10264163.71,251673.02
KXCONMEBOLLIBGAME,TRUE,42,337965,27383067,9872952.14,245353.48
KXNFLRECYDS,TRUE,116,235117,27256204,13099405.84,375817.88
KXOSCARACTO,FALSE,370,177146,26913311,6655806.05,237888.57
KXLALIGA2GAME,TRUE,106,275924,26699103,11500347.95,226982.82
KXMLBF5TOTAL,TRUE,73,404578,26358544,13243581.22,335302.27
CLOSESTSTATE,FALSE,90,84855,25979614,4839423.62,155165.04
KXCITRINI,FALSE,99,38492,25816264,6799700.56,0
KXAOMEN,TRUE,34,68561,25681248,8638930.37,266373.74
KXMAMDANIMENTION,FALSE,140,350469,25559938,6391313.24,125417.69
KXPGATOP10,TRUE,143,251599,25551766,8022289.38,270751.91
KXSECPRESSMENTION,FALSE,346,472088,25430217,9822625.05,176829.17
KXMLBAL,TRUE,396,92242,25403592,9586702.75,378587.7
KXLIVTOUR,TRUE,103,171292,25384026,5108057.51,178153.36
KXINX,FALSE,533,183763,25226438,8739152.54,145912.08
INXU,FALSE,231,136789,24979576,12313900.11,215497.46
KXNFLDRAFTPICK,TRUE,132,262653,24680741,6209152.12,175805.08
KXBTCY,FALSE,99,96695,24668727,1271927.88,0
KXRATECUTCOUNT,FALSE,531,84436,24635541,6005166.17,261486.53
KXDOTA2GAME,TRUE,156,437214,24552818,11715930.41,261227.75
KXDPWORLDTOUR,TRUE,104,191407,24527415,4104800.51,152106.42
KXUCLTOTAL,TRUE,140,170434,24452992,12321028.78,321261.68
KXPSLGAME,TRUE,33,146150,24031414,12495233.14,239474.1
KXTEAMSINSB,TRUE,109,96485,23957794,2785327.62,137873.57
KXHYPE15M,FALSE,79,1374027,23874942,11890626.07,167506.67
KXRT,FALSE,157,307263,23824311,7525422.73,135345.95
KXPGAR3LEAD,TRUE,85,99012,23816150,5419062.28,154457.9
KXNEXTTEAMGIANNIS,TRUE,187,115523,23634762,3719239.25,133224.49
KXPGATOP5,TRUE,143,222026,23415319,6794420.57,229122.45
KXNBACUP,TRUE,102,89046,23186538,10846691.6,339077.37
KXEREDIVISIEGAME,TRUE,157,212956,23185144,10732669.11,197566.18
KXBTCMINY,FALSE,480,135245,23112266,8275716.19,261861.15
KXWNBATOTAL,TRUE,33,320032,23053541,11687543.73,294280.58
KXGOVTSHUTLENGTH,FALSE,85,175665,22707210,13439630.66,188218.74
KXUECLGAME,TRUE,62,173654,22510672,9034249.56,213308.91
KXCSGOGAME,TRUE,46,185428,22384102,11797632.02,268706.84
KXCONMEBOLSUDGAME,TRUE,34,289375,22141038,8268506.08,196756.36
KXKY4R,FALSE,203,68976,21968173,7472212.88,181227.58
KXCONCACAFCCUPGAME,TRUE,48,230325,21937198,7701177.34,228928.6
KXSERIEATOTAL,TRUE,173,176147,21878301,9872825.39,282142.1
KXPGARYDERMATCH,TRUE,4,46238,21742630,10950402.02,308576.73
KXSPOTIFYD,FALSE,562,163051,21713644,8950713.78,135101.38
GOVPARTYNJ,FALSE,326,32376,21568887,7301900.77,180401.5
KXETHMAXY,FALSE,563,88639,20952849,7039968.42,238587.24
KXEPLSPREAD,TRUE,195,190093,20850689,6409745.28,226791.1
KXTOPARTIST,FALSE,506,60607,20447354,6887865.2,53409.26
KXNFLPASSYDS,TRUE,124,166604,20354032,10587270.99,264723.06
KXUSOWOMENSINGLES,TRUE,94,43775,20047643,7125210.83,195248.84
KXTOPMODEL,FALSE,530,100142,20039962,3447127.61,71477
PRESPARTYGA,FALSE,92,27702,20015705,10811262.43,0
KXVANCEMENTION,FALSE,100,268474,19921874,5141881.12,90563.07
KXTIME,FALSE,565,98601,19920315,9559376.6,122532.32
KXNBAREB,TRUE,195,296802,19883378,11487128.57,239408.36
KXBBLGAME,TRUE,92,285165,19808575,10736940.48,198003.96
KXNFLPREPACK2ML,TRUE,50,82197,19746910,7161627.24,263928.85
KXWWOMENSINGLES,TRUE,43,35043,19615868,6367647.95,193328.78
KXNFLPREPACK3ML,TRUE,40,78212,19582101,4455575.17,194940.2
KXT20WORLDCUP,TRUE,55,61829,19426879,6043296.6,171244.02
KXWNBASPREAD,TRUE,34,258708,19268640,9561104.13,260255.86
KXNFLPREPACK,TRUE,12,64527,19001196,6200392.39,237327.36
KXRANKLISTGOOGLESEARCH,FALSE,174,40861,18993821,4909632.56,101021.53
KXEUROCUPGAME,TRUE,50,239059,18960724,9962057.18,187640.36
KXNBA3PT,TRUE,196,291218,18718169,9961616.75,216509.4
KXVALORANTMAP,TRUE,120,313570,18609718,9352888.28,222657.5
KXDHSFUND,FALSE,86,102464,18499273,8167759.3,150526.56
KXFEDMENTION,FALSE,363,262795,18300220,8420709.66,146923.32
KXSENATETXR,FALSE,427,109368,18247931,7971150.2,185001.13
INXY,FALSE,519,24450,17580205,951765.99,56703.88
KXDOGE15M,FALSE,79,1091588,17467592,8650338.16,140072.54
KXMARMADROUND,TRUE,101,149994,17423911,5024172.61,169634.73
KXWTIW,FALSE,214,370179,17386331,3468545.31,120110.73
KXPREMIERLEAGUE,TRUE,365,70780,17364741,5128655.44,162703.43
KXEFLCUPGAME,TRUE,27,131908,17346418,7136364.1,180584.27
KXELECTIONMOVZOHRAN,FALSE,110,56216,17288611,3354200.58,141984.69
KXHORMUZNORM,FALSE,80,143204,17262852,4738113.6,171934.72
CONTROLH,FALSE,586,67714,17253562,8106597.71,196060.51
PRESPARTYPA,FALSE,92,44337,17082688,8887572.34,0
KXMAYORNYCNOMD,FALSE,234,42733,16963228,7568098.11,159938.89
KXMICHCOACH,TRUE,17,62607,16851846,2610377.06,108636.63
KXBERNIEMENTION,FALSE,88,269350,16806461,6479024.92,116396.26
KXEGYPLGAME,TRUE,67,224394,16743635,6914015.08,156182.34
HOUSEMOV,FALSE,118,44165,16295334,5246557.24,155915.72
KXCODGAME,TRUE,127,325860,16271852,8290478.09,193066.01
KXCLUBWCGAME,TRUE,27,94244,16122228,5411462.38,139148.03
KXMLBHIT,TRUE,73,387970,15992019,8070107.44,153518.39
KXMLBHRDERBY,TRUE,7,50936,15959260,3512007.86,158799.05
KXPAYROLLS,FALSE,587,86670,15743655,9250160.31,214313.99
KXCPI,FALSE,574,106539,15536188,8091445.77,202100.38
KXATTENDSOTU,FALSE,35,166801,15535513,7148810.22,103736.38
KXCABOUT,FALSE,488,128391,15504343,2770581.33,95500.04
KXBUNDESLIGA2GAME,TRUE,72,122143,15454854,6693759.35,127321.91
KXNBASERIESSCORE,TRUE,52,114342,15141835,3193533.35,146065.42
KXINXY,FALSE,569,85552,15003298,1945455.1,62946.96
KXNBAALLSTARMVP,TRUE,6,73504,15002262,2829361.18,100568.86
KXNPBGAME,TRUE,68,316503,15001390,8048190.87,182602.73
KXBUNDESLIGATOTAL,TRUE,153,119902,14958392,7697080.61,192149.4
KXUCLSPREAD,TRUE,145,139157,14669412,4276353.87,155393.67
KXNCAAMB1HWINNER,TRUE,48,141602,14650143,6335112.58,162451.11
KXFOWOMENSINGLES,TRUE,105,29488,14649296,6035862.63,178020
KXSENATETXD,FALSE,243,55301,14628466,5905573.76,103826.8
POPVOTEMOVPA,FALSE,85,35576,14576480,2269853.7,77141.61
PRESPARTYMI,FALSE,91,29563,14562666,7477651.46,0
KXBTCMAX125,FALSE,57,61153,14559169,7603758.76,177432.55
KXNCAAMBBIG10,TRUE,13,52416,14509196,6809306.98,166550.74
KXPGARYDER,TRUE,216,34544,14498774,6394786.63,196113.06
KXNBAFINALSMVP,TRUE,21,34097,14397277,4149588.04,106615.09
KXNBAAST,TRUE,196,215600,14392993,7756795.41,173408.47
KXMLSTOTAL,TRUE,90,179670,14354725,7284632.28,186893.19
KXSPACEXCOUNT,FALSE,475,113172,14292848,3445504.87,58871.52
KXKBOGAME,TRUE,65,316542,14196104,7669625.39,183153.46
KXBELGIANPLGAME,TRUE,150,163597,14155242,6638655.21,122757.83
KXNHLGOAL,TRUE,160,184169,14092804,5234908.1,115656.41
NASDAQ100U,FALSE,213,96785,14065659,6799615.09,119264.02
KXMLBTEAMTOTAL,TRUE,66,223832,13823976,7800726.85,185229.43
KXDJTJOINTSESSION,FALSE,35,110163,13744260,8337154.76,122775.2
KXLALIGASPREAD,TRUE,181,148057,13463733,4237117.68,147682.44
KXELECTIONMOVNJGOV,FALSE,89,37063,13426975,2377336.58,91718.21
KXFIBAGAME,TRUE,6,175643,13195438,6913522.48,122891.1
KXGDP,FALSE,581,95816,13076739,7771137.13,174033.77
KXCANADAPM,FALSE,199,16699,13061085,6586631.93,78161.48
KXEOWEEK,FALSE,219,68685,12957247,11053475.97,44803.83
KXWTA,TRUE,13,59714,12956647,6481270.74,181174.23
PRESPARTYIA,FALSE,85,25745,12931925,5836327.8,0
KXCHNSLGAME,TRUE,69,175157,12927812,6093321.02,120990.37
KXF1RACEPODIUM,TRUE,217,87576,12869472,6225377.63,129616.32
KXBNB15M,FALSE,79,943364,12790559,6374678.02,91013.18
KXSECAG,FALSE,92,31790,12672827,3390241.04,132141.39
KXATP,TRUE,15,49320,12667136,6050747,130049.19
KXMENTION,FALSE,11,191321,12652443,3894391.2,70724.46
KXNOBELPEACE,FALSE,548,31889,12592748,1269581.19,65815.07
KXGOVTCUTS,FALSE,565,64437,12507017,1417971.92,72684.08
KXEKSTRAKLASAGAME,TRUE,99,127515,12499423,5570567.37,94912.95
KXSECDEF,FALSE,81,39644,12461725,5857230.2,116029.44
KXNCAAMB1HSPREAD,TRUE,46,144825,12427133,6077485.4,184067.7
KXAOWOMEN,TRUE,33,37391,12424547,4953408.37,151548.76
KXSCOTTISHPREMGAME,TRUE,132,129848,12415010,5502758.17,100582.06
KXFOWOMEN,TRUE,124,54699,12405113,4761048.7,145355.92
KXNBAROY,TRUE,262,67592,12322353,4406306.61,175202.08
PRESPARTYNC,FALSE,90,20608,12258110,6632652.91,111475.43
KXALBUMSALES,FALSE,148,179459,12203993,5149789.71,119517.67
INXW,FALSE,520,156423,12187558,2931211.4,110741.03
KXAFCCLGAME,TRUE,39,141105,12167858,5118372.3,119507.91
KXNETFLIXRANKSHOW,FALSE,493,131298,12161771,2758274.09,50109.43
KXSECHHS,FALSE,100,43195,12146553,7735713.04,146089.35
KXNCAAMBACC,TRUE,17,47845,12070980,6158012.31,144422.29
KXSERIEBGAME,TRUE,85,131975,11901382,5178661.94,95317.32
KXNBACOY,TRUE,251,30362,11885623,3167840.16,68268.72
KXETHY,FALSE,98,34993,11788749,827173.58,0
KXNATHANSHD,TRUE,17,36929,11578739,5694497.67,43825.12
KXFIGHTMENTION,FALSE,70,226280,11517694,4263435.01,79320.08
KXBIDENPARDON,FALSE,74,50800,11480444,2408856.48,83658.5
KXECULPGAME,TRUE,74,198333,11432572,4893447.53,108507.7
KXNFLCOTY,TRUE,254,51244,11426093,2300240.91,76690.22
KXUSAIRANAGREEMENT,FALSE,346,103908,11404535,2450854.17,109229.84
KXMLBASGAME,TRUE,9,37468,11372204,5392096.5,144557.93
KXKLEAGUEGAME,TRUE,74,200776,11305659,5247736.08,105376.72
KXBOXINGMOV,TRUE,9,42552,11249716,2065758.81,71203.16
KXEPSTEIN,FALSE,478,138810,11241793,6066050.11,132828.12
KXNCAAMBSEC,TRUE,33,48325,11126316,5447881.09,164545.04
KXF1,TRUE,443,81155,11064287,2747613.32,98813.92
KXNCAAMBBIG12,TRUE,11,43209,11034715,5445775.59,121235.39
KXIWMEN,TRUE,19,33403,10963578,4166209.59,109152.61
KXHIGHTBOS,FALSE,121,356841,10933039,2801116.19,59091.27
KXMLBHRR,TRUE,73,275375,10901480,5978670.56,140184.84
KXFIBACHAMPLEAGUEGAME,TRUE,39,153034,10777447,5935521.88,108874.05
KXMLBNL,TRUE,407,47385,10756779,2538905.46,127267.89
KXNCAAMB1HTOTAL,TRUE,46,120495,10733289,5449400.36,140518.28
PRESPARTYNV,FALSE,92,26613,10639873,5588890.49,126696.87
KXNCAAWBSPREAD,TRUE,21,114885,10633135,5274455.39,146764.05
KXNEXTPOPE,FALSE,18,33764,10618663,1138843.31,53814.6
NASDAQ100W,FALSE,500,143276,10595512,2284636.53,93301.38
KXSNOWSTORM,FALSE,18,100560,10567143,3848556.06,77590.53
KXCOPPAITALIAGAME,TRUE,37,83020,10555058,3794001.37,97719.13
KXFED,FALSE,241,64834,10501702,2330356.92,22902.55
KXPRESMENTION,FALSE,8,198572,10499675,4250137.56,84250.23
KXMOVVAREDISTRICT,FALSE,61,22081,10473994,1281200.25,25196.61
KXNHLFIRSTGOAL,TRUE,156,70746,10434066,820628.5,36234.96
KXNCAAMENTION,TRUE,40,187501,10411013,5292807.8,58609.62
KXURYPDGAME,TRUE,76,173190,10352148,4485911.81,96693.8
KXSWINGSTATES24DJT,FALSE,62,25680,10331533,2764255.44,69902.77
LEAVEPOWELL,FALSE,617,32138,10327958,1222047.77,69243.32
KXHIGHTSFO,FALSE,143,420842,10272400,2360618.81,65861.86
KXTRUMPPARDON,FALSE,565,86021,10219501,2318696.63,80915.4
KXTRUMPOUT,FALSE,124,17717,10169381,334551.05,22477.18
KXHIGHTATL,FALSE,122,342971,10097055,2465655.83,52018.07
KXBTC2025100,FALSE,38,47550,10016515,2071519.7,91914.47
KXDENSUPERLIGAGAME,TRUE,74,94273,9971518,4448828.39,78238.42
KXNEXTIRANLEADER,FALSE,62,62827,9946642,3036495.26,88767.96
TNOTEW,FALSE,423,39963,9916895,684751.59,42561.26
KXNEXTNFLCOACH,TRUE,36,89487,9897720,2037425.56,68600.3
KXTRUMPOUT27,FALSE,209,47268,9887071,1394552.99,77518.33
KXCRICKETODIMATCH,TRUE,53,68194,9815628,4533566.84,100246.51
KXSWISSLEAGUEGAME,TRUE,111,104515,9772065,4535842.97,86359.1
RATECUT,FALSE,683,16703,9758096,3969377.45,78316.45
