date,resource_description,volume
2025-11-04,CBB-W1G29-251103-M,250
2025-11-04,CBB-W1G30-251103-M,18
2025-11-04,CBB-W1G31-251103-M,119
2025-11-04,CBB-W1G32-251103-M,3044
2025-11-04,CBB-W1G33-251103-M,1415
2025-11-04,CBB-W1G34-251103-M,1133
2025-11-04,CBB-W1G35-251103-M,902
2025-11-04,CBB-W1G37-251103-M,96
2025-11-04,CBB-W1G38-251103-M,2116
2025-11-04,CBB-W1G39-251103-M,117
2025-11-04,CBB-W1G4-251103-M,450
2025-11-04,CBB-W1G40-251103-M,1409
2025-11-04,CBB-W1G41-251103-M,449
2025-11-04,CBB-W1G42-251103-M,469
2025-11-04,CBB-W1G44-251103-M,1259
2025-11-04,CBB-W1G46-251103-M,26
2025-11-04,CBB-W1G47-251103-M,44
2025-11-04,CBB-W1G48-251103-M,1070
2025-11-04,CBB-W1G49-251103-M,77
2025-11-04,CBB-W1G5-251103-M,10623
2025-11-04,CBB-W1G50-251103-M,376
2025-11-04,CBB-W1G51-251103-M,111
2025-11-04,CBB-W1G52-251103-M,251
2025-11-04,CBB-W1G54-251103-M,49
2025-11-04,CBB-W1G55-251103-M,85
2025-11-04,CBB-W1G56-251103-M,604
2025-11-04,CBB-W1G57-251103-M,64
2025-11-04,CBB-W1G58-251103-M,692
2025-11-04,CBB-W1G59-251103-M,1536
2025-11-04,CBB-W1G6-251103-M,407
2025-11-04,CBB-W1G60-251103-M,98
2025-11-04,CBB-W1G61-251103-M,300
2025-11-04,CBB-W1G62-251103-M,36
2025-11-04,CBB-W1G64-251103-M,2407
2025-11-04,CBB-W1G65-251103-M,58
2025-11-04,CBB-W1G66-251103-M,442
2025-11-04,CBB-W1G67-251103-M,159
2025-11-04,CBB-W1G68-251103-M,110
2025-11-04,CBB-W1G69-251103-M,738
2025-11-04,CBB-W1G7-251103-M,8182
2025-11-04,CBB-W1G70-251103-M,550
2025-11-04,CBB-W1G71-251103-M,138
2025-11-04,CBB-W1G72-251103-M,15
2025-11-04,CBB-W1G73-251103-M,10
2025-11-04,CBB-W1G74-251103-M,214
2025-11-04,CBB-W1G76-251103-M,107
2025-11-04,CBB-W1G77-251103-M,17
2025-11-04,CBB-W1G78-251103-M,126
2025-11-04,CBB-W1G8-251103-M,963
2025-11-04,CBB-W1G80-251103-M,512
2025-11-04,CBB-W1G81-251103-M,325
2025-11-04,CBB-W1G82-251103-M,58
2025-11-04,CBB-W1G84-251103-M,125
2025-11-04,CBB-W1G85-251103-M,342
2025-11-04,CBB-W1G86-251103-M,68
2025-11-04,CBB-W1G87-251103-M,1001
2025-11-04,CBB-W1G88-251103-M,75
2025-11-04,CBB-W1G89-251103-M,152
2025-11-04,CBB-W1G9-251103-M,2422
2025-11-04,CBB-W1G90-251103-M,669
2025-11-04,CBB-W1G91-251103-M,554
2025-11-04,CBB-W1G92-251103-M,62
2025-11-04,CBB-W1G93-251103-M,616
2025-11-04,CBB-W1G94-251103-M,645
2025-11-04,CBB-W1G95-251103-M,186
2025-11-04,CBB-W1G96-251103-M,2007
2025-11-04,CBB-W1G98-251103-M,527
2025-11-04,CBB-W1G99-251103-M,38364
2025-11-04,CFB-W11G1-251104-M,89210
2025-11-04,CFB-W11G10-251108-M,185
2025-11-04,CFB-W11G11-251108-M,2177
2025-11-04,CFB-W11G13-251108-M,310
2025-11-04,CFB-W11G14-251108-M,10
2025-11-04,CFB-W11G15-251108-M,175
2025-11-04,CFB-W11G16-251108-M,533
2025-11-04,CFB-W11G17-251108-M,1949
2025-11-04,CFB-W11G2-251104-M,16268
2025-11-04,CFB-W11G20-251108-M,1284
2025-11-04,CFB-W11G21-251108-M,279
2025-11-04,CFB-W11G22-251108-M,1348
2025-11-04,CFB-W11G23-251108-M,149
2025-11-04,CFB-W11G24-251108-M,179
2025-11-04,CFB-W11G25-251108-M,359
2025-11-04,CFB-W11G26-251108-M,168
2025-11-04,CFB-W11G27-251108-M,353
2025-11-04,CFB-W11G28-251108-M,6070
2025-11-04,CFB-W11G29-251108-M,360
2025-11-04,CFB-W11G3-251105-M,1623
2025-11-04,CFB-W11G30-251108-M,3848
2025-11-04,CFB-W11G31-251108-M,11
2025-11-04,CFB-W11G32-251108-M,29
2025-11-04,CFB-W11G4-251105-M,6292
2025-11-04,CFB-W11G5-251106-M,300
2025-11-04,CFB-W11G6-251106-M,518
2025-11-04,CFB-W11G7-251107-M,1758
2025-11-04,CFB-W11G8-251107-M,554
2025-11-04,CFB-W11G9-251107-M,110
2025-11-04,CFB-WNACC,29
2025-11-04,CFB-WNBTWLV,62
2025-11-04,CFB-WNCFC,775
2025-11-04,CFB-WNSEC,106
2025-11-04,EC-RATECUT25,68
2025-11-04,ELECT-NYCMAYOR25,12634
2025-11-04,EPL-WNEPLC,1098
2025-11-04,GOLF-WNWWTC,61
2025-11-04,MLS-2S5G2-251103-M,758
2025-11-04,MLS-WNMC,2253
2025-11-04,NBA-W3G1-251103-M,163883
2025-11-04,NBA-W3G10-251104-M,300578
2025-11-04,NBA-W3G11-251104-M,69111
2025-11-04,NBA-W3G12-251104-M,155820
2025-11-04,NBA-W3G13-251104-M,72059
2025-11-04,NBA-W3G14-251104-M,82232
2025-11-04,NBA-W3G15-251104-M,130482
2025-11-04,NBA-W3G16-251105-M,3062
2025-11-04,NBA-W3G17-251105-M,953
2025-11-04,NBA-W3G18-251105-M,1599
2025-11-04,NBA-W3G19-251105-M,85
2025-11-04,NBA-W3G2-251103-M,223685
2025-11-04,NBA-W3G20-251105-M,1116
2025-11-04,NBA-W3G21-251105-M,116
2025-11-04,NBA-W3G22-251105-M,50
2025-11-04,NBA-W3G23-251105-M,232
2025-11-04,NBA-W3G24-251105-M,329
2025-11-04,NBA-W3G25-251105-M,172
2025-11-04,NBA-W3G26-251105-M,446
2025-11-04,NBA-W3G27-251106-M,18
2025-11-04,NBA-W3G3-251103-M,192221
2025-11-04,NBA-W3G4-251103-M,45985
2025-11-04,NBA-W3G5-251103-M,179873
2025-11-04,NBA-W3G6-251103-M,82307
2025-11-04,NBA-W3G7-251103-M,147297
2025-11-04,NBA-W3G8-251103-M,789760
2025-11-04,NBA-W3G9-251103-M,595643
2025-11-04,NBA-WNPBC,2947
2025-11-04,NFL-W10G1-251106-M,103845
2025-11-04,NFL-W10G10-251109-M,2081
2025-11-04,NFL-W10G11-251109-M,3169
2025-11-04,NFL-W10G12-251109-M,1147
2025-11-04,NFL-W10G13-251109-M,2700
2025-11-04,NFL-W10G14-251110-M,11368
2025-11-04,NFL-W10G2-251109-M,5399
2025-11-04,NFL-W10G3-251109-M,1937
2025-11-04,NFL-W10G4-251109-M,4419
2025-11-04,NFL-W10G5-251109-M,3610
2025-11-04,NFL-W10G6-251109-M,5221
2025-11-04,NFL-W10G7-251109-M,6991
2025-11-04,NFL-W10G8-251109-M,4715
2025-11-04,NFL-W10G9-251109-M,14018
2025-11-04,NFL-W9G14-251103-M,2959996
2025-11-04,NFL-WNAFCC,275
2025-11-04,NFL-WNNFCC,5460
2025-11-04,NFL-WNNFLC,4052
2025-11-04,NHL-W5G1-251103-M,58732
2025-11-04,NHL-W5G10-251104-M,8782
2025-11-04,NHL-W5G11-251104-M,11580
2025-11-04,NHL-W5G12-251104-M,3433
2025-11-04,NHL-W5G13-251104-M,16371
2025-11-04,NHL-W5G14-251104-M,20058
2025-11-04,NHL-W5G15-251105-M,97
2025-11-04,NHL-W5G16-251105-M,10
2025-11-04,NHL-W5G18-251105-M,82
2025-11-04,NHL-W5G19-251105-M,16
2025-11-04,NHL-W5G2-251103-M,46706
2025-11-04,NHL-W5G21-251106-M,38
2025-11-04,NHL-W5G22-251106-M,6
2025-11-04,NHL-W5G3-251103-M,60765
2025-11-04,NHL-W5G4-251103-M,49239
2025-11-04,NHL-W5G5-251104-M,13609
2025-11-04,NHL-W5G6-251104-M,9814
2025-11-04,NHL-W5G7-251104-M,13268
2025-11-04,NHL-W5G8-251104-M,6900
2025-11-04,NHL-W5G9-251104-M,6637
2025-11-04,NHL-WNNC,250
2025-11-04,UCL-W4G1-251104-M,13121
2025-11-04,UCL-W4G10-251105-M,131
2025-11-04,UCL-W4G11-251105-M,188
2025-11-04,UCL-W4G12-251105-M,550
2025-11-04,UCL-W4G13-251105-M,592
2025-11-04,UCL-W4G14-251105-M,869
2025-11-04,UCL-W4G15-251105-M,1174
2025-11-04,UCL-W4G16-251105-M,125
2025-11-04,UCL-W4G17-251105-M,373
2025-11-04,UCL-W4G18-251105-M,111
2025-11-04,UCL-W4G2-251104-M,11327
2025-11-04,UCL-W4G3-251104-M,10155
2025-11-04,UCL-W4G4-251104-M,4895
2025-11-04,UCL-W4G5-251104-M,9350
2025-11-04,UCL-W4G6-251104-M,39890
2025-11-04,UCL-W4G7-251104-M,5708
2025-11-04,UCL-W4G8-251104-M,42607
2025-11-04,UCL-W4G9-251104-M,2515
2025-11-04,UCL-WNCLW,50
2025-11-04,Center ;,5273175
2025-11-04,Center ; 251104 04/30/2026 06:00 pm Binary Open 2045 2045 .83 .83 .81,0
2025-11-04,Center ; 251104/30/2026 06:00 pm Binary Open,0
2025-11-04,Center ; 25110404/30/2026 06:00 pm Binary Open,0
2025-11-04,Center ; 25110404/30/2026 06:00 pm Binary Open 257 257 .59 .59 .59,0
2025-11-04,Center ; 251107 04/30/2026 06:00 pm Binary Open,0
2025-11-04,Center (Binghamton) ; 25110804/30/2026 06:00 pm Binary Open,0
2025-11-04,Center (Binghamton) ;,251108
2025-11-04,Center ; 251108 04/30/2026 06:00 pm Binary Open,0
2025-11-04,Center ; 25110804/30/2026 06:00 pm Binary Open,0
2025-11-04,Center ; 25110311/03/2025 11:17 pm Binary Open 0 0,2
2025-11-04,Center ; 251103 11/03/2025 11:17 pm Binary Open 6 .9 .9 .9 .9 100 1,0
2025-11-04,Center ; 251103 11/03/2025 11:17 pm Binary Open 100 1,0
2025-11-04,Center ; 251103 11/03/2025 11:17 pm Binary Open 0 0,3
2025-11-05,CBB-W1G110-251104-M,5132
2025-11-05,CBB-W1G111-251104-M,7180
2025-11-05,CBB-W1G112-251104-M,1139
2025-11-05,CBB-W1G113-251104-M,3871
2025-11-05,CBB-W1G114-251104-M,5876
2025-11-05,CBB-W1G115-251104-M,895
2025-11-05,CBB-W1G116-251104-M,2503
2025-11-05,CBB-W1G117-251104-M,9022
2025-11-05,CBB-W1G118-251104-M,1481
2025-11-05,CBB-W1G119-251104-M,920
2025-11-05,CBB-W1G120-251104-M,1832
2025-11-05,CBB-W1G121-251104-M,2393
2025-11-05,CBB-W1G122-251104-M,4257
2025-11-05,CBB-W1G123-251104-M,77100
2025-11-05,CBB-W1G124-251104-M,1786
2025-11-05,CBB-W1G125-251104-M,5660
2025-11-05,CBB-W1G126-251104-M,4683
2025-11-05,CBB-W1G127-251104-M,10430
2025-11-05,CBB-W1G128-251104-M,15171
2025-11-05,CBB-W1G129-251105-M,5862
2025-11-05,CBB-W1G130-251105-M,11302
2025-11-05,CBB-W1G131-251105-M,1198
2025-11-05,CBB-W1G132-251105-M,3898
2025-11-05,CBB-W1G133-251105-M,6920
2025-11-05,CBB-W1G134-251105-M,3408
2025-11-05,CBB-W1G135-251105-M,2340
2025-11-05,CBB-W1G136-251105-M,6375
2025-11-05,CBB-W1G137-251105-M,1222
2025-11-05,CBB-W1G138-251105-M,2304
2025-11-05,CBB-W1G139-251105-M,2400
2025-11-05,CBB-W1G140-251105-M,660
2025-11-05,CBB-W1G141-251105-M,314
2025-11-05,CBB-W1G142-251105-M,1664
2025-11-05,CBB-W1G144-251106-M,20
2025-11-05,CBB-W1G151-251106-M,9
2025-11-05,CBB-W1G190-251107-M,741
2025-11-05,CBB-W1G227-251108-M,2
2025-11-05,CFB-W11G1-251104-M,156226
2025-11-05,CFB-W11G10-251108-M,467
2025-11-05,CFB-W11G11-251108-M,4394
2025-11-05,CFB-W11G13-251108-M,33
2025-11-05,CFB-W11G14-251108-M,643
2025-11-05,CFB-W11G15-251108-M,1014
2025-11-05,CFB-W11G16-251108-M,1182
2025-11-05,CFB-W11G17-251108-M,1249
2025-11-05,CFB-W11G18-251108-M,415
2025-11-05,CFB-W11G19-251108-M,589
2025-11-05,CFB-W11G2-251104-M,159403
2025-11-05,CFB-W11G20-251108-M,355
2025-11-05,CFB-W11G21-251108-M,1362
2025-11-05,CFB-W11G22-251108-M,3353
2025-11-05,CFB-W11G23-251108-M,401
2025-11-05,CFB-W11G24-251108-M,320
2025-11-05,CFB-W11G25-251108-M,224
2025-11-05,CFB-W11G26-251108-M,154
2025-11-05,CFB-W11G27-251108-M,175
2025-11-05,CFB-W11G28-251108-M,11426
2025-11-05,CFB-W11G29-251108-M,543
2025-11-05,CFB-W11G3-251105-M,52554
2025-11-05,CFB-W11G30-251108-M,1008
2025-11-05,CFB-W11G31-251108-M,68
2025-11-05,CFB-W11G32-251108-M,216
2025-11-05,CFB-W11G33-251108-M,1731
2025-11-05,CFB-W11G34-251108-M,2059
2025-11-05,CFB-W11G35-251108-M,1108
2025-11-05,CFB-W11G36-251108-M,423
2025-11-05,CFB-W11G4-251105-M,77788
2025-11-05,CFB-W11G5-251106-M,1055
2025-11-05,CFB-W11G6-251106-M,5501
2025-11-05,CFB-W11G7-251107-M,1875
2025-11-05,CFB-W11G8-251107-M,1901
2025-11-05,CFB-W11G9-251107-M,1490
2025-11-05,CFB-WNACC,9
2025-11-05,CFB-WNCFC,2751
2025-11-05,CFB-WNMAC,1
2025-11-05,EC-CPIO,652
2025-11-05,EC-RATECUT25,90
2025-11-05,ELECT-NYCMAYOR25,3020
2025-11-05,EPL-WNEPLC,139
2025-11-05,F1-WNCHPDRI,2
2025-11-05,GOLF-WNWWTC,3208
2025-11-05,MLS-WNMC,4262
2025-11-05,NBA-W3G10-251104-M,599000
2025-11-05,NBA-W3G11-251104-M,272867
2025-11-05,NBA-W3G12-251104-M,513936
2025-11-05,NBA-W3G13-251104-M,216522
2025-11-05,NBA-W3G14-251104-M,610769
2025-11-05,NBA-W3G15-251104-M,897309
2025-11-05,NBA-W3G16-251105-M,256825
2025-11-05,NBA-W3G17-251105-M,37953
2025-11-05,NBA-W3G18-251105-M,58417
2025-11-05,NBA-W3G19-251105-M,29947
2025-11-05,NBA-W3G20-251105-M,61002
2025-11-05,NBA-W3G21-251105-M,24755
2025-11-05,NBA-W3G22-251105-M,20011
2025-11-05,NBA-W3G23-251105-M,24151
2025-11-05,NBA-W3G24-251105-M,95162
2025-11-05,NBA-W3G25-251105-M,113936
2025-11-05,NBA-W3G26-251105-M,56167
2025-11-05,NBA-W3G27-251106-M,92
2025-11-05,NBA-W3G28-251107-M,85
2025-11-05,NBA-W3G29-251107-M,15
2025-11-05,NBA-W3G30-251107-M,55
2025-11-05,NBA-W3G31-251107-M,58
2025-11-05,NBA-W3G32-251107-M,256
2025-11-05,NBA-W3G33-251107-M,2
2025-11-05,NBA-W3G34-251107-M,2
2025-11-05,NBA-W3G35-251107-M,128
2025-11-05,NBA-W3G36-251107-M,70
2025-11-05,NBA-W3G37-251107-M,44
2025-11-05,NBA-W3G38-251107-M,104
2025-11-05,NBA-WNPBC,1656
2025-11-05,NFL-W10G1-251106-M,88423
2025-11-05,NFL-W10G10-251109-M,4508
2025-11-05,NFL-W10G11-251109-M,7838
2025-11-05,NFL-W10G12-251109-M,6604
2025-11-05,NFL-W10G13-251109-M,8001
2025-11-05,NFL-W10G14-251110-M,14417
2025-11-05,NFL-W10G2-251109-M,7313
2025-11-05,NFL-W10G3-251109-M,2721
2025-11-05,NFL-W10G4-251109-M,4738
2025-11-05,NFL-W10G5-251109-M,10647
2025-11-05,NFL-W10G6-251109-M,11747
2025-11-05,NFL-W10G7-251109-M,11571
2025-11-05,NFL-W10G8-251109-M,3917
2025-11-05,NFL-W10G9-251109-M,10011
2025-11-05,NFL-WNAFCC,460
2025-11-05,NFL-WNNFCC,250
2025-11-05,NFL-WNNFLC,2784
2025-11-05,NHL-W5G10-251104-M,45654
2025-11-05,NHL-W5G11-251104-M,72745
2025-11-05,NHL-W5G12-251104-M,42074
2025-11-05,NHL-W5G13-251104-M,59324
2025-11-05,NHL-W5G14-251104-M,69147
2025-11-05,NHL-W5G15-251105-M,18319
2025-11-05,NHL-W5G16-251105-M,21319
2025-11-05,NHL-W5G17-251105-M,20998
2025-11-05,NHL-W5G18-251105-M,7783
2025-11-05,NHL-W5G19-251105-M,1871
2025-11-05,NHL-W5G20-251106-M,41
2025-11-05,NHL-W5G21-251106-M,365
2025-11-05,NHL-W5G22-251106-M,665
2025-11-05,NHL-W5G23-251106-M,2
2025-11-05,NHL-W5G24-251106-M,164
2025-11-05,NHL-W5G25-251106-M,42
2025-11-05,NHL-W5G26-251106-M,737
2025-11-05,NHL-W5G27-251106-M,50
2025-11-05,NHL-W5G28-251106-M,67
2025-11-05,NHL-W5G5-251104-M,25547
2025-11-05,NHL-W5G6-251104-M,58314
2025-11-05,NHL-W5G7-251104-M,50902
2025-11-05,NHL-W5G8-251104-M,20342
2025-11-05,NHL-W5G9-251104-M,21506
2025-11-05,NHL-WNNC,22
2025-11-05,UCL-W4G10-251105-M,10638
2025-11-05,UCL-W4G11-251105-M,44182
2025-11-05,UCL-W4G12-251105-M,17566
2025-11-05,UCL-W4G13-251105-M,147871
2025-11-05,UCL-W4G14-251105-M,21242
2025-11-05,UCL-W4G15-251105-M,6900
2025-11-05,UCL-W4G16-251105-M,7360
2025-11-05,UCL-W4G17-251105-M,5374
2025-11-05,UCL-W4G18-251105-M,4999
2025-11-05,UCL-W4G8-251104-M,1
2025-11-05,Center ;,2511043
2025-11-05,Center ; 251104 11/05/2025 12:07 am Binary Open 992 .83 .84 .8 .8 100 1,0
2025-11-05,Center ; 25110411/05/2025 12:07 am Binary Open 100 1,0
2025-11-05,Center ; 25110411/05/2025 12:07 am Binary Open 384 .6 .6 .55 .6 0 0,1
2025-11-05,Center ; 25110411/05/2025 12:07 am Binary Open 0 0,1
2025-11-05,Center ; 251107 04/30/2026 06:00 pm Binary Open,0
2025-11-05,Center (Binghamton) ; 25110804/30/2026 06:00 pm Binary Open,0
2025-11-05,Center (Binghamton) ;,251108
2025-11-05,Center ; 251108 04/30/2026 06:00 pm Binary Open,0
2025-11-05,Center ; 25110804/30/2026 06:00 pm Binary Open,0
2025-11-06,CBB-W1G129-251105-M,22057
2025-11-06,CBB-W1G130-251105-M,14696
2025-11-06,CBB-W1G131-251105-M,1410
2025-11-06,CBB-W1G132-251105-M,1401
2025-11-06,CBB-W1G133-251105-M,9184
2025-11-06,CBB-W1G134-251105-M,7838
2025-11-06,CBB-W1G135-251105-M,4207
2025-11-06,CBB-W1G136-251105-M,18096
2025-11-06,CBB-W1G137-251105-M,2465
2025-11-06,CBB-W1G138-251105-M,10561
2025-11-06,CBB-W1G139-251105-M,16915
2025-11-06,CBB-W1G140-251105-M,2674
2025-11-06,CBB-W1G141-251105-M,2236
2025-11-06,CBB-W1G142-251105-M,32534
2025-11-06,CBB-W1G143-251106-M,651
2025-11-06,CBB-W1G144-251106-M,17027
2025-11-06,CBB-W1G145-251106-M,4597
2025-11-06,CBB-W1G146-251106-M,8940
2025-11-06,CBB-W1G147-251106-M,4579
2025-11-06,CBB-W1G148-251106-M,108
2025-11-06,CBB-W1G149-251106-M,7758
2025-11-06,CBB-W1G150-251106-M,368
2025-11-06,CBB-W1G151-251106-M,2288
2025-11-06,CBB-W1G152-251106-M,898
2025-11-06,CBB-W1G153-251106-M,2753
2025-11-06,CBB-W1G154-251106-M,1644
2025-11-06,CBB-W1G155-251106-M,2093
2025-11-06,CBB-W1G156-251106-M,1241
2025-11-06,CBB-W1G157-251106-M,8107
2025-11-06,CBB-W1G158-251106-M,851
2025-11-06,CBB-W1G159-251106-M,304
2025-11-06,CBB-W1G160-251106-M,906
2025-11-06,CBB-W1G161-251106-M,287
2025-11-06,CBB-W1G162-251106-M,234
2025-11-06,CBB-W1G163-251106-M,375
2025-11-06,CBB-W1G164-251106-M,247
2025-11-06,CBB-W1G165-251106-M,1669
2025-11-06,CBB-W1G166-251106-M,848
2025-11-06,CBB-W1G167-251106-M,364
2025-11-06,CBB-W1G190-251107-M,3769
2025-11-06,CBB-W1G227-251108-M,415
2025-11-06,CBB-W1G267-251108-M,226
2025-11-06,CBB-W1G283-251108-M,35
2025-11-06,CFB-W11G10-251108-M,537
2025-11-06,CFB-W11G11-251108-M,9499
2025-11-06,CFB-W11G13-251108-M,249
2025-11-06,CFB-W11G14-251108-M,1106
2025-11-06,CFB-W11G15-251108-M,1089
2025-11-06,CFB-W11G16-251108-M,1341
2025-11-06,CFB-W11G17-251108-M,2060
2025-11-06,CFB-W11G18-251108-M,222
2025-11-06,CFB-W11G19-251108-M,2017
2025-11-06,CFB-W11G20-251108-M,628
2025-11-06,CFB-W11G21-251108-M,3956
2025-11-06,CFB-W11G22-251108-M,10417
2025-11-06,CFB-W11G23-251108-M,446
2025-11-06,CFB-W11G24-251108-M,645
2025-11-06,CFB-W11G25-251108-M,376
2025-11-06,CFB-W11G26-251108-M,352
2025-11-06,CFB-W11G27-251108-M,649
2025-11-06,CFB-W11G28-251108-M,13046
2025-11-06,CFB-W11G29-251108-M,861
2025-11-06,CFB-W11G3-251105-M,177290
2025-11-06,CFB-W11G30-251108-M,3111
2025-11-06,CFB-W11G31-251108-M,19
2025-11-06,CFB-W11G32-251108-M,155
2025-11-06,CFB-W11G33-251108-M,3036
2025-11-06,CFB-W11G34-251108-M,7506
2025-11-06,CFB-W11G35-251108-M,2457
2025-11-06,CFB-W11G36-251108-M,732
2025-11-06,CFB-W11G4-251105-M,144969
2025-11-06,CFB-W11G5-251106-M,35891
2025-11-06,CFB-W11G6-251106-M,88941
2025-11-06,CFB-W11G7-251107-M,2455
2025-11-06,CFB-W11G8-251107-M,4343
2025-11-06,CFB-W11G9-251107-M,3628
2025-11-06,CFB-WNACC,500
2025-11-06,CFB-WNBTWLV,400
2025-11-06,CFB-WNCFC,1903
2025-11-06,CFB-WNSEC,154
2025-11-06,EC-CPIO,1514
2025-11-06,EC-RATECUT25,68
2025-11-06,EPL-W11G1-251108-M,91
2025-11-06,EPL-W11G10-251109-M,317
2025-11-06,EPL-W11G2-251108-M,60
2025-11-06,EPL-W11G3-251108-M,90
2025-11-06,EPL-W11G4-251108-M,329
2025-11-06,EPL-W11G5-251108-M,88
2025-11-06,EPL-W11G6-251109-M,36
2025-11-06,EPL-W11G7-251109-M,6
2025-11-06,EPL-W11G8-251109-M,25
2025-11-06,EPL-WNEPLC,8
2025-11-06,ESP-W12G1-251107-M,219
2025-11-06,ESP-W12G10-251109-M,5
2025-11-06,ESP-W12G3-251108-M,5
2025-11-06,ESP-W12G4-251108-M,30
2025-11-06,ESP-W12G5-251108-M,5
2025-11-06,ESP-W12G7-251109-M,1000
2025-11-06,ESP-W12G9-251109-M,100
2025-11-06,F1-WNCHPDRI,1
2025-11-06,GOLF-WNWWTC,13714
2025-11-06,ITSA-W11G10-251109-M,5
2025-11-06,ITSA-W11G4-251108-M,5
2025-11-06,ITSA-W11G5-251108-M,5
2025-11-06,ITSA-W11G9-251109-M,5
2025-11-06,MLS-WNMC,1213
2025-11-06,NBA-W3G16-251105-M,386101
2025-11-06,NBA-W3G17-251105-M,215873
2025-11-06,NBA-W3G18-251105-M,187572
2025-11-06,NBA-W3G19-251105-M,90571
2025-11-06,NBA-W3G20-251105-M,312940
2025-11-06,NBA-W3G21-251105-M,122289
2025-11-06,NBA-W3G22-251105-M,251431
2025-11-06,NBA-W3G23-251105-M,240928
2025-11-06,NBA-W3G24-251105-M,926459
2025-11-06,NBA-W3G25-251105-M,559575
2025-11-06,NBA-W3G26-251105-M,456995
2025-11-06,NBA-W3G27-251106-M,238363
2025-11-06,NBA-W3G28-251107-M,4210
2025-11-06,NBA-W3G29-251107-M,3849
2025-11-06,NBA-W3G30-251107-M,1071
2025-11-06,NBA-W3G31-251107-M,1674
2025-11-06,NBA-W3G32-251107-M,4549
2025-11-06,NBA-W3G33-251107-M,767
2025-11-06,NBA-W3G34-251107-M,661
2025-11-06,NBA-W3G35-251107-M,1871
2025-11-06,NBA-W3G36-251107-M,2079
2025-11-06,NBA-W3G37-251107-M,1188
2025-11-06,NBA-W3G38-251107-M,1376
2025-11-06,NBA-WNPBC,1964
2025-11-06,NFL-W10G1-251106-M,766263
2025-11-06,NFL-W10G10-251109-M,6553
2025-11-06,NFL-W10G11-251109-M,6401
2025-11-06,NFL-W10G12-251109-M,5759
2025-11-06,NFL-W10G13-251109-M,5842
2025-11-06,NFL-W10G14-251110-M,17198
2025-11-06,NFL-W10G2-251109-M,14016
2025-11-06,NFL-W10G3-251109-M,3642
2025-11-06,NFL-W10G4-251109-M,5416
2025-11-06,NFL-W10G5-251109-M,11697
2025-11-06,NFL-W10G6-251109-M,7951
2025-11-06,NFL-W10G7-251109-M,15655
2025-11-06,NFL-W10G8-251109-M,4577
2025-11-06,NFL-W10G9-251109-M,16391
2025-11-06,NFL-WNAFCC,100
2025-11-06,NFL-WNNFLC,1267
2025-11-06,NHL-W5G15-251105-M,60420
2025-11-06,NHL-W5G16-251105-M,20325
2025-11-06,NHL-W5G17-251105-M,56765
2025-11-06,NHL-W5G18-251105-M,38835
2025-11-06,NHL-W5G19-251105-M,47795
2025-11-06,NHL-W5G20-251106-M,5347
2025-11-06,NHL-W5G21-251106-M,13027
2025-11-06,NHL-W5G22-251106-M,36780
2025-11-06,NHL-W5G23-251106-M,10935
2025-11-06,NHL-W5G24-251106-M,24515
2025-11-06,NHL-W5G25-251106-M,1846
2025-11-06,NHL-W5G26-251106-M,46466
2025-11-06,NHL-W5G27-251106-M,7993
2025-11-06,NHL-W5G28-251106-M,8075
2025-11-06,NHL-W5G29-251107-M,40
2025-11-06,NHL-W5G30-251107-M,25
2025-11-06,NHL-W5G31-251107-M,22
2025-11-06,NHL-W5G32-251107-M,47
2025-11-06,NHL-WNNC,100
2025-11-06,UCL-WNCLW,124
2025-11-06,Center ; 251107 04/30/2026 06:00 pm Binary Open,0
2025-11-06,Center ;,251107
2025-11-06,Center (Binghamton) ; 25110804/30/2026 06:00 pm Binary Open,0
2025-11-06,Center (Binghamton) ;,251108
2025-11-06,Center ; 251108 04/30/2026 06:00 pm Binary Open,0
2025-11-06,Center ; 25110804/30/2026 06:00 pm Binary Open,0
2025-11-07,CBB-W1G143-251106-M,2859
2025-11-07,CBB-W1G144-251106-M,10397
2025-11-07,CBB-W1G145-251106-M,22005
2025-11-07,CBB-W1G146-251106-M,6472
2025-11-07,CBB-W1G147-251106-M,13977
2025-11-07,CBB-W1G148-251106-M,40
2025-11-07,CBB-W1G149-251106-M,5217
2025-11-07,CBB-W1G150-251106-M,4019
2025-11-07,CBB-W1G151-251106-M,12542
2025-11-07,CBB-W1G152-251106-M,269
2025-11-07,CBB-W1G153-251106-M,12224
2025-11-07,CBB-W1G154-251106-M,9289
2025-11-07,CBB-W1G155-251106-M,3779
2025-11-07,CBB-W1G156-251106-M,2294
2025-11-07,CBB-W1G157-251106-M,2596
2025-11-07,CBB-W1G158-251106-M,4849
2025-11-07,CBB-W1G159-251106-M,106
2025-11-07,CBB-W1G160-251106-M,6585
2025-11-07,CBB-W1G161-251106-M,831
2025-11-07,CBB-W1G162-251106-M,4956
2025-11-07,CBB-W1G163-251106-M,2825
2025-11-07,CBB-W1G164-251106-M,14512
2025-11-07,CBB-W1G165-251106-M,38023
2025-11-07,CBB-W1G166-251106-M,19679
2025-11-07,CBB-W1G167-251106-M,54543
2025-11-07,CBB-W1G168-251107-M,15308
2025-11-07,CBB-W1G169-251107-M,106768
2025-11-07,CBB-W1G170-251107-M,55784
2025-11-07,CBB-W1G171-251107-M,3274
2025-11-07,CBB-W1G172-251107-M,5906
