date,contracts_settled,contracts_total,pnl_gross,fees_taker,pnl_net,pct_settled
2026-01-18,420125065,421981576,-8993676.62,4226529.56,-13220206.18,99.56
2026-01-19,306445955,308184033,-3512746.35,3296319.48,-6809065.83,99.44
2026-01-20,236008544,238047888,-770095.44,2388330.62,-3158426.06,99.14
2026-01-21,244532299,247538936,333025.58,2331106.53,-1998080.95,98.79
2026-01-22,255078360,257665730,-1651359.54,2551225.23,-4202584.77,99.0
2026-01-23,265079518,267109236,269991.51,2658171.18,-2388179.67,99.24
2026-01-24,393635354,396308504,1716446.83,4050854.85,-2334408.02,99.33
2026-01-25,539279757,543062476,5450351.24,5440227.77,10123.47,99.3
2026-01-26,251316619,254177103,-1017228.25,2391946.98,-3409175.23,98.87
2026-01-27,296505367,298444787,-3105575.53,2965224.43,-6070799.96,99.35
2026-01-28,308259612,311016519,-5559625.02,2978116.01,-8537741.03,99.11
2026-01-29,291108042,293343945,-1686310.4,2736358.16,-4422668.56,99.24
2026-01-30,321564980,323594320,602816.86,3110343.12,-2507526.26,99.37
2026-01-31,396411229,398682989,-6658289.68,4122256.04,-10780545.72,99.43
2026-02-01,313262794,315841786,-5396379.6,3128451.01,-8524830.61,99.18
2026-02-02,238774366,240723068,-1938337.83,2342689.56,-4281027.39,99.19
2026-02-03,278143854,280114384,1506205.22,2532945.89,-1026740.67,99.3
2026-02-04,309788056,312444210,-827067.44,3056467.47,-3883534.91,99.15
2026-02-05,305201907,307966939,-4147993.34,2958792.79,-7106786.13,99.1
2026-02-06,304034661,307117032,-5651119.47,3053803.58,-8704923.05,99.0
2026-02-07,472262507,476842602,-2022147.02,4701420.08,-6723567.1,99.04
2026-02-08,850671123,871469221,-27083143.89,7473997.95,-34557141.84,97.61
2026-02-09,314727656,320486553,-5591402.15,3106256.8,-8697658.95,98.2
2026-02-10,341280053,345187028,-8288574.2,3284358.67,-11572932.87,98.87
2026-02-11,366918276,370295955,1639997.7,3593584.18,-1953586.48,99.09
2026-02-12,317014909,320459929,-4091861.2,3109378.49,-7201239.69,98.92
2026-02-13,294006690,298180630,-2357793.37,2778158.66,-5135952.03,98.6
2026-02-14,421303450,424509718,-2073328.72,4230441.3,-6303770.02,99.24
2026-02-15,344871342,349040246,-3350416.2,3420176.34,-6770592.54,98.81
2026-02-16,270098560,275708396,-3182566.13,2784925.38,-5967491.51,97.97
2026-02-17,314854439,319466073,-1866001.06,3206771.34,-5072772.4,98.56
2026-02-18,360212977,364797606,-3836445.39,3564107.68,-7400553.07,98.74
2026-02-19,353346707,359377233,-588710.65,3411548.88,-4000259.53,98.32
2026-02-20,348024520,353118247,1021210.42,3531039.69,-2509829.27,98.56
2026-02-21,487084236,491443837,-3702548.79,5139651.4,-8842200.19,99.11
2026-02-22,424536988,428054756,-2489314.57,4393881.39,-6883195.96,99.18
2026-02-23,274071517,280102245,-2860496.31,2718766.66,-5579262.97,97.85
2026-02-24,397115349,402817536,-4251842.86,3786361.83,-8038204.69,98.58
2026-02-25,384085727,390506629,-3814519.36,3824929.77,-7639449.13,98.36
2026-02-26,370552123,374918213,-568638.76,3614186.35,-4182825.11,98.84
2026-02-27,338990406,344795406,-1180743.74,3600616.75,-4781360.49,98.32
2026-02-28,483616229,510583026,-1703554.93,4981747.78,-6685302.71,94.72
2026-03-01,423174395,425659451,-3282571.86,4145780.86,-7428352.72,99.42
2026-03-02,295467313,299823562,-210047.15,3055896.04,-3265943.19,98.55
2026-03-03,368913729,375045659,-1721843.75,3600725.49,-5322569.24,98.37
2026-03-04,406550912,410262265,-2867739.46,4031062.73,-6898802.19,99.1
2026-03-05,384792353,388059902,-2991550.07,3801245.85,-6792795.92,99.16
2026-03-06,399673911,404012278,1804733.02,4049808.57,-2245075.55,98.93
2026-03-07,516049514,519788695,-3453542.43,5383610.01,-8837152.44,99.28
2026-03-08,442216867,445927587,-5474356.19,4353414.55,-9827770.74,99.17
2026-03-09,308268375,312485215,-4179352.59,3141089.57,-7320442.16,98.65
2026-03-10,391115636,398739518,-3530503.38,3823079.2,-7353582.58,98.09
2026-03-11,417002994,421965422,-6422593.72,4171340.66,-10593934.38,98.82
2026-03-12,410755156,417668847,-1033846.93,3927142.31,-4960989.24,98.34
2026-03-13,434814167,439551024,355177.53,4220356.01,-3865178.48,98.92
2026-03-14,481899493,485526515,-5924790.25,4861122.04,-10785912.29,99.25
2026-03-15,454075820,458812752,-3491846.57,4524191.45,-8016038.02,98.97
2026-03-16,295270478,300150273,2663701.56,2730161.63,-66460.07,98.37
2026-03-17,377868803,383114764,993281.77,3376098.62,-2382816.85,98.63
2026-03-18,368118724,374054908,-1104005.7,3348930.8,-4452936.5,98.41
2026-03-19,623106471,645756376,-6149227.05,5421729.02,-11570956.07,96.49
2026-03-20,574437949,579801486,-1219580.57,5294344.49,-6513925.06,99.07
2026-03-21,557860291,568677971,992330.38,5348584.66,-4356254.28,98.1
2026-03-22,539406236,544711596,-9396863.84,5489785.14,-14886648.98,99.03
2026-03-23,337084573,343302756,-6878620.46,3295601.77,-10174222.23,98.19
2026-03-24,284472670,294369950,-508697.96,2700057.67,-3208755.63,96.64
2026-03-25,325966686,333937537,-1902202.06,3056822.26,-4959024.32,97.61
2026-03-26,400402370,406408470,-5326118.39,3905934.43,-9232052.82,98.52
2026-03-27,442315962,449404961,-348913.67,4324335.56,-4673249.23,98.42
2026-03-28,459698268,468407187,2635801.19,4599147.08,-1963345.89,98.14
2026-03-29,426826448,434403572,-337888.82,4073272.27,-4411161.09,98.26
2026-03-30,348740032,355380891,-5471025.17,3179592.87,-8650618.04,98.13
2026-03-31,361907269,369741763,-1826324.88,3410737.47,-5237062.35,97.88
2026-04-01,394271092,402232310,-4198114.42,3699222.68,-7897337.1,98.02
2026-04-02,360133913,368501331,-983134.91,3390617.46,-4373752.37,97.73
2026-04-03,407854745,415890092,-276764.25,3924473.72,-4201237.97,98.07
2026-04-04,517973213,527991281,-8333148.24,5505979.86,-13839128.1,98.1
2026-04-05,455498114,464769573,-4212303.57,4421078.79,-8633382.36,98.01
2026-04-06,432673252,448608352,-2862080.68,4146885.61,-7008966.29,96.45
2026-04-07,458143001,473779160,5675935.17,3949219.29,1726715.88,96.7
2026-04-08,516378687,525506576,-2169954.17,4429514.98,-6599469.15,98.26
2026-04-09,470738458,478014543,2502567.08,3710367.07,-1207799.99,98.48
2026-04-10,523986440,528574763,-6389117.85,4543947.59,-10933065.44,99.13
2026-04-11,524800182,531282506,-9149289.54,4665240.09,-13814529.63,98.78
2026-04-12,548091204,552523376,-4837445.63,4747559.22,-9585004.85,99.2
2026-04-13,330819551,335581178,1176287.53,3001413.25,-1825125.72,98.58
2026-04-14,424946267,429908781,-4502872.78,4119086.0,-8621958.78,98.85
2026-04-15,412200819,417492130,322943.25,4118414.86,-3795471.61,98.73
2026-04-16,375450009,379725836,-842995.3,3571821.36,-4414816.66,98.87
2026-04-17,438909974,444780264,-7902257.29,4126448.4,-12028705.69,98.68
2026-04-18,528943430,538222894,-1460823.4,5209102.66,-6669926.06,98.28
2026-04-19,502716978,510563029,-4303018.09,4681830.14,-8984848.23,98.46
2026-04-20,411719600,415945554,-731205.51,3895773.85,-4626979.36,98.98
2026-04-21,541324458,545891371,-1550303.22,4993683.88,-6543987.1,99.16
2026-04-22,521029844,526257066,-4157504.82,4689610.06,-8847114.88,99.01
2026-04-23,526839483,532563569,-6370366.36,4803223.91,-11173590.27,98.93
2026-04-24,515673617,523568565,9124121.19,4719983.08,4404138.11,98.49
2026-04-25,693203065,700609593,4182616.78,6393594.1,-2210977.32,98.94
2026-04-26,657331766,661008884,-13251001.85,6291721.41,-19542723.26,99.44
2026-04-27,463058086,468207565,-7501118.36,4148262.29,-11649380.65,98.9
2026-04-28,579355793,583630439,-7406684.6,5001662.32,-12408346.92,99.27
2026-04-29,534127892,539232388,-8350944.81,4944409.22,-13295354.03,99.05
2026-04-30,525266862,530452964,-4114292.29,4827687.61,-8941979.9,99.02
2026-05-01,561486564,568020339,5716790.29,5165245.65,551544.64,98.85
2026-05-02,538739673,544601997,5220013.19,5002399.24,217613.95,98.92
2026-05-03,568746456,572652179,-2810830.34,5120780.89,-7931611.23,99.32
2026-05-04,511644819,516745429,-328166.83,4540026.95,-4868193.78,99.01
2026-05-05,529642490,536789929,-6531751.14,4534176.04,-11065927.18,98.67
2026-05-06,543921884,549887077,-7245300.07,4858037.18,-12103337.25,98.92
2026-05-07,550308791,555885411,-1709146.03,4657653.82,-6366799.85,99.0
2026-05-08,557608305,565239410,-4049838.71,4805013.97,-8854852.68,98.65
2026-05-09,713003580,720380664,3683173.19,6294979.9,-2611806.71,98.98
2026-05-10,683431751,687100092,-3993507.63,6122960.72,-10116468.35,99.47
2026-05-11,509687405,514407267,-9718058.25,4285815.98,-14003874.23,99.08
2026-05-12,523647186,529044395,-891670.84,4599471.57,-5491142.41,98.98
2026-05-13,511063549,516809514,-6583438.29,4511069.49,-11094507.78,98.89
2026-05-14,484521495,494532663,-1784582.01,4048048.76,-5832630.77,97.98
2026-05-15,576659076,582614243,-962627.17,4639930.27,-5602557.44,98.98
2026-05-16,581026854,584981665,-9048143.92,4707626.79,-13755770.71,99.32
2026-05-17,600528646,604357093,346037.85,4985969.47,-4639931.62,99.37
2026-05-18,497542931,502608122,1124339.9,4769771.86,-3645431.96,98.99
2026-05-19,560300585,569228736,11374086.85,5097817.26,6276269.59,98.43
2026-05-20,591950537,597874804,-2374573.98,5436932.42,-7811506.4,99.01
2026-05-21,505611705,511752109,-3776510.82,4627831.31,-8404342.13,98.8
2026-05-22,575593097,580619454,-8727614.83,5357598.92,-14085213.75,99.13
2026-05-23,587901576,592968255,2052614.4,5403646.0,-3351031.6,99.15
2026-05-24,667684396,672086266,-11589212.35,6130459.74,-17719672.09,99.35
2026-05-25,550888495,554564995,54338.93,5082130.12,-5027791.19,99.34
2026-05-26,491065472,495296434,-3452833.68,4466519.14,-7919352.82,99.15
2026-05-27,549547336,555036529,-44184.54,4918691.75,-4962876.29,99.01
2026-05-28,543409184,551920499,-2401620.81,4995665.92,-7397286.73,98.46
2026-05-29,581725254,586819172,2633280.01,5231174.16,-2597894.15,99.13
2026-05-30,795046971,800616923,-2237142.15,7516560.72,-9753702.87,99.3
2026-05-31,584289125,589518243,-337745.25,4930932.65,-5268677.9,99.11
2026-06-01,495081553,505670624,-7139775.78,4401398.14,-11541173.92,97.91
2026-06-02,477239603,580038287,-4238943.92,3932784.66,-8171728.58,82.28
2026-06-03,628168981,738674438,-6741390.35,5505754.5,-12247144.85,85.04
2026-06-04,465247498,563769942,-5254241.69,3918538.63,-9172780.32,82.52
2026-06-05,742326004,777991332,2415395.1,6372155.71,-3956760.61,95.42
2026-06-06,603396401,656286666,-2701618.21,5071036.37,-7772654.58,91.94
2026-06-07,365981824,611108187,324060.74,2531215.31,-2207154.57,59.89
2026-06-08,514012910,694882802,6854594.22,4002166.76,2852427.46,73.97
2026-06-09,586316715,661240942,102810.77,4840042.91,-4737232.14,88.67
2026-06-10,735528115,872724526,20033033.74,6130250.54,13902783.2,84.28
2026-06-11,658507271,773993164,12456540.18,5231599.83,7224940.36,85.08
2026-06-12,684487769,916344206,10048866.99,4881991.75,5166875.24,74.7
2026-06-13,1220267020,1224773663,-14522030.67,10687283.75,-25209314.42,99.63
2026-06-14,1228871155,1236153292,-23468321.68,10023826.79,-33492148.46,99.41
2026-06-15,1072890415,1109617874,-7279317.23,8718341.39,-15997658.62,96.69
2026-06-16,978468423,1053293180,20272924.48,7288725.51,12984198.97,92.9
2026-06-17,837226487,1353887338,-13870742.69,4984735.89,-18855478.58,61.84
2026-06-18,1044266841,1256823175,33939.44,7207954.43,-7174014.99,83.09
2026-06-19,1154236179,1280161436,1058124.79,8482237.9,-7424113.11,90.16
2026-06-20,1406879556,1468056454,-4373712.26,11028440.17,-15402152.43,95.83
2026-06-21,1277947267,1465069432,-5160742.3,9362348.68,-14523090.98,87.23
2026-06-22,918870465,1291234366,21126369.67,6509920.49,14616449.18,71.16
2026-06-23,1504516571,1511007814,-32584985.05,11734429.28,-44319414.33,99.57
2026-06-24,1659091856,1670967286,5621483.74,12910768.92,-7289285.18,99.29
2026-06-25,841683129,1716126229,-14586174.84,4086772.63,-18672947.47,49.05
2026-06-26,991173540,1562015202,-539926.7,4960632.62,-5500559.32,63.45
2026-06-27,1393260477,1580579231,-29972939.54,9756328.85,-39729268.38,88.15
2026-06-28,838753728,915428909,-10879044.31,6187577.03,-17066621.34,91.62
2026-06-29,1264059944,1417005476,-3752129.57,9175515.86,-12927645.43,89.21
2026-06-30,1384566889,1505555866,53373433.89,10316275.38,43057158.51,91.96
2026-07-01,1444810896,1685408777,-3161553.5,10676127.92,-13837681.42,85.72
2026-07-02,1367966825,1470638160,12958867.95,10431772.81,2527095.14,93.02
2026-07-03,1651008560,1719719772,-15093697.87,12296300.58,-27389998.45,96.0
2026-07-04,1438402150,1518414219,-26719955.93,10698952.29,-37418908.22,94.73
2026-07-05,1247160153,1789637890,-20575380.67,8840290.02,-29415670.69,69.69
2026-07-06,1474793357,1552831051,-45523971.51,11322466.03,-56846437.54,94.97
2026-07-07,893266925,1560492020,-21125907.45,7217422.61,-28343330.06,57.24
2026-07-08,985379448,1049082396,-4720932.76,7079617.42,-11800550.18,93.93
2026-07-09,1119966099,1316544724,-1635004.67,7818208.64,-9453213.31,85.07
2026-07-10,464219979,1360828856,-5238588.65,2795275.6,-8033864.25,34.11
2026-07-11,830074503,2128859691,-14979373.5,4813974.82,-19793348.32,38.99
2026-07-12,606948147,945331378,-11397114.46,4456173.39,-15853287.85,64.2
2026-07-13,449944501,783747109,-7062538.33,3716220.05,-10778758.38,57.41
2026-07-14,522242450,1304909113,1497222.68,3872729.33,-2375506.64,40.02
2026-07-15,658187173,1286002308,3207285.21,4766449.25,-1559164.04,51.18
2026-07-16,504529624,865642523,-9920064.96,3725673.74,-13645738.7,58.28
2026-07-17,758980724,1180895884,-9150821.18,4999566.41,-14150387.59,64.27
2026-07-18,1613758402,1797328270,-14088053.69,11564276.27,-25652329.96,89.79
2026-07-19,1696793301,1901813701,-58162566.9,12619385.65,-70781952.55,89.22
2026-07-20,833811987,1004916952,-1078347.94,6060755.71,-7139103.65,82.97
2026-07-21,935936645,1133168903,-807606.72,6556486.62,-7364093.34,82.59
2026-07-22,1168255480,1272740067,-504019.82,8410825.17,-8914844.99,91.79
2026-07-23,649719345,943560780,-6639329.92,4896590.5,-11535920.42,68.86
2026-07-24,715662899,1212245422,-3514341.4,4289852.48,-7804193.88,59.04
2026-07-25,701501852,1277079040,-595552.91,4399986.2,-4995539.11,54.93
2026-07-26,435620003,1049581567,-1839865.78,3097120.17,-4936985.95,41.5
2026-07-27,643343321,1050662701,-9763441.85,4536695.99,-14300137.84,61.23
2026-07-28,859371024,1201234329,-3323103.68,6454350.77,-9777454.45,71.54
2026-07-29,79160291,869235735,16708.04,768456.64,-751748.6,9.11
